date,CE01ISSM,CE02SHSM,CE07SHSM,CP03ISSM,GA01SUMO,GI03FLMA
2015-03-11 16:00:00,NaN,NaN,NaN,NaN,NaN,34.9287
2015-03-11 17:00:00,NaN,NaN,NaN,NaN,NaN,34.9262
2015-03-11 18:00:00,NaN,NaN,NaN,NaN,NaN,34.9232
2015-03-11 19:00:00,NaN,NaN,NaN,NaN,NaN,34.9228
2015-03-11 20:00:00,NaN,NaN,NaN,NaN,NaN,34.9232
2015-03-11 21:00:00,NaN,NaN,NaN,NaN,NaN,34.9238
2015-03-11 22:00:00,NaN,NaN,NaN,NaN,NaN,34.9207
2015-03-11 23:00:00,NaN,NaN,NaN,NaN,NaN,34.9214
2015-03-12 00:00:00,NaN,NaN,NaN,NaN,NaN,34.9281
2015-03-12 01:00:00,NaN,NaN,NaN,NaN,NaN,34.9322
2015-03-12 02:00:00,NaN,NaN,NaN,NaN,NaN,34.9289
2015-03-12 03:00:00,NaN,NaN,NaN,NaN,NaN,34.9323
2015-03-12 04:00:00,NaN,NaN,NaN,NaN,NaN,34.9332
2015-03-12 05:00:00,NaN,NaN,NaN,NaN,NaN,34.9334
2015-03-12 06:00:00,NaN,NaN,NaN,NaN,NaN,34.9339
2015-03-12 07:00:00,NaN,NaN,NaN,NaN,NaN,34.9347
2015-03-12 08:00:00,NaN,NaN,NaN,NaN,NaN,34.9342
2015-03-12 09:00:00,NaN,NaN,NaN,NaN,NaN,34.9337
2015-03-12 10:00:00,NaN,NaN,NaN,NaN,NaN,34.9342
2015-03-12 11:00:00,NaN,NaN,NaN,NaN,NaN,34.9346
2015-03-12 12:00:00,NaN,NaN,NaN,NaN,NaN,34.9352
2015-03-12 13:00:00,NaN,NaN,NaN,NaN,NaN,34.9345
2015-03-12 14:00:00,NaN,NaN,NaN,NaN,NaN,34.9345
2015-03-12 15:00:00,NaN,NaN,NaN,NaN,NaN,34.9357
2015-03-12 16:00:00,NaN,NaN,NaN,NaN,NaN,34.9361
2015-03-12 17:00:00,NaN,NaN,NaN,NaN,NaN,34.9361
2015-03-12 18:00:00,NaN,NaN,NaN,NaN,NaN,34.9366
2015-03-12 19:00:00,NaN,NaN,NaN,NaN,NaN,34.9364
2015-03-12 20:00:00,NaN,NaN,NaN,NaN,NaN,34.9372
2015-03-12 21:00:00,NaN,NaN,NaN,NaN,NaN,34.9367
2015-03-12 22:00:00,NaN,NaN,NaN,NaN,NaN,34.9344
2015-03-12 23:00:00,NaN,NaN,NaN,NaN,NaN,34.9353
2015-03-13 00:00:00,NaN,NaN,NaN,NaN,NaN,34.9354
2015-03-13 01:00:00,NaN,NaN,NaN,NaN,NaN,34.9337
2015-03-13 02:00:00,NaN,NaN,NaN,NaN,NaN,34.9316
2015-03-13 03:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-13 04:00:00,NaN,NaN,NaN,NaN,NaN,34.9345
2015-03-13 05:00:00,NaN,NaN,NaN,NaN,NaN,34.9346
2015-03-13 06:00:00,NaN,NaN,NaN,NaN,NaN,34.9338
2015-03-13 07:00:00,NaN,NaN,NaN,NaN,NaN,34.9333
2015-03-13 08:00:00,NaN,NaN,NaN,NaN,NaN,34.9348
2015-03-13 09:00:00,NaN,NaN,NaN,NaN,NaN,34.9346
2015-03-13 10:00:00,NaN,NaN,NaN,NaN,NaN,34.9335
2015-03-13 11:00:00,NaN,NaN,NaN,NaN,NaN,34.9342
2015-03-13 12:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-13 13:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-13 14:00:00,NaN,NaN,NaN,NaN,NaN,34.9337
2015-03-13 15:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-13 16:00:00,NaN,NaN,NaN,NaN,NaN,34.9334
2015-03-13 17:00:00,NaN,NaN,NaN,NaN,NaN,34.933
2015-03-13 18:00:00,NaN,NaN,NaN,NaN,NaN,34.9343
2015-03-13 19:00:00,NaN,NaN,NaN,NaN,NaN,34.9339
2015-03-13 20:00:00,NaN,NaN,NaN,NaN,NaN,34.9332
2015-03-13 21:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-13 22:00:00,NaN,NaN,NaN,NaN,NaN,34.9339
2015-03-13 23:00:00,NaN,NaN,NaN,NaN,NaN,34.9338
2015-03-14 00:00:00,NaN,NaN,NaN,NaN,NaN,34.9323
2015-03-14 01:00:00,NaN,NaN,NaN,NaN,NaN,34.933
2015-03-14 02:00:00,NaN,NaN,NaN,NaN,NaN,34.9316
2015-03-14 03:00:00,NaN,NaN,NaN,NaN,NaN,34.9302
2015-03-14 04:00:00,NaN,NaN,NaN,NaN,NaN,34.9291
2015-03-14 05:00:00,NaN,NaN,NaN,NaN,NaN,34.929
2015-03-14 06:00:00,NaN,NaN,NaN,NaN,NaN,34.9269
2015-03-14 07:00:00,NaN,NaN,NaN,NaN,NaN,34.9254
2015-03-14 08:00:00,NaN,NaN,NaN,NaN,NaN,34.9258
2015-03-14 09:00:00,NaN,NaN,NaN,NaN,NaN,34.9272
2015-03-14 10:00:00,NaN,NaN,NaN,NaN,NaN,34.9246
2015-03-14 11:00:00,NaN,NaN,NaN,NaN,NaN,34.9294
2015-03-14 12:00:00,NaN,NaN,NaN,NaN,NaN,34.9266
2015-03-14 13:00:00,NaN,NaN,NaN,NaN,NaN,34.928
2015-03-14 14:00:00,NaN,NaN,NaN,NaN,NaN,34.9275
2015-03-14 15:00:00,NaN,NaN,NaN,NaN,NaN,34.9269
2015-03-14 16:00:00,NaN,NaN,NaN,NaN,NaN,34.9268
2015-03-14 17:00:00,NaN,NaN,NaN,NaN,NaN,34.9282
2015-03-14 18:00:00,NaN,NaN,NaN,NaN,NaN,34.9275
2015-03-14 19:00:00,NaN,NaN,NaN,NaN,NaN,34.926
2015-03-14 20:00:00,NaN,NaN,NaN,NaN,NaN,34.9263
2015-03-14 21:00:00,NaN,NaN,NaN,NaN,NaN,34.9277
2015-03-14 22:00:00,NaN,NaN,NaN,NaN,NaN,34.927
2015-03-14 23:00:00,NaN,NaN,NaN,NaN,NaN,34.9262
2015-03-15 00:00:00,NaN,NaN,NaN,NaN,NaN,34.9256
2015-03-15 01:00:00,NaN,NaN,NaN,NaN,NaN,34.9255
2015-03-15 02:00:00,NaN,NaN,NaN,NaN,NaN,34.9244
2015-03-15 03:00:00,NaN,NaN,NaN,NaN,NaN,34.925
2015-03-15 04:00:00,NaN,NaN,NaN,NaN,NaN,34.9279
2015-03-15 05:00:00,NaN,NaN,NaN,NaN,NaN,34.925
2015-03-15 06:00:00,NaN,NaN,NaN,NaN,NaN,34.9277
2015-03-15 07:00:00,NaN,NaN,NaN,NaN,NaN,34.9323
2015-03-15 08:00:00,NaN,NaN,NaN,NaN,NaN,34.9301
2015-03-15 09:00:00,NaN,NaN,NaN,NaN,NaN,34.9289
2015-03-15 10:00:00,NaN,NaN,NaN,NaN,NaN,34.9301
2015-03-15 11:00:00,NaN,NaN,NaN,NaN,NaN,34.934
2015-03-15 12:00:00,NaN,NaN,NaN,NaN,NaN,34.9365
2015-03-15 13:00:00,NaN,NaN,NaN,NaN,NaN,34.9352
2015-03-15 14:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-15 15:00:00,NaN,NaN,NaN,NaN,NaN,34.9368
2015-03-15 16:00:00,NaN,NaN,NaN,NaN,NaN,34.9336
2015-03-15 17:00:00,NaN,NaN,NaN,NaN,NaN,34.9347
2015-03-15 18:00:00,NaN,NaN,NaN,NaN,NaN,34.9338
2015-03-15 19:00:00,NaN,NaN,NaN,NaN,NaN,34.9346
2015-03-15 20:00:00,NaN,NaN,NaN,NaN,NaN,34.9338
2015-03-15 21:00:00,NaN,NaN,NaN,NaN,NaN,34.9359
2015-03-15 22:00:00,NaN,NaN,NaN,NaN,34.3529,34.9353
2015-03-15 23:00:00,NaN,NaN,NaN,NaN,34.36,34.9356
2015-03-16 00:00:00,NaN,NaN,NaN,NaN,34.3613,34.9357
