date,pCO2,pH
2016-01-06 09:00:00,310.853,8.05902
2016-01-06 10:00:00,311.066,8.05777
2016-01-06 11:00:00,310.469,8.06448
2016-01-06 12:00:00,310.56,8.05386
2016-01-06 13:00:00,310.236,8.0534
2016-01-06 14:00:00,310.105,8.05167
2016-01-06 15:00:00,311.467,8.05562
2016-01-06 16:00:00,311.144,8.05378
2016-01-06 17:00:00,313.867,8.05379
2016-01-06 18:00:00,310.539,8.0577
2016-01-06 19:00:00,309.944,8.05211
2016-01-06 20:00:00,310.962,8.05606
2016-01-06 21:00:00,309.58,8.05632
2016-01-06 22:00:00,310.105,8.06113
2016-01-06 23:00:00,310.398,8.07097
2016-01-07 00:00:00,309.49,8.07514
2016-01-07 01:00:00,308.915,8.06938
2016-01-07 02:00:00,312.748,8.07186
2016-01-07 03:00:00,309.903,8.07023
2016-01-07 04:00:00,311.325,8.07094
2016-01-07 05:00:00,309.853,8.06041
2016-01-07 06:00:00,310.791,8.06022
2016-01-07 07:00:00,311.033,8.06989
2016-01-07 08:00:00,311.124,8.06946
2016-01-07 09:00:00,312.142,8.0598
2016-01-07 10:00:00,311.527,8.08573
2016-01-07 11:00:00,314.261,8.08293
2016-01-07 12:00:00,311.255,8.07352
2016-01-07 13:00:00,311.003,8.08371
2016-01-07 14:00:00,310.539,8.06547
2016-01-07 15:00:00,310.761,8.07399
2016-01-07 16:00:00,311.023,8.04427
2016-01-07 17:00:00,311.073,8.07283
2016-01-07 18:00:00,311.921,8.07189
2016-01-07 19:00:00,312.367,8.07347
2016-01-07 20:00:00,316.032,8.07291
2016-01-07 21:00:00,312.445,8.05124
2016-01-07 22:00:00,314.043,8.0712
2016-01-07 23:00:00,314.396,8.05566
2016-01-08 00:00:00,312.859,8.07156
2016-01-08 01:00:00,311.648,8.05751
2016-01-08 02:00:00,312.495,8.07089
2016-01-08 03:00:00,312.193,8.05062
2016-01-08 04:00:00,312.25,8.0732
2016-01-08 05:00:00,315.515,8.06561
2016-01-08 06:00:00,312.552,8.07406
2016-01-08 07:00:00,313.625,8.06058
2016-01-08 08:00:00,314.159,8.07193
2016-01-08 09:00:00,315.548,8.07466
2016-01-08 10:00:00,315.189,8.07345
2016-01-08 11:00:00,314.266,8.07339
2016-01-08 12:00:00,315.281,8.04109
2016-01-08 13:00:00,314.178,8.07135
2016-01-08 14:00:00,317.129,8.06507
2016-01-08 15:00:00,314.11,8.08429
2016-01-08 16:00:00,314.231,8.06645
2016-01-08 17:00:00,313.931,8.06369
2016-01-08 18:00:00,313.14,8.06635
2016-01-08 19:00:00,313.422,8.02984
2016-01-08 20:00:00,313.122,8.06014
2016-01-08 21:00:00,312.373,8.06785
2016-01-08 22:00:00,312.743,8.09295
2016-01-08 23:00:00,315.952,8.0722
2016-01-09 00:00:00,312.824,8.07653
2016-01-09 01:00:00,312.814,8.07183
2016-01-09 02:00:00,312.384,8.11006
2016-01-09 03:00:00,313.423,8.06785
2016-01-09 04:00:00,313.343,8.06908
2016-01-09 05:00:00,312.923,8.07282
2016-01-09 06:00:00,313.423,8.06824
2016-01-09 07:00:00,313.293,8.05463
2016-01-09 08:00:00,316.959,8.06305
2016-01-09 09:00:00,312.684,8.07035
2016-01-09 10:00:00,312.424,8.07049
2016-01-09 11:00:00,312.753,8.06736
2016-01-09 12:00:00,312.463,8.04554
2016-01-09 13:00:00,312.992,8.05279
2016-01-09 14:00:00,312.631,8.05475
2016-01-09 15:00:00,312.789,8.0608
2016-01-09 16:00:00,312.278,8.05284
2016-01-09 17:00:00,314.942,8.06667
2016-01-09 18:00:00,311.613,8.06234
2016-01-09 19:00:00,312.793,8.05707
2016-01-09 20:00:00,312.803,8.06228
2016-01-09 21:00:00,313.131,8.05213
2016-01-09 22:00:00,312.317,8.05426
2016-01-09 23:00:00,313.041,8.03922
2016-01-10 00:00:00,313.6,8.02046
2016-01-10 01:00:00,313.258,8.0545
2016-01-10 02:00:00,318.487,8.05704
2016-01-10 03:00:00,312.785,8.06296
2016-01-10 04:00:00,313.841,8.05464
2016-01-10 05:00:00,313.046,8.05588
2016-01-10 06:00:00,313.187,8.05824
2016-01-10 07:00:00,312.759,8.05376
2016-01-10 08:00:00,313.985,8.05548
2016-01-10 09:00:00,313.071,8.06534
2016-01-10 10:00:00,313.416,8.04768
2016-01-10 11:00:00,316.718,8.0588
2016-01-10 12:00:00,314.592,8.05794
2016-01-10 13:00:00,313.98,8.05486
2016-01-10 14:00:00,313.721,8.05523
2016-01-10 15:00:00,314.302,8.05362
2016-01-10 16:00:00,313.792,8.05381
2016-01-10 17:00:00,313.843,8.06174
2016-01-10 18:00:00,314.392,8.07232
2016-01-10 19:00:00,314.971,8.09447
2016-01-10 20:00:00,317.783,8.06913
2016-01-10 21:00:00,314.919,8.06471
2016-01-10 22:00:00,315.086,8.07523
2016-01-10 23:00:00,313.93,8.07227
2016-01-11 00:00:00,313.589,8.07132
2016-01-11 01:00:00,313.151,8.07399
2016-01-11 02:00:00,312.773,8.07129
2016-01-11 03:00:00,313.141,8.07231
2016-01-11 04:00:00,312.711,8.07015
2016-01-11 05:00:00,315.616,8.07199
2016-01-11 06:00:00,312.602,8.0843
2016-01-11 07:00:00,313.176,8.05592
2016-01-11 08:00:00,312.51,8.06758
2016-01-11 09:00:00,313.564,8.069
2016-01-11 10:00:00,312.809,8.05342
2016-01-11 11:00:00,313.186,8.04252
2016-01-11 12:00:00,313.474,8.0713
2016-01-11 13:00:00,313.236,8.06776
2016-01-11 14:00:00,316.088,8.07496
2016-01-11 15:00:00,312.997,8.07075
2016-01-11 16:00:00,314.243,8.08819
2016-01-11 17:00:00,313.935,8.07513
2016-01-11 18:00:00,315.119,8.0705
2016-01-11 19:00:00,315.109,8.07807
2016-01-11 20:00:00,316.004,8.074
2016-01-11 21:00:00,316.691,8.08506
2016-01-11 22:00:00,316.203,8.07221
2016-01-11 23:00:00,321.257,8.09277
2016-01-12 00:00:00,315.974,8.06834
2016-01-12 01:00:00,314.452,8.06925
2016-01-12 02:00:00,314.134,8.0675
2016-01-12 03:00:00,313.915,8.06985
2016-01-12 04:00:00,313.239,8.07207
2016-01-12 05:00:00,312.771,8.07329
2016-01-12 06:00:00,312.572,8.07074
2016-01-12 07:00:00,311.179,8.07673
2016-01-12 08:00:00,314.064,8.07526
2016-01-12 09:00:00,310.235,8.07311
2016-01-12 10:00:00,310.543,8.08023
2016-01-12 11:00:00,309.598,8.04644
2016-01-12 12:00:00,310.901,8.08619
2016-01-12 13:00:00,309.568,8.07336
2016-01-12 14:00:00,309.916,8.06985
2016-01-12 15:00:00,309.21,8.07293
2016-01-12 16:00:00,309.816,8.07683
2016-01-12 17:00:00,312.572,8.07413
2016-01-12 18:00:00,311.04,8.07261
2016-01-12 19:00:00,311.856,8.08694
2016-01-12 20:00:00,312.98,8.0763
2016-01-12 21:00:00,312.134,8.06976
2016-01-12 22:00:00,311.279,8.07164
2016-01-12 23:00:00,311.368,8.07151
2016-01-13 00:00:00,311.597,8.07615
2016-01-13 01:00:00,311.975,8.07457
2016-01-13 02:00:00,315.258,8.08745
2016-01-13 03:00:00,312.134,8.07274
2016-01-13 04:00:00,313.179,8.06806
