date,CE02SHSM pCO2,CE02SHSM pH,CE07SHSM pCO2,CE07SHSM pH,GS01SUMO pCO2, GS01SUMO pH
2015-10-01 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 22:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01 23:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 22:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-02 23:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 22:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-03 23:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 22:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-04 23:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 22:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05 23:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 22:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-06 23:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 01:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 02:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 03:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 04:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 05:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 06:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 07:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 08:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 09:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 10:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 11:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 13:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 14:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 15:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 16:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 17:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 18:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 19:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 20:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 21:00:00,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07 22:00:00,414.636,8.03923,NaN,NaN,NaN,NaN
2015-10-07 23:00:00,402.057,8.05365,NaN,NaN,NaN,NaN
2015-10-08 00:00:00,419.139,8.05133,NaN,NaN,NaN,NaN
2015-10-08 01:00:00,413.919,8.06686,NaN,NaN,NaN,NaN
2015-10-08 02:00:00,421.171,8.05453,NaN,NaN,NaN,NaN
2015-10-08 03:00:00,425.553,8.05001,NaN,NaN,NaN,NaN
2015-10-08 04:00:00,436.493,8.0353,NaN,NaN,NaN,NaN
2015-10-08 05:00:00,432.642,8.0214,NaN,NaN,NaN,NaN
2015-10-08 06:00:00,436.577,8.01526,NaN,NaN,NaN,NaN
2015-10-08 07:00:00,428.424,8.02356,NaN,NaN,NaN,NaN
2015-10-08 08:00:00,414.715,8.02265,NaN,NaN,NaN,NaN
2015-10-08 09:00:00,408.281,8.02103,NaN,NaN,NaN,NaN
2015-10-08 10:00:00,408.858,8.00688,NaN,NaN,NaN,NaN
2015-10-08 11:00:00,405.772,7.99459,NaN,NaN,NaN,NaN
2015-10-08 12:00:00,411.593,7.98789,NaN,NaN,NaN,NaN
2015-10-08 13:00:00,408.239,7.99042,NaN,NaN,NaN,NaN
2015-10-08 14:00:00,462.325,7.99444,NaN,NaN,NaN,NaN
2015-10-08 15:00:00,467.894,7.98144,NaN,NaN,NaN,NaN
2015-10-08 16:00:00,366.703,8.05714,NaN,NaN,NaN,NaN
2015-10-08 17:00:00,368.594,8.03828,NaN,NaN,NaN,NaN
2015-10-08 18:00:00,389.509,8.04508,NaN,NaN,NaN,NaN
2015-10-08 19:00:00,410.243,8.02165,NaN,NaN,NaN,NaN
2015-10-08 20:00:00,404.047,7.96394,NaN,NaN,NaN,NaN
2015-10-08 21:00:00,397.236,7.94144,NaN,NaN,NaN,NaN
2015-10-08 22:00:00,405.327,7.92921,NaN,NaN,NaN,NaN
2015-10-08 23:00:00,402.846,7.922,NaN,NaN,NaN,NaN
2015-10-09 00:00:00,408.02,7.97421,NaN,NaN,NaN,NaN
2015-10-09 01:00:00,403.313,7.97503,NaN,NaN,NaN,NaN
2015-10-09 02:00:00,413.601,7.98865,NaN,NaN,NaN,NaN
2015-10-09 03:00:00,403.748,7.93614,NaN,NaN,NaN,NaN
2015-10-09 04:00:00,404.007,8.01408,NaN,NaN,NaN,NaN
2015-10-09 05:00:00,357.756,7.90155,NaN,NaN,NaN,NaN
2015-10-09 06:00:00,367.375,7.97175,NaN,NaN,NaN,NaN
2015-10-09 07:00:00,372.78,7.92426,NaN,NaN,NaN,NaN
2015-10-09 08:00:00,380.869,8.0332,NaN,NaN,NaN,NaN
2015-10-09 09:00:00,391.595,7.98314,NaN,NaN,NaN,NaN
2015-10-09 10:00:00,407.933,7.90849,NaN,NaN,NaN,NaN
2015-10-09 11:00:00,419.3,7.91974,NaN,NaN,NaN,NaN
2015-10-09 12:00:00,423.063,7.9231,NaN,NaN,NaN,NaN
2015-10-09 13:00:00,429.828,7.96348,NaN,NaN,NaN,NaN
2015-10-09 14:00:00,434.463,8.00417,NaN,NaN,NaN,NaN
2015-10-09 15:00:00,440.616,7.90271,NaN,NaN,NaN,NaN
2015-10-09 16:00:00,422.543,7.92345,NaN,NaN,NaN,NaN
2015-10-09 17:00:00,367.937,7.95847,NaN,NaN,NaN,NaN
2015-10-09 18:00:00,372.353,7.94836,NaN,NaN,NaN,NaN
2015-10-09 19:00:00,370.868,8.03787,NaN,NaN,NaN,NaN
2015-10-09 20:00:00,366.078,7.97607,NaN,NaN,NaN,NaN
2015-10-09 21:00:00,356.004,8.04077,NaN,NaN,NaN,NaN
2015-10-09 22:00:00,359.874,8.10713,NaN,NaN,NaN,NaN
2015-10-09 23:00:00,363.594,7.9936,NaN,NaN,NaN,NaN
2015-10-10 00:00:00,359.977,7.98123,NaN,NaN,NaN,NaN
2015-10-10 01:00:00,363.975,7.98187,NaN,NaN,NaN,NaN
2015-10-10 02:00:00,361.027,8.00843,NaN,NaN,NaN,NaN
2015-10-10 03:00:00,361.418,7.97176,NaN,NaN,NaN,NaN
2015-10-10 04:00:00,354.301,8.02674,NaN,NaN,NaN,NaN
2015-10-10 05:00:00,353.139,8.1178,NaN,NaN,NaN,NaN
2015-10-10 06:00:00,352.999,7.97698,NaN,NaN,NaN,NaN
2015-10-10 07:00:00,353.65,8.04032,NaN,NaN,NaN,NaN
2015-10-10 08:00:00,354.401,8.04632,NaN,NaN,NaN,NaN
2015-10-10 09:00:00,349.204,7.98639,NaN,NaN,NaN,NaN
2015-10-10 10:00:00,354.712,8.03503,NaN,NaN,NaN,NaN
2015-10-10 11:00:00,356.654,8.09613,NaN,NaN,NaN,NaN
2015-10-10 12:00:00,359.041,8.06019,NaN,NaN,NaN,NaN
2015-10-10 13:00:00,358.927,8.01402,NaN,NaN,NaN,NaN
2015-10-10 14:00:00,354.872,8.06812,NaN,NaN,NaN,NaN
2015-10-10 15:00:00,347.297,8.03832,NaN,NaN,NaN,NaN
2015-10-10 16:00:00,348.588,8.08153,NaN,NaN,NaN,NaN
2015-10-10 17:00:00,351.718,8.06311,NaN,NaN,NaN,NaN
2015-10-10 18:00:00,351.638,8.03573,NaN,NaN,NaN,NaN
2015-10-10 19:00:00,350.45,8.05845,NaN,NaN,NaN,NaN
2015-10-10 20:00:00,349.994,8.05428,NaN,NaN,NaN,NaN
2015-10-10 21:00:00,345.967,8.02402,NaN,NaN,NaN,NaN
2015-10-10 22:00:00,351.019,8.03879,NaN,NaN,NaN,NaN
2015-10-10 23:00:00,350.909,8.05936,NaN,NaN,NaN,NaN
2015-10-11 00:00:00,351.797,8.02953,NaN,NaN,NaN,NaN
2015-10-11 01:00:00,349.674,8.09273,NaN,NaN,NaN,NaN
2015-10-11 02:00:00,350.867,8.03341,NaN,NaN,NaN,NaN
2015-10-11 03:00:00,348.05,8.03923,NaN,NaN,NaN,NaN
2015-10-11 04:00:00,346.086,8.06675,NaN,NaN,NaN,NaN
2015-10-11 05:00:00,345.475,8.01168,NaN,NaN,NaN,NaN
2015-10-11 06:00:00,347.017,8.02467,NaN,NaN,NaN,NaN
2015-10-11 07:00:00,347.574,8.05616,NaN,NaN,NaN,NaN
2015-10-11 08:00:00,347.627,8.03729,NaN,NaN,NaN,NaN
2015-10-11 09:00:00,344.224,8.05125,NaN,NaN,NaN,NaN
2015-10-11 10:00:00,349.573,8.027,NaN,NaN,NaN,NaN
2015-10-11 11:00:00,350.544,8.04783,NaN,NaN,NaN,NaN
2015-10-11 12:00:00,351.356,8.02635,NaN,NaN,NaN,NaN
2015-10-11 13:00:00,351.276,8.06024,NaN,NaN,NaN,NaN
2015-10-11 14:00:00,351.716,8.06018,NaN,NaN,NaN,NaN
2015-10-11 15:00:00,351.82,8.04783,NaN,NaN,NaN,NaN
2015-10-11 16:00:00,353.722,8.03418,NaN,NaN,NaN,NaN
2015-10-11 17:00:00,356.955,7.98067,NaN,NaN,NaN,NaN
2015-10-11 18:00:00,353.597,8.0232,NaN,NaN,NaN,NaN
2015-10-11 19:00:00,350.875,8.0993,NaN,NaN,NaN,NaN
2015-10-11 20:00:00,354.068,8.10428,NaN,NaN,NaN,NaN
2015-10-11 21:00:00,349.509,8.03418,NaN,NaN,NaN,NaN
2015-10-11 22:00:00,359.937,7.94822,NaN,NaN,NaN,NaN
2015-10-11 23:00:00,360.028,8.00996,NaN,NaN,NaN,NaN
2015-10-12 00:00:00,359.646,8.0036,NaN,NaN,NaN,NaN
2015-10-12 01:00:00,357.749,8.04802,NaN,NaN,NaN,NaN
2015-10-12 02:00:00,356.435,8.05826,NaN,NaN,NaN,NaN
2015-10-12 03:00:00,356.373,8.04704,NaN,NaN,NaN,NaN
2015-10-12 04:00:00,356.264,8.02569,NaN,NaN,NaN,NaN
2015-10-12 05:00:00,355.541,8.03448,NaN,NaN,NaN,NaN
2015-10-12 06:00:00,354.487,8.02043,NaN,NaN,NaN,NaN
2015-10-12 07:00:00,354.685,8.02988,NaN,NaN,NaN,NaN
2015-10-12 08:00:00,355.348,8.03351,NaN,NaN,NaN,NaN
2015-10-12 09:00:00,350.292,8.02807,NaN,NaN,NaN,NaN
2015-10-12 10:00:00,354.427,8.04242,NaN,NaN,NaN,NaN
2015-10-12 11:00:00,354.59,8.03399,NaN,NaN,NaN,NaN
2015-10-12 12:00:00,354.369,8.0424,NaN,NaN,NaN,NaN
2015-10-12 13:00:00,353.387,8.01872,NaN,NaN,NaN,NaN
2015-10-12 14:00:00,354.028,8.00615,NaN,NaN,NaN,NaN
2015-10-12 15:00:00,354.469,8.04406,NaN,NaN,NaN,NaN
2015-10-12 16:00:00,352.945,8.00056,NaN,NaN,NaN,NaN
2015-10-12 17:00:00,351.572,8.07407,NaN,NaN,NaN,NaN
2015-10-12 18:00:00,353.206,7.99064,NaN,NaN,NaN,NaN
2015-10-12 19:00:00,355.101,8.02187,NaN,NaN,NaN,NaN
2015-10-12 20:00:00,355.221,7.94221,NaN,NaN,NaN,NaN
2015-10-12 21:00:00,350.161,7.91957,NaN,NaN,NaN,NaN
2015-10-12 22:00:00,355.833,8.06608,NaN,NaN,NaN,NaN
2015-10-12 23:00:00,357.067,8.07763,NaN,NaN,NaN,NaN
2015-10-13 00:00:00,356.745,7.9335,NaN,NaN,NaN,NaN
2015-10-13 01:00:00,354.193,7.96246,NaN,NaN,NaN,NaN
2015-10-13 02:00:00,349.509,8.02227,NaN,NaN,NaN,NaN
2015-10-13 03:00:00,349.268,7.98952,NaN,NaN,NaN,NaN
2015-10-13 04:00:00,353.122,8.08207,NaN,NaN,NaN,NaN
2015-10-13 05:00:00,356.745,7.96206,NaN,NaN,NaN,NaN
2015-10-13 06:00:00,356.051,8.00488,NaN,NaN,NaN,NaN
2015-10-13 07:00:00,355.697,8.00424,NaN,NaN,NaN,NaN
2015-10-13 08:00:00,350.733,8.00569,NaN,NaN,NaN,NaN
2015-10-13 09:00:00,348.637,7.94998,NaN,NaN,NaN,NaN
2015-10-13 10:00:00,354.005,8.04438,NaN,NaN,NaN,NaN
2015-10-13 11:00:00,355.581,7.81371,NaN,NaN,NaN,NaN
2015-10-13 12:00:00,355.411,7.98482,NaN,NaN,NaN,NaN
2015-10-13 13:00:00,352.871,8.0231,NaN,NaN,NaN,NaN
2015-10-13 14:00:00,352.203,8.02318,NaN,NaN,NaN,NaN
2015-10-13 15:00:00,353.534,7.95621,NaN,NaN,NaN,NaN
2015-10-13 16:00:00,351.657,8.05449,NaN,NaN,NaN,NaN
2015-10-13 17:00:00,351.209,7.95415,NaN,NaN,NaN,NaN
2015-10-13 18:00:00,354.735,8.03024,358.932,8.11502,NaN,NaN
2015-10-13 19:00:00,355.114,7.90297,343.034,NaN,NaN,NaN
2015-10-13 20:00:00,354.375,7.98069,341.575,8.12927,NaN,NaN
2015-10-13 21:00:00,349.392,7.95,343.075,8.1239,NaN,NaN
2015-10-13 22:00:00,353.691,8.06096,342.003,8.13086,NaN,NaN
2015-10-13 23:00:00,352.281,7.95964,348.521,8.03609,NaN,NaN
2015-10-14 00:00:00,349.533,7.9927,352.99,7.84158,NaN,NaN
2015-10-14 01:00:00,349.11,7.98689,351.511,8.17193,NaN,NaN
2015-10-14 02:00:00,346.777,8.00482,353.163,8.14049,NaN,NaN
2015-10-14 03:00:00,350.802,8.00141,356.418,8.10602,NaN,NaN
2015-10-14 04:00:00,352.736,7.96004,343.538,8.09101,NaN,NaN
2015-10-14 05:00:00,353.489,7.98506,338.105,8.09205,NaN,NaN
2015-10-14 06:00:00,355.529,8.01344,343.003,8.1013,NaN,NaN
2015-10-14 07:00:00,356.303,8.08074,344.344,8.10008,NaN,NaN
2015-10-14 08:00:00,356.182,8.08548,338.121,8.10306,NaN,NaN
2015-10-14 09:00:00,351.346,7.99087,344.43,8.10723,NaN,NaN
2015-10-14 10:00:00,356.103,7.91827,345.793,8.10905,NaN,NaN
2015-10-14 11:00:00,356.004,8.02487,346.414,8.11401,NaN,NaN
2015-10-14 12:00:00,355.683,7.94592,345.387,8.11133,NaN,NaN
2015-10-14 13:00:00,356.575,8.06717,347.6,8.1025,NaN,NaN
2015-10-14 14:00:00,358.899,7.99467,351.053,8.09993,NaN,NaN
2015-10-14 15:00:00,358.929,7.94154,364.814,8.09001,NaN,NaN
2015-10-14 16:00:00,358.869,7.98388,357.963,8.08918,NaN,NaN
2015-10-14 17:00:00,358.648,8.00305,358.074,8.09222,NaN,NaN
2015-10-14 18:00:00,357.677,7.95939,353.655,8.08875,NaN,NaN
2015-10-14 19:00:00,357.709,8.01779,350.08,8.09497,NaN,NaN
2015-10-14 20:00:00,355.302,8.00537,342.162,8.09472,NaN,NaN
2015-10-14 21:00:00,348.824,7.99763,344.876,8.10002,NaN,NaN
2015-10-14 22:00:00,350.715,8.00197,344.347,8.10107,NaN,NaN
2015-10-14 23:00:00,348.483,8.02646,340.18,8.10444,NaN,NaN
2015-10-15 00:00:00,344.643,7.96095,335.142,8.11241,NaN,NaN
2015-10-15 01:00:00,343.527,8.01857,331.571,8.12301,NaN,NaN
2015-10-15 02:00:00,342.17,8.03119,329.712,8.12032,NaN,NaN
2015-10-15 03:00:00,343.018,7.99152,329.562,8.12266,NaN,NaN
2015-10-15 04:00:00,345.566,7.96863,329.501,8.10684,NaN,NaN
2015-10-15 05:00:00,343.903,8.23068,330.287,8.10679,NaN,NaN
2015-10-15 06:00:00,345.516,7.99054,332.769,8.10463,NaN,NaN
2015-10-15 07:00:00,345.646,8.00332,331.768,8.10825,NaN,NaN
2015-10-15 08:00:00,345.566,8.08094,328.675,8.12576,NaN,NaN
2015-10-15 09:00:00,341.449,8.01921,335.456,8.11463,NaN,NaN
2015-10-15 10:00:00,349.374,7.99178,336.67,8.12287,NaN,NaN
2015-10-15 11:00:00,347.041,7.97624,337.023,8.12354,NaN,NaN
2015-10-15 12:00:00,349.033,7.98381,336.932,8.12448,NaN,NaN
2015-10-15 13:00:00,351.156,8.08826,336.631,8.12255,NaN,NaN
2015-10-15 14:00:00,352.935,7.978,338.617,8.13258,NaN,NaN
2015-10-15 15:00:00,352.005,7.98293,341.759,8.11895,NaN,NaN
2015-10-15 16:00:00,350.787,7.96266,345.806,8.1152,NaN,NaN
2015-10-15 17:00:00,350.417,7.95994,347.95,8.10315,NaN,NaN
2015-10-15 18:00:00,350.427,8.03105,347.539,8.11599,NaN,NaN
2015-10-15 19:00:00,351.73,8.01674,347.927,8.10747,NaN,NaN
2015-10-15 20:00:00,345.896,7.99706,341.539,8.11791,NaN,NaN
2015-10-15 21:00:00,341.753,8.01325,345.806,8.11513,NaN,NaN
2015-10-15 22:00:00,345.085,7.96016,344.535,8.11251,NaN,NaN
2015-10-15 23:00:00,344.465,7.99231,343.254,8.11659,NaN,NaN
2015-10-16 00:00:00,343.704,8.04265,340.942,8.11712,NaN,NaN
2015-10-16 01:00:00,346.196,8.02179,338.29,8.12256,NaN,NaN
2015-10-16 02:00:00,344.605,8.00842,338.23,8.1186,NaN,NaN
2015-10-16 03:00:00,345.966,8.02189,338.831,8.11827,NaN,NaN
2015-10-16 04:00:00,346.786,8.01714,340.346,8.1206,NaN,NaN
2015-10-16 05:00:00,345.456,7.91633,339.526,8.11395,NaN,NaN
2015-10-16 06:00:00,342.601,7.92116,334.836,8.11324,NaN,NaN
2015-10-16 07:00:00,345.105,7.90873,336.212,8.10647,NaN,NaN
2015-10-16 08:00:00,344.695,7.99732,332.368,8.10715,NaN,NaN
