date,pressure,temperature,salinity,index,site
2015-06-04 00:04:30,51,14.0714,35.5338,155,CP02PMCI
2015-06-04 00:04:30,52,14.075,35.5372,155,CP02PMCI
2015-06-04 00:04:30,53,14.1137,35.5511,155,CP02PMCI
2015-06-04 00:04:30,54,14.0304,35.5502,155,CP02PMCI
2015-06-04 00:04:30,55,14.0484,35.56,155,CP02PMCI
2015-06-04 00:04:30,56,14.1036,35.5828,155,CP02PMCI
2015-06-04 00:04:30,57,14.1375,35.5925,155,CP02PMCI
2015-06-04 00:04:30,58,14.1811,35.6115,155,CP02PMCI
2015-06-04 00:04:30,59,14.1792,35.6101,155,CP02PMCI
2015-06-04 00:04:30,60,14.1654,35.6067,155,CP02PMCI
2015-06-04 00:04:30,61,14.1254,35.6098,155,CP02PMCI
2015-06-04 00:04:30,62,14.1522,35.6225,155,CP02PMCI
2015-06-04 00:04:30,63,14.1621,35.6244,155,CP02PMCI
2015-06-04 00:04:30,64,14.1823,35.6253,155,CP02PMCI
2015-06-04 00:04:30,65,14.0361,35.6076,155,CP02PMCI
2015-06-04 00:04:30,66,14.0505,35.6147,155,CP02PMCI
2015-06-04 00:04:30,67,14.0435,35.6107,155,CP02PMCI
2015-06-04 00:04:30,68,13.9901,35.6012,155,CP02PMCI
2015-06-04 00:04:30,69,13.9332,35.5937,155,CP02PMCI
2015-06-04 00:04:30,70,13.9244,35.5901,155,CP02PMCI
2015-06-04 00:04:30,71,13.8928,35.5846,155,CP02PMCI
2015-06-04 00:04:30,72,13.8069,35.5757,155,CP02PMCI
2015-06-04 00:04:30,73,13.7312,35.5657,155,CP02PMCI
2015-06-04 00:04:30,74,13.7157,35.5625,155,CP02PMCI
2015-06-04 00:04:30,75,13.7081,35.5605,155,CP02PMCI
2015-06-04 00:04:30,76,13.6559,35.5497,155,CP02PMCI
2015-06-04 00:04:30,77,13.5634,35.5363,155,CP02PMCI
2015-06-04 00:04:30,78,13.5671,35.5308,155,CP02PMCI
2015-06-04 00:04:30,79,13.4982,35.5176,155,CP02PMCI
2015-06-04 00:04:30,80,13.3873,35.5013,155,CP02PMCI
2015-06-04 00:04:30,81,13.1201,35.47,155,CP02PMCI
2015-06-04 00:04:30,82,13.0986,35.464,155,CP02PMCI
2015-06-04 00:04:30,83,13.1007,35.4636,155,CP02PMCI
2015-06-04 00:04:30,84,13.1027,35.4641,155,CP02PMCI
2015-06-04 00:04:30,85,13.1082,35.4645,155,CP02PMCI
2015-06-04 00:04:30,86,13.1182,35.4658,155,CP02PMCI
