date,Coastal Endurance,Coastal Pioneer,Global Irminger Sea,Global Station Papa
2015-09-18 18:00:00,7.0664,NaN,1.2826,1.7545
2015-09-18 19:00:00,6.4009,NaN,1.2705,1.8029
2015-09-18 20:00:00,6.1226,NaN,1.3189,2.178
2015-09-18 21:00:00,5.7112,NaN,1.2826,2.1901
2015-09-18 22:00:00,6.6308,NaN,1.3552,2.7951
2015-09-18 23:00:00,6.5219,NaN,1.3915,2.2143
2015-09-19 00:00:00,6.0137,NaN,1.3794,2.1296
2015-09-19 01:00:00,5.2877,NaN,1.3068,2.1296
2015-09-19 02:00:00,4.6464,NaN,1.3552,2.1901
2015-09-19 03:00:00,3.9688,NaN,1.2705,2.2385
2015-09-19 04:00:00,5.0699,NaN,1.2947,2.2869
2015-09-19 05:00:00,5.1667,NaN,1.3068,2.0812
2015-09-19 06:00:00,5.1788,NaN,1.2584,2.3474
2015-09-19 07:00:00,4.9247,NaN,1.2342,2.6136
2015-09-19 08:00:00,4.9126,NaN,1.2705,2.4926
2015-09-19 09:00:00,4.8279,NaN,1.21,2.5894
2015-09-19 10:00:00,4.6948,NaN,1.1495,2.5652
2015-09-19 11:00:00,4.4528,NaN,1.21,2.4684
2015-09-19 12:00:00,4.7069,NaN,1.1495,2.2506
2015-09-19 13:00:00,3.4364,NaN,1.2221,2.6136
2015-09-19 14:00:00,3.1702,NaN,1.1979,2.42
2015-09-19 15:00:00,3.2791,NaN,1.1616,2.2143
2015-09-19 16:00:00,3.2065,NaN,1.2221,2.1296
2015-09-19 17:00:00,2.783,NaN,1.1737,2.0207
2015-09-19 18:00:00,2.8919,NaN,1.1858,2.1296
2015-09-19 19:00:00,2.3474,NaN,1.2342,1.9481
2015-09-19 20:00:00,2.5894,NaN,1.2221,2.1538
2015-09-19 21:00:00,2.541,NaN,1.1737,1.9965
2015-09-19 22:00:00,2.0691,NaN,1.2221,1.9481
2015-09-19 23:00:00,2.0086,NaN,1.1495,1.8513
2015-09-20 00:00:00,2.1538,NaN,1.0648,2.1054
2015-09-20 01:00:00,1.9723,NaN,1.1253,2.0933
2015-09-20 02:00:00,2.0086,NaN,1.1374,2.0449
2015-09-20 03:00:00,2.0207,NaN,1.1011,2.1659
2015-09-20 04:00:00,3.63,NaN,1.0769,2.3595
2015-09-20 05:00:00,3.9204,NaN,1.089,4.0051
2015-09-20 06:00:00,4.3681,NaN,1.1374,2.7225
2015-09-20 07:00:00,3.7389,NaN,1.1011,2.8919
2015-09-20 08:00:00,3.8236,NaN,1.0769,2.8072
2015-09-20 09:00:00,3.8236,NaN,1.0769,2.7951
2015-09-20 10:00:00,3.9567,NaN,1.0769,2.7467
2015-09-20 11:00:00,3.6784,NaN,1.0527,2.2748
2015-09-20 12:00:00,3.9809,NaN,1.0648,2.1659
2015-09-20 13:00:00,3.5453,NaN,0.6292,2.3111
2015-09-20 14:00:00,3.5695,NaN,0.5687,2.2748
2015-09-20 15:00:00,3.5332,NaN,1.1011,1.8392
2015-09-20 16:00:00,4.1382,NaN,0.4235,1.9844
2015-09-20 17:00:00,4.2592,NaN,0.4961,2.1054
2015-09-20 18:00:00,4.4528,NaN,1.2221,1.8997
2015-09-20 19:00:00,4.6343,NaN,1.2463,1.9481
2015-09-20 20:00:00,4.2108,NaN,1.2221,2.1659
2015-09-20 21:00:00,4.1503,NaN,1.1374,2.0812
2015-09-20 22:00:00,4.1261,NaN,1.1374,2.1538
2015-09-20 23:00:00,3.8841,NaN,1.1858,2.2264
2015-09-21 00:00:00,4.1019,NaN,0.4719,2.4684
2015-09-21 01:00:00,4.0898,NaN,1.1132,1.3673
2015-09-21 02:00:00,3.5816,NaN,0.847,2.2506
2015-09-21 03:00:00,3.7268,NaN,1.1253,2.1054
2015-09-21 04:00:00,4.114,NaN,1.1132,2.178
2015-09-21 05:00:00,3.5695,NaN,1.1979,2.5652
2015-09-21 06:00:00,3.6421,NaN,1.2584,2.7467
2015-09-21 07:00:00,3.7026,NaN,1.21,2.6257
2015-09-21 08:00:00,3.1944,NaN,1.1495,2.6983
2015-09-21 09:00:00,3.6179,NaN,1.1737,1.5609
2015-09-21 10:00:00,3.3638,NaN,1.1495,2.7709
2015-09-21 11:00:00,3.3517,NaN,1.1616,2.4563
2015-09-21 12:00:00,3.4848,NaN,1.1495,2.6862
2015-09-21 13:00:00,3.6663,NaN,1.1374,2.4079
2015-09-21 14:00:00,3.7873,NaN,1.1979,2.4321
2015-09-21 15:00:00,3.5816,NaN,1.1374,2.4079
2015-09-21 16:00:00,3.4243,NaN,1.2463,2.3232
2015-09-21 17:00:00,NaN,NaN,1.2342,2.2022
2015-09-21 18:00:00,4.114,NaN,1.21,1.9844
2015-09-21 19:00:00,4.1866,NaN,1.2221,2.0328
2015-09-21 20:00:00,4.4649,NaN,1.3068,2.1175
2015-09-21 21:00:00,4.8763,NaN,1.2826,1.9965
2015-09-21 22:00:00,4.477,NaN,1.3915,2.1296
2015-09-21 23:00:00,4.5859,NaN,1.3794,2.1175
2015-09-22 00:00:00,4.0535,NaN,1.3673,3.2549
2015-09-22 01:00:00,4.1019,NaN,1.452,2.1054
2015-09-22 02:00:00,3.4727,NaN,1.3915,2.2022
2015-09-22 03:00:00,3.3638,NaN,1.3915,2.3111
2015-09-22 04:00:00,3.025,NaN,1.3431,2.1054
2015-09-22 05:00:00,3.0613,NaN,1.3552,2.6015
2015-09-22 06:00:00,2.9766,NaN,1.3189,2.2869
2015-09-22 07:00:00,2.9887,NaN,1.331,2.8314
2015-09-22 08:00:00,3.0371,NaN,1.3189,2.4926
2015-09-22 09:00:00,2.7951,NaN,1.3431,2.0933
2015-09-22 10:00:00,NaN,NaN,1.3552,1.9602
2015-09-22 11:00:00,2.7225,NaN,1.2947,2.1296
2015-09-22 12:00:00,2.5773,NaN,1.331,2.1054
2015-09-22 13:00:00,2.9161,NaN,1.4157,1.8634
2015-09-22 14:00:00,2.8677,NaN,1.4157,1.9844
2015-09-22 15:00:00,3.0492,NaN,1.3915,1.8755
2015-09-22 16:00:00,3.1097,NaN,1.4036,1.9602
2015-09-22 17:00:00,4.3197,NaN,1.4157,1.8755
2015-09-22 18:00:00,4.3802,NaN,1.4157,1.9481
2015-09-22 19:00:00,3.7389,NaN,1.3794,1.9602
2015-09-22 20:00:00,3.9446,NaN,1.3915,1.9239
2015-09-22 21:00:00,4.5617,NaN,1.3915,1.8876
2015-09-22 22:00:00,3.4606,NaN,1.5004,1.9481
2015-09-22 23:00:00,3.6179,NaN,1.2463,1.6819
2015-09-23 00:00:00,3.4969,NaN,1.4399,1.4762
2015-09-23 01:00:00,3.5211,NaN,1.4641,1.573
2015-09-23 02:00:00,3.2912,NaN,1.5125,1.8392
2015-09-23 03:00:00,3.7873,NaN,1.2584,2.0449
2015-09-23 04:00:00,3.3154,NaN,1.3068,2.0933
2015-09-23 05:00:00,3.2428,NaN,1.452,2.2869
2015-09-23 06:00:00,2.904,NaN,0.6413,2.5894
2015-09-23 07:00:00,2.4926,NaN,1.089,2.6257
2015-09-23 08:00:00,3.1581,NaN,0.8833,2.3474
2015-09-23 09:00:00,2.9403,NaN,0.2783,2.5652
2015-09-23 10:00:00,3.5816,NaN,0.3751,2.4563
2015-09-23 11:00:00,2.9524,NaN,1.1011,2.4684
2015-09-23 12:00:00,2.4321,NaN,1.1253,2.0933
2015-09-23 13:00:00,2.4079,NaN,1.089,1.8513
2015-09-23 14:00:00,2.5168,NaN,1.1858,1.7303
2015-09-23 15:00:00,2.6862,NaN,1.2705,1.5851
2015-09-23 16:00:00,2.6983,NaN,1.3552,1.6093
2015-09-23 17:00:00,2.8072,NaN,1.2826,1.7303
2015-09-23 18:00:00,2.7104,NaN,1.3068,1.7182
2015-09-23 19:00:00,2.6862,NaN,1.3431,1.7424
2015-09-23 20:00:00,2.7588,NaN,1.4157,1.7787
2015-09-23 21:00:00,2.9524,NaN,1.1011,1.9723
2015-09-23 22:00:00,3.2186,NaN,1.1132,2.42
2015-09-23 23:00:00,3.1218,NaN,0.9317,2.0449
2015-09-24 00:00:00,3.5937,1.3068,1.0527,1.9602
2015-09-24 01:00:00,2.7467,1.2584,1.1858,2.1296
2015-09-24 02:00:00,2.6378,1.21,1.1374,2.0812
2015-09-24 03:00:00,2.6741,1.21,1.1495,2.0691
2015-09-24 04:00:00,2.6983,1.2342,1.1253,2.0086
2015-09-24 05:00:00,2.5168,1.1737,1.089,2.2264
2015-09-24 06:00:00,2.4926,1.2342,1.0164,2.662
2015-09-24 07:00:00,2.5047,1.2584,1.0648,2.0812
2015-09-24 08:00:00,2.5289,1.2947,1.1011,2.2143
2015-09-24 09:00:00,2.4079,1.2826,0.968,2.0812
2015-09-24 10:00:00,2.6136,1.331,0.6292,1.9965
2015-09-24 11:00:00,2.3837,1.3189,0.8712,1.9239
2015-09-24 12:00:00,2.3595,1.4762,1.0406,1.8876
2015-09-24 13:00:00,2.5047,1.3673,1.1979,2.178
2015-09-24 14:00:00,2.5773,1.3794,1.2463,1.9602
2015-09-24 15:00:00,2.4321,1.4036,1.3794,1.6577
2015-09-24 16:00:00,2.3958,1.3068,1.4883,1.5609
2015-09-24 17:00:00,2.541,1.3068,1.452,1.4157
2015-09-24 18:00:00,2.6015,1.3794,1.4399,1.3915
2015-09-24 19:00:00,2.7225,1.3431,1.0769,1.573
2015-09-24 20:00:00,2.5531,1.5125,1.2584,1.7303
2015-09-24 21:00:00,2.8072,1.4399,1.1374,1.815
2015-09-24 22:00:00,2.8435,1.4278,0.7623,1.5609
2015-09-24 23:00:00,2.9161,1.3794,0.6897,1.6335
2015-09-25 00:00:00,2.7709,1.3915,0.4356,1.6698
2015-09-25 01:00:00,2.9887,1.5004,0.3025,1.7303
2015-09-25 02:00:00,2.8798,1.4762,0.2662,1.6214
2015-09-25 03:00:00,2.6741,1.21,0.2904,1.6698
2015-09-25 04:00:00,2.5652,1.1737,0.1694,1.8634
2015-09-25 05:00:00,2.5289,1.1616,1.0043,1.7424
2015-09-25 06:00:00,2.5531,1.1979,1.0285,2.2143
2015-09-25 07:00:00,2.4321,1.1858,1.1737,2.3232
2015-09-25 08:00:00,2.6378,1.1979,1.2584,2.0449
2015-09-25 09:00:00,2.4805,1.21,1.2826,1.7908
2015-09-25 10:00:00,2.6378,1.2584,1.2705,1.9723
2015-09-25 11:00:00,2.6015,1.2584,0.9075,1.4157
2015-09-25 12:00:00,2.6257,1.2705,1.0164,1.9481
2015-09-25 13:00:00,2.7346,1.2463,0.8228,1.7666
2015-09-25 14:00:00,2.7709,1.2705,0.3146,1.8271
2015-09-25 15:00:00,2.7225,1.2342,0.1815,1.5972
2015-09-25 16:00:00,2.8072,1.2221,0.2662,1.452
2015-09-25 17:00:00,2.8677,1.1858,0.2904,1.452
2015-09-25 18:00:00,2.8435,1.1737,0.9922,1.4399
2015-09-25 19:00:00,2.9161,1.21,1.21,1.5488
2015-09-25 20:00:00,3.2549,1.3068,1.3673,1.5004
2015-09-25 21:00:00,3.7268,1.2463,1.5125,1.6335
2015-09-25 22:00:00,4.114,1.2342,1.4762,1.3794
2015-09-25 23:00:00,3.7268,1.2463,1.4762,1.5125
2015-09-26 00:00:00,3.9567,1.2463,1.2826,1.7424
2015-09-26 01:00:00,3.4606,1.2221,1.2705,1.8755
2015-09-26 02:00:00,3.6058,1.21,1.1132,1.9602
2015-09-26 03:00:00,3.4969,1.2342,1.2584,2.178
2015-09-26 04:00:00,3.3033,1.1979,1.3068,2.5047
2015-09-26 05:00:00,3.267,1.21,1.1495,2.3111
2015-09-26 06:00:00,3.1339,1.2463,1.2342,2.299
2015-09-26 07:00:00,2.9524,1.2584,1.2947,2.3837
2015-09-26 08:00:00,2.9161,1.2342,0.8349,2.3474
2015-09-26 09:00:00,2.9161,1.1858,1.5004,2.1417
2015-09-26 10:00:00,3.0613,1.2463,1.4641,2.2748
2015-09-26 11:00:00,2.7467,1.2342,1.6093,2.0207
2015-09-26 12:00:00,2.8919,1.2584,1.7424,1.8029
2015-09-26 13:00:00,2.5773,1.2705,1.6577,1.9723
2015-09-26 14:00:00,2.6499,1.2826,1.7061,1.9481
2015-09-26 15:00:00,2.7104,1.21,1.6093,1.936
2015-09-26 16:00:00,2.5894,1.2463,1.5972,1.7303
2015-09-26 17:00:00,2.7709,1.3189,1.573,1.7545
2015-09-26 18:00:00,2.9403,1.2705,1.5488,1.6698
2015-09-26 19:00:00,2.904,1.3673,1.5609,1.694
2015-09-26 20:00:00,2.6499,1.4036,1.4762,1.694
2015-09-26 21:00:00,2.3595,1.3915,1.4762,1.8755
2015-09-26 22:00:00,2.4442,1.2947,1.6335,1.7787
2015-09-26 23:00:00,2.8798,1.2826,1.5851,1.7061
2015-09-27 00:00:00,3.3759,1.2947,1.6335,1.6577
2015-09-27 01:00:00,3.3638,1.331,1.5367,1.6456
2015-09-27 02:00:00,3.4727,1.3068,1.5488,1.9239
2015-09-27 03:00:00,3.0008,1.3431,1.5609,1.936
2015-09-27 04:00:00,3.0734,1.3068,1.1374,2.1175
2015-09-27 05:00:00,2.9766,1.3189,1.3915,2.0933
2015-09-27 06:00:00,3.0492,1.3068,1.0527,2.0449
2015-09-27 07:00:00,2.9645,1.3552,0.8349,2.0933
2015-09-27 08:00:00,2.9524,1.3431,0.4961,2.0812
2015-09-27 09:00:00,2.7951,1.2584,1.0043,2.3474
2015-09-27 10:00:00,2.7346,1.2342,0.6776,2.2506
2015-09-27 11:00:00,2.5652,1.2584,1.6819,2.1659
2015-09-27 12:00:00,2.541,1.3189,1.6577,2.0812
2015-09-27 13:00:00,2.4684,1.2584,1.7061,1.6819
2015-09-27 14:00:00,2.5894,1.2584,1.6577,1.7908
2015-09-27 15:00:00,2.8919,1.2342,1.6214,2.0691
2015-09-27 16:00:00,3.025,1.4157,1.7424,1.6819
2015-09-27 17:00:00,2.3837,1.2947,0.7623,1.452
2015-09-27 18:00:00,2.7104,1.3189,0.3388,1.4278
2015-09-27 19:00:00,3.146,1.452,0.1089,1.3431
2015-09-27 20:00:00,3.4848,1.2584,0.242,1.4036
2015-09-27 21:00:00,2.904,1.2947,0.2299,6.0742
2015-09-27 22:00:00,3.6542,1.2826,0.4477,1.4399
2015-09-27 23:00:00,2.6983,1.2705,0.4961,1.5609
2015-09-28 00:00:00,3.872,1.2947,1.2584,1.6577
2015-09-28 01:00:00,3.7631,1.2463,0.605,1.9239
2015-09-28 02:00:00,3.6663,1.2584,0.4356,1.7545
2015-09-28 03:00:00,3.9204,1.3068,0.3388,1.6698
2015-09-28 04:00:00,3.4848,1.2947,0.9196,1.9723
2015-09-28 05:00:00,3.63,1.2584,0.484,2.178
2015-09-28 06:00:00,3.388,1.2705,1.3673,2.3232
2015-09-28 07:00:00,3.2549,1.21,0.6655,2.2385
2015-09-28 08:00:00,3.5211,1.2221,0.6171,2.3837
2015-09-28 09:00:00,2.9282,1.2221,1.6698,2.7588
2015-09-28 10:00:00,2.8435,1.2342,1.5004,1.9965
2015-09-28 11:00:00,3.0613,1.2463,1.0406,2.0449
2015-09-28 12:00:00,2.8435,1.2584,1.6093,1.8029
2015-09-28 13:00:00,3.5332,1.2221,1.4762,3.0613
2015-09-28 14:00:00,3.7752,1.2463,1.6577,1.7787
2015-09-28 15:00:00,2.3353,1.1979,1.7908,1.6456
2015-09-28 16:00:00,2.4563,1.2221,1.6819,1.6093
2015-09-28 17:00:00,3.0613,1.2221,1.3189,1.5246
2015-09-28 18:00:00,2.8435,1.2342,1.7303,1.5367
2015-09-28 19:00:00,3.7752,1.2221,1.6214,1.4036
2015-09-28 20:00:00,4.0414,1.1979,1.5972,1.452
2015-09-28 21:00:00,3.5937,1.2705,0.8349,1.331
2015-09-28 22:00:00,4.0898,1.2342,1.4762,1.4399
2015-09-28 23:00:00,3.5695,1.2584,1.5488,1.4641
2015-09-29 00:00:00,3.4364,1.2221,1.6214,1.452
2015-09-29 01:00:00,3.1339,1.3189,1.6214,1.7303
2015-09-29 02:00:00,3.1339,1.2705,1.6214,1.8271
2015-09-29 03:00:00,2.9887,1.1979,1.6456,1.6335
2015-09-29 04:00:00,3.1218,1.21,1.6214,1.8876
2015-09-29 05:00:00,3.3396,1.2584,1.5851,2.1659
2015-09-29 06:00:00,2.8919,1.2584,1.573,2.0086
2015-09-29 07:00:00,3.146,1.1858,1.6335,2.0207
2015-09-29 08:00:00,NaN,1.1979,1.5488,2.1175
2015-09-29 09:00:00,3.0371,1.21,1.5972,1.6698
2015-09-29 10:00:00,2.9766,1.21,1.4883,1.7182
2015-09-29 11:00:00,3.025,1.2221,1.3068,1.8513
2015-09-29 12:00:00,3.0008,1.2463,1.5609,1.694
2015-09-29 13:00:00,3.0371,1.2705,1.5972,1.7666
2015-09-29 14:00:00,3.267,1.2584,1.5125,1.7303
2015-09-29 15:00:00,3.1218,1.1858,1.5246,1.4157
2015-09-29 16:00:00,3.1339,1.1858,1.5972,1.6819
2015-09-29 17:00:00,3.2549,1.21,1.6698,1.4641
2015-09-29 18:00:00,2.8072,1.2342,1.694,1.573
2015-09-29 19:00:00,2.8435,1.1979,1.573,1.5125
2015-09-29 20:00:00,3.2186,1.2221,1.3794,1.3794
2015-09-29 21:00:00,3.388,1.1858,1.3673,1.6093
2015-09-29 22:00:00,3.7268,1.1737,1.2342,1.6214
2015-09-29 23:00:00,4.1503,1.1979,1.3431,1.7061
2015-09-30 00:00:00,3.1339,1.2342,1.3794,1.5004
2015-09-30 01:00:00,3.1218,1.1979,1.3068,6.3646
2015-09-30 02:00:00,3.0371,1.2342,1.4762,1.4762
2015-09-30 03:00:00,3.1339,1.2221,1.2947,1.7545
2015-09-30 04:00:00,2.9524,1.1979,1.2342,1.6819
2015-09-30 05:00:00,3.1944,1.1616,1.1616,1.9602
2015-09-30 06:00:00,2.9645,1.21,1.7908,2.2264
2015-09-30 07:00:00,3.0492,1.1979,1.7666,1.8997
2015-09-30 08:00:00,2.9403,1.1979,1.815,2.0691
2015-09-30 09:00:00,3.2791,1.1858,1.7545,1.8392
2015-09-30 10:00:00,3.3396,1.21,0.9075,1.9844
2015-09-30 11:00:00,3.5695,1.21,1.6214,2.0933
2015-09-30 12:00:00,3.2549,1.1979,1.3189,1.7303
2015-09-30 13:00:00,2.4321,1.2342,1.694,1.7545
2015-09-30 14:00:00,2.3716,1.2947,1.694,1.7061
2015-09-30 15:00:00,2.6862,1.2584,1.8029,1.5246
2015-09-30 16:00:00,2.3958,1.2463,1.815,1.2826
2015-09-30 17:00:00,2.9403,1.2584,1.7908,1.21
2015-09-30 18:00:00,3.0734,1.2584,1.7666,1.1858
2015-09-30 19:00:00,3.0371,1.3068,1.7061,1.4278
2015-09-30 20:00:00,2.3232,1.2947,1.3915,1.5488
2015-09-30 21:00:00,2.2869,1.331,1.1858,1.7545
2015-09-30 22:00:00,2.9161,1.2947,0.8228,1.5488
2015-09-30 23:00:00,3.2065,1.3189,1.1253,1.7061
2015-10-01 00:00:00,3.1702,1.3189,1.5851,1.4762
2015-10-01 01:00:00,3.2065,1.2947,1.6093,1.4641
2015-10-01 02:00:00,2.8677,1.2826,1.6093,1.8392
2015-10-01 03:00:00,3.1823,1.2584,1.694,1.6335
2015-10-01 04:00:00,4.4649,1.2705,1.573,1.815
2015-10-01 05:00:00,4.8037,1.2584,1.7182,1.7908
2015-10-01 06:00:00,4.6585,1.2584,1.573,2.178
2015-10-01 07:00:00,3.5695,1.2342,1.6456,2.0328
2015-10-01 08:00:00,2.7588,1.2463,1.6093,1.9602
2015-10-01 09:00:00,2.6257,1.2584,0.8591,1.936
2015-10-01 10:00:00,2.5168,1.21,1.5609,2.1175
2015-10-01 11:00:00,2.8435,1.2463,1.5004,1.7545
2015-10-01 12:00:00,2.5168,1.331,0.9438,1.7666
2015-10-01 13:00:00,2.783,1.2947,1.1616,1.6335
2015-10-01 14:00:00,2.3958,1.2947,1.5851,1.6456
2015-10-01 15:00:00,2.8193,1.2947,1.7303,1.6456
2015-10-01 16:00:00,2.7951,1.3552,1.7666,1.573
2015-10-01 17:00:00,2.7588,1.3673,1.7787,1.694
2015-10-01 18:00:00,2.8435,1.4036,1.4883,1.4157
2015-10-01 19:00:00,2.8435,1.4036,1.8029,1.3915
2015-10-01 20:00:00,3.1339,1.4399,1.7424,1.3431
2015-10-01 21:00:00,3.0371,1.4157,1.7908,1.4036
2015-10-01 22:00:00,3.1339,1.3915,1.3794,1.4399
2015-10-01 23:00:00,2.4321,1.3552,1.7182,1.4762
2015-10-02 00:00:00,2.42,1.3915,1.7303,1.5609
2015-10-02 01:00:00,2.5652,1.3915,1.7545,1.8997
2015-10-02 02:00:00,2.9403,1.3673,1.7182,1.9239
2015-10-02 03:00:00,2.7709,1.3673,1.8271,1.815
2015-10-02 04:00:00,2.5531,1.3552,1.815,2.1175
2015-10-02 05:00:00,2.6257,1.3673,1.7908,2.0812
2015-10-02 06:00:00,2.9403,1.3915,1.7545,2.1296
2015-10-02 07:00:00,2.3111,1.3552,1.2584,2.1054
2015-10-02 08:00:00,2.6862,1.3431,1.0648,2.0449
2015-10-02 09:00:00,2.5289,1.331,1.5851,2.1296
2015-10-02 10:00:00,2.5168,1.3915,0.4961,1.9723
2015-10-02 11:00:00,2.5531,1.331,0.3872,2.0449
2015-10-02 12:00:00,2.7346,1.3552,0.2783,2.1538
2015-10-02 13:00:00,2.8677,1.3552,0.4719,1.8634
2015-10-02 14:00:00,2.7104,1.3431,0.3872,1.8997
2015-10-02 15:00:00,2.0328,1.3552,0.5082,1.8271
2015-10-02 16:00:00,2.3716,1.3552,1.573,1.7787
2015-10-02 17:00:00,2.8919,1.4399,1.0285,1.6698
2015-10-02 18:00:00,3.509,1.4641,1.573,1.573
2015-10-02 19:00:00,3.4122,1.5004,1.8634,1.8029
2015-10-02 20:00:00,3.7026,1.4036,1.8513,1.3068
2015-10-02 21:00:00,2.9161,1.4036,1.9118,1.2463
2015-10-02 22:00:00,3.0129,1.3794,0.4356,1.4641
2015-10-02 23:00:00,3.5453,1.4036,1.4399,1.2221
2015-10-03 00:00:00,3.146,1.4157,0.2541,1.452
2015-10-03 01:00:00,2.6378,1.3673,0.5566,1.3431
2015-10-03 02:00:00,2.9645,1.4036,0.7381,1.3915
2015-10-03 03:00:00,2.7225,1.4157,1.9118,1.4278
2015-10-03 04:00:00,2.1175,1.3915,1.8755,1.4278
2015-10-03 05:00:00,2.299,1.3673,1.1979,1.6577
2015-10-03 06:00:00,2.4079,1.3552,1.5004,1.4641
2015-10-03 07:00:00,2.4321,1.3189,1.4641,1.5367
2015-10-03 08:00:00,2.4079,1.3915,1.7061,2.178
2015-10-03 09:00:00,2.4563,1.331,1.694,1.5004
2015-10-03 10:00:00,2.3837,1.331,0.7623,1.4278
2015-10-03 11:00:00,2.42,1.3673,0.9438,1.5246
2015-10-03 12:00:00,2.9887,1.3431,1.4157,1.3794
2015-10-03 13:00:00,3.0129,1.3431,0.3509,1.9723
2015-10-03 14:00:00,2.9403,1.3915,0.4356,1.3915
2015-10-03 15:00:00,2.8798,1.3673,1.7182,1.4883
2015-10-03 16:00:00,2.8798,1.3915,1.6456,1.5246
2015-10-03 17:00:00,3.0855,1.4278,1.5972,1.5851
2015-10-03 18:00:00,3.4122,1.4278,1.6335,1.5609
2015-10-03 19:00:00,3.4122,1.4762,1.6214,1.3673
2015-10-03 20:00:00,3.4122,1.5246,1.6335,1.2947
2015-10-03 21:00:00,3.1218,1.452,1.7061,1.1737
2015-10-03 22:00:00,3.3396,1.4399,1.7908,1.3673
2015-10-03 23:00:00,3.7873,1.4641,1.5609,1.2342
2015-10-04 00:00:00,3.388,1.4399,1.6456,1.4278
2015-10-04 01:00:00,2.9161,1.3794,1.6335,1.3673
2015-10-04 02:00:00,2.7709,1.4278,1.6093,1.4036
2015-10-04 03:00:00,3.0371,1.4399,1.5851,1.6335
2015-10-04 04:00:00,3.4848,1.4157,1.4762,1.5972
2015-10-04 05:00:00,3.3638,1.4036,1.4399,1.7787
2015-10-04 06:00:00,3.6058,1.4036,1.2705,1.6577
2015-10-04 07:00:00,4.7432,1.4157,1.3189,1.8271
2015-10-04 08:00:00,4.7674,1.4036,1.3068,1.8997
2015-10-04 09:00:00,4.5133,1.4278,1.2584,1.7666
2015-10-04 10:00:00,3.5937,1.3794,1.2342,1.8271
2015-10-04 11:00:00,3.5695,1.4036,1.2342,1.694
2015-10-04 12:00:00,3.0492,1.331,1.2947,1.3431
2015-10-04 13:00:00,3.5937,1.3915,1.331,1.3915
2015-10-04 14:00:00,3.8478,1.4036,1.2705,1.2826
2015-10-04 15:00:00,4.0414,1.3552,1.1495,1.3794
2015-10-04 16:00:00,3.2791,1.3431,1.1858,1.5004
2015-10-04 17:00:00,2.7346,1.4036,1.1737,1.4883
2015-10-04 18:00:00,2.8314,1.4036,1.3068,1.3189
2015-10-04 19:00:00,2.9766,1.5004,1.3068,1.4883
2015-10-04 20:00:00,2.4563,1.4883,1.3068,1.4278
2015-10-04 21:00:00,2.662,1.4883,1.331,1.936
2015-10-04 22:00:00,2.9403,1.4641,1.3431,1.4036
2015-10-04 23:00:00,2.904,1.4399,1.3068,1.5488
2015-10-05 00:00:00,2.8556,1.4641,1.3068,1.7061
2015-10-05 01:00:00,3.6784,1.3915,1.2342,1.6093
2015-10-05 02:00:00,3.993,1.4278,1.2342,1.5004
2015-10-05 03:00:00,4.5859,1.4278,1.2342,1.5004
2015-10-05 04:00:00,5.0941,1.4762,1.21,1.7787
2015-10-05 05:00:00,5.2877,1.4641,1.2463,1.5972
2015-10-05 06:00:00,4.3681,1.4883,1.2463,1.5367
2015-10-05 07:00:00,4.9126,1.5367,1.2705,1.7545
2015-10-05 08:00:00,3.7873,1.5609,1.2705,1.694
2015-10-05 09:00:00,2.4926,1.5246,1.2584,1.6335
2015-10-05 10:00:00,2.6741,1.5004,1.2584,1.7424
2015-10-05 11:00:00,2.5047,1.5125,1.2705,1.573
2015-10-05 12:00:00,3.3154,1.5246,1.2463,1.5609
2015-10-05 13:00:00,5.1667,1.6214,1.2705,1.6214
2015-10-05 14:00:00,5.1788,1.6335,1.2826,1.5246
2015-10-05 15:00:00,4.9731,1.6214,1.2826,1.4762
2015-10-05 16:00:00,4.3197,1.6214,1.2947,1.3673
2015-10-05 17:00:00,3.7268,1.5488,1.3431,1.2221
2015-10-05 18:00:00,4.3197,1.4762,1.3915,1.3189
2015-10-05 19:00:00,4.2592,1.694,1.3552,1.331
2015-10-05 20:00:00,3.5453,1.7545,1.3189,1.3673
2015-10-05 21:00:00,3.388,1.7424,1.3794,1.6093
2015-10-05 22:00:00,3.025,1.7303,1.3431,1.4762
2015-10-05 23:00:00,3.7026,1.6698,1.2826,1.4399
2015-10-06 00:00:00,3.5816,1.6577,1.331,1.3068
2015-10-06 01:00:00,4.4891,1.5851,1.2947,1.4157
2015-10-06 02:00:00,4.3197,1.6214,1.2463,1.4762
2015-10-06 03:00:00,4.4649,1.6093,1.2705,1.5972
2015-10-06 04:00:00,4.6101,1.573,1.2705,1.7303
2015-10-06 05:00:00,5.9532,1.6214,1.2705,1.6335
2015-10-06 06:00:00,5.9774,1.5851,1.21,1.9723
2015-10-06 07:00:00,6.171,1.5488,1.1979,1.7666
2015-10-06 08:00:00,5.9411,1.5246,1.1858,1.7666
2015-10-06 09:00:00,3.8236,1.5367,1.1979,1.573
2015-10-06 10:00:00,2.4079,1.5367,1.1858,1.6214
2015-10-06 11:00:00,2.6499,1.573,1.2221,1.9965
2015-10-06 12:00:00,3.1097,1.6214,1.2221,1.5851
2015-10-06 13:00:00,4.961,1.7545,1.3068,1.3673
2015-10-06 14:00:00,4.6948,1.815,1.2826,1.2947
2015-10-06 15:00:00,4.7432,1.8392,1.3189,1.3552
2015-10-06 16:00:00,4.6464,1.8755,1.331,1.4762
