date,North Atlantic,North Pacific,South Pacific
2015-10-15 20:00:00,1.1858,1.4278,1.1495
2015-10-16 00:00:00,1.089,1.7908,1.3431
2015-10-16 04:00:00,0.8591,1.6456,1.3915
2015-10-16 08:00:00,0.9801,1.7424,1.3552
2015-10-16 12:00:00,0.9075,1.7303,1.3431
2015-10-16 16:00:00,1.1979,1.6698,1.2342
2015-10-16 20:00:00,1.1858,1.1979,1.3431
2015-10-17 00:00:00,1.2221,1.3915,1.331
2015-10-17 04:00:00,0.9559,1.7545,1.3431
2015-10-17 08:00:00,1.0406,1.7182,1.3673
2015-10-17 12:00:00,1.0406,1.8271,1.3794
2015-10-17 16:00:00,1.0648,1.4883,1.1979
2015-10-17 20:00:00,1.0043,1.2947,1.3189
2015-10-18 00:00:00,1.0527,1.6819,1.331
2015-10-18 04:00:00,1.0527,1.6819,1.3915
2015-10-18 08:00:00,1.0527,1.7061,1.3552
2015-10-18 12:00:00,1.1011,2.4442,1.3189
2015-10-18 16:00:00,1.1132,2.1901,1.1132
2015-10-18 20:00:00,1.0164,1.3552,1.1374
2015-10-19 00:00:00,0.9317,1.2584,1.3552
2015-10-19 04:00:00,1.089,1.5609,1.4036
2015-10-19 08:00:00,1.0164,1.8271,1.3915
2015-10-19 12:00:00,0.9922,1.7061,1.3552
2015-10-19 16:00:00,1.1011,1.5851,1.2342
2015-10-19 20:00:00,0.8954,1.8997,1.2947
2015-10-20 00:00:00,1.0527,1.8029,1.5004
2015-10-20 04:00:00,1.0043,1.8513,1.4762
2015-10-20 08:00:00,0.9196,1.815,1.452
2015-10-20 12:00:00,0.8712,1.7424,1.4399
2015-10-20 16:00:00,1.0769,1.694,1.2584
2015-10-20 20:00:00,0.968,1.3915,1.2584
2015-10-21 00:00:00,0.9438,1.5851,1.4278
2015-10-21 04:00:00,1.0164,1.9723,1.5609
2015-10-21 08:00:00,0.968,1.6819,1.5004
2015-10-21 12:00:00,0.9317,1.5851,1.452
2015-10-21 16:00:00,1.0527,1.331,1.2342
2015-10-21 20:00:00,1.1858,1.5246,1.1979
2015-10-22 00:00:00,0.8228,1.573,1.4883
2015-10-22 04:00:00,0.7381,1.573,1.5851
2015-10-22 08:00:00,0.7986,1.6093,1.5367
2015-10-22 12:00:00,0.8833,1.8029,1.452
2015-10-22 16:00:00,1.0769,1.5367,1.2584
2015-10-22 20:00:00,0.9559,1.452,1.3189
2015-10-23 00:00:00,0.9559,2.299,1.452
2015-10-23 04:00:00,0.9438,1.936,1.573
2015-10-23 08:00:00,0.9438,1.7908,1.5246
2015-10-23 12:00:00,0.9196,1.8271,1.4641
2015-10-23 16:00:00,0.9438,1.6335,1.3673
2015-10-23 20:00:00,0.9317,1.5004,1.2947
2015-10-24 00:00:00,0.8712,1.5851,1.5609
2015-10-24 04:00:00,1.0406,1.8392,1.694
2015-10-24 08:00:00,0.8107,1.9965,1.5246
2015-10-24 12:00:00,1.0164,1.9602,1.4641
2015-10-24 16:00:00,0.9317,1.7182,1.3068
2015-10-24 20:00:00,1.0648,1.7424,1.3552
2015-10-25 00:00:00,1.1011,1.5851,1.5246
2015-10-25 04:00:00,1.0648,1.9481,1.7303
2015-10-25 08:00:00,0.9317,2.0691,1.6093
2015-10-25 12:00:00,0.9317,1.9481,1.5367
2015-10-25 16:00:00,0.9438,1.8997,1.3068
2015-10-25 20:00:00,0.9801,1.694,1.4641
2015-10-26 00:00:00,0.9075,2.8193,1.5851
2015-10-26 04:00:00,0.9559,2.1054,1.7545
2015-10-26 08:00:00,0.9317,2.2869,1.6335
2015-10-26 12:00:00,0.9801,1.815,1.6093
2015-10-26 16:00:00,0.9075,1.7545,1.452
2015-10-26 20:00:00,1.0406,1.7787,1.5246
2015-10-27 00:00:00,0.9196,2.0086,1.6335
2015-10-27 04:00:00,1.0043,1.8876,1.8271
2015-10-27 08:00:00,0.8833,1.815,1.7666
2015-10-27 12:00:00,0.8349,2.3595,1.6093
2015-10-27 16:00:00,0.8954,1.694,1.452
2015-10-27 20:00:00,0.9075,1.8392,1.2947
2015-10-28 00:00:00,0.7865,1.8513,1.6335
2015-10-28 04:00:00,0.8833,2.4563,1.8392
2015-10-28 08:00:00,0.7744,1.9965,1.7908
2015-10-28 12:00:00,0.7623,1.8513,1.6698
2015-10-28 16:00:00,0.847,1.7787,1.5488
2015-10-28 20:00:00,0.8228,1.6819,1.3068
2015-10-29 00:00:00,0.8712,1.936,1.7424
2015-10-29 04:00:00,0.8228,2.8193,1.7666
2015-10-29 08:00:00,0.8349,3.0855,1.7787
2015-10-29 12:00:00,0.7623,1.9118,1.7061
2015-10-29 16:00:00,0.8228,2.1175,1.4278
2015-10-29 20:00:00,0.7744,1.7908,1.3673
2015-10-30 00:00:00,0.8349,2.0933,1.694
2015-10-30 04:00:00,0.968,2.0207,1.7303
2015-10-30 08:00:00,0.9438,2.2143,1.8271
2015-10-30 12:00:00,0.7744,2.178,1.6456
2015-10-30 16:00:00,0.847,2.0812,1.452
2015-10-30 20:00:00,1.0285,2.1296,1.5488
2015-10-31 00:00:00,0.9317,1.815,1.7787
2015-10-31 04:00:00,0.847,2.057,2.1659
2015-10-31 08:00:00,0.9559,2.1901,1.8513
2015-10-31 12:00:00,0.8591,2.2506,1.7424
2015-10-31 16:00:00,0.9317,1.7666,1.7545
2015-10-31 20:00:00,0.9196,1.8755,1.5851
2015-11-01 00:00:00,0.8591,1.7908,1.7545
2015-11-01 04:00:00,0.8833,2.0449,2.1417
2015-11-01 08:00:00,0.8833,2.1417,1.9118
2015-11-01 12:00:00,0.8954,1.9965,1.7424
2015-11-01 16:00:00,0.9075,1.7061,1.936
2015-11-01 20:00:00,0.8591,1.6577,1.9965
2015-11-02 00:00:00,0.8107,1.7182,1.8755
2015-11-02 04:00:00,0.7623,1.9118,1.936
2015-11-02 08:00:00,0.8349,1.8755,2.0812
2015-11-02 12:00:00,0.7502,1.7787,1.7787
2015-11-02 16:00:00,0.7744,1.6335,1.7666
2015-11-02 20:00:00,0.7986,1.6456,1.6214
2015-11-03 00:00:00,0.7381,1.8513,1.8392
2015-11-03 04:00:00,0.7018,1.7787,2.1417
2015-11-03 08:00:00,0.7502,1.8513,1.9481
2015-11-03 12:00:00,0.7018,1.6456,1.8392
2015-11-03 16:00:00,0.6897,1.6577,1.9239
2015-11-03 20:00:00,0.6897,1.4762,1.6819
2015-11-04 00:00:00,0.6897,1.5609,1.9118
2015-11-04 04:00:00,0.7139,1.8271,2.1175
2015-11-04 08:00:00,0.6655,1.6335,1.8876
2015-11-04 12:00:00,0.6413,1.5367,1.8634
2015-11-04 16:00:00,0.6897,1.8634,1.8029
2015-11-04 20:00:00,0.7139,1.7303,1.6214
2015-11-05 00:00:00,0.6776,1.6698,1.8392
2015-11-05 04:00:00,0.6897,1.7908,2.1175
2015-11-05 08:00:00,0.6655,2.1538,1.9118
2015-11-05 12:00:00,0.6171,1.8876,1.8876
2015-11-05 16:00:00,0.6534,1.815,1.7182
2015-11-05 20:00:00,0.6171,1.7182,1.7545
2015-11-06 00:00:00,0.6171,1.8271,1.9602
2015-11-06 04:00:00,0.605,2.299,2.1054
2015-11-06 08:00:00,0.6292,2.3474,2.0812
2015-11-06 12:00:00,0.605,1.8755,2.0328
2015-11-06 16:00:00,0.6171,1.8634,1.936
2015-11-06 20:00:00,0.6292,1.8392,1.6456
2015-11-07 00:00:00,0.6171,1.8029,2.4684
2015-11-07 04:00:00,0.5687,1.9844,2.2869
2015-11-07 08:00:00,0.5687,2.057,2.0691
2015-11-07 12:00:00,0.605,1.8029,1.9602
2015-11-07 16:00:00,0.6292,1.6214,1.8997
2015-11-07 20:00:00,0.6534,1.6577,1.5125
2015-11-08 00:00:00,0.6413,1.9965,2.0328
2015-11-08 04:00:00,0.6292,1.8271,2.1054
2015-11-08 08:00:00,0.6534,1.7303,2.1538
2015-11-08 12:00:00,0.6534,1.6335,2.0812
2015-11-08 16:00:00,0.6897,1.5125,1.9844
2015-11-08 20:00:00,0.7018,1.6819,1.452
2015-11-09 00:00:00,0.6413,2.0691,2.1538
2015-11-09 04:00:00,0.6655,1.815,2.299
2015-11-09 08:00:00,0.5687,1.8755,2.178
2015-11-09 12:00:00,0.5929,2.2022,2.0812
2015-11-09 16:00:00,0.6655,1.9602,1.7424
2015-11-09 20:00:00,0.5566,1.7908,1.8755
2015-11-10 00:00:00,0.6655,1.4641,2.1054
2015-11-10 04:00:00,0.6655,1.5488,2.3595
2015-11-10 08:00:00,0.6413,1.4157,NaN
2015-11-10 12:00:00,0.5929,1.5851,NaN
2015-11-10 16:00:00,0.6413,1.4883,NaN
2015-11-10 20:00:00,0.7502,1.4641,NaN
2015-11-11 00:00:00,0.6171,1.3673,NaN
2015-11-11 04:00:00,0.6534,1.6698,NaN
2015-11-11 08:00:00,0.7018,1.6698,NaN
2015-11-11 12:00:00,0.6413,1.4883,NaN
2015-11-11 16:00:00,0.726,1.6819,NaN
2015-11-11 20:00:00,0.6413,1.331,NaN
2015-11-12 00:00:00,0.6171,1.4883,NaN
2015-11-12 04:00:00,0.6655,1.4278,NaN
2015-11-12 08:00:00,0.6292,1.2947,NaN
2015-11-12 12:00:00,0.6171,1.4399,NaN
2015-11-12 16:00:00,0.6776,1.2221,NaN
2015-11-12 20:00:00,0.8833,1.3552,NaN
2015-11-13 00:00:00,0.6292,1.4278,NaN
2015-11-13 04:00:00,0.6776,1.5609,NaN
2015-11-13 08:00:00,0.605,1.5367,NaN
2015-11-13 12:00:00,0.6171,1.4641,NaN
2015-11-13 16:00:00,0.6776,1.6093,NaN
2015-11-13 20:00:00,0.7018,1.6335,NaN
2015-11-14 00:00:00,0.6292,1.7787,NaN
2015-11-14 04:00:00,0.5566,1.4762,NaN
2015-11-14 08:00:00,0.605,1.4641,NaN
2015-11-14 12:00:00,0.5687,1.5246,NaN
2015-11-14 16:00:00,0.6292,1.4157,NaN
2015-11-14 20:00:00,0.5929,2.4321,NaN
2015-11-15 00:00:00,0.6292,2.2506,NaN
2015-11-15 04:00:00,0.6171,1.452,NaN
2015-11-15 08:00:00,0.5687,1.5367,NaN
2015-11-15 12:00:00,0.605,1.5125,NaN
2015-11-15 16:00:00,0.7139,1.3794,NaN
2015-11-15 20:00:00,0.6534,1.4036,NaN
2015-11-16 00:00:00,0.6171,1.4762,NaN
2015-11-16 04:00:00,0.605,1.4036,NaN
2015-11-16 08:00:00,0.7502,1.2705,NaN
2015-11-16 12:00:00,0.6171,1.4883,NaN
2015-11-16 16:00:00,0.6534,1.4036,NaN
2015-11-16 20:00:00,0.5929,1.2584,NaN
2015-11-17 00:00:00,0.5929,1.1616,NaN
2015-11-17 04:00:00,0.5687,1.3552,NaN
2015-11-17 08:00:00,0.5324,1.3189,NaN
2015-11-17 12:00:00,0.605,1.2463,NaN
2015-11-17 16:00:00,0.6776,1.1616,NaN
2015-11-17 20:00:00,0.6655,1.2705,NaN
2015-11-18 00:00:00,0.5929,1.1858,NaN
2015-11-18 04:00:00,0.5808,1.1979,NaN
2015-11-18 08:00:00,0.5687,1.2463,NaN
2015-11-18 12:00:00,0.5687,1.2221,NaN
2015-11-18 16:00:00,0.5929,1.21,NaN
2015-11-18 20:00:00,0.4719,1.1253,NaN
2015-11-19 00:00:00,0.4961,1.1253,NaN
2015-11-19 04:00:00,0.5082,1.2463,NaN
2015-11-19 08:00:00,0.5324,1.0164,NaN
2015-11-19 12:00:00,0.5324,0.9922,NaN
2015-11-19 16:00:00,0.5566,1.0285,NaN
2015-11-19 20:00:00,0.5203,1.1737,NaN
2015-11-20 00:00:00,0.5203,0.9559,NaN
2015-11-20 04:00:00,0.4961,1.1011,NaN
2015-11-20 08:00:00,0.4719,1.0043,NaN
2015-11-20 12:00:00,0.4598,1.089,NaN
2015-11-20 16:00:00,0.4961,1.0527,NaN
2015-11-20 20:00:00,0.4598,1.0648,NaN
2015-11-21 00:00:00,0.4114,0.9801,NaN
2015-11-21 04:00:00,0.4235,1.0406,NaN
2015-11-21 08:00:00,0.4114,1.0285,NaN
2015-11-21 12:00:00,0.4356,1.1737,NaN
2015-11-21 16:00:00,0.3872,1.0527,NaN
2015-11-21 20:00:00,0.4114,1.0527,NaN
2015-11-22 00:00:00,0.4235,1.1979,NaN
2015-11-22 04:00:00,0.4235,1.3673,NaN
2015-11-22 08:00:00,0.4114,1.1495,NaN
2015-11-22 12:00:00,0.4598,1.0648,NaN
2015-11-22 16:00:00,0.4356,1.2463,NaN
2015-11-22 20:00:00,0.363,1.5004,NaN
2015-11-23 00:00:00,0.363,1.1858,NaN
2015-11-23 04:00:00,0.3751,1.3068,NaN
2015-11-23 08:00:00,0.3388,1.2221,NaN
2015-11-23 12:00:00,0.3509,1.1616,NaN
2015-11-23 16:00:00,0.363,1.3068,NaN
2015-11-23 20:00:00,0.3872,1.4883,NaN
2015-11-24 00:00:00,0.3993,1.3915,NaN
2015-11-24 04:00:00,0.3872,1.2947,NaN
2015-11-24 08:00:00,0.3993,1.3068,NaN
2015-11-24 12:00:00,0.3872,1.1616,NaN
2015-11-24 16:00:00,0.363,1.3189,NaN
2015-11-24 20:00:00,0.3872,1.3673,NaN
2015-11-25 00:00:00,0.3509,1.6698,NaN
2015-11-25 04:00:00,0.3751,1.3431,NaN
2015-11-25 08:00:00,0.363,1.3673,NaN
2015-11-25 12:00:00,0.363,1.2221,NaN
2015-11-25 16:00:00,0.3993,1.5488,NaN
2015-11-25 20:00:00,0.3751,1.3552,NaN
2015-11-26 00:00:00,0.3751,1.5367,NaN
2015-11-26 04:00:00,0.3267,1.3794,NaN
2015-11-26 08:00:00,0.3267,1.3794,NaN
2015-11-26 12:00:00,0.3388,1.3552,NaN
2015-11-26 16:00:00,0.3872,1.2705,NaN
2015-11-26 20:00:00,0.363,1.3431,NaN
2015-11-27 00:00:00,0.3509,1.3794,NaN
2015-11-27 04:00:00,0.3025,1.4641,NaN
2015-11-27 08:00:00,0.3146,1.2342,NaN
2015-11-27 12:00:00,0.3267,1.3794,NaN
2015-11-27 16:00:00,0.3267,1.5367,NaN
2015-11-27 20:00:00,0.3509,1.5609,NaN
2015-11-28 00:00:00,0.3267,1.4641,NaN
2015-11-28 04:00:00,0.3267,1.1616,NaN
2015-11-28 08:00:00,0.3146,1.2705,NaN
2015-11-28 12:00:00,0.3267,1.5367,NaN
2015-11-28 16:00:00,0.3509,1.3673,NaN
2015-11-28 20:00:00,0.3267,1.4762,NaN
2015-11-29 00:00:00,0.2541,1.4762,NaN
2015-11-29 04:00:00,0.2662,1.3431,NaN
2015-11-29 08:00:00,0.2904,1.1495,NaN
2015-11-29 12:00:00,0.2783,1.2705,NaN
2015-11-29 16:00:00,0.2662,1.4157,NaN
2015-11-29 20:00:00,0.2541,1.331,NaN
2015-11-30 00:00:00,0.2662,1.6093,NaN
2015-11-30 04:00:00,0.2299,1.2705,NaN
2015-11-30 08:00:00,0.2541,1.2221,NaN
2015-11-30 12:00:00,0.2662,1.2947,NaN
2015-11-30 16:00:00,0.2541,1.4157,NaN
2015-11-30 20:00:00,0.2299,1.4036,NaN
2015-12-01 00:00:00,0.2662,1.5488,NaN
2015-12-01 04:00:00,0.2178,1.8029,NaN
2015-12-01 08:00:00,0.2541,1.4036,NaN
2015-12-01 12:00:00,0.2299,1.3673,NaN
2015-12-01 16:00:00,0.242,1.4157,NaN
2015-12-01 20:00:00,0.242,1.7545,NaN
2015-12-02 00:00:00,0.2299,1.6456,NaN
2015-12-02 04:00:00,0.2783,1.5609,NaN
2015-12-02 08:00:00,0.2057,1.4883,NaN
2015-12-02 12:00:00,0.2299,1.6093,NaN
2015-12-02 16:00:00,0.2299,1.6093,NaN
2015-12-02 20:00:00,0.2178,1.6698,NaN
2015-12-03 00:00:00,0.242,1.4883,NaN
2015-12-03 04:00:00,0.2299,1.5246,NaN
2015-12-03 08:00:00,0.1936,1.4278,NaN
2015-12-03 12:00:00,0.2299,1.4399,NaN
2015-12-03 16:00:00,0.2299,1.3915,NaN
2015-12-03 20:00:00,0.1936,1.573,NaN
2015-12-04 00:00:00,0.1936,1.5851,NaN
2015-12-04 04:00:00,0.1694,1.4399,NaN
2015-12-04 08:00:00,0.1694,1.6698,NaN
2015-12-04 12:00:00,0.2178,1.4036,NaN
2015-12-04 16:00:00,0.2178,1.5972,NaN
2015-12-04 20:00:00,0.1815,1.6577,NaN
2015-12-05 00:00:00,0.2057,1.4762,NaN
2015-12-05 04:00:00,0.1815,1.452,NaN
2015-12-05 08:00:00,0.1694,1.5125,NaN
2015-12-05 12:00:00,0.1936,1.3552,NaN
2015-12-05 16:00:00,0.1694,1.7303,NaN
2015-12-05 20:00:00,0.1573,1.4399,NaN
2015-12-06 00:00:00,0.1573,1.573,NaN
2015-12-06 04:00:00,0.1573,1.4157,NaN
2015-12-06 08:00:00,0.1573,1.4883,NaN
2015-12-06 12:00:00,0.1573,1.5004,NaN
2015-12-06 16:00:00,0.1694,1.573,NaN
2015-12-06 20:00:00,0.1573,1.2584,NaN
2015-12-07 00:00:00,0.1452,1.7303,NaN
2015-12-07 04:00:00,0.1694,1.3915,NaN
2015-12-07 08:00:00,0.1573,1.5004,NaN
2015-12-07 12:00:00,0.1815,1.4762,NaN
2015-12-07 16:00:00,0.1815,1.5125,NaN
2015-12-07 20:00:00,0.1694,1.2342,NaN
2015-12-08 00:00:00,0.1694,1.1495,NaN
2015-12-08 04:00:00,0.1694,1.0406,NaN
2015-12-08 08:00:00,0.1573,1.1495,NaN
2015-12-08 12:00:00,0.1452,1.1737,NaN
2015-12-08 16:00:00,0.1694,1.1253,NaN
2015-12-08 20:00:00,0.1936,1.1616,NaN
2015-12-09 00:00:00,0.1694,1.331,NaN
2015-12-09 04:00:00,0.1815,1.2826,NaN
2015-12-09 08:00:00,0.1815,1.2221,NaN
2015-12-09 12:00:00,0.2178,1.1495,NaN
2015-12-09 16:00:00,0.1815,1.2705,NaN
2015-12-09 20:00:00,0.1815,1.6214,NaN
2015-12-10 00:00:00,0.1815,1.2826,NaN
2015-12-10 04:00:00,0.1815,1.2342,NaN
2015-12-10 08:00:00,0.4114,1.2705,NaN
2015-12-10 12:00:00,0.1936,1.1858,NaN
2015-12-10 16:00:00,0.1936,1.2342,NaN
2015-12-10 20:00:00,0.1694,1.1011,NaN
2015-12-11 00:00:00,0.1331,1.1979,NaN
2015-12-11 04:00:00,0.1452,1.1495,NaN
2015-12-11 08:00:00,0.1573,1.2584,NaN
2015-12-11 12:00:00,0.1815,1.1495,NaN
2015-12-11 16:00:00,0.2299,1.4157,NaN
2015-12-11 20:00:00,0.1331,1.1374,NaN
2015-12-12 00:00:00,0.1936,1.1374,NaN
2015-12-12 04:00:00,0.1936,1.2221,NaN
2015-12-12 08:00:00,0.1694,1.3794,NaN
2015-12-12 12:00:00,0.1573,1.3189,NaN
2015-12-12 16:00:00,0.1694,1.1616,NaN
2015-12-12 20:00:00,0.1573,1.1858,NaN
2015-12-13 00:00:00,0.1331,1.3794,NaN
2015-12-13 04:00:00,0.1452,1.2947,NaN
2015-12-13 08:00:00,0.1452,1.0769,NaN
2015-12-13 12:00:00,0.1573,1.3552,NaN
2015-12-13 16:00:00,0.1815,1.3552,NaN
2015-12-13 20:00:00,0.1694,1.1979,NaN
2015-12-14 00:00:00,0.1694,1.2947,NaN
2015-12-14 04:00:00,0.1694,1.4641,NaN
2015-12-14 08:00:00,0.1573,1.2826,NaN
2015-12-14 12:00:00,0.1815,1.2342,NaN
2015-12-14 16:00:00,0.1694,1.1737,NaN
2015-12-14 20:00:00,0.1452,1.3794,NaN
2015-12-15 00:00:00,0.1815,1.4641,NaN
2015-12-15 04:00:00,0.1573,1.2221,NaN
2015-12-15 08:00:00,0.1936,1.2826,NaN
2015-12-15 12:00:00,0.1815,1.3431,NaN
2015-12-15 16:00:00,0.1573,1.3068,NaN
2015-12-15 20:00:00,0.2057,1.1011,NaN
2015-12-16 00:00:00,0.1936,1.2826,NaN
2015-12-16 04:00:00,0.1573,1.1253,NaN
2015-12-16 08:00:00,0.1573,1.2826,NaN
2015-12-16 12:00:00,0.2178,1.1495,NaN
2015-12-16 16:00:00,0.2178,1.1011,NaN
2015-12-16 20:00:00,0.1936,1.3552,NaN
2015-12-17 00:00:00,0.1694,1.2221,NaN
2015-12-17 04:00:00,0.1815,1.21,NaN
2015-12-17 08:00:00,0.1694,1.1374,NaN
2015-12-17 12:00:00,0.1815,1.4883,NaN
2015-12-17 16:00:00,0.1936,1.1737,NaN
2015-12-17 20:00:00,0.1694,1.0527,NaN
2015-12-18 00:00:00,0.1936,1.1858,NaN
2015-12-18 04:00:00,0.1694,1.1858,NaN
2015-12-18 08:00:00,0.1694,1.1495,NaN
2015-12-18 12:00:00,0.1452,1.2342,NaN
2015-12-18 16:00:00,0.1815,1.1132,NaN
2015-12-18 20:00:00,0.1573,1.1979,NaN
2015-12-19 00:00:00,0.1452,1.0648,NaN
2015-12-19 04:00:00,0.1452,1.1858,NaN
2015-12-19 08:00:00,0.1815,1.1616,NaN
2015-12-19 12:00:00,0.1573,1.21,NaN
2015-12-19 16:00:00,0.1331,1.2705,NaN
2015-12-19 20:00:00,0.1694,1.2947,NaN
2015-12-20 00:00:00,0.1573,1.1253,NaN
2015-12-20 04:00:00,0.1452,1.1737,NaN
2015-12-20 08:00:00,0.1331,1.1616,NaN
2015-12-20 12:00:00,0.1573,1.1374,NaN
2015-12-20 16:00:00,0.1573,1.1011,NaN
2015-12-20 20:00:00,0.1936,1.0769,NaN
2015-12-21 00:00:00,0.1452,1.2705,NaN
2015-12-21 04:00:00,0.1573,1.1253,NaN
2015-12-21 08:00:00,0.1694,1.1495,NaN
2015-12-21 12:00:00,0.1936,1.2221,NaN
2015-12-21 16:00:00,0.1694,1.1737,NaN
2015-12-21 20:00:00,0.1694,1.3068,NaN
2015-12-22 00:00:00,0.1573,1.2221,NaN
2015-12-22 04:00:00,0.1573,1.1132,NaN
2015-12-22 08:00:00,0.1452,1.0527,NaN
2015-12-22 12:00:00,0.1331,1.0285,NaN
2015-12-22 16:00:00,0.1815,1.089,NaN
2015-12-22 20:00:00,0.1573,1.1132,NaN
2015-12-23 00:00:00,0.1573,1.1132,NaN
2015-12-23 04:00:00,0.121,1.1616,NaN
2015-12-23 08:00:00,0.1694,1.1132,NaN
2015-12-23 12:00:00,0.1331,1.1979,NaN
2015-12-23 16:00:00,0.1573,1.2705,NaN
2015-12-23 20:00:00,0.1452,1.0648,NaN
2015-12-24 00:00:00,0.1452,1.1495,NaN
2015-12-24 04:00:00,0.1573,1.0648,NaN
2015-12-24 08:00:00,0.1815,1.1011,NaN
2015-12-24 12:00:00,0.2057,1.0769,NaN
2015-12-24 16:00:00,0.1694,1.0769,NaN
2015-12-24 20:00:00,0.1573,1.0527,NaN
2015-12-25 00:00:00,0.1573,1.0527,NaN
2015-12-25 04:00:00,0.1694,1.0285,NaN
2015-12-25 08:00:00,0.1331,1.0527,NaN
2015-12-25 12:00:00,0.1331,1.6577,NaN
2015-12-25 16:00:00,0.1694,1.5488,NaN
2015-12-25 20:00:00,0.1573,1.0769,NaN
2015-12-26 00:00:00,0.1573,1.0648,NaN
2015-12-26 04:00:00,0.1452,1.1495,NaN
2015-12-26 08:00:00,0.1573,1.0164,NaN
2015-12-26 12:00:00,0.1694,1.0527,NaN
2015-12-26 16:00:00,0.1452,1.1132,NaN
2015-12-26 20:00:00,0.1331,1.0769,NaN
2015-12-27 00:00:00,0.1573,1.1737,NaN
2015-12-27 04:00:00,0.1815,1.1737,NaN
2015-12-27 08:00:00,0.1694,1.1858,NaN
2015-12-27 12:00:00,0.1573,1.1132,NaN
2015-12-27 16:00:00,0.1452,1.1616,NaN
2015-12-27 20:00:00,0.2299,1.0406,NaN
2015-12-28 00:00:00,0.1452,1.1253,NaN
2015-12-28 04:00:00,0.1573,1.1374,NaN
2015-12-28 08:00:00,0.1452,1.0285,NaN
2015-12-28 12:00:00,0.1573,1.0527,NaN
2015-12-28 16:00:00,0.1694,1.0406,NaN
2015-12-28 20:00:00,0.121,1.1616,NaN
2015-12-29 00:00:00,0.1331,1.3552,NaN
2015-12-29 04:00:00,0.1573,1.1011,NaN
2015-12-29 08:00:00,0.1573,1.1011,NaN
2015-12-29 12:00:00,0.1573,1.0406,NaN
2015-12-29 16:00:00,0.1936,1.0164,NaN
2015-12-29 20:00:00,0.1573,1.0527,NaN
2015-12-30 00:00:00,0.1452,1.0527,NaN
2015-12-30 04:00:00,0.1452,1.0043,NaN
2015-12-30 08:00:00,0.1089,1.0769,NaN
2015-12-30 12:00:00,0.1694,1.0285,NaN
2015-12-30 16:00:00,0.1331,0.968,NaN
2015-12-30 20:00:00,0.1331,1.0164,NaN
2015-12-31 00:00:00,0.1452,1.089,NaN
2015-12-31 04:00:00,0.1573,1.1011,NaN
2015-12-31 08:00:00,0.1452,1.0527,NaN
2015-12-31 12:00:00,0.1331,1.089,NaN
2015-12-31 16:00:00,0.1452,1.0769,NaN
2015-12-31 20:00:00,0.1089,1.1011,NaN
2016-01-01 00:00:00,0.1452,1.1011,NaN
2016-01-01 04:00:00,0.1331,1.1011,NaN
2016-01-01 08:00:00,0.1452,1.0406,NaN
2016-01-01 12:00:00,0.1815,1.0043,NaN
2016-01-01 16:00:00,0.1694,1.0648,NaN
2016-01-01 20:00:00,0.1452,0.968,NaN
2016-01-02 00:00:00,0.121,1.0769,NaN
2016-01-02 04:00:00,0.121,1.1253,NaN
2016-01-02 08:00:00,0.121,1.1132,NaN
2016-01-02 12:00:00,0.1331,1.0648,NaN
2016-01-02 16:00:00,0.1089,1.1132,NaN
2016-01-02 20:00:00,0.1331,1.1616,NaN
2016-01-03 00:00:00,0.1089,1.1737,NaN
2016-01-03 04:00:00,0.0968,1.1011,NaN
2016-01-03 08:00:00,0.1089,1.089,NaN
2016-01-03 12:00:00,0.1089,1.1374,NaN
2016-01-03 16:00:00,0.1331,1.1132,NaN
2016-01-03 20:00:00,0.1331,1.1132,NaN
2016-01-04 00:00:00,0.1089,1.0527,NaN
2016-01-04 04:00:00,0.1452,0.968,NaN
2016-01-04 08:00:00,0.1331,1.1979,NaN
2016-01-04 12:00:00,0.0968,1.0648,NaN
2016-01-04 16:00:00,0.1331,0.9317,NaN
2016-01-04 20:00:00,0.121,1.0285,NaN
2016-01-05 00:00:00,0.1331,1.0527,NaN
2016-01-05 04:00:00,0.1089,0.9801,NaN
2016-01-05 08:00:00,0.121,1.3431,NaN
2016-01-05 12:00:00,0.121,0.9801,NaN
2016-01-05 16:00:00,0.121,1.0043,NaN
2016-01-05 20:00:00,0.1815,0.9801,NaN
2016-01-06 00:00:00,0.0968,1.0285,NaN
2016-01-06 04:00:00,0.0968,1.0527,NaN
2016-01-06 08:00:00,0.1452,0.9196,NaN
2016-01-06 12:00:00,0.1573,0.9801,NaN
2016-01-06 16:00:00,0.1573,0.968,NaN
2016-01-06 20:00:00,0.121,1.331,NaN
2016-01-07 00:00:00,0.121,0.9317,NaN
2016-01-07 04:00:00,0.121,0.9559,NaN
2016-01-07 08:00:00,0.1331,0.9801,NaN
2016-01-07 12:00:00,0.1331,0.9801,NaN
2016-01-07 16:00:00,0.1089,0.9922,NaN
2016-01-07 20:00:00,0.121,0.9801,NaN
2016-01-08 00:00:00,0.0968,1.1979,NaN
2016-01-08 04:00:00,0.0968,1.1253,NaN
2016-01-08 08:00:00,0.1089,1.0043,NaN
2016-01-08 12:00:00,0.1089,1.0164,NaN
2016-01-08 16:00:00,0.1331,1.1132,NaN
2016-01-08 20:00:00,0.1452,0.9801,NaN
2016-01-09 00:00:00,0.1331,1.1858,NaN
2016-01-09 04:00:00,0.0968,1.0648,NaN
2016-01-09 08:00:00,0.0968,0.9438,NaN
2016-01-09 12:00:00,0.0726,1.0406,NaN
