time,Wind Speed,Current Speed,Barometric Pressure,Precipitation,Air Temperature,Rain,Max Wave Height,Peak Wave Period,Significant Wave Height,Significant Wave Period
2019-02-11T12:00:00Z,0.88,0.37,1024.712,20.67,0.18,0.10,0.98,4.3,0.55,4.4
2019-02-11T13:00:00Z,0.78,0.37,1025.109,20.65,0.65,0.05,0.86,4.5,0.49,4.5
2019-02-11T14:00:00Z,1.73,0.37,1025.238,20.65,1.44,0.05,0.76,4.4,0.5,4.5
2019-02-11T15:00:00Z,2.74,0.37,1024.864,20.64,1.82,0.07,0.75,4.3,0.48,4.4
2019-02-11T16:00:00Z,3.17,0.37,1024.484,20.64,2.14,0.06,0.74,4.1,0.44,4.2
2019-02-11T17:00:00Z,4.87,0.37,1023.964,20.63,2.14,0.00,0.66,3.9,0.41,4.5
2019-02-11T18:00:00Z,6.28,0.37,1023.873,20.63,1.89,0.06,0.65,4,0.44,3.8
2019-02-11T19:00:00Z,5.84,0.37,1024.031,20.61,1.74,0.08,0.93,3.1,0.58,3.4
2019-02-11T20:00:00Z,5.81,0.37,1024.052,20.62,1.64,0.05,1.32,3.7,0.67,3.6
2019-02-11T21:00:00Z,6.13,0.37,1024.238,20.62,1.37,0.06,1.37,4,0.75,3.6
2019-02-11T22:00:00Z,5.92,0.37,1025.015,20.62,1.38,0.04,1.02,3.8,0.72,3.7
2019-02-11T23:00:00Z,6.16,0.37,1025.651,20.62,1.40,0.09,1.28,4.1,0.72,3.6
2019-02-12T00:00:00Z,5.94,0.37,1026.158,20.61,1.51,0.03,1.2,4,0.69,3.6
2019-02-12T01:00:00Z,5.55,0.37,1026.659,20.59,1.70,0.02,1.18,4.4,0.71,3.8
2019-02-12T02:00:00Z,5.92,0.37,1027.122,20.57,1.85,0.08,1.16,4.3,0.69,3.9
2019-02-12T03:00:00Z,6.01,0.37,1027.195,20.53,1.88,0.04,1.27,4.3,0.69,3.9
2019-02-12T04:00:00Z,6.25,0.37,1027.470,20.50,1.85,0.02,1.18,4,0.71,4
2019-02-12T05:00:00Z,5.72,0.37,1028.314,20.45,1.78,0.08,1.18,4.8,0.75,4.3
2019-02-12T06:00:00Z,7.12,0.37,1027.926,20.38,2.01,0.01,1.4,4,0.78,4.2
2019-02-12T07:00:00Z,6.87,0.37,1028.133,20.35,1.95,0.08,1.66,4.3,0.86,4.4
2019-02-12T08:00:00Z,7.27,0.37,1028.247,20.33,1.57,0.04,1.84,4.7,0.94,4.1
2019-02-12T09:00:00Z,7.68,0.37,1028.409,20.30,1.39,0.05,1.71,4.1,1.06,4.2
2019-02-12T10:00:00Z,7.60,0.37,1028.740,20.26,1.48,0.04,2.19,4.9,1.16,4.5
2019-02-12T11:00:00Z,8.73,0.37,1028.080,20.26,1.67,0.03,2,5,1.19,4.8
2019-02-12T12:00:00Z,9.12,0.37,1028.051,20.21,1.60,0.04,2.5,4.8,1.4,4.6
2019-02-12T13:00:00Z,9.27,0.37,1028.115,20.19,1.68,0.04,2.76,5.1,1.59,4.8
2019-02-12T14:00:00Z,9.44,0.37,1027.630,20.25,2.14,0.12,2.45,5.7,1.57,4.7
2019-02-12T15:00:00Z,8.96,0.37,1027.721,20.27,2.47,0.04,2.59,5.6,1.57,4.9
2019-02-12T16:00:00Z,8.50,0.37,1027.380,20.16,2.60,0.01,2.45,5.6,1.58,5.1
2019-02-12T17:00:00Z,10.06,0.37,1025.591,20.08,2.23,0.03,2.39,5.7,1.59,5.1
2019-02-12T18:00:00Z,10.58,0.37,1023.841,20.05,2.41,0.08,2.78,5,1.56,5
2019-02-12T19:00:00Z,11.70,0.37,1022.370,20.12,2.48,0.09,3.03,5.3,1.66,5.1
2019-02-12T20:00:00Z,12.13,0.37,1020.565,20.05,3.14,0.03,2.93,5.3,1.81,5.1
2019-02-12T21:00:00Z,11.61,0.37,1018.918,19.97,4.45,0.01,4.62,5.7,2.19,5.5
2019-02-12T22:00:00Z,11.51,0.37,1017.457,19.88,5.86,0.00,4.17,5.9,2.55,5.6
2019-02-12T23:00:00Z,11.54,0.37,1016.044,19.89,7.02,0.09,5.1,6.5,2.83,6
2019-02-13T00:00:00Z,12.13,0.37,1013.640,19.86,8.06,0.01,4.75,6.9,2.83,6.5
2019-02-13T01:00:00Z,10.79,0.37,1011.633,19.82,9.63,0.05,5.37,7.7,3.16,6.5
2019-02-13T02:00:00Z,9.35,0.37,1009.931,19.86,10.69,0.12,5.08,7.7,3.31,7
2019-02-13T03:00:00Z,8.21,0.37,1007.840,19.86,11.08,0.03,5.24,8.3,3.32,7.2
2019-02-13T04:00:00Z,6.18,0.37,1005.725,19.77,11.07,0.01,5.42,8.3,3.3,7.5
2019-02-13T05:00:00Z,6.71,0.37,1004.207,19.68,11.27,0.00,4.76,8.7,3.28,7.9
2019-02-13T06:00:00Z,6.49,0.37,1002.725,19.65,11.15,0.06,4.97,8.7,3.18,8
2019-02-13T07:00:00Z,7.18,0.37,1001.202,19.66,11.39,0.10,4.77,9.1,2.83,8.1
2019-02-13T08:00:00Z,7.91,0.37,999.319,19.63,12.07,0.05,5.91,8.7,3.17,8.5
2019-02-13T09:00:00Z,8.81,0.37,998.661,19.72,13.06,0.15,5.79,8.7,3.34,8.4
2019-02-13T10:00:00Z,10.28,0.37,999.326,19.68,11.56,0.07,6.15,9.5,3.09,8.6
2019-02-13T11:00:00Z,10.13,0.37,1000.254,19.75,9.78,0.06,5.47,9.5,2.73,8
2019-02-13T12:00:00Z,11.36,0.37,1001.331,19.74,8.59,0.04,4.28,9.5,2.45,7.3
2019-02-13T13:00:00Z,12.35,0.37,1002.043,19.66,7.38,0.02,3.46,9.1,2.22,6.9
2019-02-13T14:00:00Z,10.80,0.37,1002.782,19.58,6.80,0.07,3.79,8.3,2.52,6.8
2019-02-13T15:00:00Z,10.80,0.37,1003.532,19.54,6.77,0.01,4.33,9.1,2.45,7
2019-02-13T16:00:00Z,11.15,0.37,1004.422,19.50,6.68,0.05,4.06,8.7,2.69,7.4
2019-02-13T17:00:00Z,10.88,0.37,1004.128,19.43,6.33,0.02,4.59,6.5,3.02,7.5
2019-02-13T18:00:00Z,11.50,0.37,1004.265,19.40,6.01,0.06,5.48,9.1,3.38,7.9
2019-02-13T19:00:00Z,10.98,0.37,1004.707,19.35,6.00,0.03,5.23,10.5,3.34,8.1
2019-02-13T20:00:00Z,10.19,0.37,1005.087,19.32,6.19,0.05,4.29,7.4,2.91,7.7
2019-02-13T21:00:00Z,9.75,0.37,1005.379,19.30,5.83,0.09,5.7,10,3.38,8.1
2019-02-13T22:00:00Z,10.21,0.37,1006.193,19.26,5.96,0.04,4.73,6.9,3.16,7.5
2019-02-13T23:00:00Z,11.26,0.37,1007.156,19.22,6.15,0.04,4.21,7.4,2.95,7.5
2019-02-14T00:00:00Z,10.38,0.37,1007.629,19.18,5.94,0.02,4.3,7.7,3.02,7.8
2019-02-14T01:00:00Z,11.79,0.37,1008.129,19.14,5.32,0.06,6.18,7.4,3.16,7.7
2019-02-14T02:00:00Z,12.66,0.37,1008.676,19.11,4.74,0.07,5.45,8,3.12,7.4
2019-02-14T03:00:00Z,13.50,0.37,1009.058,19.11,4.67,0.07,5.58,7.7,3.8,7.6
2019-02-14T04:00:00Z,13.01,0.37,1009.608,19.07,4.53,0.07,6.22,8.3,4.23,7.8
2019-02-14T05:00:00Z,13.78,0.37,1009.985,19.03,3.98,0.08,7.16,8.7,3.93,8
2019-02-14T06:00:00Z,13.35,0.37,1009.974,18.98,,0.03,6.69,8.7,4.73,8.5
2019-02-14T07:00:00Z,12.91,0.37,1010.387,18.99,3.71,0.10,6.57,8.7,4.06,8.1
2019-02-14T08:00:00Z,12.48,0.37,1010.732,18.95,3.70,0.07,6.54,9.1,4.03,8
2019-02-14T09:00:00Z,11.88,0.37,1011.447,18.90,3.38,0.02,5.98,8.7,3.7,8
2019-02-14T10:00:00Z,12.51,0.37,1012.666,18.83,3.37,0.02,6.16,8.7,3.55,7.9
2019-02-14T11:00:00Z,13.08,0.37,1013.530,18.80,3.50,0.04,6,9.1,3.67,8
2019-02-14T12:00:00Z,12.57,0.37,1014.633,18.73,3.66,0.01,5.94,8.3,3.73,7.6
2019-02-14T13:00:00Z,11.83,0.37,1015.517,18.67,3.56,0.01,5.59,9.1,3.76,8.1
2019-02-14T14:00:00Z,10.79,0.37,1016.207,18.64,3.48,0.06,5.82,8.3,3.71,7.8
2019-02-14T15:00:00Z,10.53,0.37,1016.482,18.60,3.45,0.01,5.17,8.3,3.55,8.1
2019-02-14T16:00:00Z,10.38,0.37,1016.526,18.55,3.43,0.04,5.68,8.7,3.21,7.4
2019-02-14T17:00:00Z,9.82,0.37,1016.432,18.49,3.78,0.04,5.27,8.7,3.12,7.6
2019-02-14T18:00:00Z,9.94,0.37,1016.270,18.45,3.98,0.04,4.83,8.7,3.02,7.5
2019-02-14T19:00:00Z,9.50,0.37,1016.796,18.42,4.01,0.04,4.25,8,2.56,7.1
2019-02-14T20:00:00Z,8.71,0.37,1017.309,18.39,4.26,0.05,4.01,7.4,2.7,7.2
2019-02-14T21:00:00Z,7.97,0.37,1017.557,18.37,4.27,0.07,4.03,8.3,2.33,6.8
2019-02-14T22:00:00Z,8.02,0.37,1018.310,18.35,4.64,0.03,3.59,7.1,2.24,6.6
2019-02-14T23:00:00Z,7.80,0.37,1018.976,18.31,5.14,0.05,3.25,7.7,2.04,6.5
2019-02-15T00:00:00Z,5.95,0.37,1019.035,18.26,5.67,0.02,2.76,8,1.77,6.2
2019-02-15T01:00:00Z,4.16,0.37,1019.055,18.23,5.82,0.07,2.9,7.4,1.61,6.5
2019-02-15T02:00:00Z,2.73,0.37,1019.255,18.21,6.03,0.02,2.48,7.4,1.43,6.3
2019-02-15T03:00:00Z,2.23,0.37,1018.871,18.17,6.31,0.07,1.91,6.1,1.2,5.8
2019-02-15T04:00:00Z,4.58,0.37,1018.757,18.14,6.78,0.02,1.89,6.1,1.22,6.3
2019-02-15T05:00:00Z,5.89,0.37,1018.921,18.15,7.45,0.09,1.93,5.6,1.11,6.1
2019-02-15T06:00:00Z,6.50,0.37,1018.631,18.11,8.01,0.02,1.65,5.9,1.08,6.3
2019-02-15T07:00:00Z,6.03,0.37,1018.351,18.10,8.51,0.08,1.54,6.1,1.01,5.5
2019-02-15T08:00:00Z,5.39,0.37,1017.625,18.07,8.86,0.05,1.59,8,1,5.4
2019-02-15T09:00:00Z,5.73,0.37,1017.038,18.06,9.01,0.15,1.64,5.4,1.04,5.2
2019-02-15T10:00:00Z,6.87,0.37,1015.998,18.18,9.32,0.13,1.91,5.6,0.98,5.3
2019-02-15T11:00:00Z,7.65,0.37,1015.172,18.10,9.87,0.05,1.85,4.9,1,4.8
2019-02-15T12:00:00Z,8.41,0.37,1015.112,18.02,10.30,0.06,1.93,4.2,1.06,4.7
2019-02-15T13:00:00Z,8.46,0.37,1015.239,17.99,10.65,0.04,2.22,4.8,1.26,4.8
2019-02-15T14:00:00Z,8.29,0.37,1014.829,17.91,10.95,0.03,2.71,5.3,1.41,5
2019-02-15T15:00:00Z,9.29,0.37,1013.660,17.85,11.26,0.02,2.9,5.4,1.61,5.1
2019-02-15T16:00:00Z,9.51,0.37,1012.498,17.82,11.62,0.02,3.43,5.3,1.83,5.2
2019-02-15T17:00:00Z,9.29,0.37,1011.170,17.77,11.78,0.03,3.52,6.3,2.04,5.9
2019-02-15T18:00:00Z,9.42,0.37,1009.783,17.75,11.90,0.05,3.73,6.5,2.26,6.1
2019-02-15T19:00:00Z,9.38,0.37,1009.102,17.76,11.60,0.09,4.11,6.9,2.15,6.1
2019-02-15T20:00:00Z,8.56,0.37,1008.608,17.84,11.37,0.29,2.91,6.7,2.06,5.9
2019-02-15T21:00:00Z,8.85,0.37,1008.052,18.93,11.78,1.02,3.67,7.1,1.84,6.3
2019-02-15T22:00:00Z,8.66,0.37,1007.635,19.01,11.66,0.03,2.84,6.5,1.8,5.9
2019-02-15T23:00:00Z,9.46,0.37,1007.387,18.94,11.93,0.01,2.92,6.7,1.88,6
2019-02-16T00:00:00Z,8.72,0.37,1007.135,18.79,11.90,0.00,3.71,6.5,2.05,6.1
2019-02-16T01:00:00Z,9.31,0.37,1006.575,18.72,11.96,0.02,3.35,6.9,2.2,6.4
2019-02-16T02:00:00Z,7.86,0.37,1006.136,18.65,11.79,0.01,3.52,6.7,2.06,6.3
2019-02-16T03:00:00Z,8.04,0.37,1005.416,18.60,11.66,0.04,3.9,6.9,2.32,6.4
2019-02-16T04:00:00Z,8.09,0.37,1004.766,18.57,11.56,0.07,4.14,7.1,2.35,6.6
2019-02-16T05:00:00Z,7.17,0.37,1004.568,18.53,11.52,0.02,3.81,7.4,2.41,6.7
2019-02-16T06:00:00Z,5.99,0.37,1004.438,18.60,10.91,0.16,4.33,8,2.41,6.5
2019-02-16T07:00:00Z,5.62,0.37,1004.387,18.56,9.93,0.04,4.13,8.3,2.33,6.7
2019-02-16T08:00:00Z,6.04,0.37,1004.584,18.51,8.84,0.03,3.57,8.7,2.42,7.8
2019-02-16T09:00:00Z,6.15,0.37,1005.094,18.52,7.77,0.12,3.69,8.7,2.46,7.7
2019-02-16T10:00:00Z,6.34,0.37,1005.539,18.59,7.21,0.06,4.26,8,2.24,8.1
2019-02-16T11:00:00Z,6.77,0.37,1006.360,18.56,7.02,0.01,3.48,9.1,2.22,8.2
2019-02-16T12:00:00Z,5.87,0.37,1007.452,18.55,6.65,0.09,4,9.1,2.07,8.6
2019-02-16T13:00:00Z,6.67,0.37,1008.452,18.54,6.05,0.06,3.64,9.5,1.92,8.5
2019-02-16T14:00:00Z,7.51,0.37,1008.694,18.52,5.14,0.06,3.04,9.1,1.92,8.1
2019-02-16T15:00:00Z,7.49,0.37,1008.643,18.48,4.61,0.07,2.71,9.1,1.66,7.2
2019-02-16T16:00:00Z,7.53,0.37,1008.799,18.41,4.21,0.00,3.05,9.1,1.95,7.7
2019-02-16T17:00:00Z,7.53,0.37,1008.364,18.39,3.71,0.10,2.92,9.1,1.87,7.2
2019-02-16T18:00:00Z,8.03,0.37,1008.173,18.39,3.51,0.12,2.85,8.7,1.8,7.3
2019-02-16T19:00:00Z,7.61,0.37,1008.715,18.37,3.32,0.06,2.52,7.7,1.65,6.5
2019-02-16T20:00:00Z,7.22,0.37,1009.006,18.36,3.32,0.08,2.57,8,1.68,6.4
2019-02-16T21:00:00Z,6.64,0.37,1009.237,18.34,3.39,0.11,2.49,8.3,1.57,6.2
2019-02-16T22:00:00Z,6.37,0.37,1009.682,18.30,3.66,0.06,2.54,8.3,1.52,6.5
2019-02-16T23:00:00Z,6.60,0.37,1010.654,18.29,4.32,0.05,2.23,7.7,1.4,6.5
2019-02-17T00:00:00Z,6.77,0.37,1011.507,18.24,4.63,0.03,2.35,7.7,1.41,6.1
2019-02-17T01:00:00Z,7.10,0.37,1011.677,18.23,4.71,0.03,2.31,8,1.31,5.9
2019-02-17T02:00:00Z,7.62,0.37,1012.413,18.21,4.46,0.10,2.13,7.4,1.32,6.1
2019-02-17T03:00:00Z,7.82,0.37,1012.618,18.18,4.26,0.07,1.97,7.7,1.2,5.7
2019-02-17T04:00:00Z,7.89,0.37,1012.793,18.16,4.04,0.05,2.09,5.1,1.35,5.4
2019-02-17T05:00:00Z,7.65,0.37,1013.200,18.13,3.82,0.05,2.1,5.3,1.34,5.6
2019-02-17T06:00:00Z,7.50,0.37,1013.704,18.10,3.62,0.03,1.77,5.3,1.32,5.5
2019-02-17T07:00:00Z,7.52,0.37,1014.009,18.07,3.28,0.04,2.34,5.3,1.32,5.5
2019-02-17T08:00:00Z,8.02,0.37,1014.376,18.06,2.88,0.11,2.08,5.4,1.33,5.2
2019-02-17T09:00:00Z,7.23,0.37,1014.849,18.05,2.52,0.06,2.08,5.3,1.28,5.3
2019-02-17T10:00:00Z,6.37,0.37,1016.189,18.04,2.15,0.08,2.07,5.1,1.32,5.3
2019-02-17T11:00:00Z,5.29,0.37,1016.893,18.03,1.62,0.06,2.16,5.4,1.32,5.6
2019-02-17T12:00:00Z,5.16,0.37,1017.619,18.02,1.57,0.03,2.56,5.6,1.41,5.7
2019-02-17T13:00:00Z,4.32,0.37,1018.552,17.96,1.56,0.10,2.42,5.7,1.33,5.8
2019-02-17T14:00:00Z,2.96,0.37,1019.729,17.96,1.61,0.08,1.99,5.7,1.39,6.3
2019-02-17T15:00:00Z,2.57,0.37,1019.623,17.90,1.71,0.02,2,5.6,1.31,5.7
2019-02-17T16:00:00Z,2.66,0.37,1019.457,17.87,1.68,0.12,2,5.3,1.25,5.8
2019-02-17T17:00:00Z,2.74,0.37,1018.021,17.85,1.60,0.04,1.74,8,1.14,5.8
2019-02-17T18:00:00Z,1.37,0.37,1019.071,17.84,1.86,0.10,1.74,8.3,1.13,6.2
2019-02-17T19:00:00Z,2.35,0.37,1019.116,17.85,1.70,0.06,2.1,8.3,1.03,6.1
2019-02-17T20:00:00Z,2.34,0.37,1018.813,17.83,1.62,0.05,1.68,8,0.97,6.4
2019-02-17T21:00:00Z,2.61,0.37,1017.786,17.90,1.62,0.19,1.63,8.7,0.96,6.5
2019-02-17T22:00:00Z,1.78,0.37,1017.179,17.97,1.80,0.06,1.29,8.7,0.92,6.5
2019-02-17T23:00:00Z,1.59,0.37,1018.023,17.98,1.99,0.05,1.27,8.7,0.83,6.5
2019-02-18T00:00:00Z,2.18,0.37,1017.848,17.99,2.44,0.10,1.39,8.7,0.86,6.9
2019-02-18T01:00:00Z,3.60,0.37,1017.285,17.98,3.05,0.05,1.17,8,0.8,6.6
2019-02-18T02:00:00Z,4.95,0.37,1016.289,18.00,3.40,0.10,1.22,8,0.81,7.5
2019-02-18T03:00:00Z,5.80,0.37,1015.418,17.98,3.93,0.06,1.18,8.7,0.82,7.4
2019-02-18T04:00:00Z,5.90,0.37,1014.821,17.93,4.89,0.03,1.43,8.7,0.81,6.7
2019-02-18T05:00:00Z,6.47,0.37,1014.097,17.93,5.24,0.23,1.61,8,0.9,6.5
2019-02-18T06:00:00Z,7.99,0.37,1012.138,18.65,5.47,0.88,1.45,8,0.88,5.9
2019-02-18T07:00:00Z,3.85,0.37,1011.187,19.45,7.07,1.24,1.58,9.1,1.05,4.7
2019-02-18T08:00:00Z,4.35,0.37,1010.123,21.64,6.71,2.25,1.53,8,1.01,5.6
2019-02-18T09:00:00Z,4.40,0.37,1009.201,22.80,6.49,0.66,1.69,8,1.04,5.8
2019-02-18T10:00:00Z,5.79,0.37,1007.825,23.30,6.24,0.34,1.98,8.7,1.02,5.7
2019-02-18T11:00:00Z,6.33,0.37,1007.056,23.89,6.13,0.89,1.94,8,1.16,5.6
2019-02-18T12:00:00Z,6.88,0.37,1006.400,25.01,6.07,0.96,1.97,4.8,1.28,5.4
2019-02-18T13:00:00Z,6.77,0.37,1005.504,25.52,6.12,0.37,2.72,5.4,1.5,5.6
2019-02-18T14:00:00Z,,0.37,1006.004,25.72,6.17,0.16,2.82,5.3,1.54,5.7
2019-02-18T15:00:00Z,,0.37,1006.197,25.80,5.47,0.12,2.53,5.4,1.44,5.9
2019-02-18T16:00:00Z,2.22,0.37,1006.349,25.85,5.64,0.03,2.14,8.3,1.46,5.9
2019-02-18T17:00:00Z,1.20,0.37,1006.709,25.85,6.28,0.07,2.34,5.6,1.39,6.1
2019-02-18T18:00:00Z,7.26,0.37,1007.250,25.87,6.06,0.07,1.98,6.3,1.3,6.1
2019-02-18T19:00:00Z,6.89,0.37,1008.140,25.85,4.94,0.02,1.88,8.7,1.26,5.8
2019-02-18T20:00:00Z,9.46,0.37,1008.906,25.86,5.01,0.04,2.17,8.3,1.44,6.6
2019-02-18T21:00:00Z,11.30,0.37,1010.114,25.85,4.82,0.05,2.55,8.3,1.57,6.4
2019-02-18T22:00:00Z,13.03,0.37,1011.600,25.84,4.85,0.00,2.93,4.5,1.89,5.7
2019-02-18T23:00:00Z,12.29,0.37,1013.318,25.79,4.86,0.02,4.05,5.9,2.36,5.8
2019-02-19T00:00:00Z,10.90,0.37,1015.039,25.76,4.20,0.02,4.12,5.9,2.34,6.2
2019-02-19T01:00:00Z,12.04,0.37,1016.798,25.58,3.39,0.00,4.55,6.1,2.69,6.2
2019-02-19T02:00:00Z,12.20,0.37,1018.510,25.51,2.62,0.05,5.38,6.9,3.2,6.6
2019-02-19T03:00:00Z,12.01,0.37,1019.730,25.47,2.51,0.02,6.23,7.1,3.43,6.9
2019-02-19T04:00:00Z,11.71,0.37,1020.979,25.44,2.04,0.06,5.93,7.4,3.23,7.1
2019-02-19T05:00:00Z,11.45,0.37,1022.393,25.41,1.13,0.03,4.53,7.1,3.12,7.2
2019-02-19T06:00:00Z,10.97,0.37,1023.621,25.39,0.73,0.01,4.91,7.4,2.88,7
2019-02-19T07:00:00Z,10.48,0.37,1024.834,25.38,-0.01,0.06,4.38,7.4,2.68,7.1
2019-02-19T08:00:00Z,10.49,0.37,1025.642,25.36,-0.54,0.00,4.23,7.4,2.52,7.1
2019-02-19T09:00:00Z,9.70,0.37,1026.593,25.34,-1.00,0.06,4.35,7.4,2.36,7
2019-02-19T10:00:00Z,8.55,0.37,1027.577,25.33,-1.28,0.11,4.4,7.1,2.72,7
2019-02-19T11:00:00Z,8.48,0.37,1028.570,25.30,-1.43,0.06,3.88,6.9,2.45,6.6
2019-02-19T12:00:00Z,8.65,0.37,1029.636,25.31,-1.41,0.09,4.04,7.1,2.42,6.5
2019-02-19T13:00:00Z,8.23,0.37,1030.685,25.27,-1.19,0.03,4.2,6.9,2.71,6.8
2019-02-19T14:00:00Z,7.94,0.37,1031.283,25.20,-1.13,0.03,3.71,7.7,2.71,7.1
2019-02-19T15:00:00Z,7.46,0.37,1031.708,25.14,-0.97,0.05,4.11,6.3,2.4,6.5
2019-02-19T16:00:00Z,7.59,0.37,1032.022,25.09,-0.79,0.04,3.68,7.1,2.31,6.2
2019-02-19T17:00:00Z,7.58,0.37,1032.012,25.03,-0.75,0.07,3.11,6.7,2.03,6.3
2019-02-19T18:00:00Z,7.57,0.37,1031.985,25.04,-0.58,0.11,3.04,6.5,2.04,6.2
2019-02-19T19:00:00Z,7.07,0.37,1031.739,25.02,-0.48,0.02,2.89,6.1,1.66,5.7
2019-02-19T20:00:00Z,7.25,0.37,1031.821,24.98,-0.18,0.03,2.59,5.7,1.59,5.8
2019-02-19T21:00:00Z,7.63,0.37,1031.601,24.99,-0.06,0.09,2.86,5.7,1.65,5.9
2019-02-19T22:00:00Z,7.50,0.37,1031.801,24.97,0.23,0.07,2.12,8,1.47,6.1
2019-02-19T23:00:00Z,7.67,0.37,1032.380,24.93,0.72,0.04,2.43,6.9,1.56,5.9
2019-02-20T00:00:00Z,8.46,0.37,1032.722,24.91,1.31,0.05,2.51,5.4,1.6,5.6
2019-02-20T01:00:00Z,9.41,0.37,1032.966,24.86,1.58,0.05,2.32,5.7,1.57,5.6
2019-02-20T02:00:00Z,10.14,0.37,1033.323,24.83,1.66,0.03,2.6,5.6,1.56,5.5
2019-02-20T03:00:00Z,10.21,0.37,1033.605,24.79,1.46,0.02,2.65,5.9,1.64,5.5
2019-02-20T04:00:00Z,9.28,0.37,1033.425,24.76,1.16,0.08,2.87,5.7,1.65,5.3
2019-02-20T05:00:00Z,8.08,0.37,1033.568,24.74,0.89,0.06,2.4,5.7,1.44,5.3
2019-02-20T06:00:00Z,6.92,0.37,1033.904,24.73,0.59,0.10,2.62,6.1,1.55,5.7
2019-02-20T07:00:00Z,6.06,0.37,1034.172,24.72,0.32,0.02,2.52,5.3,1.38,5.2
2019-02-20T08:00:00Z,5.63,0.37,1034.265,24.70,0.20,0.08,1.86,5.7,1.2,5.4
2019-02-20T09:00:00Z,6.17,0.37,1034.542,24.69,0.07,0.10,2.21,5.7,1.17,5.2
2019-02-20T10:00:00Z,6.31,0.37,1034.384,24.67,-0.21,0.10,1.82,5.4,1.17,5.2
2019-02-20T11:00:00Z,6.84,0.37,1033.827,24.66,-0.44,0.06,1.71,5.9,1.11,5
2019-02-20T12:00:00Z,5.47,0.37,1034.547,24.63,-0.56,0.00,1.89,4.9,1.07,5
2019-02-20T13:00:00Z,3.98,0.37,1035.346,24.61,-0.61,0.14,1.91,4.8,1.07,4.8
2019-02-20T14:00:00Z,3.41,0.37,1035.125,24.57,-0.59,0.08,1.82,5.1,1.06,4.9
2019-02-20T15:00:00Z,3.00,0.37,1035.074,24.55,-0.49,0.14,1.73,4.4,0.98,4.9
2019-02-20T16:00:00Z,3.72,0.37,1034.489,24.53,-0.45,0.09,1.68,4.7,0.91,4.8
2019-02-20T17:00:00Z,2.54,0.37,1033.617,24.52,-0.43,0.12,1.25,4.3,0.85,5
2019-02-20T18:00:00Z,2.13,0.37,1032.633,24.50,-0.24,0.03,1.37,4.3,0.81,4.7
2019-02-20T19:00:00Z,1.06,0.37,1032.512,24.47,0.14,0.09,1.14,4.3,0.72,5
2019-02-20T20:00:00Z,1.09,0.37,1032.333,24.46,0.47,0.06,1.22,3.9,0.74,5.1
2019-02-20T21:00:00Z,1.03,0.37,1031.632,24.44,0.44,0.10,1.09,6.5,0.67,5.3
2019-02-20T22:00:00Z,2.18,0.37,1030.421,24.46,0.59,0.17,0.85,6.5,0.63,5.6
2019-02-20T23:00:00Z,5.00,0.37,1029.467,24.59,1.06,0.15,1.07,7.1,0.68,6.1
2019-02-21T00:00:00Z,6.90,0.37,1027.922,24.59,1.78,0.03,0.95,6.5,0.64,6.3
2019-02-21T01:00:00Z,7.79,0.37,1026.211,24.53,3.29,0.02,1.19,5.7,0.7,4.7
2019-02-21T02:00:00Z,8.62,0.37,1024.851,24.45,4.27,0.06,1.32,2.8,0.8,4.1
2019-02-21T03:00:00Z,9.94,0.37,1023.023,24.42,5.18,0.02,1.87,3.6,1,3.8
2019-02-21T04:00:00Z,11.08,0.37,1020.417,24.31,6.72,0.01,2.42,4,1.31,4.1
2019-02-21T05:00:00Z,12.65,0.37,1017.899,24.32,7.64,0.10,2.86,4.7,1.78,4.7
2019-02-21T06:00:00Z,12.47,0.37,1015.437,24.35,8.74,0.08,3.99,6.3,2.4,5.4
2019-02-21T07:00:00Z,10.17,0.37,1014.782,26.98,9.47,4.41,4.15,7.1,2.52,6.2
2019-02-21T08:00:00Z,,0.37,1011.187,30.09,,2.02,4.87,7.4,2.89,6.6
2019-02-21T09:00:00Z,,0.37,1009.128,31.38,,0.77,6.03,6.7,3.11,7
2019-02-21T10:00:00Z,,0.37,1008.901,31.87,,0.40,5.5,7.4,2.83,6.6
2019-02-21T11:00:00Z,,0.37,1008.833,31.95,,0.03,4.28,8,2.52,6.7
2019-02-21T12:00:00Z,11.84,0.37,1009.272,31.92,10.36,0.00,3.68,8,2.54,6.2
2019-02-21T13:00:00Z,,0.37,1010.593,31.87,,0.01,4.42,7.7,2.52,6.5
2019-02-21T14:00:00Z,,0.37,1010.984,31.80,,0.01,3.58,8,2.46,6.4
2019-02-21T15:00:00Z,,0.37,1011.530,31.75,,0.00,4.42,7.7,2.36,6.3
2019-02-21T16:00:00Z,,0.37,1012.095,31.74,,0.04,4.23,7.7,2.34,6.4
2019-02-21T17:00:00Z,,0.37,1012.107,31.61,,0.06,3.92,7.1,2.57,7
2019-02-21T18:00:00Z,,0.37,1012.191,31.53,,0.00,5.03,9.1,2.62,7.2
2019-02-21T19:00:00Z,8.60,0.37,1012.585,31.52,6.15,0.02,3.72,10,2.53,7.9
2019-02-21T20:00:00Z,8.80,0.37,1013.050,31.47,6.45,0.04,4.38,9.5,2.6,8.2
2019-02-21T21:00:00Z,8.62,0.37,1013.451,31.48,6.39,0.11,3.92,10,2.75,8.1
2019-02-21T22:00:00Z,8.18,0.37,1013.841,31.47,6.33,0.07,3.98,10,2.45,8.5
