month,pressure_bins,seawater_temperature,practical_salinity,density
5,75,12.83,35.23,1026.94
5,77,12.74,35.21,1026.95
5,79,13.00,35.29,1026.98
5,81,12.96,35.30,1027.00
5,83,12.89,35.30,1027.02
5,85,13.02,35.33,1027.03
5,87,13.07,35.35,1027.05
5,89,13.17,35.38,1027.05
5,91,13.12,35.38,1027.07
5,93,13.09,35.38,1027.09
5,95,13.14,35.40,1027.10
5,97,13.15,35.41,1027.12
5,99,13.16,35.42,1027.13
5,101,13.18,35.43,1027.14
5,103,13.16,35.43,1027.16
5,105,13.13,35.43,1027.17
5,107,13.18,35.44,1027.18
5,109,13.18,35.45,1027.19
5,111,13.21,35.46,1027.21
5,113,13.20,35.46,1027.22
5,115,13.23,35.48,1027.24
5,117,13.26,35.49,1027.25
5,119,13.32,35.51,1027.26
5,121,13.30,35.52,1027.28
5,123,13.29,35.52,1027.29
5,125,13.32,35.53,1027.30
5,127,13.33,35.54,1027.32
5,129,13.34,35.55,1027.33
5,131,13.36,35.56,1027.34
5,133,13.34,35.56,1027.35
5,135,13.38,35.58,1027.37
5,137,13.40,35.59,1027.39
5,139,13.45,35.61,1027.40
5,141,13.44,35.62,1027.41
5,143,13.46,35.63,1027.43
5,145,13.43,35.62,1027.44
5,147,13.43,35.63,1027.45
5,149,13.43,35.64,1027.46
5,151,13.43,35.64,1027.48
5,153,13.44,35.65,1027.49
5,155,13.40,35.64,1027.50
5,157,13.38,35.65,1027.52
5,159,13.35,35.64,1027.53
5,161,13.33,35.65,1027.55
5,163,13.34,35.65,1027.56
5,165,13.29,35.65,1027.57
5,167,13.25,35.65,1027.59
5,169,13.23,35.65,1027.60
5,171,13.18,35.64,1027.62
5,173,13.15,35.64,1027.64
5,175,13.11,35.64,1027.65
5,177,13.09,35.64,1027.66
5,179,13.04,35.63,1027.68
5,181,13.00,35.63,1027.69
5,183,13.00,35.63,1027.70
5,185,12.92,35.62,1027.72
5,187,12.86,35.62,1027.74
5,189,12.79,35.61,1027.76
5,191,12.76,35.61,1027.77
5,193,12.74,35.61,1027.78
5,195,12.67,35.60,1027.80
5,197,12.62,35.60,1027.81
5,199,12.54,35.59,1027.83
5,201,12.42,35.57,1027.86
5,203,12.48,35.58,1027.86
5,205,12.41,35.57,1027.87
5,207,12.31,35.56,1027.89
5,209,12.28,35.56,1027.90
5,211,12.19,35.54,1027.92
5,213,12.18,35.54,1027.93
5,215,11.99,35.52,1027.96
5,217,11.98,35.52,1027.97
5,219,11.95,35.52,1027.98
5,221,11.91,35.51,1028.00
5,223,11.82,35.50,1028.01
5,225,11.70,35.48,1028.03
5,227,11.71,35.49,1028.04
5,229,11.64,35.48,1028.06
5,231,11.46,35.45,1028.08
5,233,11.52,35.46,1028.09
5,235,11.37,35.44,1028.11
5,237,11.42,35.45,1028.12
5,239,11.29,35.43,1028.14
5,241,11.40,35.45,1028.13
5,243,11.22,35.42,1028.16
5,245,11.13,35.41,1028.18
5,247,11.12,35.41,1028.19
5,249,11.03,35.40,1028.20
5,251,10.97,35.39,1028.22
5,253,10.92,35.38,1028.23
5,255,10.85,35.38,1028.25
5,257,10.85,35.38,1028.25
5,259,10.80,35.37,1028.27
5,261,10.68,35.35,1028.29
5,263,10.62,35.35,1028.30
5,265,10.58,35.34,1028.31
5,267,10.45,35.33,1028.34
5,269,10.48,35.33,1028.34
5,271,10.39,35.32,1028.36
5,273,10.30,35.31,1028.37
5,275,10.31,35.31,1028.38
5,277,10.32,35.31,1028.39
5,279,10.17,35.29,1028.41
5,281,10.10,35.29,1028.43
5,283,10.05,35.28,1028.44
5,285,10.01,35.28,1028.46
5,287,9.98,35.27,1028.47
5,289,9.90,35.27,1028.48
5,291,9.85,35.26,1028.50
5,293,9.80,35.26,1028.51
5,295,9.72,35.25,1028.53
5,297,9.68,35.24,1028.54
5,299,9.66,35.24,1028.55
5,301,9.62,35.24,1028.57
5,303,9.51,35.23,1028.59
5,305,9.53,35.23,1028.59
5,307,9.49,35.23,1028.61
5,309,9.45,35.22,1028.62
5,311,9.40,35.22,1028.64
5,313,9.36,35.22,1028.65
5,315,9.32,35.22,1028.66
5,317,9.28,35.21,1028.68
5,319,9.22,35.21,1028.69
5,321,9.17,35.21,1028.71
5,323,9.13,35.20,1028.72
5,325,9.08,35.20,1028.74
5,327,9.03,35.20,1028.75
5,329,8.99,35.20,1028.77
5,331,8.95,35.19,1028.78
5,333,8.90,35.19,1028.80
5,335,8.86,35.19,1028.81
5,337,8.82,35.19,1028.82
5,339,8.77,35.18,1028.84
5,341,8.73,35.18,1028.85
5,343,8.68,35.18,1028.87
5,345,8.63,35.18,1028.88
5,347,8.58,35.18,1028.90
5,349,8.53,35.17,1028.91
5,351,8.48,35.17,1028.93
5,353,8.44,35.17,1028.94
5,355,8.38,35.17,1028.96
5,357,8.34,35.16,1028.98
5,359,8.29,35.16,1028.99
5,361,8.24,35.16,1029.01
5,363,8.19,35.16,1029.02
5,365,8.15,35.16,1029.03
5,367,8.10,35.15,1029.05
5,369,8.07,35.15,1029.06
5,371,8.04,35.15,1029.08
5,373,7.99,35.15,1029.09
5,375,7.96,35.15,1029.10
5,377,7.92,35.14,1029.12
5,379,7.89,35.14,1029.13
5,381,7.85,35.14,1029.14
5,383,7.80,35.14,1029.16
5,385,7.77,35.14,1029.17
5,387,7.74,35.14,1029.18
5,389,7.70,35.13,1029.20
5,391,7.68,35.13,1029.21
5,393,7.65,35.13,1029.22
5,395,7.62,35.13,1029.23
5,397,7.58,35.13,1029.25
5,399,7.55,35.13,1029.26
5,401,7.52,35.13,1029.27
5,403,7.49,35.12,1029.29
5,405,7.45,35.12,1029.30
5,407,7.42,35.12,1029.31
5,409,7.38,35.12,1029.33
5,411,7.36,35.12,1029.34
5,413,7.36,35.12,1029.35
5,415,6.98,35.10,1029.40
6,25,19.11,35.35,1025.37
6,27,18.99,35.10,1025.19
6,29,19.36,35.21,1025.20
6,31,19.16,35.22,1025.27
6,33,18.65,35.22,1025.40
6,35,18.27,35.24,1025.52
6,37,17.86,35.28,1025.66
6,39,17.67,35.33,1025.76
6,41,17.60,35.35,1025.80
6,43,17.06,35.32,1025.92
6,45,16.77,35.32,1026.01
6,47,16.45,35.30,1026.08
6,49,16.26,35.35,1026.17
6,51,16.02,35.33,1026.22
6,53,15.87,35.37,1026.29
6,55,15.59,35.34,1026.34
6,57,15.42,35.35,1026.39
6,59,15.24,35.34,1026.44
6,61,15.06,35.35,1026.49
6,63,14.95,35.36,1026.53
6,65,14.80,35.38,1026.59
6,67,14.99,35.45,1026.62
6,69,14.85,35.47,1026.67
6,71,14.68,35.44,1026.69
6,73,14.75,35.50,1026.73
6,75,14.29,35.40,1026.76
6,77,14.65,35.52,1026.79
6,79,14.59,35.55,1026.83
6,81,14.81,35.65,1026.87
6,83,14.63,35.61,1026.89
6,85,14.59,35.62,1026.92
6,87,14.60,35.64,1026.94
6,89,14.72,35.68,1026.96
6,91,14.60,35.68,1026.99
6,93,14.59,35.69,1027.01
6,95,14.60,35.71,1027.03
6,97,14.65,35.73,1027.05
6,99,14.56,35.72,1027.07
6,101,14.48,35.71,1027.09
6,103,14.50,35.73,1027.10
6,105,14.47,35.73,1027.12
6,107,14.53,35.75,1027.13
6,109,14.43,35.74,1027.15
6,111,14.32,35.72,1027.17
6,113,14.34,35.74,1027.19
6,115,14.33,35.74,1027.20
6,117,14.30,35.74,1027.22
6,119,14.29,35.74,1027.23
6,121,14.18,35.72,1027.24
6,123,14.18,35.73,1027.26
6,125,14.26,35.75,1027.27
6,127,14.19,35.74,1027.29
6,129,14.15,35.74,1027.30
6,131,14.19,35.76,1027.32
6,133,14.15,35.75,1027.33
6,135,14.21,35.78,1027.35
6,137,14.14,35.76,1027.36
6,139,14.16,35.77,1027.37
6,141,14.21,35.79,1027.38
6,143,14.15,35.78,1027.40
6,145,14.16,35.79,1027.42
6,147,14.09,35.78,1027.43
6,149,14.07,35.77,1027.44
6,151,14.12,35.80,1027.45
6,153,14.16,35.81,1027.46
6,155,14.10,35.80,1027.48
6,157,14.09,35.80,1027.49
6,159,14.13,35.82,1027.50
6,161,14.25,35.86,1027.52
6,163,14.02,35.80,1027.53
6,165,14.18,35.85,1027.54
6,167,14.16,35.85,1027.56
6,169,14.13,35.85,1027.57
6,171,14.05,35.83,1027.58
6,173,14.17,35.87,1027.60
6,175,14.01,35.83,1027.61
6,177,13.91,35.81,1027.62
6,179,13.92,35.82,1027.64
6,181,13.86,35.81,1027.65
6,183,13.76,35.80,1027.67
6,185,13.75,35.80,1027.68
6,187,13.68,35.79,1027.70
6,189,13.63,35.78,1027.71
6,191,13.57,35.77,1027.72
6,193,13.51,35.76,1027.74
6,195,13.45,35.75,1027.75
6,197,13.38,35.74,1027.77
6,199,13.30,35.73,1027.78
6,201,13.25,35.72,1027.80
6,203,13.20,35.72,1027.81
6,205,13.09,35.69,1027.83
6,207,13.01,35.68,1027.84
6,209,12.94,35.67,1027.86
6,211,12.88,35.66,1027.87
6,213,12.78,35.65,1027.89
6,215,12.71,35.64,1027.91
6,217,12.56,35.61,1027.93
6,219,12.55,35.61,1027.94
6,221,12.47,35.60,1027.95
6,223,12.40,35.59,1027.97
6,225,12.33,35.58,1027.98
6,227,12.26,35.57,1028.00
6,229,12.20,35.56,1028.01
6,231,12.12,35.55,1028.03
6,233,12.07,35.54,1028.05
6,235,11.98,35.53,1028.06
6,237,11.91,35.52,1028.08
6,239,11.77,35.50,1028.10
6,241,11.77,35.50,1028.11
6,243,11.72,35.50,1028.12
6,245,11.63,35.49,1028.14
6,247,11.61,35.48,1028.15
6,249,11.59,35.48,1028.16
6,251,11.47,35.46,1028.18
6,253,11.30,35.44,1028.20
6,255,11.32,35.44,1028.21
6,257,11.26,35.44,1028.22
6,259,11.13,35.42,1028.25
6,261,11.12,35.42,1028.26
6,263,11.06,35.41,1028.27
6,265,10.83,35.38,1028.30
6,267,10.98,35.40,1028.30
6,269,10.95,35.40,1028.31
6,271,10.86,35.39,1028.33
6,273,10.78,35.38,1028.34
6,275,10.83,35.39,1028.35
6,277,10.69,35.37,1028.37
6,279,10.62,35.36,1028.38
6,281,10.56,35.35,1028.40
6,283,10.49,35.34,1028.41
6,285,10.46,35.34,1028.42
6,287,10.42,35.33,1028.44
6,289,10.38,35.33,1028.45
6,291,10.30,35.32,1028.47
6,293,10.22,35.31,1028.48
6,295,10.21,35.31,1028.49
6,297,10.15,35.30,1028.51
6,299,10.10,35.30,1028.52
6,301,10.05,35.29,1028.53
6,303,10.01,35.29,1028.55
6,305,9.95,35.28,1028.56
6,307,9.90,35.28,1028.57
6,309,9.84,35.27,1028.59
6,311,9.79,35.27,1028.60
6,313,9.74,35.26,1028.62
6,315,9.68,35.26,1028.63
6,317,9.64,35.25,1028.64
6,319,9.58,35.25,1028.66
6,321,9.54,35.24,1028.67
6,323,9.49,35.24,1028.69
6,325,9.45,35.23,1028.70
6,327,9.40,35.23,1028.71
6,329,9.35,35.22,1028.73
6,331,9.30,35.22,1028.74
6,333,9.26,35.22,1028.76
6,335,9.21,35.21,1028.77
6,337,9.17,35.21,1028.78
6,339,9.13,35.21,1028.80
6,341,9.09,35.20,1028.81
6,343,9.05,35.20,1028.82
6,345,9.00,35.20,1028.84
6,347,8.95,35.19,1028.85
6,349,8.91,35.19,1028.87
6,351,8.86,35.19,1028.88
6,353,8.81,35.18,1028.90
6,355,8.77,35.18,1028.91
6,357,8.72,35.18,1028.92
6,359,8.68,35.18,1028.94
6,361,8.63,35.17,1028.95
6,363,8.58,35.17,1028.97
6,365,8.53,35.17,1028.98
6,367,8.49,35.17,1029.00
6,369,8.45,35.16,1029.01
6,371,8.41,35.16,1029.02
6,373,8.37,35.16,1029.04
6,375,8.33,35.16,1029.05
6,377,8.29,35.16,1029.07
6,379,8.24,35.15,1029.08
6,381,8.20,35.15,1029.10
6,383,8.16,35.15,1029.11
6,385,8.12,35.15,1029.13
6,387,8.07,35.15,1029.14
6,389,8.03,35.15,1029.15
6,391,7.99,35.14,1029.17
6,393,7.95,35.14,1029.18
6,395,7.92,35.14,1029.20
6,397,7.87,35.14,1029.21
6,399,7.83,35.14,1029.23
6,401,7.79,35.14,1029.24
6,403,7.74,35.14,1029.26
6,405,7.69,35.13,1029.27
6,407,7.65,35.13,1029.29
6,409,7.60,35.13,1029.30
6,411,7.54,35.13,1029.32
6,413,7.53,35.13,1029.33
6,415,7.64,35.13,1029.32
6,417,7.38,35.12,1029.36
7,25,12.57,33.69,1025.58
7,27,16.93,34.71,1025.37
7,29,17.63,34.92,1025.35
7,31,17.18,34.97,1025.52
7,33,16.59,34.93,1025.64
7,35,16.49,35.03,1025.74
7,37,15.98,34.98,1025.84
7,39,15.46,34.93,1025.92
7,41,15.08,34.92,1026.00
7,43,14.76,34.90,1026.07
7,45,14.62,34.92,1026.13
7,47,14.41,34.93,1026.20
7,49,13.80,34.82,1026.24
7,51,14.41,35.05,1026.31
7,53,13.80,34.93,1026.36
7,55,14.10,35.06,1026.42
7,57,14.37,35.16,1026.45
7,59,13.83,35.08,1026.52
7,61,14.03,35.18,1026.57
7,63,14.34,35.28,1026.60
7,65,14.57,35.38,1026.63
7,67,14.63,35.43,1026.67
7,69,14.62,35.47,1026.71
7,71,14.67,35.53,1026.75
7,73,14.65,35.55,1026.79
7,75,14.76,35.60,1026.81
7,77,14.77,35.60,1026.83
7,79,14.80,35.66,1026.87
7,81,14.71,35.65,1026.89
7,83,14.87,35.72,1026.92
7,85,14.90,35.74,1026.94
7,87,14.83,35.73,1026.96
7,89,14.71,35.73,1026.99
7,91,14.89,35.80,1027.02
7,93,14.66,35.74,1027.03
7,95,14.63,35.76,1027.06
7,97,14.52,35.74,1027.08
7,99,14.54,35.76,1027.10
7,101,14.49,35.76,1027.12
7,103,14.38,35.73,1027.14
7,105,14.47,35.79,1027.16
7,107,14.35,35.75,1027.17
7,109,14.37,35.78,1027.20
7,111,14.25,35.75,1027.21
7,113,14.18,35.74,1027.23
7,115,14.16,35.74,1027.24
7,117,14.13,35.75,1027.26
7,119,14.07,35.74,1027.27
7,121,14.02,35.73,1027.29
7,123,13.96,35.72,1027.30
7,125,13.95,35.72,1027.32
7,127,13.92,35.73,1027.34
7,129,13.88,35.73,1027.35
7,131,13.88,35.73,1027.37
7,133,13.83,35.73,1027.38
7,135,13.80,35.73,1027.40
7,137,13.80,35.74,1027.41
7,139,13.75,35.73,1027.43
7,141,13.72,35.73,1027.44
7,143,13.68,35.73,1027.46
7,145,13.64,35.73,1027.47
7,147,13.59,35.73,1027.50
7,149,13.57,35.73,1027.51
7,151,13.57,35.73,1027.52
7,153,13.46,35.71,1027.54
7,155,13.43,35.71,1027.55
7,157,13.39,35.70,1027.56
7,159,13.30,35.70,1027.58
7,161,13.26,35.69,1027.60
7,163,13.16,35.68,1027.62
7,165,13.12,35.68,1027.63
7,167,13.05,35.67,1027.65
7,169,12.98,35.66,1027.66
7,171,12.92,35.65,1027.68
7,173,12.87,35.64,1027.69
7,175,12.74,35.63,1027.72
7,177,12.72,35.62,1027.73
7,179,12.64,35.61,1027.74
7,181,12.57,35.60,1027.76
7,183,12.50,35.60,1027.78
7,185,12.43,35.59,1027.79
7,187,12.37,35.58,1027.81
7,189,12.28,35.57,1027.83
7,191,12.23,35.56,1027.84
7,193,12.16,35.55,1027.85
7,195,12.09,35.54,1027.87
7,197,12.03,35.53,1027.88
7,199,12.00,35.53,1027.90
7,201,11.85,35.51,1027.92
7,203,11.80,35.51,1027.93
7,205,11.76,35.50,1027.94
7,207,11.71,35.49,1027.96
7,209,11.64,35.48,1027.97
7,211,11.60,35.48,1027.99
7,213,11.51,35.47,1028.00
7,215,11.45,35.46,1028.02
7,217,11.35,35.45,1028.04
7,219,11.29,35.44,1028.05
7,221,11.22,35.43,1028.07
7,223,11.19,35.43,1028.08
7,225,11.16,35.42,1028.09
7,227,11.13,35.42,1028.10
7,229,11.00,35.40,1028.12
7,231,10.98,35.40,1028.13
7,233,10.88,35.39,1028.15
7,235,10.84,35.38,1028.16
7,237,10.82,35.38,1028.17
7,239,10.73,35.37,1028.19
7,241,10.71,35.37,1028.20
7,243,10.66,35.36,1028.22
7,245,10.62,35.36,1028.23
7,247,10.60,35.36,1028.24
7,249,10.51,35.35,1028.26
7,251,10.45,35.34,1028.27
7,253,10.45,35.34,1028.28
7,255,10.34,35.33,1028.30
7,257,10.38,35.33,1028.31
7,259,10.29,35.32,1028.32
7,261,10.20,35.31,1028.34
7,263,10.24,35.32,1028.35
7,265,10.12,35.30,1028.37
7,267,10.10,35.30,1028.38
7,269,9.99,35.29,1028.40
7,271,9.92,35.28,1028.41
7,273,9.85,35.27,1028.43
7,275,9.83,35.27,1028.44
7,277,9.80,35.27,1028.45
7,279,9.73,35.26,1028.47
7,281,9.72,35.26,1028.48
7,283,9.68,35.26,1028.49
7,285,9.63,35.25,1028.50
7,287,9.59,35.25,1028.52
7,289,9.54,35.25,1028.53
7,291,9.49,35.24,1028.55
7,293,9.44,35.24,1028.56
7,295,9.40,35.23,1028.57
7,297,9.35,35.23,1028.59
7,299,9.31,35.23,1028.60
7,301,9.27,35.22,1028.61
7,303,9.23,35.22,1028.63
7,305,9.18,35.22,1028.64
7,307,9.15,35.21,1028.65
7,309,9.11,35.21,1028.67
7,311,9.07,35.21,1028.68
7,313,9.03,35.21,1028.69
7,315,8.99,35.20,1028.71
7,317,8.95,35.20,1028.72
7,319,8.90,35.20,1028.74
7,321,8.86,35.19,1028.75
7,323,8.83,35.19,1028.76
7,325,8.79,35.19,1028.78
7,327,8.74,35.19,1028.79
7,329,8.70,35.18,1028.80
7,331,8.67,35.18,1028.82
7,333,8.62,35.18,1028.83
7,335,8.59,35.18,1028.85
7,337,8.54,35.18,1028.86
7,339,8.51,35.17,1028.87
7,341,8.47,35.17,1028.89
7,343,8.44,35.17,1028.90
7,345,8.40,35.17,1028.91
7,347,8.37,35.17,1028.93
7,349,8.33,35.16,1028.94
7,351,8.30,35.16,1028.95
7,353,8.26,35.16,1028.97
7,355,8.22,35.16,1028.98
7,357,8.18,35.16,1028.99
7,359,8.15,35.16,1029.01
7,361,8.11,35.15,1029.02
7,363,8.07,35.15,1029.04
7,365,8.03,35.15,1029.05
7,367,8.00,35.15,1029.06
7,369,7.96,35.15,1029.08
7,371,7.92,35.15,1029.09
7,373,7.89,35.14,1029.10
7,375,7.86,35.14,1029.12
7,377,7.82,35.14,1029.13
7,379,7.79,35.14,1029.14
7,381,7.75,35.14,1029.16
7,383,7.72,35.14,1029.17
7,385,7.68,35.13,1029.18
7,387,7.65,35.13,1029.20
7,389,7.62,35.13,1029.21
7,391,7.59,35.13,1029.22
7,393,7.55,35.13,1029.24
7,395,7.52,35.13,1029.25
7,397,7.49,35.13,1029.26
7,399,7.46,35.13,1029.27
7,401,7.43,35.12,1029.29
7,403,7.41,35.12,1029.30
7,405,7.38,35.12,1029.31
7,407,7.36,35.12,1029.32
7,409,7.31,35.12,1029.34
7,411,7.30,35.12,1029.35
7,413,7.24,35.12,1029.36
8,27,19.13,34.82,1024.78
8,29,20.43,35.15,1024.75
8,31,19.79,35.11,1024.88
8,33,18.98,35.09,1025.09
8,35,18.19,35.10,1025.32
8,37,17.81,35.08,1025.40
8,39,17.40,35.10,1025.53
8,41,16.95,35.08,1025.64
8,43,16.84,35.14,1025.74
8,45,16.28,35.09,1025.85
8,47,15.98,35.13,1025.97
8,49,15.61,35.04,1025.98
8,51,15.28,35.06,1026.10
8,53,15.22,35.13,1026.19
8,55,14.87,35.07,1026.22
8,57,15.72,35.37,1026.29
8,59,15.16,35.30,1026.38
8,61,15.32,35.43,1026.46
8,63,14.99,35.33,1026.46
8,65,14.72,35.29,1026.50
8,67,15.08,35.45,1026.57
8,69,15.36,35.58,1026.63
8,71,15.49,35.65,1026.66
8,73,15.64,35.72,1026.69
8,75,15.51,35.72,1026.73
8,77,15.52,35.79,1026.80
8,79,15.52,35.81,1026.83
8,81,15.62,35.84,1026.84
8,83,15.67,35.89,1026.87
8,85,15.54,35.90,1026.92
8,87,15.55,35.90,1026.93
8,89,15.07,35.72,1026.90
8,91,15.39,35.90,1026.99
8,93,15.30,35.88,1027.00
8,95,15.36,35.92,1027.02
8,97,15.18,35.88,1027.04
8,99,15.21,35.91,1027.07
8,101,15.11,35.90,1027.09
8,103,15.02,35.89,1027.11
8,105,14.95,35.89,1027.13
8,107,14.73,35.86,1027.17
8,109,14.72,35.86,1027.18
8,111,14.72,35.86,1027.19
8,113,14.68,35.86,1027.21
8,115,14.59,35.84,1027.23
8,117,14.58,35.86,1027.25
8,119,14.34,35.82,1027.28
8,121,14.42,35.83,1027.28
8,123,14.37,35.83,1027.30
8,125,14.38,35.83,1027.31
8,127,14.20,35.80,1027.33
8,129,14.25,35.82,1027.34
8,131,14.14,35.80,1027.36
8,133,14.06,35.80,1027.38
8,135,14.01,35.79,1027.40
8,137,14.08,35.80,1027.40
8,139,13.95,35.78,1027.42
8,141,13.89,35.78,1027.44
8,143,13.75,35.76,1027.46
8,145,13.74,35.76,1027.48
8,147,13.72,35.76,1027.49
8,149,13.69,35.76,1027.50
8,151,13.65,35.75,1027.52
8,153,13.56,35.74,1027.54
8,155,13.67,35.76,1027.54
8,157,13.66,35.76,1027.55
8,159,13.51,35.74,1027.57
8,161,13.43,35.73,1027.59
8,163,13.35,35.72,1027.61
8,165,13.30,35.71,1027.62
8,167,13.25,35.70,1027.63
8,169,13.18,35.70,1027.65
8,171,13.12,35.69,1027.67
8,173,13.08,35.68,1027.68
8,175,13.03,35.68,1027.69
8,177,12.98,35.67,1027.71
8,179,12.93,35.66,1027.72
8,181,12.93,35.66,1027.73
8,183,12.82,35.65,1027.75
8,185,12.77,35.64,1027.76
8,187,12.71,35.63,1027.78
8,189,12.66,35.63,1027.79
8,191,12.61,35.62,1027.81
8,193,12.55,35.61,1027.82
8,195,12.49,35.60,1027.84
8,197,12.44,35.60,1027.85
8,199,12.38,35.59,1027.86
8,201,12.22,35.57,1027.89
8,203,12.23,35.57,1027.90
8,205,12.22,35.56,1027.90
8,207,12.15,35.55,1027.92
8,209,12.13,35.55,1027.93
8,211,12.04,35.54,1027.95
8,213,12.02,35.54,1027.96
8,215,12.04,35.54,1027.97
8,217,11.92,35.52,1027.99
8,219,11.85,35.52,1028.00
8,221,11.79,35.51,1028.02
8,223,11.71,35.50,1028.03
8,225,11.77,35.50,1028.04
8,227,11.61,35.48,1028.06
8,229,11.67,35.49,1028.06
8,231,11.66,35.49,1028.07
8,233,11.65,35.49,1028.08
8,235,11.44,35.46,1028.11
8,237,11.39,35.45,1028.12
8,239,11.32,35.45,1028.14
8,241,11.33,35.45,1028.15
8,243,11.27,35.44,1028.16
8,245,11.18,35.43,1028.18
8,247,11.12,35.42,1028.19
8,249,11.05,35.41,1028.21
8,251,11.03,35.41,1028.22
8,253,10.79,35.38,1028.25
8,255,10.95,35.40,1028.24
8,257,10.91,35.39,1028.26
8,259,10.83,35.38,1028.27
8,261,10.85,35.39,1028.28
8,263,10.79,35.38,1028.29
8,265,10.69,35.37,1028.31
8,267,10.73,35.37,1028.32
8,269,10.60,35.36,1028.34
8,271,10.49,35.34,1028.36
8,273,10.53,35.35,1028.36
8,275,10.55,35.35,1028.37
8,277,10.44,35.34,1028.39
8,279,10.40,35.33,1028.40
8,281,10.34,35.33,1028.42
8,283,10.31,35.32,1028.43
8,285,10.27,35.32,1028.44
8,287,10.22,35.31,1028.45
8,289,10.18,35.31,1028.47
8,291,10.14,35.30,1028.48
8,293,10.10,35.30,1028.49
8,295,10.06,35.30,1028.51
8,297,10.02,35.29,1028.52
8,299,9.98,35.29,1028.53
8,301,9.94,35.28,1028.54
8,303,9.89,35.28,1028.56
8,305,9.86,35.27,1028.57
8,307,9.82,35.27,1028.58
8,309,9.78,35.27,1028.60
8,311,9.74,35.26,1028.61
8,313,9.70,35.26,1028.62
8,315,9.66,35.25,1028.63
8,317,9.63,35.25,1028.65
8,319,9.59,35.25,1028.66
8,321,9.56,35.25,1028.67
8,323,9.52,35.24,1028.68
8,325,9.49,35.24,1028.70
8,327,9.46,35.24,1028.71
8,329,9.42,35.23,1028.72
8,331,9.40,35.23,1028.73
8,333,9.36,35.23,1028.75
8,335,9.32,35.22,1028.76
8,337,9.29,35.22,1028.77
8,339,9.26,35.22,1028.78
8,341,9.22,35.22,1028.80
8,343,9.19,35.21,1028.81
8,345,9.15,35.21,1028.82
8,347,9.12,35.21,1028.84
8,349,9.09,35.21,1028.85
8,351,9.06,35.21,1028.86
8,353,9.03,35.20,1028.87
8,355,9.00,35.20,1028.89
8,357,8.96,35.20,1028.90
8,359,8.93,35.20,1028.91
8,361,8.89,35.19,1028.93
8,363,8.85,35.19,1028.94
8,365,8.82,35.19,1028.95
8,367,8.79,35.19,1028.97
8,369,8.76,35.19,1028.98
8,371,8.72,35.18,1028.99
8,373,8.70,35.18,1029.00
8,375,8.65,35.18,1029.02
8,377,8.63,35.18,1029.03
8,379,8.59,35.18,1029.04
8,381,8.56,35.17,1029.05
8,383,8.53,35.17,1029.07
8,385,8.49,35.17,1029.08
8,387,8.46,35.17,1029.09
8,389,8.42,35.17,1029.11
8,391,8.38,35.17,1029.12
8,393,8.35,35.16,1029.13
8,395,8.32,35.16,1029.15
8,397,8.28,35.16,1029.16
8,399,8.24,35.16,1029.18
8,401,8.21,35.16,1029.19
8,403,8.18,35.16,1029.20
8,405,8.15,35.15,1029.21
8,407,8.11,35.15,1029.23
8,409,8.10,35.15,1029.24
8,411,8.04,35.15,1029.26
8,413,7.93,35.15,1029.28
8,415,8.40,35.17,1029.23
8,417,7.65,35.13,1029.33
9,25,23.69,36.01,1024.61
9,27,23.23,35.50,1024.36
9,29,22.73,35.48,1024.50
9,31,22.52,35.53,1024.60
9,33,22.07,35.49,1024.71
9,35,21.78,35.42,1024.74
9,37,21.25,35.41,1024.88
9,39,21.10,35.50,1024.99
9,41,20.65,35.51,1025.13
9,43,20.09,35.51,1025.29
9,45,20.04,35.53,1025.33
9,47,19.26,35.51,1025.52
9,49,18.67,35.53,1025.70
9,51,18.36,35.62,1025.86
9,53,18.33,35.71,1025.95
9,55,18.40,35.75,1025.97
9,57,18.21,35.78,1026.06
9,59,17.72,35.77,1026.18
9,61,17.54,35.84,1026.29
9,63,17.32,35.83,1026.34
9,65,17.24,35.85,1026.39
9,67,17.05,35.86,1026.45
9,69,16.82,35.86,1026.52
9,71,16.82,35.89,1026.55
9,73,16.77,35.92,1026.60
9,75,16.73,35.94,1026.63
9,77,16.55,35.92,1026.67
9,79,16.25,35.90,1026.74
9,81,16.39,35.95,1026.74
9,83,16.08,35.93,1026.81
9,85,16.21,35.96,1026.81
9,87,16.08,35.95,1026.85
9,89,16.06,35.95,1026.86
9,91,15.88,35.96,1026.92
9,93,15.87,35.96,1026.93
9,95,15.57,35.93,1026.98
9,97,15.51,35.93,1027.01
9,99,15.74,35.98,1027.00
9,101,15.43,35.94,1027.05
9,103,15.38,35.93,1027.06
9,105,15.39,35.95,1027.08
9,107,15.28,35.93,1027.10
9,109,15.27,35.94,1027.12
9,111,15.14,35.93,1027.15
9,113,15.21,35.95,1027.16
9,115,15.06,35.92,1027.18
9,117,14.95,35.91,1027.20
9,119,14.95,35.91,1027.22
9,121,14.90,35.90,1027.23
9,123,14.76,35.89,1027.26
9,125,14.73,35.88,1027.27
9,127,14.57,35.86,1027.30
9,129,14.60,35.87,1027.31
9,131,14.57,35.87,1027.32
9,133,14.51,35.85,1027.33
9,135,14.48,35.86,1027.35
9,137,14.44,35.85,1027.37
9,139,14.33,35.84,1027.39
9,141,14.35,35.85,1027.40
9,143,14.31,35.84,1027.41
9,145,14.26,35.84,1027.42
9,147,14.20,35.83,1027.44
9,149,14.13,35.82,1027.46
