month,pressure_bins,seawater_temperature,practical_salinity,density
9,151,14.15,35.83,1027.47
9,153,14.10,35.82,1027.48
9,155,14.09,35.82,1027.49
9,157,14.02,35.81,1027.51
9,159,13.95,35.80,1027.53
9,161,13.92,35.80,1027.54
9,163,13.89,35.79,1027.55
9,165,13.85,35.79,1027.57
9,167,13.74,35.77,1027.59
9,169,13.74,35.77,1027.60
9,171,13.71,35.77,1027.61
9,173,13.67,35.77,1027.62
9,175,13.62,35.76,1027.64
9,177,13.58,35.75,1027.65
9,179,13.53,35.75,1027.66
9,181,13.50,35.74,1027.67
9,183,13.46,35.74,1027.69
9,185,13.42,35.73,1027.70
9,187,13.37,35.73,1027.72
9,189,13.33,35.72,1027.73
9,191,13.28,35.71,1027.74
9,193,13.24,35.71,1027.76
9,195,13.22,35.71,1027.77
9,197,13.15,35.70,1027.78
9,199,13.02,35.68,1027.80
9,201,13.09,35.69,1027.81
9,203,13.02,35.68,1027.82
9,205,12.95,35.67,1027.84
9,207,12.93,35.66,1027.85
9,209,12.91,35.66,1027.86
9,211,12.75,35.64,1027.88
9,213,12.82,35.65,1027.89
9,215,12.91,35.66,1027.88
9,217,12.78,35.64,1027.91
9,219,12.65,35.63,1027.93
9,221,12.68,35.63,1027.93
9,223,12.59,35.62,1027.95
9,225,12.51,35.61,1027.97
9,227,12.48,35.60,1027.98
9,229,12.43,35.60,1028.00
9,231,12.54,35.61,1027.99
9,233,12.30,35.58,1028.03
9,235,12.31,35.58,1028.03
9,237,12.27,35.58,1028.05
9,239,12.13,35.56,1028.07
9,241,12.15,35.56,1028.08
9,243,12.10,35.55,1028.09
9,245,11.93,35.53,1028.11
9,247,12.05,35.54,1028.11
9,249,11.85,35.52,1028.14
9,251,11.86,35.52,1028.15
9,253,11.83,35.52,1028.16
9,255,11.77,35.51,1028.17
9,257,11.70,35.50,1028.19
9,259,11.64,35.49,1028.20
9,261,11.57,35.48,1028.22
9,263,11.60,35.48,1028.22
9,265,11.51,35.47,1028.24
9,267,11.49,35.47,1028.25
9,269,11.44,35.47,1028.27
9,271,11.41,35.46,1028.28
9,273,11.37,35.45,1028.29
9,275,11.44,35.46,1028.29
9,277,11.36,35.45,1028.31
9,279,11.20,35.43,1028.33
9,281,11.14,35.43,1028.35
9,283,11.10,35.42,1028.36
9,285,11.05,35.41,1028.37
9,287,11.00,35.41,1028.39
9,289,10.94,35.40,1028.40
9,291,10.89,35.40,1028.41
9,293,10.84,35.39,1028.43
9,295,10.78,35.38,1028.44
9,297,10.75,35.38,1028.45
9,299,10.70,35.37,1028.47
9,301,10.65,35.37,1028.48
9,303,10.60,35.36,1028.49
9,305,10.56,35.36,1028.51
9,307,10.51,35.35,1028.52
9,309,10.47,35.35,1028.53
9,311,10.43,35.34,1028.54
9,313,10.38,35.34,1028.56
9,315,10.35,35.33,1028.57
9,317,10.31,35.33,1028.58
9,319,10.27,35.32,1028.60
9,321,10.22,35.32,1028.61
9,323,10.18,35.31,1028.62
9,325,10.13,35.31,1028.64
9,327,10.09,35.30,1028.65
9,329,10.04,35.30,1028.66
9,331,9.99,35.29,1028.68
9,333,9.96,35.29,1028.69
9,335,9.91,35.29,1028.70
9,337,9.88,35.28,1028.72
9,339,9.84,35.28,1028.73
9,341,9.79,35.27,1028.74
9,343,9.77,35.27,1028.75
9,345,9.72,35.27,1028.77
9,347,9.68,35.26,1028.78
9,349,9.64,35.26,1028.79
9,351,9.61,35.26,1028.81
9,353,9.55,35.25,1028.82
9,355,9.53,35.25,1028.83
9,357,9.49,35.25,1028.85
9,359,9.46,35.25,1028.86
9,361,9.44,35.24,1028.87
9,363,9.39,35.24,1028.88
9,365,9.36,35.24,1028.90
9,367,9.33,35.24,1028.91
9,369,9.30,35.23,1028.92
9,371,9.26,35.23,1028.93
9,373,9.22,35.23,1028.95
9,375,9.19,35.23,1028.96
9,377,9.15,35.22,1028.97
9,379,9.11,35.22,1028.99
9,381,9.08,35.22,1029.00
9,383,9.04,35.22,1029.01
9,385,9.02,35.21,1029.03
9,387,8.97,35.21,1029.04
9,389,8.96,35.21,1029.05
9,391,8.92,35.21,1029.06
9,393,8.89,35.21,1029.08
9,395,8.85,35.20,1029.09
9,397,8.82,35.20,1029.10
9,399,8.78,35.20,1029.11
9,401,8.76,35.20,1029.13
9,403,8.71,35.19,1029.14
9,405,8.67,35.19,1029.16
9,407,8.64,35.19,1029.17
9,409,8.21,35.16,1029.23
9,411,8.47,35.18,1029.21
9,413,9.22,35.23,1029.13
9,415,9.37,35.23,1029.12
9,417,9.39,35.24,1029.12
10,19,20.89,35.69,1025.12
10,21,20.96,35.70,1025.12
10,23,20.77,35.58,1025.08
10,25,20.89,35.60,1025.07
10,27,20.91,35.55,1025.03
10,29,21.94,35.72,1024.90
10,31,21.37,35.60,1024.97
10,33,20.25,35.34,1025.08
10,35,20.48,35.46,1025.12
10,37,21.21,35.59,1025.03
10,39,21.16,35.60,1025.06
10,41,20.88,35.53,1025.09
10,43,21.16,35.60,1025.08
10,45,21.21,35.64,1025.10
10,47,21.25,35.64,1025.11
10,49,21.21,35.63,1025.11
10,51,21.12,35.60,1025.12
10,53,21.30,35.65,1025.12
10,55,21.01,35.59,1025.17
10,57,21.15,35.63,1025.16
10,59,21.07,35.63,1025.19
10,61,20.94,35.62,1025.23
10,63,20.80,35.62,1025.28
10,65,20.53,35.60,1025.34
10,67,20.33,35.57,1025.38
10,69,19.84,35.60,1025.54
10,71,19.64,35.61,1025.61
10,73,19.30,35.69,1025.78
10,75,18.69,35.64,1025.90
10,77,18.46,35.68,1026.00
10,79,18.38,35.77,1026.10
10,81,18.20,35.85,1026.22
10,83,17.96,35.87,1026.31
10,85,17.91,35.95,1026.39
10,87,17.86,36.01,1026.46
10,89,17.72,36.04,1026.53
10,91,17.70,36.07,1026.56
10,93,17.58,36.10,1026.63
10,95,17.55,36.12,1026.66
10,97,17.49,36.15,1026.71
10,99,17.36,36.16,1026.75
10,101,17.39,36.19,1026.77
10,103,17.46,36.23,1026.80
10,105,17.24,36.20,1026.84
10,107,17.37,36.24,1026.85
10,109,17.28,36.23,1026.87
10,111,17.15,36.22,1026.90
10,113,17.04,36.21,1026.94
10,115,17.00,36.21,1026.95
10,117,17.03,36.22,1026.96
10,119,16.81,36.19,1027.00
10,121,16.79,36.20,1027.02
10,123,16.67,36.18,1027.04
10,125,16.64,36.18,1027.05
10,127,16.57,36.17,1027.08
10,129,16.53,36.17,1027.09
10,131,16.44,36.15,1027.11
10,133,16.31,36.13,1027.14
10,135,16.22,36.12,1027.16
10,137,16.37,36.15,1027.15
10,139,16.17,36.12,1027.18
10,141,16.03,36.10,1027.21
10,143,15.91,36.08,1027.23
10,145,15.83,36.07,1027.25
10,147,15.82,36.07,1027.26
10,149,15.68,36.05,1027.29
10,151,15.60,36.04,1027.31
10,153,15.58,36.04,1027.32
10,155,15.49,36.02,1027.34
10,157,15.38,36.00,1027.36
10,159,15.30,36.00,1027.38
10,161,15.25,35.99,1027.39
10,163,15.19,35.98,1027.41
10,165,15.15,35.97,1027.42
10,167,15.04,35.95,1027.44
10,169,14.96,35.94,1027.46
10,171,14.92,35.93,1027.47
10,173,14.85,35.92,1027.49
10,175,14.78,35.91,1027.50
10,177,14.71,35.90,1027.52
10,179,14.65,35.90,1027.54
10,181,14.59,35.89,1027.55
10,183,14.53,35.88,1027.57
10,185,14.48,35.87,1027.58
10,187,14.38,35.86,1027.60
10,189,14.36,35.85,1027.61
10,191,14.31,35.85,1027.63
10,193,14.21,35.83,1027.65
10,195,14.20,35.84,1027.66
10,197,14.09,35.82,1027.68
10,199,14.04,35.81,1027.69
10,201,13.92,35.80,1027.72
10,203,14.16,35.83,1027.70
10,205,14.03,35.81,1027.72
10,207,14.07,35.82,1027.73
10,209,13.94,35.80,1027.75
10,211,13.91,35.80,1027.76
10,213,13.87,35.79,1027.78
10,215,13.82,35.79,1027.79
10,217,13.79,35.78,1027.81
10,219,13.75,35.78,1027.82
10,221,13.78,35.79,1027.83
10,223,13.64,35.77,1027.85
10,225,13.62,35.76,1027.86
10,227,13.54,35.75,1027.88
10,229,13.50,35.75,1027.89
10,231,13.45,35.74,1027.91
10,233,13.40,35.74,1027.92
10,235,13.38,35.73,1027.93
10,237,13.34,35.73,1027.94
10,239,13.28,35.72,1027.96
10,241,13.30,35.72,1027.97
10,243,13.33,35.73,1027.97
10,245,13.33,35.73,1027.98
10,247,13.24,35.71,1028.00
10,249,13.31,35.72,1028.00
10,251,13.11,35.70,1028.03
10,253,12.99,35.68,1028.05
10,255,12.91,35.67,1028.07
10,257,12.82,35.66,1028.09
10,259,12.92,35.67,1028.09
10,261,12.81,35.65,1028.10
10,263,12.67,35.64,1028.13
10,265,12.63,35.63,1028.14
10,267,12.60,35.63,1028.15
10,269,12.71,35.64,1028.15
10,271,12.52,35.62,1028.18
10,273,12.48,35.61,1028.19
10,275,12.42,35.60,1028.21
10,277,12.38,35.60,1028.22
10,279,12.34,35.59,1028.23
10,281,12.30,35.59,1028.24
10,283,12.26,35.58,1028.26
10,285,12.23,35.58,1028.27
10,287,12.18,35.57,1028.28
10,289,12.12,35.56,1028.30
10,291,12.08,35.56,1028.31
10,293,12.02,35.55,1028.32
10,295,11.99,35.55,1028.34
10,297,11.93,35.54,1028.35
10,299,11.88,35.53,1028.36
10,301,11.84,35.53,1028.38
10,303,11.79,35.52,1028.39
10,305,11.75,35.51,1028.40
10,307,11.70,35.51,1028.42
10,309,11.65,35.50,1028.43
10,311,11.62,35.50,1028.44
10,313,11.56,35.49,1028.46
10,315,11.50,35.48,1028.47
10,317,11.45,35.48,1028.49
10,319,11.40,35.47,1028.50
10,321,11.35,35.47,1028.51
10,323,11.31,35.46,1028.53
10,325,11.27,35.45,1028.54
10,327,11.21,35.45,1028.55
10,329,11.17,35.44,1028.56
10,331,11.13,35.44,1028.58
10,333,11.07,35.43,1028.59
10,335,11.03,35.43,1028.61
10,337,10.98,35.42,1028.62
10,339,10.94,35.41,1028.63
10,341,10.87,35.41,1028.65
10,343,10.83,35.40,1028.66
10,345,10.77,35.40,1028.68
10,347,10.72,35.39,1028.69
10,349,10.69,35.39,1028.70
10,351,10.62,35.38,1028.72
10,353,10.59,35.37,1028.73
10,355,10.53,35.37,1028.74
10,357,10.49,35.36,1028.76
10,359,10.44,35.36,1028.77
10,361,10.38,35.35,1028.79
10,363,10.35,35.35,1028.80
10,365,10.29,35.34,1028.81
10,367,10.25,35.34,1028.83
10,369,10.20,35.33,1028.84
10,371,10.15,35.33,1028.85
10,373,10.11,35.32,1028.87
10,375,10.05,35.32,1028.88
10,377,10.01,35.31,1028.89
10,379,9.96,35.31,1028.91
10,381,9.91,35.30,1028.92
10,383,9.87,35.30,1028.94
10,385,9.81,35.29,1028.95
10,387,9.76,35.29,1028.97
10,389,9.72,35.29,1028.98
10,391,9.67,35.28,1028.99
10,393,9.63,35.28,1029.00
10,395,9.59,35.27,1029.02
10,397,9.53,35.27,1029.03
10,399,9.48,35.26,1029.05
10,401,9.42,35.26,1029.06
10,403,9.29,35.25,1029.09
10,405,9.32,35.25,1029.09
10,407,9.26,35.24,1029.11
10,409,9.11,35.23,1029.14
10,411,9.15,35.24,1029.14
10,413,9.75,35.27,1029.07
10,415,9.58,35.26,1029.10
11,19,18.21,35.20,1025.45
11,21,18.35,35.23,1025.45
11,23,18.11,35.17,1025.47
11,25,17.39,35.01,1025.54
11,27,17.68,35.03,1025.48
11,29,17.93,35.11,1025.49
11,31,17.99,35.12,1025.50
11,33,17.51,35.00,1025.53
11,35,17.58,35.06,1025.57
11,37,17.88,35.12,1025.55
11,39,17.64,35.05,1025.56
11,41,17.48,35.02,1025.58
11,43,17.62,35.06,1025.59
11,45,17.62,35.07,1025.61
11,47,17.64,35.08,1025.62
11,49,17.80,35.14,1025.64
11,51,17.82,35.16,1025.66
11,53,17.80,35.16,1025.68
11,55,17.78,35.18,1025.70
11,57,17.73,35.20,1025.74
11,59,17.71,35.22,1025.77
11,61,17.66,35.25,1025.81
11,63,17.59,35.27,1025.85
11,65,17.53,35.29,1025.89
11,67,17.49,35.31,1025.93
11,69,17.46,35.33,1025.96
11,71,17.41,35.36,1026.01
11,73,17.35,35.39,1026.05
11,75,17.28,35.42,1026.10
11,77,17.20,35.45,1026.15
11,79,17.13,35.48,1026.20
11,81,17.04,35.51,1026.25
11,83,16.93,35.53,1026.31
11,85,16.84,35.56,1026.36
11,87,16.76,35.59,1026.41
11,89,16.66,35.62,1026.46
11,91,16.56,35.65,1026.52
11,93,16.46,35.68,1026.57
11,95,16.34,35.70,1026.63
11,97,16.23,35.72,1026.68
11,99,16.15,35.74,1026.72
11,101,16.04,35.76,1026.77
11,103,15.96,35.77,1026.81
11,105,15.90,35.79,1026.85
11,107,15.81,35.81,1026.88
11,109,15.74,35.82,1026.92
11,111,15.68,35.83,1026.95
11,113,15.62,35.84,1026.98
11,115,15.56,35.84,1027.01
11,117,15.50,35.85,1027.04
11,119,15.45,35.85,1027.06
11,121,15.38,35.86,1027.09
11,123,15.32,35.87,1027.12
11,125,15.27,35.87,1027.14
11,127,15.20,35.87,1027.16
11,129,15.13,35.87,1027.19
11,131,15.06,35.87,1027.21
11,133,15.05,35.87,1027.22
11,135,14.91,35.86,1027.25
11,137,14.87,35.86,1027.27
11,139,14.82,35.85,1027.29
11,141,14.72,35.83,1027.30
11,143,14.63,35.84,1027.33
11,145,14.61,35.84,1027.35
11,147,14.49,35.83,1027.37
11,149,14.42,35.82,1027.39
11,151,14.29,35.81,1027.42
11,153,14.36,35.82,1027.42
11,155,14.20,35.79,1027.45
11,157,14.25,35.81,1027.46
11,159,14.11,35.79,1027.48
11,161,14.03,35.78,1027.50
11,163,13.95,35.77,1027.52
11,165,13.90,35.76,1027.53
11,167,13.77,35.75,1027.56
11,169,13.79,35.75,1027.57
11,171,13.73,35.75,1027.58
11,173,13.67,35.75,1027.60
11,175,13.58,35.74,1027.62
11,177,13.55,35.73,1027.64
11,179,13.55,35.73,1027.65
11,181,13.46,35.73,1027.67
11,183,13.33,35.71,1027.69
11,185,13.23,35.70,1027.71
11,187,13.31,35.70,1027.71
11,189,13.12,35.68,1027.74
11,191,13.12,35.68,1027.75
11,193,12.90,35.66,1027.78
11,195,13.00,35.67,1027.78
11,197,12.81,35.64,1027.81
11,199,12.83,35.65,1027.82
11,201,12.88,35.66,1027.82
11,203,12.73,35.63,1027.85
11,205,12.65,35.63,1027.86
11,207,12.58,35.62,1027.88
11,209,12.52,35.61,1027.90
11,211,12.45,35.60,1027.91
11,213,12.39,35.59,1027.93
11,215,12.33,35.59,1027.94
11,217,12.28,35.58,1027.96
11,219,12.22,35.57,1027.97
11,221,12.15,35.56,1027.99
11,223,12.09,35.56,1028.00
11,225,12.03,35.55,1028.02
11,227,11.98,35.54,1028.03
11,229,11.91,35.53,1028.05
11,231,11.85,35.53,1028.06
11,233,11.80,35.52,1028.08
11,235,11.74,35.51,1028.09
11,237,11.67,35.50,1028.11
11,239,11.62,35.50,1028.12
11,241,11.56,35.49,1028.14
11,243,11.50,35.48,1028.15
11,245,11.44,35.47,1028.16
11,247,11.38,35.47,1028.18
11,249,11.32,35.46,1028.19
11,251,11.25,35.45,1028.21
11,253,11.20,35.45,1028.22
11,255,11.14,35.44,1028.24
11,257,11.08,35.43,1028.25
11,259,11.03,35.43,1028.27
11,261,10.97,35.42,1028.28
11,263,10.92,35.41,1028.30
11,265,10.86,35.41,1028.31
11,267,10.80,35.40,1028.32
11,269,10.75,35.39,1028.34
11,271,10.68,35.39,1028.35
11,273,10.63,35.38,1028.37
11,275,10.59,35.37,1028.38
11,277,10.53,35.37,1028.39
11,279,10.47,35.36,1028.41
11,281,10.42,35.36,1028.42
11,283,10.37,35.35,1028.44
11,285,10.32,35.35,1028.45
11,287,10.27,35.34,1028.46
11,289,10.23,35.34,1028.48
11,291,10.18,35.33,1028.49
11,293,10.13,35.33,1028.51
11,295,10.09,35.32,1028.52
11,297,10.03,35.31,1028.53
11,299,9.98,35.31,1028.55
11,301,9.92,35.30,1028.56
11,303,9.86,35.30,1028.58
11,305,9.80,35.29,1028.59
11,307,9.76,35.29,1028.61
11,309,9.70,35.28,1028.62
11,311,9.66,35.28,1028.63
11,313,9.60,35.27,1028.65
11,315,9.56,35.27,1028.66
11,317,9.51,35.27,1028.68
11,319,9.46,35.26,1028.69
11,321,9.42,35.26,1028.70
11,323,9.37,35.25,1028.72
11,325,9.33,35.25,1028.73
11,327,9.29,35.25,1028.75
11,329,9.23,35.24,1028.76
11,331,9.19,35.24,1028.77
11,333,9.15,35.24,1028.79
11,335,9.08,35.23,1028.80
11,337,9.03,35.23,1028.82
11,339,9.00,35.23,1028.83
11,341,8.94,35.22,1028.85
11,343,8.91,35.22,1028.86
11,345,8.86,35.22,1028.88
11,347,8.82,35.21,1028.89
11,349,8.78,35.21,1028.90
11,351,8.73,35.21,1028.92
11,353,8.69,35.20,1028.93
11,355,8.65,35.20,1028.94
11,357,8.61,35.20,1028.96
11,359,8.57,35.20,1028.97
11,361,8.53,35.19,1028.99
11,363,8.47,35.19,1029.00
11,365,8.44,35.19,1029.01
11,367,8.40,35.19,1029.03
11,369,8.36,35.18,1029.04
11,371,8.32,35.18,1029.05
11,373,8.28,35.18,1029.07
11,375,8.25,35.18,1029.08
11,377,8.20,35.17,1029.10
11,379,8.17,35.17,1029.11
11,381,8.12,35.17,1029.12
11,383,8.09,35.17,1029.14
11,385,8.05,35.17,1029.15
11,387,8.02,35.17,1029.16
11,389,7.99,35.16,1029.17
11,391,7.96,35.16,1029.19
11,393,7.93,35.16,1029.20
11,395,7.90,35.16,1029.21
11,397,7.85,35.16,1029.23
11,399,7.83,35.16,1029.24
11,401,7.79,35.15,1029.25
11,403,7.75,35.15,1029.27
11,405,7.72,35.15,1029.28
11,407,7.65,35.15,1029.30
11,409,7.57,35.14,1029.32
11,411,7.66,35.15,1029.31
12,19,15.57,35.26,1026.14
12,21,14.62,34.82,1026.01
12,23,14.90,34.88,1026.00
12,25,14.77,34.87,1026.04
12,27,13.33,34.34,1025.93
12,29,13.57,34.43,1025.95
12,31,14.14,34.60,1025.98
12,33,14.40,34.69,1026.00
12,35,14.32,34.71,1026.04
12,37,14.12,34.62,1026.02
12,39,14.15,34.64,1026.05
12,41,13.76,34.57,1026.07
12,43,14.19,34.69,1026.09
12,45,14.09,34.66,1026.09
12,47,14.47,34.79,1026.13
12,49,14.20,34.72,1026.14
12,51,14.18,34.72,1026.15
12,53,14.62,34.87,1026.18
12,55,14.72,34.91,1026.20
12,57,14.81,34.94,1026.22
12,59,14.95,35.00,1026.24
12,61,14.93,35.01,1026.26
12,63,15.08,35.07,1026.29
12,65,15.22,35.12,1026.30
12,67,15.30,35.15,1026.32
12,69,15.50,35.22,1026.34
12,71,15.58,35.27,1026.36
12,73,15.66,35.30,1026.39
12,75,15.72,35.34,1026.41
12,77,15.78,35.38,1026.44
12,79,15.81,35.42,1026.46
12,81,15.86,35.45,1026.49
12,83,15.89,35.49,1026.52
12,85,15.92,35.53,1026.55
12,87,15.95,35.56,1026.58
12,89,15.97,35.59,1026.61
12,91,15.97,35.63,1026.65
12,93,15.97,35.66,1026.68
12,95,15.95,35.69,1026.72
12,97,15.93,35.72,1026.75
12,99,15.90,35.75,1026.79
12,101,15.87,35.78,1026.83
12,103,15.84,35.81,1026.86
12,105,15.80,35.84,1026.90
12,107,15.76,35.86,1026.94
12,109,15.71,35.87,1026.97
12,111,15.66,35.90,1027.01
12,113,15.61,35.91,1027.04
12,115,15.56,35.92,1027.06
12,117,15.50,35.92,1027.09
12,119,15.44,35.93,1027.12
12,121,15.37,35.93,1027.14
12,123,15.31,35.93,1027.16
12,125,15.25,35.92,1027.18
12,127,15.18,35.92,1027.21
12,129,15.14,35.92,1027.23
12,131,15.08,35.92,1027.24
12,133,15.04,35.92,1027.26
12,135,14.97,35.91,1027.28
12,137,14.92,35.90,1027.29
12,139,14.81,35.89,1027.32
12,141,14.72,35.88,1027.34
12,143,14.66,35.87,1027.36
12,145,14.61,35.87,1027.37
12,147,14.50,35.86,1027.40
12,149,14.52,35.86,1027.40
12,151,14.38,35.84,1027.43
12,153,14.30,35.83,1027.45
12,155,14.23,35.82,1027.47
12,157,14.21,35.82,1027.48
12,159,14.07,35.80,1027.50
12,161,14.06,35.80,1027.51
12,163,13.96,35.79,1027.53
12,165,13.88,35.78,1027.55
12,167,13.91,35.78,1027.55
12,169,13.76,35.76,1027.58
12,171,13.65,35.75,1027.60
12,173,13.60,35.74,1027.62
12,175,13.50,35.73,1027.64
12,177,13.46,35.72,1027.65
12,179,13.35,35.71,1027.67
12,181,13.29,35.70,1027.69
12,183,13.24,35.69,1027.70
12,185,13.16,35.68,1027.72
12,187,13.15,35.68,1027.73
12,189,12.90,35.65,1027.77
12,191,13.03,35.67,1027.76
12,193,12.91,35.65,1027.78
12,195,12.75,35.63,1027.81
12,197,12.81,35.64,1027.81
12,199,12.65,35.62,1027.84
12,201,12.62,35.62,1027.85
12,203,12.65,35.62,1027.85
12,205,12.55,35.61,1027.88
12,207,12.49,35.60,1027.89
12,209,12.43,35.60,1027.91
12,211,12.37,35.59,1027.92
12,213,12.31,35.58,1027.94
12,215,12.25,35.57,1027.95
12,217,12.20,35.57,1027.97
12,219,12.13,35.56,1027.98
12,221,12.05,35.55,1028.00
12,223,12.00,35.54,1028.01
12,225,11.92,35.53,1028.03
12,227,11.87,35.53,1028.04
12,229,11.81,35.52,1028.06
12,231,11.75,35.51,1028.07
12,233,11.68,35.50,1028.09
12,235,11.62,35.49,1028.10
12,237,11.55,35.49,1028.12
12,239,11.50,35.48,1028.13
12,241,11.43,35.47,1028.15
12,243,11.37,35.46,1028.16
12,245,11.31,35.46,1028.18
12,247,11.24,35.45,1028.19
12,249,11.18,35.44,1028.21
12,251,11.12,35.43,1028.22
12,253,11.06,35.42,1028.24
12,255,11.00,35.42,1028.25
12,257,10.95,35.41,1028.26
12,259,10.88,35.40,1028.28
12,261,10.80,35.39,1028.30
12,263,10.74,35.39,1028.31
12,265,10.67,35.38,1028.33
12,267,10.61,35.37,1028.34
12,269,10.55,35.37,1028.35
12,271,10.50,35.36,1028.37
12,273,10.44,35.35,1028.38
12,275,10.38,35.35,1028.40
12,277,10.32,35.34,1028.41
12,279,10.26,35.33,1028.43
12,281,10.21,35.33,1028.44
12,283,10.15,35.32,1028.46
12,285,10.10,35.32,1028.47
12,287,10.04,35.31,1028.48
12,289,9.98,35.30,1028.50
12,291,9.92,35.30,1028.51
12,293,9.86,35.29,1028.53
12,295,9.81,35.29,1028.54
12,297,9.77,35.28,1028.56
12,299,9.71,35.28,1028.57
12,301,9.65,35.27,1028.59
12,303,9.59,35.27,1028.60
12,305,9.55,35.26,1028.61
12,307,9.51,35.26,1028.63
12,309,9.45,35.25,1028.64
12,311,9.40,35.25,1028.66
12,313,9.35,35.25,1028.67
12,315,9.31,35.24,1028.68
12,317,9.26,35.24,1028.70
12,319,9.23,35.24,1028.71
12,321,9.19,35.23,1028.72
12,323,9.14,35.23,1028.74
12,325,9.10,35.23,1028.75
12,327,9.06,35.22,1028.77
12,329,9.02,35.22,1028.78
12,331,8.97,35.22,1028.79
12,333,8.94,35.21,1028.81
12,335,8.89,35.21,1028.82
12,337,8.85,35.21,1028.84
12,339,8.80,35.21,1028.85
12,341,8.75,35.20,1028.86
12,343,8.71,35.20,1028.88
12,345,8.66,35.20,1028.89
12,347,8.62,35.19,1028.91
12,349,8.58,35.19,1028.92
12,351,8.53,35.19,1028.94
12,353,8.49,35.19,1028.95
12,355,8.45,35.19,1028.96
12,357,8.41,35.18,1028.98
12,359,8.37,35.18,1028.99
12,361,8.34,35.18,1029.00
12,363,8.30,35.18,1029.02
12,365,8.27,35.18,1029.03
12,367,8.23,35.17,1029.04
12,369,8.19,35.17,1029.06
12,371,8.16,35.17,1029.07
12,373,8.11,35.17,1029.09
12,375,8.08,35.17,1029.10
12,377,8.04,35.16,1029.11
12,379,8.00,35.16,1029.13
12,381,7.96,35.16,1029.14
12,383,7.92,35.16,1029.15
12,385,7.89,35.16,1029.17
12,387,7.85,35.16,1029.18
12,389,7.81,35.15,1029.19
12,391,7.77,35.15,1029.21
12,393,7.74,35.15,1029.22
12,395,7.71,35.15,1029.23
12,397,7.67,35.15,1029.25
12,399,7.64,35.15,1029.26
12,401,7.60,35.14,1029.27
12,403,7.56,35.14,1029.29
12,405,7.47,35.14,1029.31
12,407,7.51,35.14,1029.31
12,409,7.63,35.15,1029.31
12,411,7.36,35.13,1029.35
