time,month,pressure_bin,seawater_temperature,practical_salinity,density,site
2015-04-01,4,825,3.14,34.25,1031.11,GA
2015-04-01,4,875,3.07,34.28,1031.37,GA
2015-04-01,4,925,3.01,34.31,1031.63,GA
2015-04-01,4,975,2.96,34.34,1031.89,GA
2015-04-01,4,1025,2.93,34.37,1032.15,GA
2015-04-01,4,1075,2.89,34.40,1032.41,GA
2015-04-01,4,1125,2.85,34.43,1032.66,GA
2015-04-01,4,1175,2.82,34.46,1032.92,GA
2015-04-01,4,1225,2.79,34.49,1033.17,GA
2015-04-01,4,1275,2.77,34.51,1033.42,GA
2015-04-01,4,1325,2.76,34.54,1033.67,GA
2015-04-01,4,1375,2.75,34.56,1033.92,GA
2015-04-01,4,1425,2.74,34.58,1034.16,GA
2015-04-01,4,1475,2.74,34.60,1034.41,GA
2015-04-01,4,1525,2.73,34.62,1034.65,GA
2015-04-01,4,1575,2.73,34.64,1034.89,GA
2015-04-01,4,1625,2.73,34.66,1035.13,GA
2015-04-01,4,1675,2.72,34.67,1035.37,GA
2015-04-01,4,1725,2.72,34.69,1035.61,GA
2015-04-01,4,1775,2.73,34.71,1035.85,GA
2015-04-01,4,1825,2.73,34.72,1036.09,GA
2015-04-01,4,1875,2.72,34.73,1036.32,GA
2015-04-01,4,1925,2.71,34.74,1036.56,GA
2015-04-01,4,1975,2.69,34.75,1036.79,GA
2015-04-01,4,2025,2.67,34.76,1037.03,GA
2015-04-01,4,2075,2.65,34.77,1037.26,GA
2015-04-01,4,2125,2.62,34.77,1037.49,GA
2015-04-01,4,2175,2.60,34.78,1037.73,GA
2015-04-01,4,2225,2.57,34.78,1037.96,GA
2015-04-01,4,2275,2.53,34.79,1038.19,GA
2015-04-01,4,2325,2.49,34.79,1038.42,GA
2015-04-01,4,2375,2.46,34.79,1038.65,GA
2015-04-01,4,2425,2.43,34.79,1038.88,GA
2015-04-01,4,2475,2.39,34.79,1039.11,GA
2015-04-01,4,2525,2.35,34.79,1039.34,GA
2015-04-01,4,2575,2.29,34.79,1039.57,GA
2015-05-01,5,5,13.90,34.50,1025.87,GA
2015-05-01,5,15,12.57,34.48,1026.14,GA
2015-05-01,5,25,12.54,34.48,1026.18,GA
2015-05-01,5,35,12.65,34.47,1026.23,GA
2015-05-01,5,45,12.52,34.48,1026.27,GA
2015-05-01,5,55,12.48,34.48,1026.36,GA
2015-05-01,5,65,12.37,34.49,1026.39,GA
2015-05-01,5,95,9.99,34.57,1027.07,GA
2015-05-01,5,105,10.04,34.58,1027.08,GA
2015-05-01,5,175,7.46,34.39,1027.67,GA
2015-05-01,5,185,7.02,34.35,1027.75,GA
2015-05-01,5,195,7.02,34.36,1027.80,GA
2015-05-01,5,205,6.63,34.32,1027.87,GA
2015-05-01,5,215,6.41,34.30,1027.93,GA
2015-05-01,5,225,6.15,34.27,1027.99,GA
2015-05-01,5,235,5.91,34.25,1028.05,GA
2015-05-01,5,245,5.79,34.24,1028.11,GA
2015-05-01,5,275,5.25,34.19,1028.27,GA
2015-05-01,5,325,4.72,34.15,1028.54,GA
2015-05-01,5,375,4.39,34.14,1028.80,GA
2015-05-01,5,425,4.14,34.13,1029.06,GA
2015-05-01,5,475,3.92,34.14,1029.31,GA
2015-05-01,5,525,3.73,34.15,1029.57,GA
2015-05-01,5,575,3.56,34.16,1029.83,GA
2015-05-01,5,625,3.40,34.17,1030.09,GA
2015-05-01,5,675,3.28,34.19,1030.35,GA
2015-05-01,5,725,3.17,34.22,1030.62,GA
2015-05-01,5,775,3.10,34.25,1030.88,GA
2015-05-01,5,825,3.05,34.28,1031.14,GA
2015-05-01,5,875,3.01,34.31,1031.40,GA
2015-05-01,5,925,2.97,34.34,1031.66,GA
2015-05-01,5,975,2.94,34.37,1031.92,GA
2015-05-01,5,1025,2.90,34.40,1032.17,GA
2015-05-01,5,1075,2.86,34.43,1032.43,GA
2015-05-01,5,1125,2.82,34.46,1032.69,GA
2015-05-01,5,1175,2.79,34.48,1032.94,GA
2015-05-01,5,1225,2.77,34.51,1033.19,GA
2015-05-01,5,1275,2.76,34.53,1033.44,GA
2015-05-01,5,1325,2.74,34.56,1033.69,GA
2015-05-01,5,1375,2.74,34.58,1033.93,GA
2015-05-01,5,1425,2.73,34.60,1034.18,GA
2015-05-01,5,1475,2.74,34.62,1034.42,GA
2015-05-01,5,1525,2.74,34.64,1034.67,GA
2015-05-01,5,1575,2.74,34.66,1034.91,GA
2015-05-01,5,1625,2.75,34.68,1035.15,GA
2015-05-01,5,1675,2.76,34.70,1035.39,GA
2015-05-01,5,1725,2.77,34.71,1035.62,GA
2015-05-01,5,1775,2.77,34.73,1035.86,GA
2015-05-01,5,1825,2.76,34.74,1036.10,GA
2015-05-01,5,1875,2.74,34.75,1036.33,GA
2015-05-01,5,1925,2.72,34.76,1036.57,GA
2015-05-01,5,1975,2.70,34.77,1036.80,GA
2015-05-01,5,2025,2.68,34.77,1037.04,GA
2015-05-01,5,2075,2.65,34.78,1037.27,GA
2015-05-01,5,2125,2.64,34.79,1037.50,GA
2015-05-01,5,2175,2.60,34.79,1037.73,GA
2015-05-01,5,2225,2.57,34.79,1037.96,GA
2015-05-01,5,2275,2.54,34.80,1038.19,GA
2015-05-01,5,2325,2.50,34.80,1038.42,GA
2015-05-01,5,2375,2.46,34.80,1038.65,GA
2015-05-01,5,2425,2.43,34.80,1038.88,GA
2015-05-01,5,2475,2.38,34.80,1039.11,GA
2015-05-01,5,2525,2.32,34.80,1039.34,GA
2015-05-01,5,2575,2.25,34.79,1039.57,GA
2015-06-01,6,5,12.10,34.49,1026.22,GA
2015-06-01,6,15,11.93,34.53,1026.31,GA
2015-06-01,6,25,11.93,34.54,1026.34,GA
2015-06-01,6,35,11.94,34.53,1026.42,GA
2015-06-01,6,45,11.94,34.54,1026.43,GA
2015-06-01,6,55,11.95,34.54,1026.51,GA
2015-06-01,6,65,11.95,34.55,1026.53,GA
2015-06-01,6,95,10.88,34.57,1026.91,GA
2015-06-01,6,105,10.88,34.61,1026.95,GA
2015-06-01,6,175,7.94,34.45,1027.65,GA
2015-06-01,6,185,7.62,34.42,1027.71,GA
2015-06-01,6,195,7.32,34.39,1027.78,GA
2015-06-01,6,205,7.06,34.36,1027.85,GA
2015-06-01,6,215,6.74,34.33,1027.91,GA
2015-06-01,6,225,6.46,34.30,1027.98,GA
2015-06-01,6,235,6.14,34.27,1028.04,GA
2015-06-01,6,245,5.98,34.25,1028.09,GA
2015-06-01,6,275,5.40,34.20,1028.26,GA
2015-06-01,6,325,4.83,34.16,1028.53,GA
2015-06-01,6,375,4.51,34.14,1028.79,GA
2015-06-01,6,425,4.27,34.14,1029.05,GA
2015-06-01,6,475,4.05,34.14,1029.30,GA
2015-06-01,6,525,3.84,34.15,1029.56,GA
2015-06-01,6,575,3.64,34.16,1029.82,GA
2015-06-01,6,625,3.49,34.17,1030.08,GA
2015-06-01,6,675,3.35,34.19,1030.34,GA
2015-06-01,6,725,3.24,34.21,1030.61,GA
2015-06-01,6,775,3.14,34.24,1030.87,GA
2015-06-01,6,825,3.07,34.27,1031.13,GA
2015-06-01,6,875,3.03,34.30,1031.39,GA
2015-06-01,6,925,2.98,34.33,1031.65,GA
2015-06-01,6,975,2.95,34.36,1031.91,GA
2015-06-01,6,1025,2.91,34.39,1032.16,GA
2015-06-01,6,1075,2.87,34.42,1032.42,GA
2015-06-01,6,1125,2.83,34.45,1032.68,GA
2015-06-01,6,1175,2.81,34.48,1032.93,GA
2015-06-01,6,1225,2.78,34.50,1033.18,GA
2015-06-01,6,1275,2.77,34.53,1033.43,GA
2015-06-01,6,1325,2.76,34.55,1033.68,GA
2015-06-01,6,1375,2.76,34.58,1033.93,GA
2015-06-01,6,1425,2.76,34.60,1034.18,GA
2015-06-01,6,1475,2.76,34.62,1034.42,GA
2015-06-01,6,1525,2.76,34.64,1034.66,GA
2015-06-01,6,1575,2.76,34.66,1034.90,GA
2015-06-01,6,1625,2.76,34.68,1035.15,GA
2015-06-01,6,1675,2.76,34.69,1035.38,GA
2015-06-01,6,1725,2.75,34.71,1035.62,GA
2015-06-01,6,1775,2.75,34.72,1035.86,GA
2015-06-01,6,1825,2.75,34.74,1036.10,GA
2015-06-01,6,1875,2.75,34.75,1036.33,GA
2015-06-01,6,1925,2.75,34.76,1036.57,GA
2015-06-01,6,1975,2.74,34.77,1036.80,GA
2015-06-01,6,2025,2.72,34.78,1037.04,GA
2015-06-01,6,2075,2.70,34.79,1037.27,GA
2015-06-01,6,2125,2.67,34.79,1037.50,GA
2015-06-01,6,2175,2.64,34.79,1037.73,GA
2015-06-01,6,2225,2.59,34.80,1037.96,GA
2015-06-01,6,2275,2.56,34.80,1038.19,GA
2015-06-01,6,2325,2.52,34.80,1038.42,GA
2015-06-01,6,2375,2.48,34.80,1038.65,GA
2015-06-01,6,2425,2.43,34.80,1038.88,GA
2015-06-01,6,2475,2.39,34.80,1039.11,GA
2015-06-01,6,2525,2.34,34.80,1039.34,GA
2015-06-01,6,2575,2.30,34.80,1039.57,GA
2015-07-01,7,15,10.79,34.58,1026.54,GA
2015-07-01,7,25,10.71,34.57,1026.59,GA
2015-07-01,7,35,11.14,34.61,1026.62,GA
2015-07-01,7,45,10.66,34.57,1026.69,GA
2015-07-01,7,55,10.96,34.61,1026.75,GA
2015-07-01,7,65,10.52,34.58,1026.80,GA
2015-07-01,7,95,10.72,34.63,1026.98,GA
2015-07-01,7,105,10.28,34.59,1027.04,GA
2015-07-01,7,175,8.19,34.48,1027.63,GA
2015-07-01,7,185,7.61,34.42,1027.71,GA
2015-07-01,7,195,7.35,34.39,1027.78,GA
2015-07-01,7,205,7.16,34.38,1027.84,GA
2015-07-01,7,215,6.91,34.35,1027.90,GA
2015-07-01,7,225,6.59,34.32,1027.97,GA
2015-07-01,7,235,6.41,34.30,1028.03,GA
2015-07-01,7,245,6.27,34.29,1028.08,GA
2015-07-01,7,275,5.65,34.23,1028.26,GA
2015-07-01,7,325,4.97,34.17,1028.53,GA
2015-07-01,7,375,4.57,34.15,1028.79,GA
2015-07-01,7,425,4.32,34.15,1029.04,GA
2015-07-01,7,475,4.09,34.15,1029.30,GA
2015-07-01,7,525,3.88,34.15,1029.56,GA
2015-07-01,7,575,3.70,34.16,1029.82,GA
2015-07-01,7,625,3.54,34.18,1030.08,GA
2015-07-01,7,675,3.41,34.19,1030.34,GA
2015-07-01,7,725,3.29,34.22,1030.60,GA
2015-07-01,7,775,3.19,34.24,1030.86,GA
2015-07-01,7,825,3.11,34.27,1031.12,GA
2015-07-01,7,875,3.04,34.29,1031.38,GA
2015-07-01,7,925,3.00,34.32,1031.64,GA
2015-07-01,7,975,2.95,34.35,1031.90,GA
2015-07-01,7,1025,2.92,34.38,1032.16,GA
2015-07-01,7,1075,2.88,34.41,1032.41,GA
2015-07-01,7,1125,2.85,34.44,1032.67,GA
2015-07-01,7,1175,2.82,34.47,1032.92,GA
2015-07-01,7,1225,2.80,34.50,1033.18,GA
2015-07-01,7,1275,2.78,34.52,1033.43,GA
2015-07-01,7,1325,2.77,34.55,1033.68,GA
2015-07-01,7,1375,2.76,34.57,1033.92,GA
2015-07-01,7,1425,2.76,34.59,1034.17,GA
2015-07-01,7,1475,2.76,34.61,1034.41,GA
2015-07-01,7,1525,2.75,34.63,1034.66,GA
2015-07-01,7,1575,2.73,34.65,1034.90,GA
2015-07-01,7,1625,2.73,34.67,1035.14,GA
2015-07-01,7,1675,2.73,34.68,1035.38,GA
2015-07-01,7,1725,2.72,34.70,1035.62,GA
2015-07-01,7,1775,2.72,34.71,1035.86,GA
2015-07-01,7,1825,2.71,34.73,1036.09,GA
2015-07-01,7,1875,2.69,34.74,1036.33,GA
2015-07-01,7,1925,2.68,34.75,1036.57,GA
2015-07-01,7,1975,2.67,34.76,1036.80,GA
2015-07-01,7,2025,2.64,34.77,1037.03,GA
2015-07-01,7,2075,2.61,34.77,1037.27,GA
2015-07-01,7,2125,2.59,34.78,1037.50,GA
2015-07-01,7,2175,2.57,34.78,1037.73,GA
2015-07-01,7,2225,2.53,34.79,1037.96,GA
2015-07-01,7,2275,2.50,34.79,1038.19,GA
2015-07-01,7,2325,2.46,34.79,1038.43,GA
2015-07-01,7,2375,2.41,34.79,1038.66,GA
2015-07-01,7,2425,2.37,34.79,1038.89,GA
2015-07-01,7,2475,2.33,34.79,1039.12,GA
2015-07-01,7,2525,2.28,34.79,1039.34,GA
2015-07-01,7,2575,2.23,34.79,1039.57,GA
2015-08-01,8,5,9.91,34.53,1026.64,GA
2015-08-01,8,15,10.09,34.53,1026.63,GA
2015-08-01,8,25,10.04,34.52,1026.67,GA
2015-08-01,8,35,10.09,34.52,1026.74,GA
2015-08-01,8,45,9.94,34.51,1026.77,GA
2015-08-01,8,55,9.92,34.51,1026.85,GA
2015-08-01,8,65,9.83,34.51,1026.87,GA
2015-08-01,8,95,9.58,34.51,1027.09,GA
2015-08-01,8,105,9.56,34.51,1027.10,GA
2015-08-01,8,165,7.13,34.36,1027.68,GA
2015-08-01,8,175,7.51,34.40,1027.66,GA
2015-08-01,8,185,7.09,34.36,1027.74,GA
2015-08-01,8,195,6.74,34.32,1027.81,GA
2015-08-01,8,205,6.69,34.32,1027.87,GA
2015-08-01,8,215,6.33,34.29,1027.94,GA
2015-08-01,8,225,6.05,34.26,1028.00,GA
2015-08-01,8,235,5.78,34.23,1028.06,GA
2015-08-01,8,245,5.65,34.22,1028.11,GA
2015-08-01,8,275,5.17,34.18,1028.28,GA
2015-08-01,8,325,4.68,34.15,1028.54,GA
2015-08-01,8,375,4.39,34.14,1028.80,GA
2015-08-01,8,425,4.15,34.14,1029.06,GA
2015-08-01,8,475,3.94,34.14,1029.32,GA
2015-08-01,8,525,3.73,34.15,1029.57,GA
2015-08-01,8,575,3.56,34.16,1029.83,GA
2015-08-01,8,625,3.42,34.18,1030.09,GA
2015-08-01,8,675,3.29,34.20,1030.35,GA
2015-08-01,8,725,3.19,34.22,1030.62,GA
2015-08-01,8,775,3.11,34.25,1030.88,GA
2015-08-01,8,825,3.04,34.27,1031.14,GA
2015-08-01,8,875,2.99,34.30,1031.40,GA
2015-08-01,8,925,2.95,34.34,1031.66,GA
2015-08-01,8,975,2.91,34.37,1031.92,GA
2015-08-01,8,1025,2.88,34.40,1032.17,GA
2015-08-01,8,1075,2.84,34.43,1032.43,GA
2015-08-01,8,1125,2.81,34.45,1032.68,GA
2015-08-01,8,1175,2.78,34.48,1032.94,GA
2015-08-01,8,1225,2.76,34.51,1033.19,GA
2015-08-01,8,1275,2.74,34.53,1033.44,GA
2015-08-01,8,1325,2.72,34.55,1033.69,GA
2015-08-01,8,1375,2.71,34.58,1033.94,GA
2015-08-01,8,1425,2.70,34.60,1034.18,GA
2015-08-01,8,1475,2.70,34.62,1034.43,GA
2015-08-01,8,1525,2.69,34.64,1034.67,GA
2015-08-01,8,1575,2.68,34.65,1034.91,GA
2015-08-01,8,1625,2.67,34.67,1035.15,GA
2015-08-01,8,1675,2.67,34.69,1035.39,GA
2015-08-01,8,1725,2.66,34.70,1035.63,GA
2015-08-01,8,1775,2.65,34.71,1035.87,GA
2015-08-01,8,1825,2.65,34.73,1036.10,GA
2015-08-01,8,1875,2.64,34.74,1036.34,GA
2015-08-01,8,1925,2.62,34.75,1036.57,GA
2015-08-01,8,1975,2.60,34.76,1036.81,GA
2015-08-01,8,2025,2.59,34.76,1037.04,GA
2015-08-01,8,2075,2.56,34.77,1037.27,GA
2015-08-01,8,2125,2.53,34.77,1037.51,GA
2015-08-01,8,2175,2.50,34.78,1037.74,GA
2015-08-01,8,2225,2.46,34.78,1037.97,GA
2015-08-01,8,2275,2.43,34.78,1038.20,GA
2015-08-01,8,2325,2.39,34.78,1038.43,GA
2015-08-01,8,2375,2.35,34.79,1038.66,GA
2015-08-01,8,2425,2.31,34.79,1038.89,GA
2015-08-01,8,2475,2.26,34.79,1039.12,GA
2015-08-01,8,2525,2.21,34.78,1039.35,GA
2015-08-01,8,2575,2.16,34.78,1039.58,GA
2015-09-01,9,15,9.07,34.49,1026.77,GA
2015-09-01,9,25,9.03,34.49,1026.81,GA
2015-09-01,9,35,9.08,34.49,1026.89,GA
2015-09-01,9,45,8.99,34.49,1026.91,GA
2015-09-01,9,55,9.05,34.49,1026.98,GA
2015-09-01,9,65,8.94,34.48,1027.00,GA
2015-09-01,9,95,9.04,34.49,1027.17,GA
2015-09-01,9,105,8.88,34.49,1027.20,GA
2015-09-01,9,175,7.96,34.42,1027.62,GA
2015-09-01,9,185,7.43,34.37,1027.71,GA
2015-09-01,9,195,7.39,34.37,1027.76,GA
2015-09-01,9,205,7.10,34.35,1027.83,GA
2015-09-01,9,215,6.78,34.32,1027.90,GA
2015-09-01,9,225,6.42,34.29,1027.97,GA
2015-09-01,9,235,6.11,34.26,1028.04,GA
2015-09-01,9,245,5.92,34.24,1028.09,GA
2015-09-01,9,275,5.30,34.19,1028.27,GA
2015-09-01,9,325,4.73,34.15,1028.54,GA
2015-09-01,9,375,4.41,34.14,1028.80,GA
2015-09-01,9,425,4.17,34.13,1029.05,GA
2015-09-01,9,475,3.95,34.14,1029.31,GA
2015-09-01,9,525,3.75,34.14,1029.57,GA
2015-09-01,9,575,3.57,34.15,1029.83,GA
2015-09-01,9,625,3.39,34.16,1030.09,GA
2015-09-01,9,675,3.25,34.18,1030.35,GA
2015-09-01,9,725,3.13,34.21,1030.61,GA
2015-09-01,9,775,3.06,34.24,1030.87,GA
2015-09-01,9,825,3.00,34.27,1031.14,GA
2015-09-01,9,875,2.95,34.30,1031.40,GA
2015-09-01,9,925,2.92,34.33,1031.65,GA
2015-09-01,9,975,2.88,34.36,1031.91,GA
2015-09-01,9,1025,2.86,34.39,1032.17,GA
2015-09-01,9,1075,2.83,34.42,1032.43,GA
2015-09-01,9,1125,2.80,34.45,1032.68,GA
2015-09-01,9,1175,2.77,34.48,1032.94,GA
2015-09-01,9,1225,2.75,34.50,1033.19,GA
2015-09-01,9,1275,2.73,34.53,1033.44,GA
2015-09-01,9,1325,2.72,34.55,1033.69,GA
2015-09-01,9,1375,2.70,34.57,1033.94,GA
2015-09-01,9,1425,2.70,34.60,1034.18,GA
2015-09-01,9,1475,2.69,34.62,1034.42,GA
2015-09-01,9,1525,2.69,34.63,1034.67,GA
2015-09-01,9,1575,2.69,34.65,1034.91,GA
2015-09-01,9,1625,2.69,34.67,1035.15,GA
2015-09-01,9,1675,2.69,34.69,1035.39,GA
2015-09-01,9,1725,2.69,34.70,1035.63,GA
2015-09-01,9,1775,2.69,34.72,1035.86,GA
2015-09-01,9,1825,2.68,34.73,1036.10,GA
2015-09-01,9,1875,2.68,34.74,1036.34,GA
2015-09-01,9,1925,2.67,34.75,1036.57,GA
2015-09-01,9,1975,2.65,34.76,1036.81,GA
2015-09-01,9,2025,2.63,34.77,1037.04,GA
2015-09-01,9,2075,2.61,34.78,1037.27,GA
2015-09-01,9,2125,2.59,34.78,1037.50,GA
2015-09-01,9,2175,2.55,34.78,1037.74,GA
2015-09-01,9,2225,2.52,34.79,1037.97,GA
2015-09-01,9,2275,2.49,34.79,1038.20,GA
2015-09-01,9,2325,2.46,34.79,1038.43,GA
2015-09-01,9,2375,2.41,34.79,1038.66,GA
2015-09-01,9,2425,2.37,34.79,1038.89,GA
2015-09-01,9,2475,2.32,34.79,1039.12,GA
2015-09-01,9,2525,2.28,34.79,1039.35,GA
2015-09-01,9,2575,2.22,34.79,1039.58,GA
2015-10-01,10,15,9.35,34.45,1026.69,GA
2015-10-01,10,25,9.29,34.45,1026.74,GA
2015-10-01,10,35,9.25,34.45,1026.83,GA
2015-10-01,10,45,9.18,34.45,1026.84,GA
2015-10-01,10,55,9.04,34.45,1026.95,GA
2015-10-01,10,65,9.00,34.45,1026.97,GA
2015-10-01,10,95,8.64,34.48,1027.22,GA
2015-10-01,10,105,8.60,34.48,1027.24,GA
2015-10-01,10,165,6.98,34.33,1027.68,GA
2015-10-01,10,175,6.70,34.31,1027.72,GA
2015-10-01,10,185,6.88,34.34,1027.76,GA
2015-10-01,10,195,6.65,34.26,1027.77,GA
2015-10-01,10,205,6.11,34.24,1027.88,GA
2015-10-01,10,215,5.89,34.22,1027.94,GA
2015-10-01,10,225,5.60,34.20,1028.01,GA
2015-10-01,10,235,5.41,34.19,1028.07,GA
2015-10-01,10,245,5.23,34.18,1028.13,GA
2015-10-01,10,275,4.86,34.15,1028.29,GA
2015-10-01,10,325,4.48,34.14,1028.56,GA
2015-10-01,10,375,4.22,34.13,1028.81,GA
2015-10-01,10,425,3.99,34.13,1029.07,GA
2015-10-01,10,475,3.77,34.14,1029.33,GA
2015-10-01,10,525,3.56,34.14,1029.59,GA
2015-10-01,10,575,3.38,34.16,1029.85,GA
2015-10-01,10,625,3.26,34.18,1030.11,GA
2015-10-01,10,675,3.16,34.20,1030.38,GA
2015-10-01,10,725,3.08,34.23,1030.64,GA
2015-10-01,10,775,3.01,34.26,1030.90,GA
2015-10-01,10,825,2.97,34.29,1031.16,GA
2015-10-01,10,875,2.92,34.32,1031.42,GA
2015-10-01,10,925,2.88,34.35,1031.68,GA
2015-10-01,10,975,2.86,34.39,1031.94,GA
2015-10-01,10,1025,2.83,34.42,1032.19,GA
2015-10-01,10,1075,2.80,34.44,1032.45,GA
2015-10-01,10,1125,2.78,34.47,1032.70,GA
2015-10-01,10,1175,2.76,34.50,1032.95,GA
2015-10-01,10,1225,2.74,34.52,1033.20,GA
2015-10-01,10,1275,2.73,34.55,1033.45,GA
2015-10-01,10,1325,2.72,34.57,1033.70,GA
2015-10-01,10,1375,2.72,34.59,1033.95,GA
2015-10-01,10,1425,2.71,34.61,1034.19,GA
2015-10-01,10,1475,2.71,34.63,1034.43,GA
2015-10-01,10,1525,2.71,34.65,1034.68,GA
2015-10-01,10,1575,2.71,34.67,1034.92,GA
2015-10-01,10,1625,2.71,34.69,1035.16,GA
2015-10-01,10,1675,2.72,34.70,1035.40,GA
2015-10-01,10,1725,2.73,34.72,1035.63,GA
2015-10-01,10,1775,2.74,34.73,1035.87,GA
2015-10-01,10,1825,2.74,34.75,1036.11,GA
2015-10-01,10,1875,2.73,34.76,1036.34,GA
2015-10-01,10,1925,2.72,34.77,1036.58,GA
2015-10-01,10,1975,2.70,34.77,1036.81,GA
2015-10-01,10,2025,2.68,34.78,1037.04,GA
2015-10-01,10,2075,2.66,34.79,1037.27,GA
2015-10-01,10,2125,2.63,34.79,1037.51,GA
2015-10-01,10,2175,2.61,34.80,1037.74,GA
2015-10-01,10,2225,2.57,34.80,1037.97,GA
2015-10-01,10,2275,2.54,34.80,1038.20,GA
2015-10-01,10,2325,2.50,34.80,1038.43,GA
2015-10-01,10,2375,2.46,34.80,1038.66,GA
2015-10-01,10,2425,2.41,34.80,1038.89,GA
2015-10-01,10,2475,2.36,34.80,1039.12,GA
2015-10-01,10,2525,2.31,34.80,1039.35,GA
2015-10-01,10,2575,2.25,34.79,1039.57,GA
2015-11-01,11,5,10.94,34.43,1026.39,GA
2015-11-01,11,15,12.00,34.61,1026.34,GA
2015-11-01,11,25,11.20,34.56,1026.48,GA
2015-11-01,11,35,10.25,34.51,1026.69,GA
2015-11-01,11,45,10.55,34.52,1026.66,GA
2015-11-01,11,55,10.11,34.57,1026.86,GA
2015-11-01,11,65,10.46,34.58,1026.82,GA
2015-11-01,11,75,9.95,34.59,1027.00,GA
2015-11-01,11,85,10.04,34.59,1026.99,GA
2015-11-01,11,95,9.29,34.56,1027.17,GA
2015-11-01,11,105,9.16,34.55,1027.20,GA
2015-11-01,11,125,8.79,34.54,1027.38,GA
2015-11-01,11,135,8.97,34.54,1027.36,GA
2015-11-01,11,175,6.73,34.33,1027.73,GA
2015-11-01,11,185,7.54,34.42,1027.73,GA
2015-11-01,11,195,6.80,34.34,1027.81,GA
2015-11-01,11,205,6.44,34.30,1027.88,GA
2015-11-01,11,215,6.29,34.29,1027.94,GA
2015-11-01,11,225,5.97,34.26,1028.00,GA
2015-11-01,11,235,5.79,34.24,1028.06,GA
2015-11-01,11,245,5.56,34.22,1028.12,GA
2015-11-01,11,275,5.08,34.18,1028.29,GA
2015-11-01,11,325,4.60,34.15,1028.55,GA
2015-11-01,11,375,4.31,34.14,1028.81,GA
2015-11-01,11,425,4.08,34.14,1029.07,GA
2015-11-01,11,475,3.86,34.14,1029.32,GA
2015-11-01,11,525,3.67,34.15,1029.58,GA
2015-11-01,11,575,3.49,34.16,1029.84,GA
2015-11-01,11,625,3.34,34.18,1030.10,GA
2015-11-01,11,675,3.22,34.20,1030.37,GA
2015-11-01,11,725,3.14,34.23,1030.63,GA
2015-11-01,11,775,3.07,34.25,1030.89,GA
2015-11-01,11,825,3.02,34.28,1031.15,GA
2015-11-01,11,875,2.97,34.31,1031.41,GA
2015-11-01,11,925,2.93,34.34,1031.67,GA
2015-11-01,11,975,2.90,34.38,1031.92,GA
2015-11-01,11,1025,2.87,34.41,1032.18,GA
2015-11-01,11,1075,2.83,34.44,1032.44,GA
2015-11-01,11,1125,2.81,34.46,1032.69,GA
2015-11-01,11,1175,2.78,34.49,1032.95,GA
2015-11-01,11,1225,2.76,34.52,1033.20,GA
2015-11-01,11,1275,2.75,34.54,1033.45,GA
2015-11-01,11,1325,2.74,34.56,1033.69,GA
2015-11-01,11,1375,2.74,34.59,1033.94,GA
2015-11-01,11,1425,2.73,34.61,1034.18,GA
2015-11-01,11,1475,2.72,34.63,1034.43,GA
2015-11-01,11,1525,2.72,34.64,1034.67,GA
2015-11-01,11,1575,2.72,34.66,1034.91,GA
2015-11-01,11,1625,2.73,34.68,1035.15,GA
2015-11-01,11,1675,2.74,34.70,1035.39,GA
2015-11-01,11,1725,2.74,34.71,1035.63,GA
2015-11-01,11,1775,2.74,34.73,1035.87,GA
2015-11-01,11,1825,2.74,34.74,1036.10,GA
2015-11-01,11,1875,2.73,34.75,1036.34,GA
2015-11-01,11,1925,2.73,34.76,1036.57,GA
2015-11-01,11,1975,2.71,34.77,1036.81,GA
2015-11-01,11,2025,2.69,34.78,1037.04,GA
2015-11-01,11,2075,2.66,34.78,1037.27,GA
2015-11-01,11,2125,2.63,34.79,1037.50,GA
2015-11-01,11,2175,2.59,34.79,1037.73,GA
2015-11-01,11,2225,2.56,34.79,1037.97,GA
2015-11-01,11,2275,2.52,34.80,1038.20,GA
2015-11-01,11,2325,2.49,34.80,1038.43,GA
2015-11-01,11,2375,2.45,34.80,1038.66,GA
2015-11-01,11,2425,2.41,34.80,1038.88,GA
2015-11-01,11,2475,2.37,34.80,1039.11,GA
2015-11-01,11,2525,2.32,34.80,1039.34,GA
2015-11-01,11,2575,2.26,34.79,1039.55,GA
2015-12-01,12,5,10.49,34.48,1026.51,GA
2015-12-01,12,15,11.27,34.43,1026.34,GA
2015-12-01,12,25,11.18,34.43,1026.39,GA
2015-12-01,12,35,10.35,34.43,1026.63,GA
2015-12-01,12,45,10.56,34.43,1026.60,GA
2015-12-01,12,55,9.15,34.47,1026.95,GA
2015-12-01,12,65,9.19,34.47,1026.95,GA
2015-12-01,12,75,8.46,34.48,1027.16,GA
2015-12-01,12,85,8.46,34.48,1027.16,GA
2015-12-01,12,95,8.18,34.49,1027.30,GA
2015-12-01,12,105,8.21,34.50,1027.31,GA
2015-12-01,12,125,7.91,34.50,1027.48,GA
2015-12-01,12,135,7.97,34.50,1027.49,GA
2015-12-01,12,185,7.74,34.50,1027.77,GA
2015-12-01,12,195,7.39,34.45,1027.82,GA
2015-12-01,12,205,6.84,34.38,1027.88,GA
2015-12-01,12,215,6.42,34.33,1027.95,GA
2015-12-01,12,225,6.33,34.32,1028.00,GA
2015-12-01,12,235,6.09,34.29,1028.06,GA
2015-12-01,12,245,5.95,34.27,1028.11,GA
