date,Chlorophyll-a,CDOM,TVSC,OBS,TSCPS
2015-04-05 00:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 01:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 02:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 03:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 04:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 05:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 06:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 07:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 08:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 09:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 10:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 11:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 12:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 13:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 14:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 15:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 16:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 17:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-05 18:00:00,0.9782,3.3485,0.000597558,NaN,NaN
2015-04-05 19:00:00,1.2556,2.896,0.000581061,NaN,NaN
2015-04-05 20:00:00,1.0439,2.6245,0.000936663,NaN,NaN
2015-04-05 21:00:00,1.2775,2.8055,0.00087984,NaN,NaN
2015-04-05 22:00:00,0.9928,2.896,0.000713037,NaN,NaN
2015-04-05 23:00:00,1.3651,2.715,0.000801021,NaN,NaN
2015-04-06 00:00:00,1.5622,2.715,0.000918333,NaN,NaN
2015-04-06 01:00:00,1.4527,2.715,0.000839514,NaN,NaN
2015-04-06 02:00:00,1.5841,2.896,0.000680043,NaN,NaN
2015-04-06 03:00:00,1.5257,3.077,0.000731367,NaN,NaN
2015-04-06 04:00:00,1.3724,3.1675,0.000621387,NaN,NaN
2015-04-06 05:00:00,1.4454,3.258,0.000573729,NaN,NaN
2015-04-06 06:00:00,1.3797,3.258,0.000608556,NaN,NaN
2015-04-06 07:00:00,1.2848,3.258,0.000599391,NaN,NaN
2015-04-06 08:00:00,1.3359,3.3485,0.000557232,NaN,NaN
2015-04-06 09:00:00,1.241,3.077,0.000493077,NaN,NaN
2015-04-06 10:00:00,1.2629,3.1675,0.000663546,NaN,NaN
2015-04-06 11:00:00,2.0002,3.3485,0.00100448,NaN,NaN
2015-04-06 12:00:00,1.2921,3.258,0.000527904,NaN,NaN
2015-04-06 13:00:00,1.2337,2.896,0.00043992,NaN,NaN
2015-04-06 14:00:00,0.8614,2.896,0.000359268,NaN,NaN
2015-04-06 15:00:00,0.8687,2.896,0.000304278,NaN,NaN
2015-04-06 16:00:00,0.9052,2.6245,0.000379431,NaN,NaN
2015-04-06 17:00:00,0.7227,2.8055,0.000362934,NaN,NaN
2015-04-06 18:00:00,0.9125,3.3485,0.000929331,NaN,NaN
2015-04-06 19:00:00,0.9563,2.715,0.000894504,NaN,NaN
2015-04-06 20:00:00,0.949,3.258,0.000932997,NaN,NaN
2015-04-06 21:00:00,1.1169,2.9865,0.0009165,NaN,NaN
2015-04-06 22:00:00,1.1096,3.077,0.000802854,NaN,NaN
2015-04-06 23:00:00,1.1826,2.896,0.000766194,NaN,NaN
2015-04-07 00:00:00,1.3797,3.077,0.000878007,NaN,NaN
2015-04-07 01:00:00,1.5257,3.1675,0.000775359,NaN,NaN
2015-04-07 02:00:00,0.8176,2.534,0.000443586,NaN,NaN
2015-04-07 03:00:00,0.7592,2.715,0.000320775,NaN,NaN
2015-04-07 04:00:00,1.0658,2.8055,0.000463749,NaN,NaN
2015-04-07 05:00:00,0.8395,2.715,0.000441753,NaN,NaN
2015-04-07 06:00:00,1.3651,3.077,0.000614055,NaN,NaN
2015-04-07 07:00:00,1.5403,3.3485,0.000749697,NaN,NaN
2015-04-07 08:00:00,1.8907,3.5295,0.00106131,NaN,NaN
2015-04-07 09:00:00,1.2994,3.077,0.000669045,NaN,NaN
2015-04-07 10:00:00,1.3286,2.715,0.000615888,NaN,NaN
2015-04-07 11:00:00,0.9855,2.896,0.00051324,NaN,NaN
2015-04-07 12:00:00,0.7811,2.896,0.000392262,NaN,NaN
2015-04-07 13:00:00,1.6498,3.1675,0.000936663,NaN,NaN
2015-04-07 14:00:00,1.1388,2.9865,0.000588393,NaN,NaN
2015-04-07 15:00:00,1.6936,3.258,0.00076986,NaN,NaN
2015-04-07 16:00:00,0.8614,2.8055,0.000471081,NaN,NaN
2015-04-07 17:00:00,0.9344,2.4435,0.000410592,NaN,NaN
2015-04-07 18:00:00,1.0512,2.4435,0.000511407,NaN,NaN
2015-04-07 19:00:00,1.8542,3.439,0.000932997,NaN,NaN
2015-04-07 20:00:00,1.2921,2.715,0.000661713,NaN,NaN
2015-04-07 21:00:00,0.8614,2.715,0.000509574,NaN,NaN
2015-04-07 22:00:00,0.8979,2.353,0.000584727,NaN,NaN
2015-04-07 23:00:00,2.6061,3.439,0.0014554,NaN,NaN
2015-04-08 00:00:00,1.4527,3.077,0.000967824,NaN,NaN
2015-04-08 01:00:00,2.0148,3.62,0.000949494,NaN,NaN
2015-04-08 02:00:00,1.6936,3.1675,0.00107414,NaN,NaN
2015-04-08 03:00:00,1.387,3.077,0.000784524,NaN,NaN
2015-04-08 04:00:00,1.8104,3.258,0.00105031,NaN,NaN
2015-04-08 05:00:00,1.825,3.62,0.00128677,NaN,NaN
2015-04-08 06:00:00,1.9564,3.258,0.00141141,NaN,NaN
2015-04-08 07:00:00,2.0586,3.3485,0.0011053,NaN,NaN
2015-04-08 08:00:00,1.1461,3.1675,0.000729534,NaN,NaN
2015-04-08 09:00:00,1.5184,3.258,0.000962325,NaN,NaN
2015-04-08 10:00:00,2.117,3.1675,0.00112363,NaN,NaN
2015-04-08 11:00:00,1.4673,3.3485,0.00100265,NaN,NaN
2015-04-08 12:00:00,2.1608,3.5295,0.00128127,NaN,NaN
2015-04-08 13:00:00,2.0075,3.258,0.00104481,NaN,NaN
2015-04-08 14:00:00,0.9125,2.4435,0.000428922,NaN,NaN
2015-04-08 15:00:00,1.1096,2.8055,0.000650715,NaN,NaN
2015-04-08 16:00:00,1.3797,2.9865,0.000932997,NaN,NaN
2015-04-08 17:00:00,0.8103,2.2625,0.000335439,NaN,NaN
2015-04-08 18:00:00,0.8614,2.353,0.000335439,NaN,NaN
2015-04-08 19:00:00,1.8907,3.3485,0.00113279,NaN,NaN
2015-04-08 20:00:00,1.4016,3.258,0.000962325,NaN,NaN
2015-04-08 21:00:00,1.0585,2.715,0.000760695,NaN,NaN
2015-04-08 22:00:00,1.1169,2.534,0.000656214,NaN,NaN
2015-04-08 23:00:00,2.1097,3.439,0.0010778,NaN,NaN
2015-04-09 00:00:00,1.5111,2.9865,0.0011218,NaN,NaN
2015-04-09 01:00:00,1.46,2.8055,0.00105031,NaN,NaN
2015-04-09 02:00:00,1.2702,2.715,0.000786357,NaN,NaN
2015-04-09 03:00:00,0.9052,2.534,0.000727701,NaN,NaN
2015-04-09 04:00:00,0.9417,2.534,0.000454584,NaN,NaN
2015-04-09 05:00:00,0.9125,2.715,0.000375765,NaN,NaN
2015-04-09 06:00:00,0.9709,2.2625,0.000318942,NaN,NaN
2015-04-09 07:00:00,0.9271,2.353,0.000324441,NaN,NaN
2015-04-09 08:00:00,0.8979,2.534,0.000355602,NaN,NaN
2015-04-09 09:00:00,0.9636,2.4435,0.000428922,NaN,NaN
2015-04-09 10:00:00,0.7592,2.534,0.000425256,NaN,NaN
2015-04-09 11:00:00,1.0585,2.6245,0.000496743,NaN,NaN
2015-04-09 12:00:00,1.0366,2.6245,0.000535236,NaN,NaN
2015-04-09 13:00:00,0.8687,2.534,0.000405093,NaN,NaN
2015-04-09 14:00:00,0.7957,2.6245,0.000399594,NaN,NaN
2015-04-09 15:00:00,0.7154,2.353,0.000340938,NaN,NaN
2015-04-09 16:00:00,0.7081,2.4435,0.000322608,NaN,NaN
2015-04-09 17:00:00,0.7227,2.4435,0.000353769,NaN,NaN
2015-04-09 18:00:00,0.5694,2.2625,0.000295113,NaN,NaN
2015-04-09 19:00:00,0.4745,2.896,0.000295113,NaN,NaN
2015-04-09 20:00:00,0.511,2.6245,0.000359268,NaN,NaN
2015-04-09 21:00:00,0.4964,2.0815,0.000370266,NaN,NaN
2015-04-09 22:00:00,0.5329,2.2625,0.000399594,NaN,NaN
2015-04-09 23:00:00,0.6862,2.353,0.000406926,NaN,NaN
2015-04-10 00:00:00,0.7154,2.6245,0.000432588,NaN,NaN
2015-04-10 01:00:00,0.7519,2.6245,0.000346437,NaN,NaN
2015-04-10 02:00:00,0.7738,2.4435,0.000392262,NaN,NaN
2015-04-10 03:00:00,0.6205,2.2625,0.000326274,NaN,NaN
2015-04-10 04:00:00,0.584,2.2625,0.000665379,NaN,NaN
2015-04-10 05:00:00,0.6935,2.4435,0.000443586,NaN,NaN
2015-04-10 06:00:00,0.5037,2.353,0.000346437,NaN,NaN
2015-04-10 07:00:00,0.5256,2.4435,0.000240123,NaN,NaN
2015-04-10 08:00:00,0.5475,2.2625,0.000339105,NaN,NaN
2015-04-10 09:00:00,0.5475,2.4435,0.00032994,NaN,NaN
2015-04-10 10:00:00,0.5621,2.4435,0.000271284,NaN,NaN
2015-04-10 11:00:00,0.5548,2.172,0.000315276,NaN,NaN
2015-04-10 12:00:00,0.7154,2.172,0.000449085,NaN,NaN
2015-04-10 13:00:00,0.584,2.2625,0.000271284,NaN,NaN
2015-04-10 14:00:00,0.6059,2.2625,0.000337272,NaN,NaN
2015-04-10 15:00:00,0.6059,2.4435,0.000331773,NaN,NaN
2015-04-10 16:00:00,0.657,2.353,0.000438087,NaN,NaN
2015-04-10 17:00:00,0.6789,2.353,0.000438087,NaN,NaN
2015-04-10 18:00:00,0.6132,2.2625,0.00034827,NaN,NaN
2015-04-10 19:00:00,0.584,2.353,0.000318942,NaN,NaN
2015-04-10 20:00:00,0.657,2.4435,0.000388596,NaN,NaN
2015-04-10 21:00:00,0.7154,2.353,0.000467415,NaN,NaN
2015-04-10 22:00:00,0.8906,2.6245,0.000504075,NaN,NaN
2015-04-10 23:00:00,1.0804,2.9865,0.000632385,NaN,NaN
2015-04-11 00:00:00,1.0512,2.715,0.00075153,NaN,NaN
2015-04-11 01:00:00,1.095,2.896,0.000610389,NaN,NaN
2015-04-11 02:00:00,0.9563,2.6245,0.000542568,NaN,NaN
2015-04-11 03:00:00,0.9417,2.715,0.000544401,NaN,NaN
2015-04-11 04:00:00,0.9052,2.9865,0.000434421,NaN,NaN
2015-04-11 05:00:00,0.8468,2.8055,0.000441753,NaN,NaN
2015-04-11 06:00:00,0.9125,2.6245,0.000478413,NaN,NaN
2015-04-11 07:00:00,0.9198,2.9865,0.000540735,NaN,NaN
2015-04-11 08:00:00,0.9198,2.534,0.000564564,NaN,NaN
2015-04-11 09:00:00,0.9052,2.896,0.000509574,NaN,NaN
2015-04-11 10:00:00,0.9709,2.8055,0.000619554,NaN,NaN
2015-04-11 11:00:00,0.9928,2.715,0.000667212,NaN,NaN
2015-04-11 12:00:00,1.0658,2.9865,0.000581061,NaN,NaN
2015-04-11 13:00:00,1.0585,2.8055,0.00062322,NaN,NaN
2015-04-11 14:00:00,1.0074,2.8055,0.00069654,NaN,NaN
2015-04-11 15:00:00,1.0512,2.8055,0.000636051,NaN,NaN
2015-04-11 16:00:00,0.9928,2.6245,0.00062322,NaN,NaN
2015-04-11 17:00:00,0.657,2.8055,0.000577395,NaN,NaN
2015-04-11 18:00:00,0.5913,2.715,0.000560898,NaN,NaN
2015-04-11 19:00:00,0.5548,2.534,0.000595725,NaN,NaN
2015-04-11 20:00:00,0.5402,2.715,0.000575562,NaN,NaN
2015-04-11 21:00:00,0.5329,2.715,0.000487578,NaN,NaN
2015-04-11 22:00:00,0.657,2.353,0.000417924,NaN,NaN
2015-04-11 23:00:00,0.5329,2.353,0.000522405,NaN,NaN
2015-04-12 00:00:00,0.5986,2.172,0.000456417,NaN,NaN
2015-04-12 01:00:00,0.6789,2.534,0.000447252,NaN,NaN
2015-04-12 02:00:00,0.73,2.353,0.000432588,NaN,NaN
2015-04-12 03:00:00,0.8322,2.534,0.00042159,NaN,NaN
2015-04-12 04:00:00,0.7957,2.353,0.000487578,NaN,NaN
2015-04-12 05:00:00,0.7884,2.353,0.000432588,NaN,NaN
2015-04-12 06:00:00,0.7373,2.6245,0.000359268,NaN,NaN
2015-04-12 07:00:00,0.7008,2.4435,0.000361101,NaN,NaN
2015-04-12 08:00:00,0.7738,2.4435,0.000383097,NaN,NaN
2015-04-12 09:00:00,0.7008,2.353,0.000368433,NaN,NaN
2015-04-12 10:00:00,0.6862,2.4435,0.000296946,NaN,NaN
2015-04-12 11:00:00,0.6935,2.2625,0.000331773,NaN,NaN
2015-04-12 12:00:00,0.6935,2.534,0.000320775,NaN,NaN
2015-04-12 13:00:00,0.7008,2.534,0.000342771,NaN,NaN
2015-04-12 14:00:00,0.6424,2.2625,0.000306111,NaN,NaN
2015-04-12 15:00:00,0.6862,2.6245,0.000351936,NaN,NaN
2015-04-12 16:00:00,0.5986,2.6245,0.000342771,NaN,NaN
2015-04-12 17:00:00,0.6205,2.6245,0.000296946,NaN,NaN
2015-04-12 18:00:00,0.4818,2.353,0.000318942,NaN,NaN
2015-04-12 19:00:00,0.4891,2.534,0.000351936,NaN,NaN
2015-04-12 20:00:00,0.4672,1.629,0.000337272,NaN,NaN
2015-04-12 21:00:00,0.4234,2.353,0.000339105,NaN,NaN
2015-04-12 22:00:00,0.4599,2.172,0.000322608,NaN,NaN
2015-04-12 23:00:00,0.4526,2.534,0.000350103,NaN,NaN
2015-04-13 00:00:00,0.4964,2.0815,0.000328107,NaN,NaN
2015-04-13 01:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 02:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 03:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 04:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 05:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 06:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 07:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 08:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 09:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 10:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 11:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 12:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 13:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 14:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 15:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 16:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 17:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 18:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 19:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 20:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 21:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 22:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-13 23:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-14 00:00:00,0.8833,2.4435,0.000320775,NaN,NaN
2015-04-14 01:00:00,0.8322,2.534,0.000333606,NaN,NaN
2015-04-14 02:00:00,0.8614,2.6245,0.000333606,NaN,NaN
2015-04-14 03:00:00,0.8249,2.353,0.00032994,NaN,NaN
2015-04-14 04:00:00,0.8176,2.353,0.000584727,NaN,NaN
2015-04-14 05:00:00,0.803,2.353,0.000340938,NaN,NaN
2015-04-14 06:00:00,0.9052,2.353,0.000350103,NaN,NaN
2015-04-14 07:00:00,0.8468,2.4435,0.000318942,NaN,NaN
2015-04-14 08:00:00,0.8322,2.6245,0.000328107,NaN,NaN
2015-04-14 09:00:00,0.7884,2.4435,0.000344604,NaN,NaN
2015-04-14 10:00:00,0.7738,2.6245,0.000306111,NaN,NaN
2015-04-14 11:00:00,0.7373,2.4435,0.00031161,NaN,NaN
2015-04-14 12:00:00,0.7738,2.715,0.000315276,NaN,NaN
2015-04-14 13:00:00,0.8395,2.4435,0.000296946,NaN,NaN
2015-04-14 14:00:00,0.7884,2.4435,0.000307944,NaN,NaN
2015-04-14 15:00:00,0.7227,2.4435,0.000337272,NaN,NaN
2015-04-14 16:00:00,0.7154,2.4435,0.000317109,NaN,NaN
2015-04-14 17:00:00,0.584,2.4435,0.000307944,NaN,NaN
2015-04-14 18:00:00,0.5548,2.353,0.000370266,NaN,NaN
2015-04-14 19:00:00,0.6351,2.715,0.000373932,NaN,NaN
2015-04-14 20:00:00,0.5767,2.8055,0.000344604,NaN,NaN
2015-04-14 21:00:00,0.5256,2.353,0.000326274,NaN,NaN
2015-04-14 22:00:00,0.5256,2.534,0.000362934,NaN,NaN
2015-04-14 23:00:00,0.5694,2.353,0.000337272,NaN,NaN
2015-04-15 00:00:00,0.6351,2.6245,0.000324441,NaN,NaN
2015-04-15 01:00:00,0.9344,2.353,0.000443586,NaN,NaN
2015-04-15 02:00:00,0.9052,2.4435,0.000317109,NaN,NaN
2015-04-15 03:00:00,0.9198,2.353,0.000353769,NaN,NaN
2015-04-15 04:00:00,0.8541,2.353,0.000298779,NaN,NaN
2015-04-15 05:00:00,0.8395,2.4435,0.000304278,NaN,NaN
2015-04-15 06:00:00,0.8541,2.4435,0.000317109,NaN,NaN
2015-04-15 07:00:00,0.876,2.353,0.000317109,NaN,NaN
2015-04-15 08:00:00,0.8541,2.2625,0.000307944,NaN,NaN
2015-04-15 09:00:00,0.8979,2.2625,0.000331773,NaN,NaN
2015-04-15 10:00:00,0.9052,2.2625,0.000315276,NaN,NaN
2015-04-15 11:00:00,0.8614,2.353,0.000320775,NaN,NaN
2015-04-15 12:00:00,0.9344,2.4435,0.000331773,NaN,NaN
2015-04-15 13:00:00,0.8541,2.172,0.000324441,NaN,NaN
2015-04-15 14:00:00,0.8541,2.4435,0.000320775,NaN,NaN
2015-04-15 15:00:00,0.7008,2.2625,0.000328107,NaN,NaN
2015-04-15 16:00:00,0.6789,2.715,0.000302445,NaN,NaN
2015-04-15 17:00:00,0.6132,2.6245,0.000306111,NaN,NaN
2015-04-15 18:00:00,0.5256,2.353,0.000320775,NaN,NaN
2015-04-15 19:00:00,0.511,2.0815,0.000766194,NaN,NaN
2015-04-15 20:00:00,0.5329,2.353,0.000296946,NaN,NaN
2015-04-15 21:00:00,0.4964,2.4435,0.000309777,NaN,NaN
2015-04-15 22:00:00,0.4818,2.172,0.000331773,NaN,NaN
2015-04-15 23:00:00,0.5402,2.534,0.000324441,NaN,NaN
2015-04-16 00:00:00,0.6497,2.2625,0.000300612,NaN,NaN
2015-04-16 01:00:00,0.7373,2.4435,0.00031161,NaN,NaN
2015-04-16 02:00:00,0.8103,2.2625,0.000322608,NaN,NaN
2015-04-16 03:00:00,0.7081,2.353,0.000309777,NaN,NaN
2015-04-16 04:00:00,0.7446,2.353,0.00027495,NaN,NaN
2015-04-16 05:00:00,0.7665,2.4435,0.000296946,NaN,NaN
2015-04-16 06:00:00,0.8176,2.6245,0.000304278,NaN,NaN
2015-04-16 07:00:00,0.8468,2.353,0.000300612,NaN,NaN
2015-04-16 08:00:00,0.8906,2.4435,0.000304278,NaN,NaN
2015-04-16 09:00:00,0.9198,2.4435,0.000309777,NaN,NaN
2015-04-16 10:00:00,0.949,2.353,0.00038493,NaN,NaN
2015-04-16 11:00:00,0.8614,2.353,0.000344604,NaN,NaN
2015-04-16 12:00:00,0.9198,2.353,0.000353769,NaN,NaN
2015-04-16 13:00:00,0.9271,2.353,0.000362934,NaN,NaN
2015-04-16 14:00:00,0.9855,2.4435,0.00031161,NaN,NaN
2015-04-16 15:00:00,1.0147,2.4435,0.000353769,NaN,NaN
2015-04-16 16:00:00,0.657,2.353,0.00034827,NaN,NaN
2015-04-16 17:00:00,0.5986,2.172,0.000381264,NaN,NaN
2015-04-16 18:00:00,0.7081,2.172,0.000960492,NaN,NaN
2015-04-16 19:00:00,0.5621,2.0815,0.000355602,NaN,NaN
2015-04-16 20:00:00,0.511,1.991,0.000300612,NaN,NaN
2015-04-16 21:00:00,0.4964,2.2625,0.000320775,NaN,NaN
2015-04-16 22:00:00,0.5037,2.2625,0.00032994,NaN,NaN
2015-04-16 23:00:00,0.4599,2.4435,0.00038493,NaN,NaN
2015-04-17 00:00:00,0.5548,2.2625,0.000320775,NaN,NaN
2015-04-17 01:00:00,0.6935,2.4435,0.000362934,NaN,NaN
2015-04-17 02:00:00,0.8176,2.4435,0.000372099,NaN,NaN
2015-04-17 03:00:00,0.803,2.4435,0.000394095,NaN,NaN
2015-04-17 04:00:00,0.876,2.353,0.000373932,NaN,NaN
2015-04-17 05:00:00,0.876,2.353,0.000324441,NaN,NaN
2015-04-17 06:00:00,0.8249,2.534,0.000394095,NaN,NaN
2015-04-17 07:00:00,1.6206,3.1675,0.00135092,NaN,NaN
2015-04-17 08:00:00,0.8395,2.6245,0.000289614,NaN,NaN
2015-04-17 09:00:00,0.7519,2.534,0.000324441,NaN,NaN
2015-04-17 10:00:00,0.6862,2.353,0.000315276,NaN,NaN
2015-04-17 11:00:00,0.7008,2.4435,0.000340938,NaN,NaN
2015-04-17 12:00:00,0.584,2.534,0.000339105,NaN,NaN
2015-04-17 13:00:00,0.6643,2.4435,0.000392262,NaN,NaN
2015-04-17 14:00:00,0.73,2.353,0.000795522,NaN,NaN
2015-04-17 15:00:00,0.7957,2.534,0.000537069,NaN,NaN
2015-04-17 16:00:00,1.022,2.534,0.000782691,NaN,NaN
2015-04-17 17:00:00,0.7081,2.6245,0.000480246,NaN,NaN
2015-04-17 18:00:00,1.1899,2.9865,0.00137108,NaN,NaN
2015-04-17 19:00:00,2.0805,3.7105,0.00197781,NaN,NaN
2015-04-17 20:00:00,1.6498,3.3485,0.00205663,NaN,NaN
2015-04-17 21:00:00,1.1315,2.8055,0.00113096,NaN,NaN
2015-04-17 22:00:00,1.7885,3.62,0.00185133,NaN,NaN
2015-04-17 23:00:00,0.9125,2.6245,0.000467415,NaN,NaN
2015-04-18 00:00:00,1.022,2.2625,0.000724035,NaN,NaN
2015-04-18 01:00:00,1.606,3.439,0.0031436,NaN,NaN
2015-04-18 02:00:00,1.5768,3.5295,0.00326641,NaN,NaN
2015-04-18 03:00:00,1.4819,3.5295,0.00298962,NaN,NaN
2015-04-18 04:00:00,1.4089,3.7105,0.00257353,NaN,NaN
2015-04-18 05:00:00,1.4162,3.5295,0.00256437,NaN,NaN
2015-04-18 06:00:00,1.4162,3.3485,0.00244156,NaN,NaN
2015-04-18 07:00:00,1.4089,3.62,0.00237557,NaN,NaN
2015-04-18 08:00:00,1.4235,3.801,0.00231691,NaN,NaN
2015-04-18 09:00:00,1.3943,3.62,0.00249471,NaN,NaN
2015-04-18 10:00:00,1.4965,3.7105,0.00261752,NaN,NaN
2015-04-18 11:00:00,1.4454,3.7105,0.00232791,NaN,NaN
2015-04-18 12:00:00,1.4527,3.801,0.00201997,NaN,NaN
2015-04-18 13:00:00,1.4381,3.5295,0.00241773,NaN,NaN
2015-04-18 14:00:00,1.4673,3.7105,0.00200347,NaN,NaN
2015-04-18 15:00:00,1.533,3.801,0.00208229,NaN,NaN
2015-04-18 16:00:00,1.387,3.801,0.00192832,NaN,NaN
2015-04-18 17:00:00,1.3432,3.62,0.00208779,NaN,NaN
2015-04-18 18:00:00,1.2702,3.3485,0.00218494,NaN,NaN
2015-04-18 19:00:00,1.1461,3.7105,0.00196681,NaN,NaN
2015-04-18 20:00:00,1.1461,3.7105,0.00212995,NaN,NaN
2015-04-18 21:00:00,1.168,3.439,0.00160937,NaN,NaN
2015-04-18 22:00:00,1.1534,3.62,0.00181467,NaN,NaN
2015-04-18 23:00:00,1.1753,3.1675,0.00175418,NaN,NaN
2015-04-19 00:00:00,0.949,3.1675,0.00156722,NaN,NaN
2015-04-19 01:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 02:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 03:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 04:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 05:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 06:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 07:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 08:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 09:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 10:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 11:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 12:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 13:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 14:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 15:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 16:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 17:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 18:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 19:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 20:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 21:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 22:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-19 23:00:00,NaN,NaN,NaN,NaN,NaN
2015-04-20 00:00:00,0.8176,3.258,0.000954993,NaN,NaN
2015-04-20 01:00:00,0.9198,3.1675,0.000676377,NaN,NaN
2015-04-20 02:00:00,1.0366,3.3485,0.000582894,NaN,NaN
2015-04-20 03:00:00,1.7155,3.3485,0.00118229,NaN,NaN
2015-04-20 04:00:00,1.6863,3.5295,0.00136009,NaN,NaN
2015-04-20 05:00:00,1.4089,3.258,0.00118045,NaN,NaN
2015-04-20 06:00:00,1.168,3.439,0.00127027,NaN,NaN
2015-04-20 07:00:00,1.0585,3.3485,0.000819351,NaN,NaN
2015-04-20 08:00:00,0.949,3.1675,0.000771693,NaN,NaN
2015-04-20 09:00:00,0.9198,3.3485,0.000713037,NaN,NaN
2015-04-20 10:00:00,0.8614,3.3485,0.000709371,NaN,NaN
2015-04-20 11:00:00,0.8468,3.3485,0.000746031,NaN,NaN
2015-04-20 12:00:00,0.949,3.258,0.000645216,NaN,NaN
2015-04-20 13:00:00,0.8395,3.62,0.00064155,NaN,NaN
2015-04-20 14:00:00,0.7738,3.1675,0.000601224,NaN,NaN
2015-04-20 15:00:00,0.7227,3.258,0.000571896,NaN,NaN
2015-04-20 16:00:00,0.6205,2.896,0.0005499,NaN,NaN
2015-04-20 17:00:00,0.5913,3.077,0.000551733,NaN,NaN
2015-04-20 18:00:00,0.6497,3.3485,0.000632385,NaN,NaN
2015-04-20 19:00:00,0.584,3.077,0.000590226,NaN,NaN
2015-04-20 20:00:00,1.5257,3.077,0.00100815,NaN,NaN
2015-04-20 21:00:00,1.4016,3.439,0.000826683,NaN,NaN
2015-04-20 22:00:00,1.3578,3.1675,0.000757029,NaN,NaN
2015-04-20 23:00:00,0.9344,3.3485,0.000614055,NaN,NaN
2015-04-21 00:00:00,1.825,3.5295,0.00119878,NaN,NaN
2015-04-21 01:00:00,8.4899,3.5295,0.00208779,NaN,NaN
2015-04-21 02:00:00,9.4316,3.8915,0.00173035,NaN,NaN
2015-04-21 03:00:00,8.906,3.3485,0.00193015,NaN,NaN
2015-04-21 04:00:00,8.7381,3.3485,0.00176335,NaN,NaN
