time,Barometric Pressure,Wind Speed,Significant Wave Height
2018-01-17T13:00:00Z,1021.413,7.937,2.1
2018-01-17T14:00:00Z,1021.106,7.647,2.07
2018-01-17T15:00:00Z,1020.682,6.668,1.88
2018-01-17T16:00:00Z,1020.002,6.188,1.94
2018-01-17T17:00:00Z,1018.95,5.168,2.18
2018-01-17T18:00:00Z,1018.93,4.527,1.86
2018-01-17T19:00:00Z,1018.612,4.535,1.85
2018-01-17T20:00:00Z,1018.641,4.274,1.88
2018-01-17T21:00:00Z,1018.217,2.195,1.77
2018-01-17T22:00:00Z,1018.62,0.99,1.93
2018-01-17T23:00:00Z,1018.19,0.793,1.94
2018-01-18T00:00:00Z,1017.653,0.649,1.82
2018-01-18T01:00:00Z,1017.388,1.575,1.77
2018-01-18T02:00:00Z,1017.175,6.108,1.74
2018-01-18T03:00:00Z,1017.349,5.904,1.83
2018-01-18T04:00:00Z,1015.952,5.398,1.99
2018-01-18T05:00:00Z,1015.917,6.333,1.54
2018-01-18T06:00:00Z,1014.56,6.844,1.51
2018-01-18T07:00:00Z,1015.138,6.337,1.71
2018-01-18T08:00:00Z,1014.446,6.744,1.52
2018-01-18T09:00:00Z,1013.507,6.472,1.59
2018-01-18T10:00:00Z,1012.667,6.668,1.68
2018-01-18T11:00:00Z,1012.419,7.059,1.89
2018-01-18T12:00:00Z,1012.509,7.277,1.71
2018-01-18T13:00:00Z,1012.835,7.793,1.79
2018-01-18T14:00:00Z,1012.909,7.6,1.85
2018-01-18T15:00:00Z,1012.005,8.235,2.02
2018-01-18T16:00:00Z,1011.086,7.796,1.51
2018-01-18T17:00:00Z,1010.186,8.332,1.53
2018-01-18T18:00:00Z,1009.588,8.621,1.58
2018-01-18T19:00:00Z,1009.293,7.834,1.39
2018-01-18T20:00:00Z,1009.637,7.292,1.42
2018-01-18T21:00:00Z,1009.506,8.386,1.42
2018-01-18T22:00:00Z,1010.535,8.611,1.62
2018-01-18T23:00:00Z,1011.444,8.947,1.67
2018-01-19T00:00:00Z,1012.145,9.009,1.41
2018-01-19T01:00:00Z,1012.946,9.317,1.74
2018-01-19T02:00:00Z,1013.468,9.163,1.62
2018-01-19T03:00:00Z,1013.726,8.437,1.9
2018-01-19T04:00:00Z,1014.123,8.195,1.69
2018-01-19T05:00:00Z,1014.161,8.265,1.65
2018-01-19T06:00:00Z,1014.207,8.304,1.69
2018-01-19T07:00:00Z,1014.375,8.463,2.07
2018-01-19T08:00:00Z,1014.284,8.512,2.1
2018-01-19T09:00:00Z,1014.892,8.486,2.16
2018-01-19T10:00:00Z,1015.708,8.741,2.17
2018-01-19T11:00:00Z,1016.08,8.77,1.78
2018-01-19T12:00:00Z,1016.147,8.362,1.99
2018-01-19T13:00:00Z,1016.596,8.073,1.67
2018-01-19T14:00:00Z,1017.13,8.488,1.58
2018-01-19T15:00:00Z,1017.195,8.05,1.8
2018-01-19T16:00:00Z,1016.216,7.704,1.89
2018-01-19T17:00:00Z,1015.48,7.792,1.88
2018-01-19T18:00:00Z,1015.026,7.724,2.18
2018-01-19T19:00:00Z,1014.806,7.601,1.99
2018-01-19T20:00:00Z,1014.843,8.011,1.92
2018-01-19T21:00:00Z,1015.042,8.574,1.7
2018-01-19T22:00:00Z,1015.024,8.663,1.48
2018-01-19T23:00:00Z,1015.158,8.961,1.92
2018-01-20T00:00:00Z,1015.302,8.704,1.85
2018-01-20T01:00:00Z,1015.318,8.191,2.02
2018-01-20T02:00:00Z,1015.591,8.506,1.73
2018-01-20T03:00:00Z,1015.572,7.281,1.83
2018-01-20T04:00:00Z,1015.156,6.889,2
2018-01-20T05:00:00Z,1014.764,6.389,1.45
2018-01-20T06:00:00Z,1014.472,6.644,1.43
2018-01-20T07:00:00Z,1014.072,6.491,1.9
2018-01-20T08:00:00Z,1013.007,6.56,1.62
2018-01-20T09:00:00Z,1012.876,7.018,1.52
2018-01-20T10:00:00Z,1012.934,6.643,1.39
2018-01-20T11:00:00Z,1012.704,7.505,1.42
2018-01-20T12:00:00Z,1012.121,8.585,1.63
2018-01-20T13:00:00Z,1012.398,8.502,1.51
2018-01-20T14:00:00Z,1012.279,9.053,1.9
2018-01-20T15:00:00Z,1012.068,8.926,2.05
2018-01-20T16:00:00Z,1011.552,9.575,1.85
2018-01-20T17:00:00Z,1010.614,10.076,2.25
2018-01-20T18:00:00Z,1010.095,9.996,2.42
2018-01-20T19:00:00Z,1010.193,9.719,2.2
2018-01-20T20:00:00Z,1010.905,9.503,2.05
2018-01-20T21:00:00Z,1011.904,8.095,2.16
2018-01-20T22:00:00Z,1012.599,7.552,2.54
2018-01-20T23:00:00Z,1013.291,7.368,1.96
2018-01-21T00:00:00Z,1013.94,7.904,2.14
2018-01-21T01:00:00Z,1014.759,7.515,1.7
2018-01-21T02:00:00Z,1015.472,6.063,1.89
2018-01-21T03:00:00Z,1015.956,5.479,2.23
2018-01-21T04:00:00Z,1015.934,5.597,1.85
2018-01-21T05:00:00Z,1016.168,5.982,1.89
2018-01-21T06:00:00Z,1016.458,5.602,1.99
2018-01-21T07:00:00Z,1017.118,5.579,1.45
2018-01-21T08:00:00Z,1017.378,5.178,1.72
2018-01-21T09:00:00Z,1018.069,3.994,1.6
2018-01-21T10:00:00Z,1018.618,3.688,1.55
2018-01-21T11:00:00Z,1019.482,3.115,1.41
2018-01-21T12:00:00Z,1020.052,2.77,1.34
2018-01-21T13:00:00Z,1020.423,2.912,1.46
