time,Barometric Pressure,Wind Speed,Significant Wave Height
2018-03-25T07:00:00Z,1019.915,6.181,0.77
2018-03-25T08:00:00Z,1020.288,6.822,0.70500004
2018-03-25T09:00:00Z,1021.138,7.286,0.91499996
2018-03-25T10:00:00Z,1021.987,7.76,1.0799999
2018-03-25T11:00:00Z,1022.982,7.958,1.02
2018-03-25T12:00:00Z,1023.729,9.139,1.11
2018-03-25T13:00:00Z,1024.823,9.299,1.4200001
2018-03-25T14:00:00Z,1025.727,9.666,1.46
2018-03-25T15:00:00Z,1026.168,10.112,1.7249999
2018-03-25T16:00:00Z,1026.57,10.714,2.0349998
2018-03-25T17:00:00Z,1026.723,11.169,2.415
2018-03-25T18:00:00Z,1026.998,11.186,2.69
2018-03-25T19:00:00Z,1027.358,11.32,2.5549998
2018-03-25T20:00:00Z,1027.908,11.233,2.655
2018-03-25T21:00:00Z,1028.694,11.391,2.995
2018-03-25T22:00:00Z,1029.473,11.431,2.37
2018-03-25T23:00:00Z,1030.015,12.025,2.6799998
2018-03-26T00:00:00Z,1030.768,11.974,3.2150002
2018-03-26T01:00:00Z,1031.52,11.753,3.1599998
2018-03-26T02:00:00Z,1031.91,10.853,2.81
2018-03-26T03:00:00Z,1031.964,11.241,3.795
2018-03-26T04:00:00Z,1032.121,10.623,3.05
2018-03-26T05:00:00Z,1032.399,10.314,3.2150002
2018-03-26T06:00:00Z,1032.298,10.333,3.455
2018-03-26T07:00:00Z,1032.258,10.229,3.0549998
2018-03-26T08:00:00Z,1032.503,9.995,2.685
2018-03-26T09:00:00Z,1033.031,10.467,2.925
2018-03-26T10:00:00Z,1033.637,10.166,2.705
2018-03-26T11:00:00Z,1034.4,9.699,2.895
2018-03-26T12:00:00Z,1034.733,10.435,3.07
2018-03-26T13:00:00Z,1035.335,10.862,3.35
2018-03-26T14:00:00Z,1035.921,10.783,3.295
2018-03-26T15:00:00Z,1036.028,10.973,3.26
2018-03-26T16:00:00Z,1036.227,11.337,3.28
2018-03-26T17:00:00Z,1036.321,11.14,2.98
2018-03-26T18:00:00Z,1036.038,11.422,3.21
2018-03-26T19:00:00Z,1035.661,11.823,2.71
2018-03-26T20:00:00Z,1035.555,11.666,2.77
2018-03-26T21:00:00Z,1035.668,11.239,3.17
2018-03-26T22:00:00Z,1035.957,11.006,2.73
2018-03-26T23:00:00Z,1036.156,10.861,2.93
2018-03-27T00:00:00Z,1036.421,10.701,3.13
2018-03-27T01:00:00Z,1036.653,9.854,3.07
2018-03-27T02:00:00Z,1036.6,9.497,2.77
2018-03-27T03:00:00Z,1036.519,9.051,2.55
2018-03-27T04:00:00Z,1035.967,8.773,2.57
2018-03-27T05:00:00Z,1034.978,8.45,2.76
2018-03-27T06:00:00Z,1034.101,7.927,3.06
2018-03-27T07:00:00Z,1032.948,8.49,2.71
2018-03-27T08:00:00Z,1032.527,8.108,2.68
2018-03-27T09:00:00Z,1032.565,7.984,2.78
2018-03-27T10:00:00Z,1032.912,7.763,2.46
2018-03-27T11:00:00Z,1033.044,7.718,2.62
2018-03-27T12:00:00Z,1032.568,8.123,2.95
2018-03-27T13:00:00Z,1031.878,8.846,2.72
2018-03-27T14:00:00Z,1031.539,8.812,3.18
2018-03-27T15:00:00Z,1030.973,9.015,2.69
2018-03-27T16:00:00Z,1029.821,9.049,3.02
2018-03-27T17:00:00Z,1029.101,8.92,2.76
2018-03-27T18:00:00Z,1028.461,8.397,2.71
2018-03-27T19:00:00Z,1027.343,8.766,2.72
2018-03-27T20:00:00Z,1026.032,8.845,2.87
2018-03-27T21:00:00Z,1024.891,7.95,3.16
2018-03-27T22:00:00Z,1024.329,7.547,2.92
2018-03-27T23:00:00Z,1024.011,7.441,2.42
2018-03-28T00:00:00Z,1023.053,6.979,2.76
2018-03-28T01:00:00Z,1023.155,6.634,3.13
2018-03-28T02:00:00Z,1022.667,6.103,3.42
2018-03-28T03:00:00Z,1021.701,5.584,2.64
2018-03-28T04:00:00Z,1020.872,6.297,2.1
2018-03-28T05:00:00Z,1020.564,7.052,2.75
2018-03-28T06:00:00Z,1019.819,7.418,2.86
2018-03-28T07:00:00Z,1018.391,6.098,2.94
2018-03-28T08:00:00Z,1017.755,6.019,2.98
2018-03-28T09:00:00Z,1018.096,6.765,2.34
2018-03-28T10:00:00Z,1018.133,6.479,2.53
2018-03-28T11:00:00Z,1018.791,6.325,2.58
2018-03-28T12:00:00Z,1018.061,4.048,2.47
2018-03-28T13:00:00Z,1017.833,2.984,2.27
2018-03-28T14:00:00Z,1017.732,3.805,2.15
2018-03-28T15:00:00Z,1017.517,3.765,1.92
2018-03-28T16:00:00Z,1017.599,4.141,2.55
2018-03-28T17:00:00Z,1017.244,3.895,2.05
2018-03-28T18:00:00Z,1016.684,3.771,2.71
2018-03-28T19:00:00Z,1015.668,4.608,2.23
2018-03-28T20:00:00Z,1016.033,4.415,2.37
2018-03-28T21:00:00Z,1015.299,4.647,2.09
2018-03-28T22:00:00Z,1015.973,4.187,1.99
2018-03-28T23:00:00Z,1016.297,4.87,1.69
2018-03-29T00:00:00Z,1016.736,4.361,1.85
2018-03-29T01:00:00Z,1017.077,3.816,2.28
2018-03-29T02:00:00Z,1016.868,3.873,1.6
2018-03-29T03:00:00Z,1016.688,4.087,1.55
2018-03-29T04:00:00Z,1016.993,3.811,1.43
2018-03-29T05:00:00Z,1017.203,3.325,1.82
2018-03-29T06:00:00Z,1017.009,2.836,2.1
2018-03-29T07:00:00Z,1016.915,2.515,1.75
2018-03-29T08:00:00Z,1016.56,2.303,1.64
2018-03-29T09:00:00Z,1016.71,2.028,1.53
2018-03-29T10:00:00Z,1017.168,1.079,2.13
2018-03-29T11:00:00Z,1017.539,1.354,1.34
2018-03-29T12:00:00Z,1017.984,1.823,1.6
2018-03-29T13:00:00Z,1018.499,0.874,1.37
2018-03-29T14:00:00Z,1018.523,2.195,1.14
2018-03-29T15:00:00Z,1018.375,3.815,1.38
2018-03-29T16:00:00Z,1017.827,3.104,1.27
2018-03-29T17:00:00Z,1017.444,2.368,1.37
2018-03-29T18:00:00Z,1017.315,2.202,1.25
2018-03-29T19:00:00Z,1016.633,2.526,0.9
2018-03-29T20:00:00Z,1015.999,3.573,1.22
2018-03-29T21:00:00Z,1015.263,5.12,1.15
2018-03-29T22:00:00Z,1015.132,4.872,1.12
2018-03-29T23:00:00Z,1014.793,4.744,0.97
2018-03-30T00:00:00Z,1014.461,5.273,1.11
2018-03-30T01:00:00Z,1014.321,6.221,0.91
2018-03-30T02:00:00Z,1013.805,6.16,1.17
2018-03-30T03:00:00Z,1013.035,6.689,0.81
2018-03-30T04:00:00Z,1012.289,7.917,0.96
2018-03-30T05:00:00Z,1011.67,8.919,1.13
2018-03-30T06:00:00Z,1011.151,9.293,1.44
2018-03-30T07:00:00Z,1010.679,9.875,1.42
2018-03-30T08:00:00Z,1010.195,9.347,1.6
2018-03-30T09:00:00Z,1009.383,9.53,1.88
2018-03-30T10:00:00Z,1009.112,9.926,2.6
2018-03-30T11:00:00Z,1009.131,9.695,2.32
2018-03-30T12:00:00Z,1009.267,9.08,2.46
2018-03-30T13:00:00Z,1009.261,8.067,2.37
2018-03-30T14:00:00Z,1009.255,8.103,2.43
2018-03-30T15:00:00Z,1009.162,7.859,2.62
2018-03-30T16:00:00Z,1008.83,7.834,1.98
2018-03-30T17:00:00Z,1007.922,7.763,3.07
2018-03-30T18:00:00Z,1007.465,8.804,2.35
2018-03-30T19:00:00Z,1006.842,7.395,2.72
2018-03-30T20:00:00Z,1006.714,7.795,2.44
2018-03-30T21:00:00Z,1006.24,6.907,2.87
2018-03-30T22:00:00Z,1006.773,6.271,2.53
2018-03-30T23:00:00Z,1006.964,6.32,2.3
2018-03-31T00:00:00Z,1007.52,6.284,2.48
2018-03-31T01:00:00Z,1008.525,4.674,2.3
2018-03-31T02:00:00Z,1009.407,5.549,1.97
2018-03-31T03:00:00Z,1010.343,6.562,1.74
2018-03-31T04:00:00Z,1011.852,7.993,1.85
2018-03-31T05:00:00Z,1012.688,7.976,1.33
2018-03-31T06:00:00Z,1013.34,8.256,1.92
2018-03-31T07:00:00Z,1014.389,9.687,1.75
2018-03-31T08:00:00Z,1015.897,9.916,1.92
2018-03-31T09:00:00Z,1017.705,9.706,1.98
2018-03-31T10:00:00Z,1019.425,8.7,2.11
2018-03-31T11:00:00Z,1021.158,8.059,2.12
2018-03-31T12:00:00Z,1022.428,7.184,1.74
2018-03-31T13:00:00Z,1023.332,6,1.82
2018-03-31T14:00:00Z,1024.429,5.637,1.91
2018-03-31T15:00:00Z,1025.022,5.078,1.49
2018-03-31T16:00:00Z,1025.073,4.445,1.29
2018-03-31T17:00:00Z,1024.872,2.136,1.58
2018-03-31T18:00:00Z,1024.748,1.84,1.19
2018-03-31T19:00:00Z,1024.263,2.3,1.31
2018-03-31T20:00:00Z,1024.264,3.61,1.04
2018-03-31T21:00:00Z,1023.948,3.236,1.24
2018-03-31T22:00:00Z,1023.722,4.314,0.98
2018-03-31T23:00:00Z,1023.36,4.168,1.1
2018-04-01T00:00:00Z,1023.145,5.48,0.97
