time,Endurance Chlorophyll,Endurance DO,Endurance Water Temp,Endurance Salinity,Pioneer Chlorophyll,Pioneer DO,Pioneer Water Temp,Pioneer Salinity,Pioneer Water Temp2
2017-06-24,1.389,272.857,11.771,32.018,0.549,236.371,,33.001,17.102
2017-06-25,1.874,278.895,12.161,32.018,0.781,242.394,,32.927,16.632
2017-06-26,3.262,302.183,12.663,31.794,1.049,251.077,,32.617,16.038
2017-06-27,1.877,294.846,12.737,31.937,,,,,
2017-06-28,0.811,270.938,13.963,31.684,0.632,247.369,,32.607,17.179
2017-06-29,0.593,262.786,14.616,30.960,0.657,242.839,,32.869,17.798
2017-06-30,0.746,257.923,15.200,29.882,0.588,235.398,,32.780,18.572
2017-07-01,0.959,260.608,14.956,30.017,0.478,228.394,,32.625,19.113
2017-07-02,0.775,261.196,14.888,29.950,0.382,219.249,,33.100,20.179
2017-07-03,0.615,257.755,14.858,30.450,0.385,217.457,,33.333,20.581
2017-07-04,1.304,266.548,13.615,31.341,0.375,215.711,,33.547,20.975
2017-07-05,2.506,272.638,12.599,31.818,0.377,216.689,,33.489,21.118
2017-07-06,2.689,280.659,12.621,31.802,0.526,226.098,,33.199,20.469
2017-07-07,2.898,301.749,12.082,31.830,0.590,225.906,,33.120,20.494
2017-07-08,3.951,292.975,12.485,31.841,0.429,216.897,,33.297,21.328
2017-07-09,7.140,305.025,12.532,31.931,0.379,215.334,,33.314,21.613
2017-07-10,3.506,293.098,13.184,31.731,0.347,215.212,,33.262,21.844
2017-07-11,2.870,291.368,13.186,31.810,0.325,214.401,,33.372,22.068
2017-07-12,2.950,286.502,12.749,31.970,0.612,234.702,,32.202,19.885
2017-07-13,2.731,289.980,12.589,32.025,0.612,228.585,,32.387,20.684
2017-07-14,1.450,311.616,12.882,32.079,0.671,226.941,,32.556,21.032
2017-07-15,1.455,313.086,13.046,32.149,0.734,229.513,,32.735,20.934
2017-07-16,0.521,289.764,13.461,32.043,0.360,207.304,,33.047,23.422
2017-07-17,0.720,297.799,13.020,32.111,0.387,207.080,,33.209,23.943
2017-07-18,0.974,298.207,12.478,32.308,0.352,209.370,,33.125,24.032
2017-07-19,1.504,315.914,11.550,32.455,0.319,212.282,,33.108,23.889
2017-07-20,0.860,320.802,12.427,32.256,0.278,207.120,,33.302,24.462
2017-07-21,0.596,324.750,12.476,32.285,0.223,201.782,,33.388,25.051
2017-07-22,0.922,329.701,13.135,32.160,0.253,204.001,,33.237,25.000
2017-07-23,0.507,293.996,14.640,31.593,0.382,211.800,,32.943,24.263
2017-07-24,3.657,291.555,12.445,31.890,0.390,213.071,,32.899,23.892
2017-07-25,3.796,270.249,10.879,32.420,0.386,209.486,,32.854,23.637
2017-07-26,5.738,303.417,11.180,32.506,0.338,208.523,,33.057,23.280
2017-07-27,4.200,328.189,11.190,32.570,0.256,207.432,,33.592,23.401
2017-07-28,3.955,344.546,11.391,32.603,0.211,204.850,,34.058,23.681
2017-07-29,2.136,334.130,11.560,32.601,0.338,205.859,,33.721,23.400
2017-07-30,5.255,338.956,11.612,32.694,0.440,213.702,,33.717,22.010
2017-07-31,7.270,315.356,11.277,32.764,0.409,216.780,,33.475,21.484
2017-08-01,14.858,308.648,10.745,32.885,0.332,215.410,,33.508,21.709
2017-08-02,10.820,299.390,10.620,32.821,0.317,215.118,,33.583,21.472
2017-08-03,6.120,308.632,10.933,32.710,0.293,209.160,,33.759,22.337
2017-08-04,2.761,324.380,11.347,32.724,0.290,210.994,,33.700,22.459
2017-08-05,1.923,326.745,11.832,32.661,0.332,212.518,,33.535,22.574
2017-08-06,0.589,321.656,12.107,32.627,0.327,211.738,,33.651,22.372
2017-08-07,0.619,311.879,12.258,32.527,0.264,209.159,,33.960,22.410
2017-08-08,0.423,277.990,13.396,32.449,0.333,208.564,,33.969,22.313
2017-08-09,0.462,301.547,12.351,32.490,0.288,206.605,,34.199,22.547
2017-08-10,0.827,302.560,12.189,32.476,0.266,208.969,,34.054,22.595
2017-08-11,0.683,306.115,12.777,32.430,0.248,207.135,,34.155,22.961
2017-08-12,1.057,287.710,12.935,32.414,0.278,207.327,,33.952,22.868
2017-08-13,1.421,266.696,14.042,32.076,0.373,208.967,,33.600,22.513
2017-08-14,0.847,266.080,15.079,31.915,0.303,208.116,,33.589,22.761
2017-08-15,0.576,265.956,14.706,32.059,0.274,207.088,,33.562,22.875
2017-08-16,1.232,274.952,13.943,32.424,,,,,
2017-08-17,1.472,273.619,13.910,32.474,,,,,
2017-08-18,1.378,271.965,14.193,32.471,,,,,
2017-08-19,1.198,270.197,14.626,32.524,,,,,
2017-08-20,0.935,268.102,14.375,32.546,,,,,
2017-08-21,1.146,269.272,14.504,32.654,,,,,
2017-08-22,1.081,270.639,14.333,32.624,,,,,
2017-08-23,1.060,280.358,13.975,32.559,,,,,
2017-08-24,1.129,282.340,13.807,32.455,,,,,
2017-08-25,0.982,276.205,14.348,32.428,,,,,
2017-08-26,1.132,264.302,14.742,32.513,,,,,
2017-08-27,1.112,263.884,14.422,32.537,,,,,
2017-08-28,1.202,263.322,14.775,32.654,,,,,
2017-08-29,0.940,262.679,15.278,32.888,,,,,
2017-08-30,0.865,260.615,15.510,32.874,,,,,
2017-08-31,0.630,259.900,15.573,32.815,,,,,
