time,Pressure (psi),Depth (m),Temperature
2015-04-01 11:30,2252.7901,1509.8396,2.8990474
2015-04-01 11:45,2252.7122,1509.8402,2.8973258
2015-04-01 12:00,2252.6516,1509.8426,2.9139678
2015-04-01 12:15,2252.5971,1509.8383,2.9159098
2015-04-01 12:30,2252.5617,1509.8357,2.9158653
2015-04-01 12:45,2252.5445,1509.8336,2.9142538
2015-04-01 13:00,2252.5401,1509.8284,2.9041423
2015-04-01 13:15,2252.5642,1509.8304,2.895999
2015-04-01 13:30,2252.5982,1509.8276,2.9029393
2015-04-01 13:45,2252.6484,1509.8246,2.908364
2015-04-01 14:00,2252.7196,1509.8251,2.906569
2015-04-01 14:15,2252.8054,1509.8259,2.8987429
2015-04-01 14:30,2252.8982,1509.8227,2.8878756
2015-04-01 14:45,2253.0042,1509.8207,2.8781092
2015-04-01 15:00,2253.1222,1509.8206,2.8748672
2015-04-01 15:15,2253.2449,1509.8186,2.8745762
2015-04-01 15:30,2253.3839,1509.8239,2.8757741
2015-04-01 15:45,2253.5155,1509.8222,2.8774182
2015-04-01 16:00,2253.6452,1509.8186,2.8761927
2015-04-01 16:15,2253.781,1509.82,2.8724806
2015-04-01 16:30,2253.9188,1509.825,2.8715381
2015-04-01 16:45,2254.0441,1509.8255,2.8726143
2015-04-01 17:00,2254.1583,1509.8239,2.8721333
2015-04-01 17:15,2254.2641,1509.8233,2.8687585
2015-04-01 17:30,2254.3495,1509.817,2.8670532
2015-04-01 17:45,2254.4308,1509.817,2.8659035
2015-04-01 18:00,2254.4951,1509.8158,2.864599
2015-04-01 18:15,2254.5539,1509.822,2.8634668
2015-04-01 18:30,2254.5933,1509.8271,2.8643096
2015-04-01 18:45,2254.607,1509.8272,2.8668864
2015-04-01 19:00,2254.6001,1509.8263,2.8725582
2015-04-01 19:15,2254.5796,1509.8289,2.8853103
2015-04-01 19:30,2254.5349,1509.8279,2.888088
2015-04-01 19:45,2254.4832,1509.8344,2.8810295
2015-04-01 20:00,2254.3997,1509.8313,2.874477
2015-04-01 20:15,2254.3093,1509.8344,2.874073
2015-04-01 20:30,2254.1997,1509.8346,2.8779133
2015-04-01 20:45,2254.077,1509.8346,2.8828144
2015-04-01 21:00,2253.9507,1509.8397,2.882617
2015-04-01 21:15,2253.8063,1509.8386,2.877741
2015-04-01 21:30,2253.6552,1509.8376,2.8750834
2015-04-01 21:45,2253.4914,1509.8312,2.8742173
2015-04-01 22:00,2253.3395,1509.834,2.8785314
2015-04-01 22:15,2253.1829,1509.8334,2.8843057
2015-04-01 22:30,2253.03,1509.8336,2.883825
2015-04-01 22:45,2252.8796,1509.8321,2.8759185
2015-04-01 23:00,2252.7364,1509.8305,2.8706243
2015-04-01 23:15,2252.6082,1509.8325,2.8700258
2015-04-01 23:30,2252.4921,1509.8347,2.8731569
2015-04-01 23:45,2252.3775,1509.829,2.8723651
2015-04-02 00:00,2252.2935,1509.8332,2.872035
2015-04-02 00:15,2252.2216,1509.8344,2.875463
2015-04-02 00:30,2252.16,1509.83,2.8765981
2015-04-02 00:45,2252.1227,1509.8291,2.8742957
2015-04-02 01:00,2252.1091,1509.8306,2.8733699
2015-04-02 01:15,2252.1157,1509.832,2.8755593
2015-04-02 01:30,2252.1466,1509.836,2.8786313
2015-04-02 01:45,2252.1867,1509.8326,2.8799879
2015-04-02 02:00,2252.2515,1509.8327,2.880033
2015-04-02 02:15,2252.3318,1509.8309,2.8755026
2015-04-02 02:30,2252.4323,1509.8312,2.8741485
2015-04-02 02:45,2252.5472,1509.831,2.8765946
2015-04-02 03:00,2252.6811,1509.8341,2.8764051
2015-04-02 03:15,2252.8179,1509.8317,2.8747325
2015-04-02 03:30,2252.9625,1509.8283,2.874518
2015-04-02 03:45,2253.1229,1509.8309,2.8759244
2015-04-02 04:00,2253.2886,1509.8341,2.8777852
2015-04-02 04:15,2253.4489,1509.8323,2.8812326
2015-04-02 04:30,2253.6115,1509.8324,2.8816326
2015-04-02 04:45,2253.7676,1509.8303,2.8850018
2015-04-02 05:00,2253.921,1509.83,2.8955985
2015-04-02 05:15,2254.0692,1509.8314,2.8876666
2015-04-02 05:30,2254.2023,1509.8292,2.8805123
2015-04-02 05:45,2254.3275,1509.8301,2.8788952
2015-04-02 06:00,2254.4411,1509.8326,2.8853307
2015-04-02 06:15,2254.5358,1509.8329,2.8859526
2015-04-02 06:30,2254.6173,1509.836,2.8844874
2015-04-02 06:45,2254.6723,1509.8338,2.8825699
2015-04-02 07:00,2254.7094,1509.8326,2.8813109
2015-04-02 07:15,2254.7312,1509.8346,2.8772293
2015-04-02 07:30,2254.732,1509.8364,2.8773161
2015-04-02 07:45,2254.7081,1509.8352,2.8854344
2015-04-02 08:00,2254.6685,1509.8367,2.8886476
2015-04-02 08:15,2254.6009,1509.8324,2.8859917
2015-04-02 08:30,2254.5191,1509.8308,2.8859216
2015-04-02 08:45,2254.4223,1509.8303,2.883922
2015-04-02 09:00,2254.3105,1509.8296,2.881338
2015-04-02 09:15,2254.1895,1509.8316,2.881318
2015-04-02 09:30,2254.0604,1509.8354,2.8796713
2015-04-02 09:45,2253.914,1509.8334,2.8783554
2015-04-02 10:00,2253.7648,1509.8336,2.8811456
2015-04-02 10:15,2253.6119,1509.8339,2.8838628
2015-04-02 10:30,2253.4536,1509.8313,2.8819694
2015-04-02 10:45,2253.3008,1509.8316,2.8857445
2015-04-02 11:00,2253.1524,1509.8321,2.8839598
2015-04-02 11:15,2253.0123,1509.8341,2.8817793
2015-04-02 11:30,2252.8713,1509.8299,2.8792671
2015-04-02 11:45,2252.7471,1509.8298,2.881995
2015-04-02 12:00,2252.6355,1509.8295,2.8912193
2015-04-02 12:15,2252.5375,1509.8287,2.8965059
2015-04-02 12:30,2252.4575,1509.8291,2.904675
2015-04-02 12:45,2252.3889,1509.8256,2.8998557
2015-04-02 13:00,2252.3405,1509.823,2.8878053
2015-04-02 13:15,2252.3188,1509.8255,2.8793531
2015-04-02 13:30,2252.3069,1509.8213,2.8767637
2015-04-02 13:45,2252.3202,1509.8207,2.8852427
2015-04-02 14:00,2252.3492,1509.8175,2.8925702
2015-04-02 14:15,2252.4007,1509.8166,2.8862605
2015-04-02 14:30,2252.4592,1509.8081,2.8803912
2015-04-02 14:45,2252.5513,1509.811,2.8822886
2015-04-02 15:00,2252.6553,1509.8115,2.8846691
2015-04-02 15:15,2252.7698,1509.8099,2.8839897
2015-04-02 15:30,2252.8962,1509.8084,2.8791407
2015-04-02 15:45,2253.043,1509.8143,2.8778566
2015-04-02 16:00,2253.183,1509.8109,2.8779276
2015-04-02 16:15,2253.3334,1509.8112,2.874778
2015-04-02 16:30,2253.4807,1509.808,2.8717084
2015-04-02 16:45,2253.6358,1509.81,2.8704522
2015-04-02 17:00,2253.7892,1509.8128,2.8737364
2015-04-02 17:15,2253.9348,1509.8137,2.8773733
2015-04-02 17:30,2254.0709,1509.8134,2.876729
2015-04-02 17:45,2254.1959,1509.8123,2.8757441
2015-04-02 18:00,2254.3164,1509.816,2.8766542
2015-04-02 18:15,2254.4196,1509.8176,2.8785248
2015-04-02 18:30,2254.4972,1509.8125,2.8818039
2015-04-02 18:45,2254.5642,1509.8119,2.8802157
2015-04-02 19:00,2254.6161,1509.8137,2.8780538
2015-04-02 19:15,2254.6529,1509.8183,2.8778305
2015-04-02 19:30,2254.6667,1509.8211,2.879006
2015-04-02 19:45,2254.6615,1509.8248,2.8790858
2015-04-02 20:00,2254.6328,1509.8264,2.8776973
2015-04-02 20:15,2254.587,1509.8301,2.8780065
2015-04-02 20:30,2254.5144,1509.8285,2.87927
2015-04-02 20:45,2254.424,1509.8272,2.8791907
2015-04-02 21:00,2254.3204,1509.8281,2.878411
2015-04-02 21:15,2254.2062,1509.832,2.8797309
2015-04-02 21:30,2254.0759,1509.8337,2.8842167
2015-04-02 21:45,2253.9365,1509.8364,2.8853693
2015-04-02 22:00,2253.7773,1509.8317,2.8818347
2015-04-02 22:15,2253.6204,1509.8324,2.8806068
2015-04-02 22:30,2253.461,1509.8338,2.8853912
2015-04-02 22:45,2253.3006,1509.835,2.8948986
2015-04-02 23:00,2253.1441,1509.8376,2.9063711
2015-04-02 23:15,2252.9882,1509.8378,2.9105609
2015-04-02 23:30,2252.8395,1509.8381,2.9076364
2015-04-02 23:45,2252.6951,1509.8352,2.9046041
2015-04-03 00:00,2252.5692,1509.8369,2.8966442
2015-04-03 00:15,2252.4564,1509.8381,2.889871
2015-04-03 00:30,2252.3614,1509.8407,2.8872078
2015-04-03 00:45,2252.2826,1509.8423,2.8846926
2015-04-03 01:00,2252.2209,1509.8429,2.883991
2015-04-03 01:15,2252.1801,1509.8439,2.8882699
2015-04-03 01:30,2252.1668,1509.8493,2.8895071
2015-04-03 01:45,2252.1633,1509.8467,2.8891801
2015-04-03 02:00,2252.1838,1509.8458,2.8872187
2015-04-03 02:15,2252.2197,1509.8409,2.8838037
2015-04-03 02:30,2252.2788,1509.8377,2.879221
2015-04-03 02:45,2252.364,1509.8387,2.8776994
2015-04-03 03:00,2252.4614,1509.8356,2.880353
2015-04-03 03:15,2252.576,1509.8327,2.8850743
2015-04-03 03:30,2252.7102,1509.8332,2.8851913
2015-04-03 03:45,2252.853,1509.8311,2.8830833
2015-04-03 04:00,2253.0104,1509.832,2.880676
2015-04-03 04:15,2253.1745,1509.8323,2.8837373
2015-04-03 04:30,2253.3454,1509.8339,2.8883759
2015-04-03 04:45,2253.5188,1509.8357,2.8890305
2015-04-03 05:00,2253.6925,1509.838,2.8935441
2015-04-03 05:15,2253.8543,1509.8345,2.8917454
2015-04-03 05:30,2254.0115,1509.8317,2.8865535
2015-04-03 05:45,2254.1754,1509.839,2.8854334
2015-04-03 06:00,2254.3163,1509.8381,2.8840581
2015-04-03 06:15,2254.4384,1509.8332,2.8822989
2015-04-03 06:30,2254.5615,1509.8391,2.8815506
2015-04-03 06:45,2254.6615,1509.8408,2.8808983
2015-04-03 07:00,2254.7479,1509.8457,2.8836484
2015-04-03 07:15,2254.811,1509.8483,2.8830915
2015-04-03 07:30,2254.8423,1509.8434,2.8817337
2015-04-03 07:45,2254.8622,1509.8453,2.8827517
2015-04-03 08:00,2254.8666,1509.8514,2.8841865
2015-04-03 08:15,2254.8344,1509.8478,2.8842833
2015-04-03 08:30,2254.7956,1509.854,2.8842324
2015-04-03 08:45,2254.7219,1509.8505,2.8849441
2015-04-03 09:00,2254.6376,1509.8533,2.8853248
2015-04-03 09:15,2254.5266,1509.8502,2.8829798
2015-04-03 09:30,2254.401,1509.8484,2.880773
2015-04-03 09:45,2254.2644,1509.8488,2.8803223
2015-04-03 10:00,2254.1174,1509.8503,2.8838306
2015-04-03 10:15,2253.9566,1509.8491,2.8834496
2015-04-03 10:30,2253.789,1509.848,2.8863458
2015-04-03 10:45,2253.6173,1509.8472,2.8868472
2015-04-03 11:00,2253.4364,1509.8413,2.8912882
2015-04-03 11:15,2253.2727,1509.8462,2.8970899
2015-04-03 11:30,2253.1031,1509.8446,2.8966323
2015-04-03 11:45,2252.9384,1509.8419,2.8926445
2015-04-03 12:00,2252.7869,1509.8421,2.8881665
2015-04-03 12:15,2252.6525,1509.8462,2.8849109
2015-04-03 12:30,2252.5247,1509.8456,2.8836444
2015-04-03 12:45,2252.4066,1509.8409,2.8810795
2015-04-03 13:00,2252.3045,1509.8354,2.879512
2015-04-03 13:15,2252.2351,1509.8392,2.8813481
2015-04-03 13:30,2252.1792,1509.8385,2.8892457
2015-04-03 13:45,2252.1424,1509.8365,2.8961227
2015-04-03 14:00,2252.1353,1509.8401,2.89768
2015-04-03 14:15,2252.1417,1509.838,2.8984145
2015-04-03 14:30,2252.1671,1509.8343,2.9086635
2015-04-03 14:45,2252.2213,1509.8358,2.9218102
2015-04-03 15:00,2252.2934,1509.8358,2.921638
2015-04-03 15:15,2252.3777,1509.8313,2.9060055
2015-04-03 15:30,2252.4878,1509.8327,2.8936683
2015-04-03 15:45,2252.6135,1509.8341,2.8921995
2015-04-03 16:00,2252.7527,1509.8356,2.9024955
2015-04-03 16:15,2252.8924,1509.83,2.8939029
2015-04-03 16:30,2253.0559,1509.8346,2.8894057
2015-04-03 16:45,2253.224,1509.8384,2.8989376
2015-04-03 17:00,2253.3814,1509.8327,2.8987102
2015-04-03 17:15,2253.5418,1509.8287,2.8924828
2015-04-03 17:30,2253.7132,1509.8334,2.8926554
2015-04-03 17:45,2253.8736,1509.8339,2.8975619
2015-04-03 18:00,2254.0263,1509.8342,2.9037069
2015-04-03 18:15,2254.1609,1509.8289,2.9013044
2015-04-03 18:30,2254.292,1509.8293,2.8976365
2015-04-03 18:45,2254.4137,1509.8329,2.9003277
2015-04-03 19:00,2254.5215,1509.838,2.9213837
2015-04-03 19:15,2254.601,1509.8361,2.9259203
2015-04-03 19:30,2254.663,1509.8352,2.9120155
2015-04-03 19:45,2254.71,1509.8379,2.9015222
2015-04-03 20:00,2254.739,1509.8426,2.897814
2015-04-03 20:15,2254.7459,1509.8468,2.8950783
2015-04-03 20:30,2254.725,1509.8468,2.8927396
2015-04-03 20:45,2254.6892,1509.851,2.8921033
2015-04-03 21:00,2254.6297,1509.8529,2.8893694
2015-04-03 21:15,2254.548,1509.8528,2.8856336
2015-04-03 21:30,2254.446,1509.8513,2.8838391
2015-04-03 21:45,2254.3338,1509.8537,2.8830958
2015-04-03 22:00,2254.1943,1509.8474,2.8828432
2015-04-03 22:15,2254.0438,1509.8417,2.8834679
2015-04-03 22:30,2253.9011,1509.8476,2.8869884
2015-04-03 22:45,2253.7396,1509.8456,2.890771
2015-04-03 23:00,2253.5769,1509.8458,2.890466
2015-04-03 23:15,2253.4102,1509.8444,2.8876123
2015-04-03 23:30,2253.2513,1509.8473,2.8869455
2015-04-03 23:45,2253.0891,1509.8456,2.8893446
2015-04-04 00:00,2252.941,1509.8487,2.8909
2015-04-04 00:15,2252.7962,1509.8481,2.8885823
2015-04-04 00:30,2252.6582,1509.8443,2.887734
2015-04-04 00:45,2252.5464,1509.8487,2.888734
2015-04-04 01:00,2252.4439,1509.8486,2.8892762
2015-04-04 01:15,2252.3548,1509.8456,2.8862834
2015-04-04 01:30,2252.2885,1509.8448,2.8836324
2015-04-04 01:45,2252.2469,1509.8468,2.8825735
2015-04-04 02:00,2252.2127,1509.8393,2.8837686
2015-04-04 02:15,2252.2195,1509.8444,2.8909902
2015-04-04 02:30,2252.2476,1509.8489,2.9012845
2015-04-04 02:45,2252.2827,1509.8433,2.9013585
2015-04-04 03:00,2252.3431,1509.8403,2.8989257
2015-04-04 03:15,2252.4328,1509.8432,2.8956458
2015-04-04 03:30,2252.5338,1509.841,2.8884323
2015-04-04 03:45,2252.6557,1509.8411,2.8842158
2015-04-04 04:00,2252.7939,1509.842,2.8833325
2015-04-04 04:15,2252.9418,1509.8407,2.8837993
2015-04-04 04:30,2253.1085,1509.845,2.8858062
2015-04-04 04:45,2253.2697,1509.8404,2.893859
2015-04-04 05:00,2253.4357,1509.8357,2.89612
2015-04-04 05:15,2253.617,1509.8398,2.8940922
2015-04-04 05:30,2253.7874,1509.837,2.8919064
2015-04-04 05:45,2253.9628,1509.84,2.8949969
2015-04-04 06:00,2254.1236,1509.8373,2.8919124
2015-04-04 06:15,2254.2736,1509.8334,2.8842707
2015-04-04 06:30,2254.4301,1509.8415,2.8787214
2015-04-04 06:45,2254.5528,1509.8361,2.8763186
2015-04-04 07:00,2254.6708,1509.8381,2.8773118
2015-04-04 07:15,2254.7753,1509.843,2.8777144
2015-04-04 07:30,2254.8382,1509.833,2.8774265
2015-04-04 07:45,2254.8983,1509.835,2.8765799
2015-04-04 08:00,2254.9375,1509.8374,2.876026
2015-04-04 08:15,2254.9431,1509.8325,2.8762025
2015-04-04 08:30,2254.9263,1509.8278,2.8781478
2015-04-04 08:45,2254.8959,1509.8294,2.8804066
2015-04-04 09:00,2254.8409,1509.8293,2.8838338
2015-04-04 09:15,2254.7718,1509.8344,2.8803359
2015-04-04 09:30,2254.6781,1509.8369,2.877671
2015-04-04 09:45,2254.552,1509.8304,2.8768606
2015-04-04 10:00,2254.4202,1509.8315,2.877287
2015-04-04 10:15,2254.262,1509.8254,2.8788142
2015-04-04 10:30,2254.1181,1509.8373,2.8823225
2015-04-04 10:45,2253.9491,1509.8394,2.8852912
2015-04-04 11:00,2253.7617,1509.8343,2.8844406
2015-04-04 11:15,2253.5744,1509.8325,2.8831957
2015-04-04 11:30,2253.3803,1509.8274,2.885375
2015-04-04 11:45,2253.1992,1509.8304,2.8887242
2015-04-04 12:00,2253.0189,1509.8313,2.888158
2015-04-04 12:15,2252.8455,1509.8322,2.8872183
2015-04-04 12:30,2252.6795,1509.8319,2.8888374
2015-04-04 12:45,2252.5297,1509.8344,2.8868589
2015-04-04 13:00,2252.389,1509.8333,2.8876265
2015-04-04 13:15,2252.2599,1509.829,2.8902733
2015-04-04 13:30,2252.157,1509.8299,2.8867923
2015-04-04 13:45,2252.0723,1509.8295,2.8826162
2015-04-04 14:00,2252.0082,1509.8287,2.8786102
2015-04-04 14:15,2251.9757,1509.8341,2.8754172
2015-04-04 14:30,2251.9452,1509.8255,2.8763502
2015-04-04 14:45,2251.9472,1509.8232,2.881658
2015-04-04 15:00,2251.9823,1509.8277,2.8911959
2015-04-04 15:15,2252.0362,1509.8297,2.8981937
2015-04-04 15:30,2252.1046,1509.8271,2.8980696
2015-04-04 15:45,2252.199,1509.8282,2.8896142
2015-04-04 16:00,2252.3125,1509.8298,2.8838518
2015-04-04 16:15,2252.4425,1509.8311,2.8795314
2015-04-04 16:30,2252.5835,1509.83,2.8763167
2015-04-04 16:45,2252.7339,1509.8272,2.8744481
2015-04-04 17:00,2252.8938,1509.8242,2.8736645
2015-04-04 17:15,2253.0701,1509.8277,2.8760029
2015-04-04 17:30,2253.2553,1509.8344,2.8798131
2015-04-04 17:45,2253.4367,1509.8376,2.8815038
2015-04-04 18:00,2253.6053,1509.8333,2.8808882
2015-04-04 18:15,2253.7728,1509.8311,2.8795377
2015-04-04 18:30,2253.9297,1509.8265,2.8764997
2015-04-04 18:45,2254.0873,1509.8288,2.8754879
2015-04-04 19:00,2254.239,1509.8351,2.8742324
2015-04-04 19:15,2254.3577,1509.8289,2.8759855
2015-04-04 19:30,2254.4717,1509.8304,2.8797692
2015-04-04 19:45,2254.5862,1509.8442,2.8796129
2015-04-04 20:00,2254.6465,1509.8348,2.879074
2015-04-04 20:15,2254.7102,1509.8415,2.8820606
2015-04-04 20:30,2254.7351,1509.8365,2.8822939
2015-04-04 20:45,2254.7412,1509.8336,2.8786403
2015-04-04 21:00,2254.742,1509.8418,2.875031
2015-04-04 21:15,2254.688,1509.8279,2.8726545
2015-04-04 21:30,2254.6446,1509.8351,2.8716766
2015-04-04 21:45,2254.5582,1509.827,2.8737398
2015-04-04 22:00,2254.4639,1509.826,2.8761292
2015-04-04 22:15,2254.3571,1509.828,2.8776272
2015-04-04 22:30,2254.2309,1509.8271,2.8805347
2015-04-04 22:45,2254.0898,1509.8246,2.8847492
2015-04-04 23:00,2253.9339,1509.8192,2.8876616
2015-04-04 23:15,2253.7804,1509.8206,2.8849541
2015-04-04 23:30,2253.6221,1509.8221,2.887073
2015-04-04 23:45,2253.4639,1509.825,2.8868046
2015-04-05 00:00,2253.3025,1509.8255,2.8879287
2015-04-05 00:15,2253.1444,1509.8258,2.8903478
2015-04-05 00:30,2252.9782,1509.8164,2.8917677
2015-04-05 00:45,2252.8395,1509.8194,2.8928903
2015-04-05 01:00,2252.7031,1509.8165,2.8946952
2015-04-05 01:15,2252.5873,1509.818,2.8960124
2015-04-05 01:30,2252.4867,1509.819,2.8915485
2015-04-05 01:45,2252.4062,1509.8215,2.8898768
2015-04-05 02:00,2252.3285,1509.813,2.8913689
2015-04-05 02:15,2252.2834,1509.8123,2.8983132
2015-04-05 02:30,2252.2589,1509.8109,2.8987021
2015-04-05 02:45,2252.2699,1509.8184,2.8967157
2015-04-05 03:00,2252.287,1509.8151,2.8964947
2015-04-05 03:15,2252.3292,1509.8137,2.8978494
2015-04-05 03:30,2252.3896,1509.81,2.8917808
2015-04-05 03:45,2252.475,1509.8094,2.8864163
2015-04-05 04:00,2252.5855,1509.8127,2.8846799
2015-04-05 04:15,2252.7026,1509.8088,2.8895902
2015-04-05 04:30,2252.8431,1509.8105,2.8915982
2015-04-05 04:45,2252.9999,1509.8143,2.8919906
2015-04-05 05:00,2253.1519,1509.8081,2.8977773
2015-04-05 05:15,2253.3158,1509.8046,2.8922632
2015-04-05 05:30,2253.4871,1509.8028,2.8851843
2015-04-05 05:45,2253.6663,1509.8051,2.8819362
2015-04-05 06:00,2253.8313,1509.7986,2.881293
2015-04-05 06:15,2253.9974,1509.7951,2.8810106
2015-04-05 06:30,2254.1714,1509.8016,2.8776843
2015-04-05 06:45,2254.3287,1509.8031,2.8753605
2015-04-05 07:00,2254.4665,1509.7994,2.874227
2015-04-05 07:15,2254.6081,1509.8077,2.8731528
2015-04-05 07:30,2254.7162,1509.8047,2.8729675
2015-04-05 07:45,2254.8166,1509.8085,2.8750121
2015-04-05 08:00,2254.8874,1509.8059,2.8767035
2015-04-05 08:15,2254.9395,1509.805,2.8779213
2015-04-05 08:30,2254.9736,1509.8068,2.8789981
2015-04-05 08:45,2254.9863,1509.8098,2.8781739
2015-04-05 09:00,2254.9604,1509.8025,2.8783862
2015-04-05 09:15,2254.9231,1509.8032,2.8828021
2015-04-05 09:30,2254.8648,1509.8051,2.8844038
2015-04-05 09:45,2254.7768,1509.802,2.8867154
2015-04-05 10:00,2254.6772,1509.8052,2.8966785
2015-04-05 10:15,2254.5508,1509.8036,2.9026585
2015-04-05 10:30,2254.4043,1509.8006,2.8942477
2015-04-05 10:45,2254.2551,1509.8061,2.8885418
2015-04-05 11:00,2254.09,1509.81,2.8871729
2015-04-05 11:15,2253.8982,1509.8032,2.8911104
2015-04-05 11:30,2253.7167,1509.8086,2.896464
2015-04-05 11:45,2253.5126,1509.8023,2.8950388
2015-04-05 12:00,2253.3197,1509.8049,2.8903285
2015-04-05 12:15,2253.122,1509.8036,2.8847643
2015-04-05 12:30,2252.9271,1509.8017,2.8830366
2015-04-05 12:45,2252.7415,1509.8014,2.8836603
2015-04-05 13:00,2252.5592,1509.7969,2.8820065
2015-04-05 13:15,2252.3928,1509.7947,2.8796139
2015-04-05 13:30,2252.2312,1509.7858,2.8780157
2015-04-05 13:45,2252.096,1509.7832,2.8777743
2015-04-05 14:00,2251.9774,1509.779,2.8788297
2015-04-05 14:15,2251.8911,1509.7827,2.8791216
2015-04-05 14:30,2251.8168,1509.7794,2.8795409
2015-04-05 14:45,2251.769,1509.7785,2.8787586
2015-04-05 15:00,2251.742,1509.7756,2.8778992
2015-04-05 15:15,2251.7474,1509.7784,2.8809312
2015-04-05 15:30,2251.7696,1509.7766,2.8827774
2015-04-05 15:45,2251.8205,1509.7782,2.8837608
2015-04-05 16:00,2251.8918,1509.7787,2.8817764
2015-04-05 16:15,2251.9816,1509.7774,2.8833968
2015-04-05 16:30,2252.1059,1509.7862,2.885872
2015-04-05 16:45,2252.2383,1509.7886,2.8882909
2015-04-05 17:00,2252.3821,1509.7883,2.8886054
2015-04-05 17:15,2252.5407,1509.7892,2.889141
2015-04-05 17:30,2252.7104,1509.7907,2.8883487
2015-04-05 17:45,2252.8891,1509.7932,2.8846841
2015-04-05 18:00,2253.0767,1509.7984,2.8827175
2015-04-05 18:15,2253.2593,1509.7989,2.8846249
2015-04-05 18:30,2253.4464,1509.8031,2.8915621
2015-04-05 18:45,2253.6293,1509.8069,2.8999657
2015-04-05 19:00,2253.7995,1509.8066,2.9124129
2015-04-05 19:15,2253.9651,1509.8092,2.9246188
2015-04-05 19:30,2254.1067,1509.8036,2.915433
2015-04-05 19:45,2254.2553,1509.8118,2.9107537
2015-04-05 20:00,2254.3684,1509.8069,2.9091323
2015-04-05 20:15,2254.47,1509.8063,2.90525
2015-04-05 20:30,2254.5537,1509.8065,2.8984275
2015-04-05 20:45,2254.6198,1509.8085,2.8961885
2015-04-05 21:00,2254.6619,1509.8087,2.8978319
2015-04-05 21:15,2254.6885,1509.8132,2.8942925
2015-04-05 21:30,2254.68,1509.8088,2.8888125
2015-04-05 21:45,2254.6628,1509.8133,2.8839715
2015-04-05 22:00,2254.6134,1509.8103,2.8829763
2015-04-05 22:15,2254.5456,1509.8085,2.8861067
2015-04-05 22:30,2254.4646,1509.8105,2.8927732
2015-04-05 22:45,2254.3583,1509.8071,2.8968904
2015-04-05 23:00,2254.2388,1509.8051,2.8942096
2015-04-05 23:15,2254.1145,1509.8087,2.8923697
2015-04-05 23:30,2253.968,1509.8046,2.8925263
2015-04-05 23:45,2253.8147,1509.8014,2.8911066
2015-04-06 00:00,2253.6632,1509.8031,2.8940808
2015-04-06 00:15,2253.5077,1509.8039,2.8962423
2015-04-06 00:30,2253.3536,1509.8054,2.8902873
2015-04-06 00:45,2253.2012,1509.806,2.8897082
2015-04-06 01:00,2253.0546,1509.8067,2.8909907
2015-04-06 01:15,2252.9177,1509.808,2.8933097
2015-04-06 01:30,2252.7876,1509.8067,2.9050004
2015-04-06 01:45,2252.6635,1509.8004,2.9040033
2015-04-06 02:00,2252.5669,1509.8021,2.8958838
2015-04-06 02:15,2252.486,1509.8027,2.8971616
2015-04-06 02:30,2252.4225,1509.8023,2.9069396
2015-04-06 02:45,2252.3739,1509.7981,2.9042863
2015-04-06 03:00,2252.3503,1509.7966,2.9014254
2015-04-06 03:15,2252.3524,1509.7976,2.8963598
2015-04-06 03:30,2252.3714,1509.7952,2.8926732
2015-04-06 03:45,2252.4182,1509.797,2.8909629
2015-04-06 04:00,2252.485,1509.7981,2.8881594
2015-04-06 04:15,2252.5645,1509.7941,2.8868869
2015-04-06 04:30,2252.6671,1509.7932,2.8922436
2015-04-06 04:45,2252.7909,1509.795,2.8945757
2015-04-06 05:00,2252.9162,1509.7879,2.8927013
2015-04-06 05:15,2253.0731,1509.7936,2.8903904
2015-04-06 05:30,2253.2337,1509.7949,2.8916025
2015-04-06 05:45,2253.3995,1509.7948,2.8974688
2015-04-06 06:00,2253.5713,1509.7955,2.9026872
2015-04-06 06:15,2253.7395,1509.7927,2.9022312
2015-04-06 06:30,2253.9111,1509.7928,2.8995957
2015-04-06 06:45,2254.0842,1509.7967,2.8960476
2015-04-06 07:00,2254.2477,1509.7986,2.8907328
2015-04-06 07:15,2254.3993,1509.7988,2.8886006
2015-04-06 07:30,2254.5397,1509.7995,2.8868873
2015-04-06 07:45,2254.6656,1509.8,2.8866019
2015-04-06 08:00,2254.7776,1509.802,2.8836643
2015-04-06 08:15,2254.877,1509.8078,2.8822367
2015-04-06 08:30,2254.943,1509.8044,2.8823094
2015-04-06 08:45,2255.0016,1509.8104,2.8882061
2015-04-06 09:00,2255.0287,1509.81,2.8930492
2015-04-06 09:15,2255.0295,1509.8073,2.8928914
2015-04-06 09:30,2255.0043,1509.8029,2.8905334
2015-04-06 09:45,2254.9703,1509.8082,2.8868285
2015-04-06 10:00,2254.906,1509.8084,2.8853406
2015-04-06 10:15,2254.8138,1509.8049,2.8867223
2015-04-06 10:30,2254.7089,1509.807,2.8885975
2015-04-06 10:45,2254.5774,1509.8047,2.8866941
2015-04-06 11:00,2254.4274,1509.8018,2.8849182
2015-04-06 11:15,2254.2672,1509.8028,2.885194
2015-04-06 11:30,2254.0875,1509.7997,2.888749
2015-04-06 11:45,2253.9035,1509.8012,2.894101
2015-04-06 12:00,2253.7083,1509.8006,2.896686
2015-04-06 12:15,2253.5088,1509.8009,2.9017272
2015-04-06 12:30,2253.3064,1509.8007,2.9044433
2015-04-06 12:45,2253.1004,1509.7977,2.9058484
2015-04-06 13:00,2252.9016,1509.7971,2.9034873
2015-04-06 13:15,2252.7119,1509.7981,2.9051379
