time,CE01 Salinity,CE01 Temperature,CE01 Pressure,CE01 Density,GI Salinity,GI Temperature,GI Pressure,GI Density,GP Salinity,GP Temperature,GP Pressure,GP Density,CP04 Salinity,CP04 Temperature,CP04 Pressure,CP04 Density,CE01 DenCS,CE01 DenCT,GI DenCS,GI DenCT,GP DenCS,GP DenCT,CP04 DenCS,CP04 DenCT,CE01 MeanS,CE01 MeanT,GI MeanS,GI MeanT,GP MeanS,GP MeanT,CP04 MeanS,CP04 MeanT
2018-07-01 00:00:00,33.789,8.892,7.483,1026.223,34.834,5.705,40.347,1027.647,32.412,8.233,40.053,1025.395,34.565,20.385,7.278,1024.365,1025.525,1025.918,1027.642,1027.612,1025.298,1024.966,1023.888,1025.022,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 01:00:00,33.794,8.709,7.466,1026.257,34.829,5.828,38.043,1027.617,32.418,7.985,39.901,1025.435,34.601,20.630,7.257,1024.327,1025.553,1025.922,1027.615,1027.597,1025.334,1024.971,1023.823,1025.050,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 02:00:00,33.766,9.006,7.552,1026.188,34.827,6.247,36.209,1027.553,32.408,8.840,39.733,1025.298,34.678,20.705,7.268,1024.365,1025.507,1025.900,1027.553,1027.587,1025.205,1024.962,1023.803,1025.108,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 03:00:00,33.729,9.383,7.488,1026.099,34.847,5.987,35.408,1027.598,32.438,7.677,39.376,1025.493,34.695,20.482,7.246,1024.438,1025.447,1025.871,1027.583,1027.599,1025.375,1024.984,1023.862,1025.121,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 04:00:00,33.742,9.252,7.433,1026.130,34.857,5.886,35.226,1027.618,32.423,8.074,39.092,1025.422,34.769,20.644,7.264,1024.450,1025.468,1025.881,1027.595,1027.606,1025.317,1024.971,1023.819,1025.178,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 05:00:00,33.771,8.886,7.535,1026.212,34.854,5.314,35.659,1027.689,32.425,8.705,38.971,1025.328,34.809,20.714,7.270,1024.462,1025.526,1025.904,1027.668,1027.606,1025.222,1024.972,1023.801,1025.209,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 06:00:00,33.789,8.717,7.392,1026.251,34.859,5.608,36.855,1027.662,32.421,8.909,39.432,1025.297,34.872,20.887,7.283,1024.464,1025.551,1025.917,1027.638,1027.615,1025.193,1024.971,1023.754,1025.258,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 07:00:00,33.758,9.103,7.501,1026.166,34.873,5.494,38.494,1027.695,32.417,8.218,39.645,1025.399,34.887,20.908,7.274,1024.469,1025.492,1025.894,1027.659,1027.634,1025.299,1024.969,1023.749,1025.269,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 08:00:00,33.791,8.671,7.558,1026.261,34.872,5.001,40.667,1027.764,32.408,9.426,39.910,1025.208,34.846,20.782,7.261,1024.472,1025.559,1025.920,1027.728,1027.644,1025.114,1024.963,1023.782,1025.237,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 09:00:00,33.794,8.646,7.568,1026.267,34.887,5.029,42.472,1027.781,32.418,9.212,40.154,1025.249,34.788,20.631,7.262,1024.469,1025.563,1025.922,1027.734,1027.663,1025.149,1024.972,1023.823,1025.193,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 10:00:00,33.799,8.623,7.545,1026.274,34.910,5.080,43.572,1027.798,32.412,9.413,40.602,1025.217,34.714,20.608,7.277,1024.419,1025.566,1025.926,1027.733,1027.687,1025.119,1024.969,1023.829,1025.136,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 11:00:00,33.805,8.542,7.495,1026.291,34.870,5.195,42.747,1027.749,32.396,9.434,40.562,1025.201,34.380,19.999,7.277,1024.326,1025.579,1025.930,1027.715,1027.652,1025.116,1024.957,1023.990,1024.880,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 12:00:00,33.798,8.562,7.485,1026.282,34.876,5.388,40.162,1027.719,32.411,9.254,40.400,1025.239,34.239,19.502,7.277,1024.348,1025.575,1025.925,1027.680,1027.645,1025.144,1024.967,1024.119,1024.772,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 13:00:00,33.771,8.789,7.501,1026.226,34.860,5.787,37.484,1027.644,32.407,8.675,39.968,1025.325,34.124,19.561,7.264,1024.245,1025.541,1025.904,1027.618,1027.620,1025.232,1024.962,1024.104,1024.684,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 14:00:00,33.725,8.915,7.450,1026.170,34.844,5.943,36.030,1027.605,32.425,8.719,39.230,1025.329,34.211,19.564,7.250,1024.311,1025.521,1025.868,1027.591,1027.600,1025.221,1024.973,1024.103,1024.751,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 15:00:00,33.585,9.977,7.487,1025.889,34.841,6.133,35.062,1027.574,32.453,8.420,38.778,1025.394,34.219,19.358,7.274,1024.369,1025.350,1025.759,1027.563,1027.593,1025.265,1024.993,1024.156,1024.757,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 16:00:00,33.759,8.980,7.511,1026.186,34.834,6.250,35.187,1027.553,32.410,9.204,38.301,1025.237,34.226,19.459,7.269,1024.349,1025.511,1025.895,1027.548,1027.588,1025.142,1024.957,1024.130,1024.762,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 17:00:00,33.783,8.728,7.519,1026.246,34.839,6.212,35.058,1027.561,32.427,7.896,38.225,1025.447,34.109,19.082,7.252,1024.356,1025.550,1025.914,1027.552,1027.591,1025.339,1024.970,1024.227,1024.673,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 18:00:00,33.790,8.485,7.484,1026.288,34.838,6.169,36.048,1027.571,32.458,8.429,38.326,1025.393,34.050,19.064,7.288,1024.316,1025.587,1025.919,1027.562,1027.595,1025.261,1024.995,1024.232,1024.628,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 19:00:00,33.807,8.343,7.429,1026.323,34.895,5.514,37.986,1027.708,32.410,8.072,38.541,1025.408,33.980,19.147,7.267,1024.241,1025.608,1025.932,1027.654,1027.649,1025.315,1024.958,1024.210,1024.574,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 20:00:00,33.768,8.703,7.521,1026.237,34.906,5.154,39.476,1027.767,32.431,9.050,39.218,1025.282,33.897,19.677,7.240,1024.041,1025.554,1025.902,1027.705,1027.665,1025.170,1024.978,1024.074,1024.510,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 21:00:00,33.796,8.471,7.477,1026.295,34.900,5.058,41.824,1027.785,32.412,9.344,39.340,1025.221,33.957,19.309,7.257,1024.182,1025.589,1025.923,1027.727,1027.671,1025.125,1024.963,1024.169,1024.556,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 22:00:00,33.751,8.875,7.474,1026.197,34.904,4.953,43.729,1027.809,32.404,9.648,39.922,1025.170,33.966,19.285,7.275,1024.195,1025.527,1025.888,1027.748,1027.683,1025.078,1024.960,1024.175,1024.563,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-01 23:00:00,33.695,9.317,7.513,1026.083,34.881,4.973,43.669,1027.788,32.394,9.646,40.318,1025.164,34.041,19.466,7.262,1024.207,1025.458,1025.845,1027.746,1027.664,1025.080,1024.954,1024.129,1024.621,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 00:00:00,33.748,8.825,7.517,1026.203,34.881,5.657,41.445,1027.695,32.400,9.411,40.185,1025.205,34.188,20.191,7.261,1024.128,1025.535,1025.886,1027.653,1027.654,1025.118,1024.958,1023.940,1024.733,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 01:00:00,33.762,8.943,7.413,1026.193,34.878,5.771,38.609,1027.665,32.423,8.472,39.905,1025.367,34.364,20.310,7.267,1024.231,1025.517,1025.896,1027.625,1027.638,1025.262,1024.974,1023.908,1024.868,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 02:00:00,33.737,9.440,7.433,1026.095,34.824,6.336,36.770,1027.541,32.431,7.882,40.147,1025.461,34.341,20.293,7.277,1024.217,1025.438,1025.877,1027.544,1027.587,1025.350,1024.982,1023.913,1024.850,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 03:00:00,33.746,9.052,7.444,1026.165,34.865,6.305,35.175,1027.571,32.435,7.748,40.060,1025.483,34.206,19.501,7.265,1024.323,1025.500,1025.884,1027.540,1027.613,1025.368,1024.985,1024.120,1024.747,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 04:00:00,33.778,8.740,7.435,1026.239,34.840,6.327,35.083,1027.547,32.432,7.986,39.694,1025.445,34.225,19.345,7.280,1024.378,1025.548,1025.909,1027.537,1027.592,1025.333,1024.981,1024.160,1024.761,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 05:00:00,33.767,8.927,7.460,1026.202,34.858,6.095,35.106,1027.591,32.456,8.106,39.435,1025.445,34.169,19.287,7.261,1024.350,1025.519,1025.901,1027.568,1027.607,1025.314,1024.998,1024.174,1024.719,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 06:00:00,33.780,8.852,7.381,1026.223,34.843,6.000,35.546,1027.595,32.419,8.999,39.417,1025.282,34.001,18.641,7.258,1024.385,1025.530,1025.910,1027.582,1027.597,1025.179,1024.969,1024.338,1024.589,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 07:00:00,33.794,8.514,7.550,1026.288,34.833,6.255,36.200,1027.557,32.442,8.415,39.381,1025.389,34.018,19.089,7.274,1024.285,1025.583,1025.922,1027.552,1027.592,1025.268,1024.987,1024.225,1024.603,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 08:00:00,33.792,8.532,7.408,1026.283,34.883,5.928,37.834,1027.646,32.406,8.532,39.813,1025.345,34.092,19.587,7.261,1024.214,1025.580,1025.920,1027.602,1027.639,1025.252,1024.961,1024.098,1024.659,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 09:00:00,33.771,8.942,7.576,1026.203,34.844,6.274,39.318,1027.577,32.413,9.441,40.053,1025.210,34.155,19.721,7.266,1024.227,1025.517,1025.904,1027.564,1027.615,1025.112,1024.967,1024.063,1024.708,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 10:00:00,33.779,8.808,7.456,1026.230,34.838,6.261,40.910,1027.582,32.403,9.571,40.296,1025.183,33.815,19.227,7.276,1024.095,1025.538,1025.910,1027.573,1027.618,1025.092,1024.961,1024.190,1024.448,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 11:00:00,33.785,8.821,7.465,1026.232,34.830,6.377,41.485,1027.563,32.414,9.245,40.402,1025.243,33.777,19.015,7.271,1024.120,1025.536,1025.915,1027.560,1027.614,1025.145,1024.969,1024.244,1024.418,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 12:00:00,33.787,8.813,7.462,1026.235,34.834,6.397,40.629,1027.559,32.427,8.119,40.356,1025.425,33.727,19.472,7.272,1023.965,1025.537,1025.916,1027.553,1027.613,1025.316,1024.980,1024.127,1024.380,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 13:00:00,33.780,9.031,7.442,1026.195,34.846,6.400,38.156,1027.556,32.422,7.845,39.896,1025.458,33.881,19.431,7.278,1024.093,1025.503,1025.910,1027.542,1027.611,1025.354,1024.973,1024.138,1024.498,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 14:00:00,33.790,9.120,7.507,1026.190,34.853,6.411,36.216,1027.552,32.445,7.502,39.623,1025.524,34.071,19.624,7.288,1024.188,1025.489,1025.919,1027.531,1027.608,1025.401,1024.990,1024.088,1024.643,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 15:00:00,33.791,8.947,7.474,1026.218,34.849,6.429,35.334,1027.542,32.435,8.059,39.240,1025.435,34.181,19.785,7.297,1024.231,1025.516,1025.920,1027.525,1027.601,1025.320,1024.981,1024.046,1024.728,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 16:00:00,33.813,8.694,7.589,1026.275,34.847,6.459,35.042,1027.536,32.431,8.268,38.770,1025.399,34.203,19.750,7.294,1024.256,1025.556,1025.937,1027.519,1027.598,1025.287,1024.975,1024.055,1024.745,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 17:00:00,33.790,9.172,7.481,1026.180,34.846,6.485,35.123,1027.531,32.439,8.471,38.333,1025.372,34.085,19.650,7.288,1024.192,1025.481,1025.919,1027.516,1027.597,1025.255,1024.980,1024.081,1024.654,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 18:00:00,33.790,9.045,7.490,1026.201,34.844,6.492,35.237,1027.530,32.411,8.733,38.326,1025.312,34.002,19.659,7.300,1024.127,1025.501,1025.919,1027.516,1027.597,1025.215,1024.958,1024.079,1024.591,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 19:00:00,33.832,8.495,7.469,1026.320,34.845,6.495,36.428,1027.535,32.437,8.688,38.495,1025.338,33.994,19.611,7.284,1024.133,1025.586,1025.952,1027.521,1027.603,1025.223,1024.979,1024.091,1024.585,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 20:00:00,33.838,8.372,7.520,1026.344,34.837,6.506,37.729,1027.534,32.421,9.106,38.876,1025.264,34.105,19.848,7.289,1024.156,1025.604,1025.957,1027.525,1027.602,1025.160,1024.968,1024.030,1024.669,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 21:00:00,33.826,8.529,7.523,1026.310,34.835,6.486,39.367,1027.542,32.399,9.495,39.297,1025.187,34.143,20.068,7.276,1024.127,1025.581,1025.947,1027.536,1027.608,1025.100,1024.953,1023.972,1024.699,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 22:00:00,33.818,8.679,7.660,1026.281,34.836,6.456,41.342,1027.556,32.402,9.436,39.762,1025.201,33.828,19.240,7.273,1024.102,1025.558,1025.941,1027.549,1027.618,1025.112,1024.958,1024.187,1024.458,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-02 23:00:00,33.819,8.617,7.533,1026.291,34.846,6.499,41.714,1027.560,32.454,8.316,40.110,1025.416,33.746,19.399,7.279,1023.998,1025.567,1025.942,1027.545,1027.628,1025.286,1025.000,1024.146,1024.394,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 00:00:00,33.798,9.064,7.476,1026.204,34.845,6.556,40.903,1027.548,32.392,8.442,40.138,1025.349,33.706,19.188,7.276,1024.022,1025.498,1025.925,1027.533,1027.623,1025.268,1024.952,1024.200,1024.364,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 01:00:00,33.793,9.113,7.553,1026.193,34.847,6.558,38.999,1027.540,32.477,7.735,40.104,1025.518,33.700,18.950,7.287,1024.078,1025.490,1025.922,1027.524,1027.616,1025.370,1025.018,1024.260,1024.360,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 02:00:00,33.784,9.108,7.494,1026.187,34.846,6.563,37.239,1027.531,32.432,8.063,39.923,1025.434,33.794,19.757,7.291,1023.941,1025.491,1025.914,1027.516,1027.607,1025.322,1024.982,1024.053,1024.431,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 03:00:00,33.797,9.107,7.369,1026.196,34.848,6.562,35.274,1027.524,32.435,8.992,39.724,1025.297,33.846,19.658,7.294,1024.007,1025.491,1025.924,1027.507,1027.600,1025.182,1024.983,1024.079,1024.471,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 04:00:00,33.763,9.789,7.521,1026.060,34.850,6.558,34.859,1027.523,32.441,8.610,39.330,1025.359,33.917,19.617,7.296,1024.072,1025.381,1025.898,1027.505,1027.599,1025.238,1024.986,1024.090,1024.526,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 05:00:00,33.781,9.212,7.447,1026.167,34.852,6.558,35.020,1027.526,32.441,8.833,39.016,1025.323,33.913,19.593,7.300,1024.076,1025.474,1025.911,1027.506,1027.602,1025.203,1024.984,1024.096,1024.523,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 06:00:00,33.791,8.773,7.609,1026.245,34.855,6.555,35.237,1027.529,32.413,9.239,39.014,1025.238,33.814,19.175,7.297,1024.108,1025.544,1025.920,1027.507,1027.605,1025.140,1024.963,1024.203,1024.447,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 07:00:00,33.788,8.757,7.521,1026.245,34.854,6.542,35.615,1027.532,32.432,8.412,39.287,1025.380,33.627,18.861,7.302,1024.043,1025.546,1025.917,1027.511,1027.606,1025.268,1024.979,1024.283,1024.304,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 08:00:00,33.807,8.474,7.478,1026.303,34.852,6.541,36.395,1027.534,32.427,7.989,39.447,1025.439,33.636,18.480,7.299,1024.147,1025.589,1025.932,1027.515,1027.608,1025.331,1024.976,1024.378,1024.310,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 09:00:00,33.798,8.576,7.507,1026.281,34.852,6.550,37.565,1027.538,32.428,8.727,39.673,1025.332,33.652,18.579,7.321,1024.135,1025.573,1025.925,1027.519,1027.613,1025.222,1024.977,1024.354,1024.323,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 10:00:00,33.779,9.072,7.562,1026.188,34.851,6.550,38.634,1027.543,32.435,8.481,40.092,1025.376,33.916,19.191,7.316,1024.181,1025.497,1025.911,1027.524,1027.617,1025.262,1024.984,1024.199,1024.525,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 11:00:00,33.762,9.479,7.384,1026.108,34.850,6.554,39.907,1027.547,32.416,8.829,40.126,1025.309,33.980,19.559,7.327,1024.136,1025.431,1025.896,1027.529,1027.622,1025.209,1024.970,1024.105,1024.574,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 12:00:00,33.750,9.779,7.347,1026.051,34.850,6.553,39.774,1027.547,32.422,9.033,40.078,1025.282,33.887,19.178,7.317,1024.163,1025.382,1025.887,1027.529,1027.622,1025.177,1024.975,1024.203,1024.503,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 13:00:00,33.754,9.580,7.390,1026.086,34.855,6.495,38.425,1027.552,32.404,8.559,40.225,1025.340,33.826,19.160,7.313,1024.121,1025.415,1025.890,1027.530,1027.620,1025.250,1024.961,1024.207,1024.456,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 14:00:00,33.771,8.958,7.453,1026.199,34.857,6.430,36.941,1027.556,32.428,8.288,39.793,1025.398,33.942,19.555,7.309,1024.108,1025.514,1025.904,1027.532,1027.614,1025.289,1024.978,1024.106,1024.545,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 15:00:00,33.763,8.930,7.408,1026.198,34.857,6.419,35.888,1027.553,32.427,9.199,39.326,1025.255,34.034,19.544,7.323,1024.181,1025.519,1025.897,1027.529,1027.610,1025.147,1024.975,1024.109,1024.615,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 16:00:00,33.789,8.754,7.342,1026.246,34.856,6.434,35.426,1027.548,32.405,9.664,38.890,1025.163,33.955,19.364,7.312,1024.167,1025.545,1025.918,1027.524,1027.607,1025.071,1024.956,1024.155,1024.555,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 17:00:00,33.791,8.811,7.478,1026.239,34.856,6.437,35.235,1027.547,32.391,9.632,38.667,1025.156,33.900,19.214,7.312,1024.164,1025.537,1025.919,1027.523,1027.606,1025.075,1024.944,1024.194,1024.513,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 18:00:00,33.804,8.510,7.483,1026.296,34.856,6.442,35.407,1027.547,32.397,9.597,38.564,1025.166,33.829,19.313,7.317,1024.084,1025.583,1025.930,1027.523,1027.607,1025.080,1024.948,1024.168,1024.458,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 19:00:00,33.775,9.082,7.493,1026.182,34.856,6.438,36.165,1027.550,32.485,8.542,38.213,1025.396,33.805,19.253,7.328,1024.081,1025.495,1025.907,1027.527,1027.610,1025.244,1025.015,1024.184,1024.440,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 20:00:00,33.746,9.858,7.469,1026.034,34.856,6.440,37.605,1027.557,32.441,7.463,38.677,1025.522,33.554,18.883,7.307,1023.983,1025.370,1025.884,1027.534,1027.616,1025.402,1024.983,1024.278,1024.248,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 21:00:00,33.737,9.585,7.448,1026.073,34.856,6.437,39.485,1027.566,32.430,7.901,39.174,1025.453,33.419,18.912,7.308,1023.873,1025.414,1025.877,1027.543,1027.626,1025.342,1024.977,1024.270,1024.144,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 22:00:00,33.775,8.852,7.431,1026.219,34.856,6.437,41.668,1027.576,32.404,9.187,39.532,1025.241,33.439,18.930,7.308,1023.884,1025.531,1025.907,1027.553,1027.636,1025.150,1024.958,1024.266,1024.160,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-03 23:00:00,33.814,8.348,7.428,1026.328,34.856,6.430,43.611,1027.586,32.398,9.636,39.964,1025.167,33.441,19.048,7.315,1023.855,1025.607,1025.937,1027.563,1027.644,1025.080,1024.955,1024.236,1024.161,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 00:00:00,33.816,8.280,7.431,1026.340,34.855,6.434,44.158,1027.587,32.403,8.305,39.958,1025.377,33.447,19.135,7.298,1023.838,1025.617,1025.939,1027.565,1027.646,1025.287,1024.959,1024.214,1024.166,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 01:00:00,33.813,8.268,7.420,1026.339,34.856,6.436,41.916,1027.577,32.420,8.278,40.305,1025.396,33.458,19.146,7.334,1023.844,1025.619,1025.936,1027.554,1027.636,1025.293,1024.974,1024.211,1024.175,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 02:00:00,33.809,8.332,7.412,1026.326,34.854,6.456,39.176,1027.560,32.395,8.064,40.271,1025.407,33.633,18.254,7.344,1024.201,1025.610,1025.933,1027.539,1027.622,1025.324,1024.954,1024.435,1024.308,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 03:00:00,33.784,8.770,7.376,1026.239,34.854,6.486,37.170,1027.547,32.421,8.470,40.224,1025.367,33.564,18.251,7.344,1024.149,1025.543,1025.914,1027.526,1027.613,1025.264,1024.974,1024.436,1024.256,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 04:00:00,33.775,8.802,7.410,1026.227,34.853,6.547,35.872,1027.532,32.457,8.285,39.886,1025.421,33.489,18.372,7.329,1024.062,1025.538,1025.907,1027.511,1027.606,1025.290,1025.000,1024.406,1024.198,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 05:00:00,33.760,9.111,7.309,1026.166,34.848,6.577,35.363,1027.521,32.419,8.917,39.466,1025.295,33.507,18.299,7.322,1024.094,1025.490,1025.894,1027.505,1027.600,1025.192,1024.969,1024.424,1024.212,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 06:00:00,33.752,9.086,7.410,1026.165,34.852,6.593,35.252,1027.522,32.420,9.058,39.380,1025.273,33.526,18.333,7.309,1024.099,1025.494,1025.889,1027.502,1027.603,1025.170,1024.970,1024.415,1024.226,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 07:00:00,33.769,9.049,7.244,1026.182,34.851,6.558,35.720,1027.528,32.416,9.164,39.327,1025.253,33.619,19.072,7.329,1023.984,1025.499,1025.901,1027.509,1027.604,1025.153,1024.966,1024.230,1024.297,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 08:00:00,33.774,8.887,7.373,1026.212,34.851,6.538,36.401,1027.534,32.423,8.374,39.411,1025.380,33.628,19.139,7.314,1023.974,1025.525,1025.905,1027.515,1027.607,1025.274,1024.972,1024.213,1024.304,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 09:00:00,33.765,9.292,7.384,1026.142,34.852,6.533,37.591,1027.541,32.435,7.539,39.246,1025.508,33.513,18.708,7.337,1023.996,1025.461,1025.899,1027.521,1027.613,1025.394,1024.981,1024.322,1024.216,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 10:00:00,33.766,9.187,7.283,1026.159,34.853,6.479,39.474,1027.558,32.438,7.566,39.689,1025.510,33.537,18.308,7.324,1024.114,1025.478,1025.899,1027.537,1027.623,1025.392,1024.985,1024.421,1024.235,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 11:00:00,33.775,9.436,7.260,1026.126,34.853,6.429,41.429,1027.574,32.422,8.283,39.997,1025.394,33.491,18.465,7.351,1024.040,1025.438,1025.906,1027.553,1027.632,1025.290,1024.974,1024.382,1024.200,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 12:00:00,33.774,9.551,7.351,1026.107,34.855,6.375,42.829,1027.589,32.406,9.070,40.139,1025.264,33.469,18.784,7.346,1023.944,1025.420,1025.906,1027.566,1027.640,1025.171,1024.963,1024.302,1024.183,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 13:00:00,33.774,9.414,7.389,1026.128,34.854,6.390,42.717,1027.586,32.398,9.451,40.108,1025.196,33.463,18.900,7.322,1023.910,1025.442,1025.906,1027.564,1027.639,1025.111,1024.956,1024.273,1024.178,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 14:00:00,33.783,9.167,7.344,1026.174,34.857,6.402,41.164,1027.579,32.394,9.425,39.722,1025.196,33.443,19.055,7.324,1023.855,1025.481,1025.913,1027.555,1027.634,1025.113,1024.951,1024.234,1024.163,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 15:00:00,33.797,8.895,7.435,1026.229,34.853,6.434,38.646,1027.560,32.396,9.713,39.714,1025.152,33.494,19.038,7.333,1023.899,1025.524,1025.924,1027.539,1027.619,1025.067,1024.953,1024.238,1024.202,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-04 16:00:00,33.797,8.698,7.329,1026.260,34.837,6.456,37.043,1027.537,32.411,8.882,39.545,1025.294,33.564,19.130,7.331,1023.928,1025.554,1025.923,1027.529,1027.599,1025.198,1024.963,1024.215,1024.255,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
