time,30m Temp, 90m Temp, 350m Temp, 1000m Temp, 30m Density, 90m Density, 350m Density, 1000m Density, 30m Potential Density, 90m Potential Density, 350m Potential Density, 1000m Potential Density, Model Wind Speed, Model Air Temp
2016-11-06,5.8730656560527095,5.555658337340435,4.127219200524241,3.545073043277543,1027.6428458377864,1028.009234436227,1029.374752834706,1032.417339651863,1027.4907171884993,1027.575725496871,1027.7205017148326,1027.7495464190808,9.768241,5.602295
2016-11-13,5.384991902722065,4.978034312562649,3.6751208459252176,3.348391461218451,1027.6824448932105,1028.0333651630194,1029.375278479976,1032.4044166100327,1027.5504234798595,1027.6181683501281,1027.7366201903221,1027.7507121208582,12.697035,3.468872
2016-11-20,5.032105742400307,4.994547306269662,3.9004059931967276,3.386802379002942,1027.7377683514453,1028.030958436403,1029.3707407935024,1032.4053681330047,1027.6032678376437,1027.6133145146168,1027.7322403440915,1027.7509253917353,12.044294,2.8970642
2016-11-27,4.605262533452266,4.6430734474758095,3.73468617960085,3.375180702138504,1027.7469039726104,1028.0428125060816,1029.3749479814712,1032.4032700810346,1027.6154502250392,1027.6276169512305,1027.7379566623893,1027.7513103582435,7.071758,3.9995422
2016-12-04,4.776040625348493,4.7711960646746645,3.828677239251004,3.394709347097611,1027.7566944830667,1028.04217848726,1029.3676982034954,1032.4022023575405,1027.625655692135,1027.6275802028485,1027.7317025070406,1027.7508599519256,9.991433,2.4074097
2016-12-11,4.875015657882221,4.854808014324731,3.8995656481266057,3.383995305320189,1027.736572622592,1028.0256982013623,1029.3609366613712,1032.401505122554,1027.6061262052183,1027.6118675156663,1027.726413726579,1027.7506625131823,8.044213,4.0982666
2016-12-18,4.754112404698539,4.761750148025487,3.8944983452276136,3.421169786090356,1027.7587134784758,1028.0426314475549,1029.3621676714715,1032.4006690165288,1027.627988961746,1027.6284195104251,1027.7275081833252,1027.7507047830604,11.852374,1.7895203
2016-12-25,4.302876175871939,4.309795807124235,3.8849391880065283,3.4310300499456954,1027.8153699257473,1028.0997774194705,1029.3651378599443,1032.4001224148367,1027.6856263995621,1027.6858115847356,1027.7312636129948,1027.7511903589705,16.03473,-1.2384338
2017-01-01,3.816900007867443,3.8223420590854382,3.794838762346287,3.424299257715939,1027.8596785880657,1028.1450547622192,1029.3683025430855,1032.40047374485,1027.729763247719,1027.7300756031655,1027.73368309245,1027.7513526475127,12.815163,-0.8275757
2017-01-08,4.16034116954274,4.1331067233777405,3.9486094539910797,3.4314028530058365,1027.8463556456402,1028.134528145515,1029.3640394189795,1032.3995220568765,1027.7172086360679,1027.720736763654,1027.7312659000263,1027.7507931489522,10.922313,2.1559143
2017-01-15,4.271514881982941,4.258590259551725,4.0718226159320245,3.4351162942445757,1027.8453448967377,1028.1315750483905,1029.3582544129054,1032.398326624442,1027.7168425935054,1027.7187021578638,1027.7273359852236,1027.750473101109,15.448871,1.5722046
2017-01-22,3.8342605222096147,3.836878373631698,3.8107054412895773,3.4457401799623293,1027.86786917284,1028.1535493830725,1029.3750748040522,1032.4003092937066,1027.7375812343457,1027.73806296234,1027.739965375868,1027.7510159943226,10.562483,0.05731201
2017-01-29,4.380205265016304,4.354496339772832,4.048226626230773,3.5026527721322793,1027.8419814801082,1028.1291632314583,1029.365407722625,1032.402513893122,1027.7071605413873,1027.7101690269837,1027.7278866938746,1027.7502397986188,10.18608,2.3170166
2017-02-05,4.018203416873048,3.9697674146871473,3.7651212944993735,3.419210978815444,1027.8601154548219,1028.1491470004535,1029.3805913768786,1032.4040420769848,1027.7263074899558,1027.7302036708488,1027.7410152700654,1027.750172058356,8.494561,1.8470459
2017-02-12,4.494358551270859,4.410362955179881,3.9281689344846247,3.478711827374862,1027.844994213872,1028.136466766772,1029.3891638131313,1032.4170812937525,1027.694494294838,1027.7018390542628,1027.7349128376677,1027.749411056879,11.042508,2.4422302
2017-02-19,4.148682322156731,4.0872395244832145,3.784587327052987,3.454751634112972,1027.8459396395363,1028.1361259108414,1029.375712955582,1032.3982388261315,1027.716792167192,1027.722057242966,1027.7407421155472,1027.7494010693938,7.381652,2.8888245
2017-02-26,4.356011737123528,4.319771041623308,3.8689050790429564,3.4674776958133644,1027.8344603038713,1028.122539875368,1029.3690491277441,1032.3956357932445,1027.7074594518767,1027.7109991928203,1027.737261141923,1027.7494380918827,11.398058,-0.9371643
2017-03-05,4.049011994144293,4.037149594243512,3.8079669796836915,3.445558271487131,1027.8609475291698,1028.1460957979873,1029.37541468021,1032.3991730464254,1027.73039102089,1027.7307498993407,1027.7398961407478,1027.7492887275268,12.707782,1.9631653
2017-03-12,3.9517709925977353,3.933481489332767,3.7444065389310013,3.4596045882391917,1027.8643541886026,1028.1502147149727,1029.3783052279152,1032.39632867487,1027.7341241019612,1027.7350214986561,1027.7425845154742,1027.7474955442933,8.738283,2.7617798
2017-03-19,3.7837334766611352,3.7831313839617815,3.7332518018905425,3.4799073020931246,1027.871726434506,1028.1567326004301,1029.3793478882985,1032.3947306263715,1027.7423602753724,1027.7421423276185,1027.7445266286657,1027.747272166042,10.957038,0.7799072
2017-03-26,3.6309671400888575,3.625541483011016,3.617960504481046,3.391990016157746,1027.8741651371263,1028.1598265389268,1029.3825946669688,1032.3975106939604,1027.7471122699496,1027.7473552341633,1027.7491088749764,1027.7497687591347,12.169347,1.1669617
2017-04-02,3.666101190590826,3.6587714654018,3.648906558026048,3.40059014859309,1027.8704676794534,1028.156415899927,1029.3815598157146,1032.397977017597,1027.7420226377214,1027.7424840628967,1027.74679133727,1027.7488910548097,8.351445,2.7998657
2017-04-09,3.5998151248960086,3.5963900096005905,3.581282308727415,3.3568139931124312,1027.8740000220503,1028.1600463588125,1029.3834091660854,1032.3986053713961,1027.7464798046076,1027.7468348727773,1027.7488638814598,1027.7492018720957,11.616248,1.2335815
2017-04-16,3.6615867731792027,3.6095083873673586,3.5721397106922175,3.371977367344031,1027.8624019695726,1028.1574285410104,1029.3858558629809,1032.4006526641372,1027.7328710543077,1027.7422770553312,1027.7492933262686,1027.7497811380401,8.331735,3.113861
2017-04-23,3.625537260030188,3.6118549819401604,3.595764880873947,3.380726375633964,1027.8678786131127,1028.15590980131,1029.3821822624304,1032.3987227616667,1027.7394858857506,1027.7420227638215,1027.7471114282391,1027.7492932958717,11.290223,2.5551758
2017-04-30,3.766803916623902,3.7120990629448314,3.5728297658231116,3.3609979023774392,1027.8639598730078,1028.156631035043,1029.3903984341457,1032.4061537482826,1027.7296465307825,1027.7369066099716,1027.748972517005,1027.7503134158562,11.244332,3.175415
2017-05-07,4.175011427604195,4.006670124510156,3.6880611891762967,3.4213799349424803,1027.8215939385063,1028.1312713617092,1029.3791606991804,1032.400098679255,1027.6919680205165,1027.716700032683,1027.7433138510519,1027.750159594201,9.048804,4.443939
2017-05-14,4.243965528836701,3.8508930800334644,3.5875110926490716,3.3832536959103767,1027.7979491696638,1028.1312987121457,1029.3853394960872,1032.4038937099124,1027.665201680053,1027.7132576967902,1027.745509068049,1027.7502961712355,9.212586,3.368866
2017-05-21,4.376565796742847,4.217117457873147,3.6612362818444035,3.3965633939603146,1027.789353447578,1028.0937739798421,1029.3765037478438,1032.3973689836344,1027.6634866403815,1027.6830307028147,1027.743715043477,1027.7499468670883,9.205718,4.690857
2017-05-28,4.7923758438114445,4.317911713789646,3.698470100924165,3.438815790625819,1027.7426847659874,1028.091687635768,1029.3743142946234,1032.3956107193285,1027.6164276429631,1027.6807676427554,1027.7416312328296,1027.7490475963561,8.151964,4.6071167
2017-06-04,4.814006779657896,4.229013189951767,3.627010652898292,3.3853377914004006,1027.7433672554198,1028.111927822793,1029.3963739363905,1032.414612258688,1027.5996485686985,1027.68374470007,1027.7456387305278,1027.7501536847963,11.901098,5.04126
2017-06-11,4.97610366110612,4.594542036800965,3.8720275992907367,3.4717440020257557,1027.7249340524302,1028.0708333211996,1029.376532708298,1032.406703305288,1027.586955433903,1027.6489314900812,1027.733799744338,1027.7500442774972,4.489983,5.4855347
2017-06-18,5.362051141698624,4.403462543882705,3.948251815956373,3.4667450731904585,1027.6281598766727,1028.065257391912,1029.3515986675468,1032.4004193761368,1027.497179705154,1027.6479804337068,1027.7149745551224,1027.7490784820864,10.470024,6.474182
2017-06-25,6.192165794854422,4.386333630274832,3.722325487811216,3.416400436427886,1027.540067194308,1028.07565518102,1029.3739961270917,1032.3975666065191,1027.4145841434276,1027.6647860782423,1027.741282543655,1027.7501856181432,6.7378335,6.423523
2017-07-02,6.703102072441601,4.292215383408616,3.686501376743188,3.39668817864328,1027.4618427045334,1028.0854829491832,1029.3805978033572,1032.4033771362647,1027.3312764103332,1027.6691201066385,1027.7421257293843,1027.750197639722,7.3935165,6.903137
2017-07-09,6.814796768240155,4.476670140101362,3.739290250569268,3.4216090824955723,1027.456588090349,1028.0702057388394,1029.3739308926224,1032.3999917688134,1027.3283930989962,1027.6567438869345,1027.7384931614465,1027.7500155749935,6.912179,7.561615
2017-07-16,6.37064520062921,4.736893996963364,3.8276379891430374,3.432012016283051,1027.590730549992,1028.106717040847,1029.4207724329806,1032.4521332521867,1027.4089905806077,1027.6399752106095,1027.731768687697,1027.7504383099033,5.9215326,7.166504
2017-07-23,7.104267950388535,4.354823704978165,3.6967605316018872,3.395996966524124,1027.4114988624951,1028.088272002394,1029.3880474448379,1032.4120156290603,1027.2728576684663,1027.6634961884429,1027.7410299973146,1027.7506061602915,6.1529336,7.4312744
2017-07-30,7.704845374747133,4.54821901832243,3.7402198706807157,3.3998898064761716,1027.289126074331,1028.0590143628347,1029.3738583124555,1032.4009562920262,1027.160691556785,1027.645941948884,1027.7384826428543,1027.7504497731286,7.4529214,8.320374
2017-08-06,7.447445209466637,4.83353658026623,3.715626233249944,3.3725304977633437,1027.3233412496174,1028.0377176797376,1029.3703611850315,1032.3984791658422,1027.1989098321367,1027.6293519298383,1027.7381948543623,1027.7505136821458,4.3229585,7.2642517
2017-08-13,6.574966007827573,4.715046946163162,3.7259603438690774,3.393899742014691,1027.548634332725,1028.1057855305428,1029.4223985270087,1032.4239836230197,1027.3667708658702,1027.6451545614723,1027.737634862105,1027.7145483210725,5.2186313,8.919586
2017-08-20,6.027283683521098,4.4895703506711735,3.7087931103338896,3.3749384933774444,1027.6758133797941,1028.1661749708412,1029.4728857990706,1032.4697360446394,1027.4444826140546,1027.6581121468078,1027.7384724132608,1027.7092125262552,3.5968268,7.9246826
2017-08-27,6.409645777795051,4.601262199576522,3.7375031323802275,3.3911199781221963,1027.5880989842296,1028.1273792648765,1029.4415012504264,1032.4493660885298,1027.3854784955658,1027.6492789324284,1027.73698352745,1027.7175827530723,5.4292684,9.22644
2017-09-03,6.718286361967793,4.774642480600216,3.8359570700244072,3.4361793753742966,1027.548052607755,1028.1141835637457,1029.4380297858788,1032.4554645153344,1027.3431860606395,1027.6344588963607,1027.731903973151,1027.7223597159332,6.1826296,9.60611
2017-09-10,6.5307100874695205,4.620422496049581,3.7130562389295174,3.4172789389437233,1027.5733369850548,1028.1277050763265,1029.4495585847212,1032.4690917437056,1027.3624227139378,1027.6404166241248,1027.7350236686561,1027.7285089296643,7.0721064,10.007446
2017-09-17,7.149440856172155,4.7859738355180514,3.796934157160212,3.4056659683962467,1027.4705515720568,1028.120133344955,1029.4406479962595,1032.4633773751152,1027.2716236186106,1027.6399999929542,1027.733955372219,1027.7289803578742,10.508589,8.801453
2017-09-24,8.073618806282056,4.781915138209001,3.758238711104816,3.391979623920455,1027.3035491181913,1028.1134663302587,1029.4374980380965,1032.4616318491608,1027.1055730500457,1027.6382673546289,1027.7354626953431,1027.7317022928157,7.3272743,7.269745
2017-10-01,7.913845587606547,4.6054536839059415,3.7263753997998634,3.3809113319221056,1027.3112937972176,1028.1119279254988,1029.4367126420589,1032.4631131304682,1027.1127555746475,1027.637496070477,1027.735581431381,1027.7339089410902,6.4778705,5.8562927
2017-10-08,7.7333150519996945,4.544840948021072,3.6995310764334564,3.364788567394616,1027.3574653345484,1028.1154168249484,1029.4374842378793,1032.46504977567,1027.1583346476898,1027.640466959584,1027.735827879124,1027.7351201629076,8.02125,6.494293
2017-10-15,7.05069183004218,4.915757785322975,3.831190090154211,3.3994383452306245,1027.4886748745962,1028.114179692013,1029.4372099121804,1032.4703422221917,1027.2848822847818,1027.6347947728425,1027.731378224193,1027.736006391174,9.968147,5.8132935
2017-10-22,6.724784283393849,4.792624817545655,3.8033081679615517,3.373978474883432,1027.5499534661033,1028.119046721701,1029.4384424423351,1032.4740441751437,1027.3433933843826,1027.637876863266,1027.730646067669,1027.7371828013966,8.601046,5.297058
2017-10-29,6.498707632833205,4.553587820075378,3.635045219323638,3.3091236223558744,1027.5206503976365,1028.1264042754913,1029.4387961058724,1032.4696275498634,1027.3209540733717,1027.6515389361643,1027.7365745980055,1027.7379946654353,9.992029,6.6240234
2017-11-05,6.32508075664085,4.938761699368213,3.932541211166692,3.48010124009953,1027.584940060466,1028.1072594074867,1029.4292481460498,1032.4680802693229,1027.3824280788376,1027.6306150813796,1027.727231287529,1027.7385353379923,12.426882,5.914154
2017-11-12,5.585404166524186,4.774069247727074,3.779833908657419,3.357530676899824,1027.68231580041,1028.0922215507112,1029.433549621065,1032.4691045017953,1027.4828598498505,1027.6195236035055,1027.7337029525775,1027.7395190824654,12.682092,3.056244
2017-11-19,5.158727376489227,5.141686738929304,3.8377951271206348,3.4268128398068622,1027.7450033918794,1028.0192269299903,1029.4283945283553,1032.467039407704,1027.5463854262641,1027.5475395715328,1027.7300319600154,1027.7403257345425,13.670724,2.6907654
2017-11-26,4.842588052515032,4.847392993614612,3.7891868799094346,3.4111683280698797,1027.7985297355965,1028.0681942867795,1029.4330325960266,1032.4714741655548,1027.5957634697409,1027.592418676581,1027.730621666825,1027.7407089485216,12.84915,3.295105
2017-12-03,4.787159368739059,4.760779808801969,3.6560196442939836,3.3369900853790133,1027.7988445354338,1028.0760724775055,1029.4343727815476,1032.472893399373,1027.5975238951014,1027.6010466894024,1027.7318735613362,1027.7412504368522,8.615792,4.509369
2017-12-10,4.655154877613346,4.663211354599487,3.668090962572386,3.3559840723922103,1027.8052042015947,1028.0763023504053,1029.4318337872855,1032.4705871873289,1027.6065937830244,1027.6037785708406,1027.732157173161,1027.7420698431338,9.51522,2.892395
2017-12-17,4.517388781305861,4.5226921654653,3.6911288139242284,3.349935282916524,1027.8193233497982,1028.0901993806324,1029.432446237815,1032.4706714496444,1027.6212660528277,1027.6182119651987,1027.733744528324,1027.7425580071997,13.911431,2.7401123
2017-12-24,4.473176275722283,4.467844959056201,3.6419497299789234,3.3419893364205353,1027.8250993490722,1028.0969608936914,1029.4349020523143,1032.472517349778,1027.6259616347265,1027.6237423799926,1027.7346045904935,1027.7431145527446,11.847241,2.8535156
2017-12-31,4.271340373278799,4.272606704710622,3.651147730184835,3.3429953340964467,1027.8374590571857,1028.108468534671,1029.4345834007877,1032.4731151560402,1027.6384586022468,1027.6352084209145,1027.734797899404,1027.7440280229484,10.38181,1.6109009
2018-01-07,4.137018535334803,4.1427771511300095,3.6989096628294376,3.339949672828346,1027.8547332449562,1028.1278253423147,1029.4329068532938,1032.4719234132124,1027.6566591072576,1027.655569287579,1027.734820150191,1027.7437355171903,10.078598,1.4954529
2018-01-14,4.117384880547117,4.125113227378486,3.685069862870957,3.348840116059514,1027.8531476214182,1028.1243130009516,1029.432875847577,1032.4742652332557,1027.653025824081,1027.6496580951307,1027.7325727327757,1027.7442860405656,12.931127,0.9092407
2018-01-21,3.939428173333264,3.942490954821955,3.7167788744705192,3.3514525887152393,1027.9056896370855,1028.177167816077,1029.4316916502426,1032.4764613228672,1027.7035825175121,1027.7001685790947,1027.7296504807384,1027.7445059627405,15.272516,-1.0336304
2018-01-28,3.7591239486089916,3.764018757729957,3.6934368777075446,3.331601039278302,1027.9135310872095,1028.1850726244572,1029.4300478012083,1032.4752952768686,1027.7130591791017,1027.7093946201283,1027.729424420561,1027.7446814190002,11.687373,2.1795044
2018-02-04,3.69722428073234,3.7046553584918476,3.7185684639010597,3.335971291937901,1027.9226980437945,1028.1943673187382,1029.4287957548654,1032.4771817843848,1027.7206684080768,1027.7170843605,1027.726943483147,1027.7450490580604,13.372508,1.7167053
2018-02-11,4.110326038309896,4.107446533515356,3.7142551196659985,3.352173591607013,1027.89748635724,1028.1677258632844,1029.4233974097738,1032.4727835910226,1027.7005577385862,1027.6967215640234,1027.7262770176076,1027.7454969156256,16.308943,-3.3085327
2018-02-18,3.572995350620772,3.5791316622394693,3.576472529294422,3.3384777499668226,1027.9403782814393,1028.2116663219163,1029.4398616886397,1032.4731821130695,1027.743482980355,1027.7392868191941,1027.741816091176,1027.7458486278254,12.515672,-2.3609314
2018-02-25,3.458518014683225,3.442252857732618,3.442262861091714,3.3296322607790905,1027.94770556997,1028.2202106968386,1029.4484137649438,1032.4735587962791,1027.7505160536384,1027.747022356257,1027.7487086978756,1027.7457400657054,13.290523,-2.220398
2018-03-04,3.635797202741076,3.577537113152267,3.458841006175546,3.3598225260577745,1027.9388791457427,1028.2131815080807,1029.4494854832908,1032.4751515846738,1027.7407093332781,1027.7395490007796,1027.74888579438,1027.7468501619664,8.046989,1.2236023
2018-03-11,3.473527888555632,3.4561841239441384,3.3910805122058334,3.3586463661474575,1027.947472920337,1028.2200195407227,1029.4514147830344,1032.4734216017994,1027.7513054021,1027.7480149736666,1027.7523646998486,1027.7472217369204,7.943806,0.5573425
2018-03-18,3.5955852266039168,3.5716942997607495,3.4552057296210914,3.373943534825399,1027.944965598813,1028.2196261636043,1029.4552780704028,1032.4792839158747,1027.7425894096914,1027.7418931323696,1027.7504740773609,1027.7474728886586,7.7067294,2.1449585
2018-03-25,4.095386600090144,4.060232010597572,3.733636549019859,3.4263410407376953,1027.911049795839,1028.193701989747,1029.458667655648,1032.4963228373792,1027.6892755242663,1027.6973534737715,1027.7370078701183,1027.7473217199763,8.483424,2.3769226
2018-04-01,3.7928633774994402,3.7203587775943303,3.5494503695031536,3.3896424323151293,1027.9576489916706,1028.233926199524,1029.4766075812345,1032.5038331802905,1027.7282469405804,1027.7294403685792,1027.745830909329,1027.7472905681213,8.982978,1.431488
2018-04-08,3.945454963721886,3.820458863412222,3.5787632739923376,3.385264340740114,1027.9334786976813,1028.2155909446233,1029.4661315809697,1032.495579786019,1027.7139257261865,1027.7208660212095,1027.7452133768907,1027.7475396065774,9.708618,2.7681885
2018-04-15,3.836078092389628,3.818343973776533,3.5928407639408175,3.412250941465036,1027.9179943978506,1028.1907757766437,1029.4438266867849,1032.473558699137,1027.7209747645213,1027.718451656447,1027.7454615553684,1027.7476167930176,9.554931,1.5968323
2018-04-22,3.8130686261613826,3.7542807665350866,3.490966782674165,3.337639160432996,1027.9513374895878,1028.230949314922,1029.4826207147898,1032.5104044153911,1027.7178308320126,1027.7222493453846,1027.7473420058752,1027.7483479155367,10.528001,4.0414734
2018-04-29,3.929185551614292,3.747656027130818,3.5404037558911483,3.3559263121141822,1027.9176068098996,1028.2173379969759,1029.470991928782,1032.5013665576375,1027.693172924364,1027.717552212021,1027.7450040486992,1027.7484340755207,7.069579,3.3590698
2018-05-06,3.928097725293036,3.8547083236910606,3.5333736552374195,3.357492715202622,1027.918960770022,1028.1992512558395,1029.4587692357388,1032.4884165909389,1027.7087675282307,1027.71406291486,1027.7470226832652,1027.7490294521278,12.395132,2.0025635
2018-05-13,3.8355935399378547,3.7914286330315483,3.5132445168708877,3.356782406434523,1027.9367777638881,1028.212274620046,1029.4643755018371,1032.493814581126,1027.7220811395414,1027.7224740329618,1027.747999468967,1027.7501150568664,7.3386283,3.0131226
2018-05-20,3.920513089481587,3.8543462680897047,3.542762508172081,3.3606569462447764,1027.9354582910582,1028.2154941170393,1029.4759334246444,1032.5061826345895,1027.7064809073577,1027.7114960362728,1027.7455081879398,1027.748848920028,11.016298,3.1311035
2018-05-27,4.265334167832127,4.170137358962876,3.6447426438281756,3.3717131736189043,1027.8725276022756,1028.1543809994926,1029.4399059806644,1032.4763665822557,1027.675002202515,1027.6821816160373,1027.7410020475565,1027.7482624169875,11.347606,3.3345947
2018-06-03,4.5025822662003785,4.4344965272625885,3.731614040281308,3.3681170694394975,1027.8517109450443,1028.1295044618353,1029.43738943654,1032.480097993862,1027.65038422626,1027.6539235107903,1027.7356542718726,1027.7482229153213,7.4240637,4.4648438
2018-06-10,4.72845827875269,4.355691882839287,3.649250261649623,3.3101312505118057,1027.8053620234796,1028.127435716261,1029.4345156556421,1032.4773721967508,1027.6097915783027,1027.6570493693278,1027.737516093563,1027.7489670089549,8.213363,5.1210327
2018-06-17,5.407342264426622,5.0532523375092095,4.052378846996485,3.515224452666378,1027.74937388265,1028.0755443694145,1029.4076696649624,1032.4751302016768,1027.5483760590353,1027.6008507941579,1027.7084909404407,1027.7469735239408,3.8190155,4.9508057
