time,30m Temp, 90m Temp, 350m Temp, 1000m Temp, 30m Density, 90m Density, 350m Density, 1000m Density, 30m Potential Density, 90m Potential Density, 350m Potential Density, 1000m Potential Density, Model Wind Speed, Model Air Temp
2016-07-03,6.036772776992335,4.074801660703261,3.5697936253030247,3.3891699533907476,1027.5734535207296,1028.1439508794317,1029.3990737723077,1032.4288734868578,1027.4298932178742,1027.7131471272323,1027.7444688663638,1027.7536483386032,6.216454,7.5590515
2016-07-10,6.452380912834256,4.113475272087966,3.603925809692449,3.4056755949105906,1027.5089509689583,1028.1444252098784,1029.3993038508377,1032.4293973080207,1027.3664194445698,1027.7125232268058,1027.743741332934,1027.7533959316852,8.267517,8.542145
2016-07-17,6.559500740784687,4.130501871964219,3.6455489476913994,3.456021592567865,1027.5014826083607,1028.138016079643,1029.3937248952525,1032.4186322591877,1027.3642117148672,1027.7096275909364,1027.7426931504021,1027.7517889399976,6.44237,8.479736
2016-07-24,7.623754030814562,4.1825641642873395,3.6678488294438205,3.478729556955532,1027.3415968178083,1028.121473903986,1029.3853285762702,1032.4048067932376,1027.2054684427299,1027.698198963564,1027.7409720594273,1027.7507571893834,3.938558,8.05777
2016-07-31,7.62611281814985,4.197259994098552,3.607933856536058,3.3789435424061507,1027.3318341936824,1028.119310546822,1029.3872830983807,1032.4067011195054,1027.195904455556,1027.6972102594093,1027.74333649441,1027.75072567745,5.2414746,9.317017
2016-08-07,8.351073645631024,4.9645871282375325,4.040393898048635,3.581184993943693,1027.2659657437837,1028.0830123494643,1029.3709352632472,1032.4017968868436,1027.129294413501,1027.660807741677,1027.728631949676,1027.748721191294,5.500457,9.8012085
2016-08-14,8.651241884876836,5.2289409785202565,4.170153770577684,3.5909207822420215,1027.2158553737431,1028.0705605083137,1029.3616755414153,1032.3993592988336,1027.0826241245493,1027.6505298480556,1027.7229880461528,1027.7487609031664,7.395655,10.629883
2016-08-21,7.0781987386843435,4.433418889075829,3.607892707663392,3.368184704904735,1027.4172868078788,1028.128788219331,1029.4074353749475,1032.4282424026567,1027.2645454540298,1027.685774799853,1027.7416798196298,1027.7507974676644,5.6747327,9.129547
2016-08-28,8.034073062005106,4.704814797131731,3.734861390281159,3.431488172742353,1027.2562056641323,1028.1062472013277,1029.3987758320568,1032.4230452694107,1027.1067422501324,1027.6682141218166,1027.7384781328474,1027.751190233304,5.9819016,9.776367
2016-09-04,8.352149275120802,4.990971963595193,3.814296061952451,3.4505822512269155,1027.194350680656,1028.0785526478592,1029.3762654671802,1032.4040638438312,1027.061478110633,1027.6596137509414,1027.735552260675,1027.7507837866951,6.026498,9.62561
2016-09-11,8.49427226113969,5.189473782296692,4.085051819335779,3.554032620314721,1027.2152371954107,1028.0687225484883,1029.3647832222775,1032.4019226648106,1027.0837617874279,1027.6482703940292,1027.724330969325,1027.7488185238346,8.854964,9.079407
2016-09-18,8.842261561872126,5.1860718166994335,3.9457807708416133,3.458027462553995,1027.1483504845394,1028.0610865876633,1029.3701861100446,1032.4061777910686,1027.0154206777524,1027.6411062958994,1027.7288906145059,1027.750973187257,7.337928,8.983887
2016-09-25,8.889445381861488,4.645412244537506,3.7231068819602844,3.4334163751180675,1027.084970886481,1028.088055609343,1029.3759892758394,1032.4028939191444,1026.9529345292272,1027.6711814004393,1027.7371415690907,1027.7515052554115,8.365787,7.375366
2016-10-02,8.479381590543069,4.6810917371737135,3.7354603152764505,3.439432886327474,1027.162195047099,1028.086697500174,1029.376538467731,1032.4026784455814,1027.0299181665848,1027.669940013547,1027.7376976584299,1027.7512706853463,8.245192,7.896454
2016-10-09,7.500266401772921,4.501740349103169,3.6648956134561455,3.388224053015545,1027.332485393152,1028.0975116906197,1029.3793227378271,1032.4043135529323,1027.201348568429,1027.6800226942075,1027.7396004441757,1027.7512227578882,10.1332035,7.3568726
2016-10-16,7.396401142906384,4.781519378538758,3.847071100206392,3.4587962464496047,1027.3277001312072,1028.0834669689318,1029.3728473259637,1032.4029594504113,1027.1943764634818,1027.666337863738,1027.7343221787198,1027.7511360178148,7.757653,6.6865845
2016-10-23,6.485353505742758,4.895422971976612,3.9129503749584273,3.4976725956638495,1027.489090857156,1028.0831899373093,1029.3707647731335,1032.4027999188238,1027.3558713837676,1027.665094595187,1027.7318973711976,1027.7510963864254,12.079522,4.900482
2016-10-30,5.512249152237778,4.554416748591278,3.6537507307370056,3.3659506648058715,1027.65361394001,1028.0826214780443,1029.3799393113627,1032.4064216361198,1027.5193725319916,1027.664980767425,1027.7390201174155,1027.7512860410632,10.960942,3.9169617
