time,Endurance Chlorophyll,Endurance DO,Endurance Water Temp,Endurance Salinity,Pioneer Chlorophyll,Pioneer DO,Pioneer Water Temp,Pioneer Salinity
2016-06-01,0.5116757751802338,250.8685438458331,14.44359832475179,30.678384545067477,0.5718874658637351,260.31702395373134,15.452830101020416,34.547765957812935
2016-06-02,0.44043932269801284,248.81853932632302,14.518326222100235,30.767027971140713,0.6868628148148148,266.6864790177937,15.24527051613786,33.94998646870737
2016-06-03,0.43750089610753295,250.13459227749806,14.6164889546803,30.869971162805907,0.677527108433735,260.1060018464891,16.038030542567,34.03245779860659
2016-06-04,0.5175001398992725,251.8528155474704,14.345035630845615,31.03281706766185,0.7486976737668161,262.90736111125375,15.81798571193795,33.9462354608337
2016-06-05,0.5880417307423459,248.91501139299012,14.669399668081038,30.963876316585498,0.7181999789680314,258.2970500467305,16.285310123089687,34.20950673787327
2016-06-06,0.5184043502587774,247.2041840298475,14.996745578120644,30.70604971564288,0.6399477417547791,247.19652124856452,17.40924384138722,34.20115771553762
2016-06-07,0.5758454227568361,244.69258613531446,14.703153924413824,30.810030621075803,0.5466210548405148,242.33494806159925,18.28093027285731,34.50563706442909
2016-06-08,0.663465411797635,243.77665206202911,14.6091145735846,30.964518426850873,0.6819128293161434,245.40381165236778,17.558245812317704,34.09137378469326
2016-06-09,0.47309653579676675,244.1117979194845,14.503608689003876,31.02270433992577,0.8814637637497373,264.17662043086585,14.094275172808132,33.195724999591334
2016-06-10,0.41881855814278723,243.33860972092043,14.348998062653193,31.199795377210716,0.9047840714786265,261.05033600534045,14.255750324681737,33.22168433163918
2016-06-11,0.4701437259430331,241.92863534919078,14.618513213791449,30.983614067841877,0.8230009318946188,266.13812468435464,13.948482692241884,33.02972787068186
2016-06-12,0.5095814293714126,244.49558323005456,14.603281380431808,31.084073226255846,0.7290400350017501,264.9297843252931,14.150056957260748,32.97398409702057
2016-06-13,0.7140305541932319,246.77532081752094,14.10149569650535,31.24465080446657,0.8905647421093147,268.2193756585599,13.605796953603544,32.70966931283869
2016-06-14,0.5659341889906973,242.66806093744486,14.640652806965797,30.53696011963492,0.9478839089316987,265.19792324835385,13.474492977470986,32.809236374483255
2016-06-15,0.49887753461054396,241.31412187270382,14.824750102472661,30.35800801698083,0.942106831731781,267.02840016674287,13.499895506411244,32.88202024917916
2016-06-16,0.43815547935619314,239.43730083319682,14.870597540175153,30.412671118416704,1.3173098353765325,270.7948134409698,13.458465287800367,32.93050773724966
2016-06-17,0.3924216505669887,238.11927178103977,15.17641670313602,30.388303287351288,1.1128550122591945,270.32032270475116,13.6999414704408,33.024136435764916
2016-06-18,0.48286221227174136,236.62346149579386,15.504097781001196,30.440336738630215,0.665682407796943,265.8656214188538,14.438518033667856,33.04816944680882
2016-06-19,0.5412430240694094,236.98853332681918,15.756400462143164,30.550879478809787,0.4942439378020593,264.79408991367455,14.817044922471043,33.0072714621164
2016-06-20,0.5028752552804587,238.82735604870587,15.35599711153451,30.880861330138448,0.5028579246076234,265.72485036270007,15.0894515270401,33.05991616909238
2016-06-21,0.5182276243093923,240.50482848222083,15.596548633394049,30.707642641289524,0.6107242763249896,257.38107557011193,16.179877511441163,33.169959449681656
2016-06-22,0.5425442393736017,243.24003278839265,15.021874580897014,31.24493499335293,0.7164474576271186,252.85756384676526,16.42513482337738,33.092112155888195
2016-06-23,0.4507292343225084,244.16081039645601,15.12276801379154,31.446788856333193,0.7708780417717971,250.06720388790487,16.89627106005282,33.23369937394081
2016-06-24,0.3661097338935574,241.42277197711257,15.007350499116114,31.441095251771234,0.6616343341031563,249.73208618136417,17.020271186449413,33.33765538747376
2016-06-25,0.3533001958452822,241.18709613213503,15.134623535321973,31.552580943986147,0.5639838549324371,249.17434450945711,17.26103113997902,33.2398629212983
2016-06-26,0.5105192724728926,242.07502937434762,15.111073492151121,31.298584474001174,0.472325066480056,248.91982069340102,17.36421411226616,33.18794266547284
2016-06-27,0.50472096424323,244.32017985590727,14.693609170614886,31.12749624467773,0.5481044175301036,252.6734093587886,17.289669284008113,33.09400656501942
2016-06-28,0.4764522153006229,250.42744660170337,13.582669230529495,31.678364179731357,0.7830224042568088,259.1421319650937,17.00795131711223,33.0455257674969
2016-06-29,0.4774012308553045,250.22528515431028,13.4068301111086,31.822348514596783,0.8926022827533086,263.01435777738794,16.90537466841649,33.020946964030394
2016-06-30,1.3909973167997758,266.20002213541306,12.829202061849992,31.96469130279678,0.701101499229368,257.36658316716705,17.718791454731143,33.17332131283746
2016-07-01,4.678401750577692,278.4345999297228,12.280174067539614,32.07792834887197,0.5260819566736549,252.16497792408677,18.37646933730219,33.32369909452471
2016-07-02,6.613896124465625,288.5168192010396,12.051196459452,32.13228656107817,0.6267938895499405,258.73343443415206,17.882358652294318,33.25721558184389
2016-07-03,4.258442796075683,286.98566647478884,12.820421716425782,31.985719107574933,0.5853218461538462,242.67527148931538,19.15873910691961,33.37755891321608
2016-07-04,2.6619915283903945,264.95111541412973,13.427127426111948,31.850744202145428,0.550980299321631,236.12848922260883,19.62612825848499,33.61331023976863
2016-07-05,4.438319658239372,269.8867045854072,12.948103153485548,31.79164495295766,0.6490832249493041,233.21017972058257,20.04419566901666,33.75731281751041
2016-07-06,2.3882753098522507,271.3958876572232,13.175883888475655,31.83841076530906,0.5771267403624152,232.61374535894728,20.14493783872791,33.55453332940482
2016-07-07,1.4081615584051572,267.1594953775269,13.772374677010015,31.675882330178567,0.5235206320352374,242.18399219233103,19.68075745996367,33.40853173859122
