time,GP Salinity,GP Temperature,GP Pressure,GP Density,CE06 Salinity,CE06 Temperature,CE06 Pressure,CE06 Density,CP04 Salinity,CP04 Temperature,CP04 Pressure,CP04 Density,GI Salinity,GI Temperature,GI Pressure,GI Density,GP DenCS,GP DenCT,GP DenCTS,CE06 DenCS,CE06 DenCT,CE06 DenCTS,CP04 DenCS,CP04 DenCT,CP04 DenCTS,GI DenCS,GI DenCT,GI DenCTS,GP MeanS,GP MeanT,CE06 MeanS,CE06 MeanT,CP04 MeanS,CP04 MeanT,GI MeanS,GI MeanT
2018-07-01 00:00,32.41,8.35,39.9,1025.376,31.99,13.78,1.07,1023.921,34.61,20.57,7.27,1024.352,34.83,5.93,38.2,1027.605,1025.307,1025.115,1025.049,1022.681,1024.179,1022.942,1023.763,1025.143,1024.555,1027.589,1027.659,1027.644,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 03:00,32.43,8.15,39.15,1025.414,32.02,13.79,1.07,1023.938,34.76,20.61,7.26,1024.45,34.85,5.73,35.43,1027.635,1025.333,1025.124,1025.045,1022.68,1024.198,1022.942,1023.753,1025.252,1024.555,1027.601,1027.664,1027.631,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 06:00,32.42,8.85,39.66,1025.301,32.02,13.74,1.04,1023.946,34.87,20.86,7.27,1024.468,34.87,5.37,38.67,1027.707,1025.23,1025.116,1025.048,1022.69,1024.196,1022.942,1023.687,1025.337,1024.555,1027.661,1027.691,1027.646,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 09:00,32.41,9.35,40.44,1025.222,32.03,13.52,1.06,1024.001,34.63,20.41,7.27,1024.404,34.89,5.1,42.93,1027.776,1025.155,1025.115,1025.051,1022.734,1024.207,1022.942,1023.806,1025.152,1024.555,1027.712,1027.728,1027.666,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 12:00,32.41,8.88,39.87,1025.297,32.06,13.29,1.09,1024.067,34.19,19.54,7.26,1024.301,34.86,5.71,37.89,1027.656,1025.226,1025.116,1025.049,1022.778,1024.228,1022.943,1024.034,1024.818,1024.555,1027.615,1027.682,1027.643,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 15:00,32.43,8.51,38.43,1025.359,32.03,13.52,1.08,1024,34.18,19.3,7.26,1024.358,34.84,6.2,35.1,1027.563,1025.277,1025.122,1025.042,1022.734,1024.205,1022.942,1024.096,1024.813,1024.555,1027.539,1027.651,1027.63,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 18:00,32.43,8.52,38.69,1025.361,32.03,13.71,1.09,1023.961,33.98,19.3,7.27,1024.2,34.88,5.61,37.84,1027.682,1025.276,1025.126,1025.043,1022.697,1024.204,1022.943,1024.097,1024.653,1024.555,1027.627,1027.697,1027.642,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-01 21:00,32.4,9.55,39.86,1025.185,32.06,13.75,1.09,1023.977,33.99,19.35,7.26,1024.195,34.9,4.99,43.07,1027.794,1025.121,1025.108,1025.049,1022.689,1024.229,1022.943,1024.083,1024.662,1024.555,1027.725,1027.733,1027.667,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 00:00,32.42,8.59,40.08,1025.344,32.1,13.75,1.1,1024.013,34.3,20.26,7.27,1024.192,34.86,5.92,38.94,1027.634,1025.272,1025.12,1025.05,1022.689,1024.264,1022.943,1023.845,1024.9,1024.555,1027.593,1027.687,1027.647,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 03:00,32.44,7.95,39.73,1025.458,32.1,13.65,1.09,1024.03,34.2,19.38,7.27,1024.35,34.85,6.24,35.12,1027.57,1025.365,1025.137,1025.048,1022.709,1024.261,1022.943,1024.076,1024.825,1024.555,1027.534,1027.664,1027.63,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 06:00,32.42,8.65,39.54,1025.338,32.11,13.5,1.08,1024.065,34.04,19.11,7.26,1024.295,34.85,6.06,36.53,1027.599,1025.26,1025.121,1025.047,1022.737,1024.267,1022.943,1024.146,1024.7,1024.555,1027.564,1027.67,1027.636,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 09:00,32.41,9.42,40.25,1025.212,32.16,13.19,1.07,1024.168,33.92,19.32,7.27,1024.147,34.84,6.3,40.57,1027.574,1025.143,1025.115,1025.05,1022.798,1024.308,1022.942,1024.091,1024.607,1024.555,1027.551,1027.676,1027.655,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 12:00,32.43,7.82,39.96,1025.469,32.28,12.65,1.08,1024.363,33.89,19.51,7.28,1024.082,34.84,6.4,38.33,1027.556,1025.384,1025.13,1025.049,1022.902,1024.398,1022.943,1024.043,1024.59,1024.555,1027.527,1027.671,1027.645,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 15:00,32.43,8.27,38.78,1025.402,32.4,12.37,1.05,1024.51,34.16,19.73,7.29,1024.227,34.85,6.46,35.17,1027.536,1025.314,1025.127,1025.044,1022.953,1024.493,1022.942,1023.986,1024.792,1024.555,1027.505,1027.659,1027.63,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 18:00,32.42,8.84,38.57,1025.304,32.39,12.61,1.09,1024.456,34.03,19.71,7.29,1024.139,34.84,6.5,36.46,1027.533,1025.226,1025.117,1025.043,1022.91,1024.483,1022.943,1023.992,1024.697,1024.555,1027.506,1027.661,1027.636,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-02 21:00,32.42,9.08,39.72,1025.268,32.37,12.76,1.11,1024.41,33.91,19.57,7.28,1024.076,34.84,6.48,40.81,1027.553,1025.194,1025.119,1025.048,1022.88,1024.468,1022.943,1024.027,1024.599,1024.555,1027.528,1027.678,1027.656,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 00:00,32.43,8.08,40.06,1025.434,32.43,12.85,1.08,1024.443,33.73,19.3,7.28,1024.014,34.85,6.56,39.05,1027.54,1025.347,1025.132,1025.05,1022.864,1024.517,1022.942,1024.097,1024.467,1024.555,1027.509,1027.676,1027.648,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 03:00,32.44,8.81,39.36,1025.326,32.4,12.74,1.07,1024.44,33.89,19.62,7.3,1024.052,34.85,6.56,35.05,1027.524,1025.235,1025.133,1025.046,1022.884,1024.493,1022.942,1024.013,1024.589,1024.555,1027.491,1027.66,1027.629,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 06:00,32.42,8.55,39.25,1025.352,32.3,12.59,1.09,1024.393,33.69,18.84,7.3,1024.099,34.85,6.55,35.75,1027.532,1025.275,1025.121,1025.046,1022.913,1024.418,1022.943,1024.214,1024.436,1024.555,1027.496,1027.666,1027.633,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 09:00,32.43,8.68,39.96,1025.339,32.2,12.18,1.08,1024.392,33.85,19.11,7.32,1024.151,34.85,6.55,38.7,1027.543,1025.258,1025.126,1025.049,1022.99,1024.338,1022.942,1024.145,1024.556,1024.555,1027.509,1027.678,1027.646,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 12:00,32.42,8.63,40.03,1025.34,32.25,11.85,1.06,1024.491,33.89,19.3,7.31,1024.131,34.85,6.49,38.38,1027.552,1025.266,1025.12,1025.049,1023.049,1024.376,1022.942,1024.097,1024.584,1024.555,1027.515,1027.679,1027.645,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 15:00,32.41,9.5,38.96,1025.192,32.42,11.93,1.04,1024.607,33.96,19.37,7.32,1024.171,34.86,6.43,35.52,1027.549,1025.125,1025.107,1025.045,1023.035,1024.507,1022.942,1024.078,1024.643,1024.555,1027.511,1027.668,1027.632,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 18:00,32.44,8.53,38.48,1025.361,32.14,13.08,1.05,1024.174,33.73,19.15,7.32,1024.05,34.86,6.44,36.39,1027.551,1025.273,1025.131,1025.042,1022.82,1024.294,1022.942,1024.135,1024.464,1024.555,1027.513,1027.671,1027.636,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-03 21:00,32.41,8.91,39.56,1025.287,32.13,14.16,1.05,1023.949,33.43,18.96,7.31,1023.871,34.86,6.43,41.59,1027.576,1025.221,1025.112,1025.047,1022.606,1024.284,1022.942,1024.182,1024.237,1024.555,1027.538,1027.696,1027.66,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 00:00,32.41,8.22,40.18,1025.393,32.23,13.99,1.04,1024.059,33.51,18.85,7.33,1023.961,34.85,6.44,41.75,1027.575,1025.328,1025.111,1025.05,1022.641,1024.36,1022.942,1024.212,1024.298,1024.555,1027.538,1027.695,1027.66,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 03:00,32.43,8.56,39.86,1025.361,32.35,12.7,1.01,1024.407,33.52,18.31,7.33,1024.101,34.85,6.54,36.13,1027.533,1025.276,1025.13,1025.049,1022.891,1024.453,1022.942,1024.346,1024.304,1024.555,1027.499,1027.667,1027.634,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 06:00,32.42,8.87,39.37,1025.302,32.45,11.98,1,1024.622,33.59,18.85,7.32,1024.019,34.85,6.56,35.79,1027.528,1025.226,1025.118,1025.046,1023.025,1024.53,1022.942,1024.211,1024.358,1024.555,1027.494,1027.665,1027.633,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 09:00,32.43,7.8,39.64,1025.471,32.45,12.14,0.98,1024.592,33.51,18.49,7.34,1024.05,34.85,6.48,39.5,1027.558,1025.387,1025.129,1025.048,1022.995,1024.531,1022.942,1024.3,1024.299,1024.555,1027.522,1027.683,1027.65,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 12:00,32.4,9.32,39.99,1025.219,32.46,12.32,0.97,1024.57,33.46,18.91,7.33,1023.903,34.86,6.39,42.24,1027.584,1025.159,1025.105,1025.049,1022.963,1024.543,1022.942,1024.195,1024.257,1024.555,1027.547,1027.698,1027.663,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 15:00,32.41,9.12,39.49,1025.257,32.47,12.55,0.95,1024.533,33.52,19.11,7.33,1023.902,34.84,6.46,37.25,1027.543,1025.188,1025.112,1025.047,1022.92,1024.549,1022.942,1024.144,1024.306,1024.555,1027.514,1027.666,1027.64,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 18:00,32.43,8.62,38.74,1025.346,32.45,12.91,0.96,1024.448,33.42,19.22,7.33,1023.791,34.85,6.49,36.54,1027.537,1025.261,1025.124,1025.044,1022.852,1024.534,1022.942,1024.116,1024.224,1024.555,1027.508,1027.664,1027.636,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-04 21:00,32.44,7.71,39.43,1025.485,32.45,13.15,0.97,1024.403,33.4,19.1,7.33,1023.808,34.85,6.38,41.44,1027.58,1025.398,1025.131,1025.047,1022.806,1024.536,1022.942,1024.148,1024.209,1024.555,1027.544,1027.693,1027.659,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 00:00,32.41,9.28,40.11,1025.236,32.41,12.88,1,1024.422,33.43,19.3,7.34,1023.782,34.85,6.32,45.8,1027.608,1025.166,1025.116,1025.05,1022.857,1024.503,1022.942,1024.096,1024.234,1024.555,1027.572,1027.713,1027.679,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 03:00,32.42,9.15,39.87,1025.263,32.34,13.15,1,1024.316,33.45,19.39,7.34,1023.778,34.84,6.49,40.06,1027.547,1025.184,1025.124,1025.049,1022.806,1024.449,1022.942,1024.074,1024.253,1024.555,1027.523,1027.674,1027.653,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 06:00,32.47,8.73,39.23,1025.361,32.3,13.6,1,1024.196,33.44,19.54,7.33,1023.729,34.84,6.54,37.85,1027.531,1025.246,1025.158,1025.046,1022.717,1024.419,1022.942,1024.036,1024.243,1024.555,1027.506,1027.666,1027.642,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 09:00,32.45,7.65,39.43,1025.505,32.31,13.53,0.99,1024.218,33.62,19.86,7.33,1023.78,34.85,6.12,43.71,1027.619,1025.406,1025.142,1025.047,1022.732,1024.426,1022.942,1023.952,1024.38,1024.555,1027.59,1027.697,1027.669,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 12:00,32.43,8.61,39.83,1025.355,32.3,13.52,1,1024.214,33.76,20.45,7.33,1023.739,34.84,5.93,49.64,1027.665,1025.268,1025.131,1025.048,1022.733,1024.42,1022.942,1023.798,1024.491,1024.555,1027.641,1027.719,1027.697,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 15:00,32.4,9.62,39.49,1025.165,32.32,13.47,1,1024.233,33.5,19.75,7.35,1023.719,34.85,5.85,43.92,1027.656,1025.108,1025.1,1025.047,1022.744,1024.428,1022.942,1023.98,1024.288,1024.555,1027.625,1027.701,1027.67,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 18:00,32.43,9.22,38.73,1025.25,32.33,13.75,1.02,1024.189,33.37,19.41,7.36,1023.71,34.84,5.92,40.06,1027.625,1025.169,1025.121,1025.044,1022.689,1024.442,1022.942,1024.067,1024.192,1024.555,1027.598,1027.679,1027.653,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-05 21:00,32.44,7.57,39.07,1025.51,32.29,14.69,1.03,1023.959,33.48,19.95,7.34,1023.651,34.88,4.9,44.54,1027.802,1025.416,1025.135,1025.045,1022.496,1024.407,1022.942,1023.927,1024.273,1024.555,1027.743,1027.73,1027.673,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 00:00,32.37,9.14,39.95,1025.224,32.32,14.02,1.03,1024.121,33.71,20.22,7.29,1023.754,34.88,5.29,53.02,1027.789,1025.186,1025.085,1025.049,1022.633,1024.43,1022.942,1023.857,1024.446,1024.555,1027.737,1027.764,1027.712,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 03:00,32.42,9.01,40.08,1025.282,32.31,14.28,1.02,1024.062,33.78,20.01,7.26,1023.868,34.86,5.43,47.17,1027.731,1025.207,1025.12,1025.05,1022.581,1024.423,1022.942,1023.912,1024.506,1024.555,1027.692,1027.723,1027.685,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 06:00,32.43,8.98,39.36,1025.292,32.32,14.54,1.04,1024.016,33.71,22.31,7.23,1023.182,34.84,6.23,40.59,1027.584,1025.208,1025.126,1025.046,1022.528,1024.431,1022.942,1023.288,1024.449,1024.555,1027.56,1027.677,1027.655,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 09:00,32.43,8.05,39.21,1025.431,32.32,14.24,1.04,1024.079,33.69,22.07,7.2,1023.239,34.86,5.55,43.59,1027.7,1025.348,1025.125,1025.046,1022.59,1024.432,1022.942,1023.354,1024.436,1024.555,1027.661,1027.707,1027.669,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 12:00,32.39,9.17,39.67,1025.231,32.33,13.93,1.05,1024.147,33.74,22.42,7.23,1023.181,34.85,5.21,51.25,1027.772,1025.181,1025.095,1025.048,1022.652,1024.436,1022.942,1023.257,1024.474,1024.555,1027.738,1027.736,1027.704,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 15:00,32.43,8.99,39.99,1025.293,32.32,13.89,1.08,1024.149,33.91,23.16,7.19,1023.094,34.85,5.39,46.79,1027.724,1025.211,1025.128,1025.049,1022.661,1024.429,1022.942,1023.046,1024.6,1024.555,1027.695,1027.711,1027.684,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 18:00,32.42,8.8,39.2,1025.315,32.32,14.04,1.1,1024.121,33.94,23.37,7.18,1023.056,34.84,6.09,40.14,1027.603,1025.236,1025.121,1025.046,1022.631,1024.433,1022.943,1022.985,1024.623,1024.554,1027.577,1027.678,1027.653,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-06 21:00,32.42,8.59,39.08,1025.343,32.32,14.29,1.07,1024.066,33.92,23.49,7.14,1023.009,34.84,6.1,41.64,1027.605,1025.267,1025.118,1025.045,1022.58,1024.428,1022.942,1022.95,1024.609,1024.554,1027.582,1027.681,1027.66,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 00:00,32.41,8.94,39.98,1025.287,32.3,14.36,1.07,1024.042,33.92,23.54,7.2,1022.997,34.83,5.94,46.96,1027.646,1025.218,1025.117,1025.049,1022.566,1024.42,1022.942,1022.937,1024.611,1024.555,1027.627,1027.701,1027.684,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 03:00,32.45,8.51,40.35,1025.38,32.3,14.45,1.07,1024.019,33.92,23.47,7.22,1023.017,34.86,5.73,45.09,1027.686,1025.284,1025.144,1025.051,1022.547,1024.416,1022.942,1022.956,1024.612,1024.555,1027.646,1027.714,1027.676,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 06:00,32.43,8.37,39.6,1025.383,32.31,14.41,1.06,1024.032,33.79,22.34,7.14,1023.236,34.81,6.13,38.91,1027.565,1025.303,1025.123,1025.047,1022.554,1024.421,1022.942,1023.278,1024.508,1024.554,1027.565,1027.645,1027.647,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 09:00,32.44,8.57,38.95,1025.36,32.29,14.32,1.04,1024.038,33.72,21.26,7.18,1023.484,34.83,6.27,39.2,1027.564,1025.27,1025.131,1025.044,1022.573,1024.407,1022.942,1023.577,1024.457,1024.554,1027.549,1027.662,1027.649,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 12:00,32.4,8.98,39.36,1025.269,32.21,13.7,1.06,1024.106,33.93,21.56,7.21,1023.564,34.84,6.07,43.73,1027.622,1025.209,1025.104,1025.046,1022.698,1024.349,1022.942,1023.495,1024.62,1024.555,1027.596,1027.694,1027.67,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 15:00,32.41,8.97,39.68,1025.274,32.06,13.91,1.09,1023.949,34.07,22.03,7.27,1023.543,34.84,6.37,43.71,1027.584,1025.211,1025.109,1025.048,1022.656,1024.234,1022.943,1023.366,1024.729,1024.555,1027.557,1027.695,1027.669,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 18:00,32.44,8.42,39.22,1025.386,31.54,14.45,1.08,1023.43,34.17,21.68,7.28,1023.714,34.85,6.35,37.9,1027.566,1025.293,1025.135,1025.046,1022.547,1023.824,1022.942,1023.463,1024.803,1024.555,1027.532,1027.675,1027.643,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-07 21:00,32.42,8.33,38.88,1025.384,30.27,15.29,1.09,1022.281,34.23,21.6,7.31,1023.778,34.83,6.49,36.98,1027.529,1025.305,1025.12,1025.044,1022.37,1022.846,1022.943,1023.486,1024.845,1024.555,1027.509,1027.656,1027.638,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 00:00,32.41,9.06,39.7,1025.266,29.31,15.36,1.08,1021.523,34.15,21.47,7.28,1023.755,34.84,6.41,39.36,1027.556,1025.197,1025.113,1025.048,1022.356,1022.097,1022.942,1023.522,1024.785,1024.555,1027.531,1027.672,1027.649,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 03:00,32.41,9.24,40.29,1025.237,29.25,15.14,1.05,1021.527,34.09,21.66,7.26,1023.653,34.86,6.32,39.48,1027.581,1025.172,1025.112,1025.051,1022.402,1022.055,1022.942,1023.468,1024.737,1024.555,1027.543,1027.686,1027.65,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 06:00,32.43,8.95,39.76,1025.297,28.56,15.02,1.04,1021.021,34.16,21.56,7.31,1023.738,34.85,6.36,36.05,1027.552,1025.216,1025.127,1025.048,1022.428,1021.52,1022.942,1023.495,1024.795,1024.555,1027.522,1027.662,1027.634,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 09:00,32.43,8.12,38.85,1025.417,28.3,14.94,1.04,1020.836,34.22,21.12,7.35,1023.904,34.82,6.61,35.32,1027.496,1025.336,1025.121,1025.044,1022.443,1021.318,1022.942,1023.617,1024.839,1024.555,1027.485,1027.639,1027.631,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 12:00,32.4,9.13,39,1025.243,28.18,15.23,1.04,1020.685,34.3,21.01,7.34,1023.991,34.84,6.44,36.96,1027.537,1025.183,1025.102,1025.045,1022.383,1021.225,1022.942,1023.645,1024.898,1024.555,1027.515,1027.658,1027.638,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 15:00,32.39,9.72,39.57,1025.143,28.21,15.42,1.01,1020.669,34.3,21.12,7.3,1023.967,34.83,6.29,38,1027.556,1025.091,1025.094,1025.047,1022.342,1021.25,1022.942,1023.616,1024.905,1024.555,1027.541,1027.657,1027.643,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 18:00,32.43,8.92,39.55,1025.3,28.11,15.44,1.04,1020.584,34.31,21.31,7.31,1023.925,34.83,6.53,35.71,1027.517,1025.219,1025.126,1025.047,1022.337,1021.17,1022.942,1023.564,1024.913,1024.555,1027.498,1027.649,1027.633,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-08 21:00,32.43,8.02,39.02,1025.438,28.29,15.82,1.03,1020.642,34.24,21.21,7.28,1023.893,34.83,6.59,34.97,1027.505,1025.352,1025.127,1025.045,1022.255,1021.309,1022.942,1023.593,1024.853,1024.555,1027.487,1027.645,1027.629,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 00:00,32.41,8.39,39.45,1025.369,28.32,16.27,1.02,1020.569,34.29,21.1,7.28,1023.965,34.82,6.51,36,1027.514,1025.299,1025.114,1025.047,1022.156,1021.334,1022.942,1023.622,1024.896,1024.555,1027.502,1027.643,1027.634,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 03:00,32.39,9.63,40.31,1025.159,28.52,15.85,1.03,1020.811,34.47,21.28,7.33,1024.055,34.83,6.22,36.32,1027.559,1025.109,1025.097,1025.051,1022.249,1021.485,1022.942,1023.574,1025.036,1024.555,1027.542,1027.65,1027.635,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 06:00,32.43,8.89,40.27,1025.312,28.52,15.7,1.02,1020.851,34.65,21.65,7.32,1024.089,34.82,6.37,35.16,1027.525,1025.227,1025.132,1025.05,1022.282,1021.493,1022.942,1023.473,1025.172,1024.555,1027.517,1027.636,1027.63,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 09:00,32.45,8.29,38.88,1025.41,28.48,15.66,1.04,1020.821,34.57,21.46,7.3,1024.076,34.83,6.52,34.66,1027.512,1025.311,1025.139,1025.044,1022.289,1021.455,1022.942,1023.524,1025.107,1024.555,1027.495,1027.642,1027.628,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 12:00,32.41,8.41,38.74,1025.362,28.33,15.6,1.03,1020.72,34.41,21.31,7.32,1023.999,34.83,6.51,35.36,1027.513,1025.293,1025.11,1025.044,1022.302,1021.341,1022.942,1023.565,1024.987,1024.555,1027.499,1027.643,1027.631,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 15:00,32.37,10.16,39.36,1025.055,28.26,15.65,1.04,1020.656,34.32,21.14,7.33,1023.976,34.82,6.42,36.36,1027.523,1025.018,1025.079,1025.046,1022.292,1021.287,1022.942,1023.612,1024.917,1024.555,1027.516,1027.641,1027.636,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 18:00,32.44,8.79,39.7,1025.328,28.03,16.45,1.05,1020.306,34.46,21.39,7.29,1024.016,34.82,6.47,35.52,1027.513,1025.24,1025.132,1025.048,1022.114,1021.109,1022.942,1023.544,1025.027,1024.555,1027.505,1027.637,1027.632,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-09 21:00,32.45,8.2,39.39,1025.424,28.04,16.35,1.06,1020.336,34.61,21.65,7.27,1024.055,34.82,6.51,34.91,1027.508,1025.327,1025.138,1025.047,1022.137,1021.117,1022.942,1023.471,1025.139,1024.555,1027.496,1027.638,1027.629,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 00:00,32.43,9.09,39.31,1025.273,28.18,16.42,1.06,1020.431,34.73,21.71,7.25,1024.125,34.82,6.52,35.3,1027.511,1025.192,1025.123,1025.046,1022.122,1021.228,1022.942,1023.453,1025.227,1024.555,1027.498,1027.641,1027.631,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 03:00,32.4,9.28,40.19,1025.23,28.19,16.29,1.03,1020.463,34.7,21.8,7.27,1024.081,34.82,6.51,35.76,1027.512,1025.166,1025.109,1025.05,1022.15,1021.233,1022.942,1023.43,1025.207,1024.555,1027.502,1027.64,1027.633,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 06:00,32.39,9.41,40.39,1025.197,28.33,16.01,1.05,1020.632,34.54,21.67,7.27,1023.998,34.83,6.54,35.23,1027.51,1025.145,1025.099,1025.051,1022.213,1021.34,1022.942,1023.465,1025.088,1024.555,1027.494,1027.644,1027.63,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 09:00,32.45,8.63,39.19,1025.36,28.28,16.14,1.06,1020.564,34.39,21.5,7.24,1023.931,34.83,6.61,34.91,1027.499,1025.262,1025.139,1025.046,1022.185,1021.3,1022.942,1023.513,1024.972,1024.555,1027.484,1027.641,1027.629,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 12:00,32.42,8.67,38.23,1025.328,28.26,16.14,1.06,1020.554,34.39,21.54,7.23,1023.916,34.83,6.61,35.68,1027.502,1025.251,1025.115,1025.041,1022.183,1021.291,1022.942,1023.502,1024.968,1024.555,1027.488,1027.645,1027.632,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 15:00,32.42,9.42,39.06,1025.211,28.32,16.19,1.08,1020.589,34.5,21.69,7.21,1023.96,34.83,6.55,36.12,1027.513,1025.137,1025.114,1025.045,1022.173,1021.337,1022.943,1023.459,1025.056,1024.555,1027.497,1027.649,1027.634,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 18:00,32.41,9.49,39.84,1025.198,28.17,16.72,1.08,1020.358,34.63,21.9,7.17,1024,34.84,6.44,36.36,1027.535,1025.13,1025.112,1025.049,1022.055,1021.221,1022.943,1023.401,1025.155,1024.554,1027.513,1027.655,1027.636,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
2018-07-10 21:00,32.44,9.01,39.66,1025.295,28.42,16.72,1.09,1020.545,34.62,22.14,7.19,1023.927,34.83,6.37,38.07,1027.549,1025.205,1025.133,1025.048,1022.054,1021.41,1022.943,1023.334,1025.149,1024.555,1027.53,1027.66,1027.643,32.33,9.99,30.4,12.43,33.85,17.45,34.81,5.49
