depth_bin,depth,temperature,pressure,density,salinity,site,date
1880.000,1880.000,3.348,1906.624,1036.505,34.897,GI,2020-08-31
1885.000,1885.000,3.324,1911.674,1036.529,34.894,GI,2020-08-31
1890.000,1890.000,3.305,1916.783,1036.553,34.891,GI,2020-08-31
1895.000,1895.000,3.300,1921.871,1036.576,34.891,GI,2020-08-31
1900.000,1900.167,3.287,1927.148,1036.600,34.889,GI,2020-08-31
1905.000,1905.000,3.271,1932.013,1036.623,34.888,GI,2020-08-31
1910.000,1910.000,3.252,1937.072,1036.647,34.886,GI,2020-08-31
1915.000,1915.000,3.236,1942.207,1036.671,34.884,GI,2020-08-31
1920.000,1920.000,3.230,1947.275,1036.694,34.883,GI,2020-08-31
1925.000,1925.000,3.218,1952.365,1036.719,34.883,GI,2020-08-31
1930.000,1929.833,3.216,1957.288,1036.741,34.884,GI,2020-08-31
1935.000,1935.000,3.202,1962.543,1036.766,34.883,GI,2020-08-31
1940.000,1940.000,3.180,1967.710,1036.791,34.881,GI,2020-08-31
1945.000,1944.667,3.173,1972.369,1036.812,34.880,GI,2020-08-31
1950.000,1950.000,3.168,1977.860,1036.838,34.880,GI,2020-08-31
1955.000,1955.167,3.154,1983.155,1036.863,34.880,GI,2020-08-31
1960.000,1960.000,3.151,1988.148,1036.886,34.879,GI,2020-08-31
1965.000,1965.000,3.151,1993.113,1036.908,34.879,GI,2020-08-31
1970.000,1970.000,3.156,1998.256,1036.932,34.881,GI,2020-08-31
1975.000,1975.000,3.177,2003.287,1036.955,34.886,GI,2020-08-31
1980.000,1980.000,3.199,2008.444,1036.979,34.891,GI,2020-08-31
1985.000,1984.833,3.201,2013.300,1037.001,34.892,GI,2020-08-31
1990.000,1990.000,3.202,2018.599,1037.026,34.894,GI,2020-08-31
1995.000,1995.000,3.197,2023.751,1037.050,34.894,GI,2020-08-31
2000.000,2000.000,3.192,2028.831,1037.074,34.894,GI,2020-08-31
5.000,,,,,,GI,2021-01-31
10.000,,,,,,GI,2021-01-31
15.000,,,,,,GI,2021-01-31
20.000,,,,,,GI,2021-01-31
25.000,,,,,,GI,2021-01-31
30.000,,,,,,GI,2021-01-31
35.000,,,,,,GI,2021-01-31
40.000,,,,,,GI,2021-01-31
45.000,,,,,,GI,2021-01-31
50.000,,,,,,GI,2021-01-31
55.000,,,,,,GI,2021-01-31
60.000,,,,,,GI,2021-01-31
65.000,,,,,,GI,2021-01-31
70.000,,,,,,GI,2021-01-31
75.000,,,,,,GI,2021-01-31
80.000,,,,,,GI,2021-01-31
85.000,,,,,,GI,2021-01-31
90.000,,,,,,GI,2021-01-31
95.000,,,,,,GI,2021-01-31
100.000,,,,,,GI,2021-01-31
105.000,,,,,,GI,2021-01-31
110.000,,,,,,GI,2021-01-31
115.000,,,,,,GI,2021-01-31
120.000,,,,,,GI,2021-01-31
125.000,,,,,,GI,2021-01-31
130.000,,,,,,GI,2021-01-31
135.000,,,,,,GI,2021-01-31
140.000,,,,,,GI,2021-01-31
145.000,,,,,,GI,2021-01-31
150.000,,,,,,GI,2021-01-31
155.000,,,,,,GI,2021-01-31
160.000,158.000,4.059,159.438,1028.412,34.860,GI,2021-01-31
165.000,,,,,,GI,2021-01-31
170.000,169.429,4.045,171.004,1028.466,34.858,GI,2021-01-31
175.000,175.000,4.025,176.752,1028.493,34.856,GI,2021-01-31
180.000,180.167,4.016,181.948,1028.518,34.855,GI,2021-01-31
185.000,185.000,4.009,186.818,1028.541,34.856,GI,2021-01-31
190.000,190.000,4.007,191.901,1028.565,34.856,GI,2021-01-31
195.000,195.000,4.006,196.978,1028.589,34.857,GI,2021-01-31
200.000,200.000,4.007,201.987,1028.613,34.857,GI,2021-01-31
205.000,205.000,4.013,207.082,1028.637,34.859,GI,2021-01-31
210.000,210.000,4.017,212.067,1028.660,34.859,GI,2021-01-31
215.000,215.000,4.024,217.104,1028.684,34.860,GI,2021-01-31
220.000,220.000,4.026,222.299,1028.708,34.861,GI,2021-01-31
225.000,225.000,4.025,227.262,1028.731,34.861,GI,2021-01-31
230.000,229.667,4.021,232.038,1028.754,34.861,GI,2021-01-31
235.000,235.000,4.021,237.315,1028.778,34.861,GI,2021-01-31
240.000,240.000,4.020,242.433,1028.802,34.861,GI,2021-01-31
245.000,244.833,4.020,247.328,1028.825,34.861,GI,2021-01-31
250.000,250.000,4.020,252.555,1028.849,34.861,GI,2021-01-31
255.000,255.000,4.020,257.611,1028.873,34.861,GI,2021-01-31
260.000,260.000,4.019,262.670,1028.896,34.861,GI,2021-01-31
265.000,265.000,4.019,267.698,1028.919,34.861,GI,2021-01-31
270.000,270.000,4.018,272.748,1028.943,34.861,GI,2021-01-31
275.000,275.000,4.017,277.774,1028.966,34.861,GI,2021-01-31
280.000,280.000,4.012,282.837,1028.990,34.860,GI,2021-01-31
285.000,285.000,4.007,287.911,1029.013,34.860,GI,2021-01-31
290.000,290.167,4.007,293.146,1029.037,34.860,GI,2021-01-31
295.000,295.000,4.006,297.997,1029.060,34.860,GI,2021-01-31
300.000,300.000,4.001,303.095,1029.084,34.859,GI,2021-01-31
305.000,305.333,3.998,308.436,1029.108,34.859,GI,2021-01-31
310.000,310.000,3.998,313.220,1029.130,34.859,GI,2021-01-31
315.000,315.000,3.998,318.207,1029.153,34.859,GI,2021-01-31
320.000,320.000,3.995,323.272,1029.177,34.858,GI,2021-01-31
325.000,324.667,3.991,327.927,1029.199,34.858,GI,2021-01-31
330.000,330.000,3.986,333.375,1029.224,34.858,GI,2021-01-31
335.000,335.000,3.991,338.490,1029.248,34.858,GI,2021-01-31
340.000,339.667,3.990,343.157,1029.270,34.858,GI,2021-01-31
345.000,345.000,3.993,348.595,1029.295,34.859,GI,2021-01-31
350.000,350.000,3.993,353.590,1029.318,34.859,GI,2021-01-31
355.000,354.833,3.991,358.465,1029.340,34.859,GI,2021-01-31
360.000,360.000,3.993,363.727,1029.365,34.859,GI,2021-01-31
365.000,365.000,3.995,368.764,1029.388,34.859,GI,2021-01-31
370.000,370.000,3.996,373.756,1029.410,34.859,GI,2021-01-31
375.000,375.000,3.985,378.923,1029.435,34.857,GI,2021-01-31
380.000,380.000,3.960,383.955,1029.460,34.857,GI,2021-01-31
385.000,385.000,3.953,389.106,1029.485,34.857,GI,2021-01-31
390.000,390.000,3.948,394.116,1029.509,34.857,GI,2021-01-31
395.000,395.000,3.937,399.138,1029.533,34.857,GI,2021-01-31
400.000,400.167,3.924,404.382,1029.560,34.858,GI,2021-01-31
405.000,405.000,3.917,409.190,1029.584,34.859,GI,2021-01-31
410.000,410.000,3.894,414.334,1029.612,34.861,GI,2021-01-31
415.000,415.333,3.875,419.716,1029.641,34.864,GI,2021-01-31
420.000,420.000,3.851,424.463,1029.667,34.867,GI,2021-01-31
425.000,425.000,3.832,429.502,1029.694,34.868,GI,2021-01-31
430.000,430.000,3.823,434.557,1029.719,34.868,GI,2021-01-31
435.000,435.000,3.819,439.571,1029.743,34.869,GI,2021-01-31
440.000,440.000,3.812,444.673,1029.767,34.868,GI,2021-01-31
445.000,445.000,3.797,449.700,1029.792,34.868,GI,2021-01-31
450.000,449.667,3.788,454.543,1029.815,34.868,GI,2021-01-31
455.000,455.000,3.771,459.868,1029.841,34.868,GI,2021-01-31
460.000,460.000,3.757,464.920,1029.866,34.868,GI,2021-01-31
465.000,464.833,3.743,469.775,1029.890,34.868,GI,2021-01-31
470.000,470.000,3.732,475.075,1029.915,34.867,GI,2021-01-31
475.000,475.000,3.717,480.096,1029.940,34.867,GI,2021-01-31
480.000,480.000,3.703,485.058,1029.964,34.867,GI,2021-01-31
485.000,485.000,3.704,490.183,1029.988,34.867,GI,2021-01-31
490.000,490.000,3.696,495.284,1030.012,34.867,GI,2021-01-31
495.000,495.000,3.675,500.404,1030.038,34.866,GI,2021-01-31
500.000,500.000,3.661,505.373,1030.062,34.865,GI,2021-01-31
505.000,505.000,3.651,510.459,1030.086,34.864,GI,2021-01-31
510.000,510.167,3.649,515.654,1030.110,34.865,GI,2021-01-31
515.000,515.000,3.655,520.529,1030.133,34.867,GI,2021-01-31
520.000,520.000,3.652,525.680,1030.158,34.867,GI,2021-01-31
525.000,525.167,3.641,530.888,1030.184,34.868,GI,2021-01-31
530.000,530.000,3.647,535.732,1030.207,34.869,GI,2021-01-31
535.000,535.000,3.654,540.728,1030.230,34.871,GI,2021-01-31
540.000,540.333,3.654,546.164,1030.255,34.871,GI,2021-01-31
545.000,545.000,3.648,550.946,1030.278,34.870,GI,2021-01-31
550.000,550.000,3.643,555.999,1030.301,34.870,GI,2021-01-31
555.000,555.000,3.638,561.042,1030.324,34.869,GI,2021-01-31
560.000,559.667,3.632,565.741,1030.347,34.869,GI,2021-01-31
565.000,565.000,3.621,571.157,1030.373,34.870,GI,2021-01-31
570.000,570.000,3.617,576.225,1030.397,34.869,GI,2021-01-31
575.000,575.000,3.616,581.268,1030.420,34.869,GI,2021-01-31
580.000,580.000,3.615,586.399,1030.444,34.869,GI,2021-01-31
585.000,585.000,3.611,591.428,1030.467,34.868,GI,2021-01-31
590.000,589.833,3.606,596.311,1030.489,34.868,GI,2021-01-31
595.000,595.000,3.598,601.503,1030.513,34.867,GI,2021-01-31
600.000,600.000,3.579,606.543,1030.537,34.865,GI,2021-01-31
605.000,605.000,3.572,611.675,1030.561,34.864,GI,2021-01-31
610.000,610.000,3.564,616.684,1030.585,34.864,GI,2021-01-31
615.000,615.000,3.556,621.776,1030.609,34.863,GI,2021-01-31
620.000,620.167,3.546,627.004,1030.634,34.863,GI,2021-01-31
625.000,625.000,3.543,631.813,1030.656,34.863,GI,2021-01-31
630.000,630.000,3.541,636.984,1030.681,34.863,GI,2021-01-31
635.000,635.000,3.541,642.041,1030.704,34.863,GI,2021-01-31
640.000,640.000,3.541,647.104,1030.727,34.863,GI,2021-01-31
645.000,645.000,3.541,652.168,1030.751,34.863,GI,2021-01-31
650.000,650.333,3.538,657.597,1030.776,34.863,GI,2021-01-31
655.000,655.000,3.535,662.294,1030.798,34.863,GI,2021-01-31
660.000,660.000,3.534,667.311,1030.821,34.863,GI,2021-01-31
665.000,665.000,3.532,672.405,1030.845,34.863,GI,2021-01-31
670.000,669.667,3.523,677.154,1030.867,34.862,GI,2021-01-31
675.000,675.000,3.518,682.578,1030.893,34.862,GI,2021-01-31
680.000,680.000,3.519,687.674,1030.916,34.863,GI,2021-01-31
685.000,684.833,3.518,692.472,1030.938,34.862,GI,2021-01-31
690.000,690.000,3.507,697.753,1030.963,34.862,GI,2021-01-31
695.000,695.000,3.505,702.836,1030.987,34.862,GI,2021-01-31
700.000,700.000,3.501,707.883,1031.010,34.862,GI,2021-01-31
705.000,705.000,3.500,712.900,1031.033,34.861,GI,2021-01-31
710.000,710.000,3.499,717.996,1031.057,34.862,GI,2021-01-31
715.000,715.000,3.497,723.150,1031.081,34.862,GI,2021-01-31
720.000,720.000,3.495,728.179,1031.105,34.862,GI,2021-01-31
725.000,725.000,3.497,733.175,1031.128,34.863,GI,2021-01-31
730.000,730.167,3.512,738.366,1031.152,34.865,GI,2021-01-31
735.000,735.000,3.518,743.328,1031.175,34.866,GI,2021-01-31
740.000,740.000,3.521,748.371,1031.199,34.867,GI,2021-01-31
745.000,745.333,3.530,753.704,1031.223,34.868,GI,2021-01-31
750.000,750.000,3.529,758.514,1031.245,34.868,GI,2021-01-31
755.000,755.000,3.507,763.523,1031.269,34.866,GI,2021-01-31
760.000,760.000,3.496,768.621,1031.293,34.865,GI,2021-01-31
765.000,765.000,3.486,773.709,1031.317,34.864,GI,2021-01-31
770.000,770.000,3.488,778.799,1031.340,34.864,GI,2021-01-31
775.000,775.000,3.486,783.847,1031.363,34.864,GI,2021-01-31
780.000,779.667,3.486,788.611,1031.386,34.865,GI,2021-01-31
785.000,785.000,3.485,793.994,1031.411,34.865,GI,2021-01-31
790.000,790.000,3.482,799.077,1031.434,34.864,GI,2021-01-31
795.000,794.833,3.475,803.949,1031.456,34.863,GI,2021-01-31
800.000,800.000,3.461,809.164,1031.481,34.862,GI,2021-01-31
805.000,805.000,3.454,814.276,1031.504,34.861,GI,2021-01-31
810.000,810.000,3.452,819.293,1031.528,34.861,GI,2021-01-31
815.000,815.000,3.452,824.419,1031.551,34.861,GI,2021-01-31
820.000,820.000,3.449,829.457,1031.575,34.861,GI,2021-01-31
825.000,825.000,3.448,834.638,1031.599,34.861,GI,2021-01-31
830.000,830.000,3.447,839.554,1031.621,34.861,GI,2021-01-31
835.000,835.000,3.446,844.666,1031.645,34.861,GI,2021-01-31
840.000,840.167,3.435,849.905,1031.670,34.860,GI,2021-01-31
845.000,845.000,3.436,854.815,1031.692,34.860,GI,2021-01-31
850.000,850.000,3.422,859.845,1031.716,34.860,GI,2021-01-31
855.000,855.333,3.433,865.266,1031.741,34.861,GI,2021-01-31
860.000,860.000,3.436,870.035,1031.763,34.862,GI,2021-01-31
865.000,865.000,3.420,875.118,1031.787,34.860,GI,2021-01-31
870.000,870.000,3.429,880.221,1031.811,34.862,GI,2021-01-31
875.000,875.000,3.445,885.213,1031.834,34.864,GI,2021-01-31
880.000,880.000,3.439,890.293,1031.857,34.864,GI,2021-01-31
885.000,885.000,3.443,895.308,1031.880,34.864,GI,2021-01-31
890.000,889.667,3.441,900.131,1031.902,34.864,GI,2021-01-31
895.000,895.000,3.427,905.542,1031.927,34.862,GI,2021-01-31
900.000,900.000,3.421,910.578,1031.951,34.862,GI,2021-01-31
905.000,904.833,3.419,915.382,1031.973,34.861,GI,2021-01-31
910.000,910.000,3.414,920.702,1031.997,34.861,GI,2021-01-31
915.000,915.000,3.410,925.781,1032.021,34.861,GI,2021-01-31
920.000,920.000,3.408,930.804,1032.044,34.861,GI,2021-01-31
925.000,925.000,3.413,935.876,1032.067,34.862,GI,2021-01-31
930.000,930.000,3.415,940.970,1032.091,34.862,GI,2021-01-31
935.000,935.000,3.407,946.079,1032.114,34.861,GI,2021-01-31
940.000,940.000,3.411,951.067,1032.137,34.861,GI,2021-01-31
945.000,945.000,3.395,956.199,1032.161,34.860,GI,2021-01-31
950.000,950.167,3.392,961.394,1032.185,34.859,GI,2021-01-31
955.000,955.000,3.394,966.377,1032.208,34.860,GI,2021-01-31
960.000,960.000,3.393,971.389,1032.231,34.860,GI,2021-01-31
965.000,965.000,3.393,976.461,1032.254,34.860,GI,2021-01-31
970.000,970.000,3.397,981.559,1032.278,34.861,GI,2021-01-31
975.000,975.000,3.401,986.611,1032.301,34.861,GI,2021-01-31
980.000,980.333,3.398,992.088,1032.326,34.861,GI,2021-01-31
985.000,985.000,3.396,996.699,1032.347,34.861,GI,2021-01-31
990.000,990.000,3.397,1001.843,1032.371,34.861,GI,2021-01-31
995.000,995.000,3.392,1006.967,1032.395,34.861,GI,2021-01-31
1000.000,999.667,3.388,1011.653,1032.416,34.861,GI,2021-01-31
1005.000,1005.000,3.389,1017.080,1032.441,34.861,GI,2021-01-31
1010.000,1010.000,3.395,1022.134,1032.464,34.862,GI,2021-01-31
1015.000,1014.833,3.394,1026.991,1032.487,34.862,GI,2021-01-31
1020.000,1020.000,3.394,1032.303,1032.511,34.862,GI,2021-01-31
1025.000,1025.000,3.393,1037.373,1032.534,34.862,GI,2021-01-31
1030.000,1030.000,3.393,1042.386,1032.557,34.862,GI,2021-01-31
1035.000,1035.000,3.393,1047.514,1032.581,34.862,GI,2021-01-31
1040.000,1040.000,3.392,1052.521,1032.604,34.862,GI,2021-01-31
1045.000,1045.000,3.392,1057.663,1032.627,34.862,GI,2021-01-31
1050.000,1050.000,3.393,1062.728,1032.651,34.862,GI,2021-01-31
1055.000,1055.000,3.390,1067.827,1032.674,34.862,GI,2021-01-31
1060.000,1060.167,3.388,1072.981,1032.698,34.862,GI,2021-01-31
1065.000,1065.000,3.388,1077.883,1032.721,34.862,GI,2021-01-31
1070.000,1070.000,3.388,1083.035,1032.744,34.862,GI,2021-01-31
1075.000,1075.000,3.383,1088.125,1032.767,34.862,GI,2021-01-31
1080.000,1080.000,3.380,1093.154,1032.791,34.861,GI,2021-01-31
1085.000,1085.000,3.378,1098.197,1032.814,34.861,GI,2021-01-31
1090.000,1090.333,3.378,1103.680,1032.839,34.861,GI,2021-01-31
1095.000,1095.000,3.379,1108.317,1032.860,34.862,GI,2021-01-31
1100.000,1100.000,3.379,1113.479,1032.884,34.862,GI,2021-01-31
1105.000,1105.000,3.378,1118.525,1032.907,34.862,GI,2021-01-31
1110.000,1109.667,3.378,1123.215,1032.928,34.862,GI,2021-01-31
1115.000,1115.000,3.377,1128.658,1032.953,34.862,GI,2021-01-31
1120.000,1120.000,3.376,1133.721,1032.976,34.862,GI,2021-01-31
1125.000,1125.000,3.374,1138.841,1033.000,34.861,GI,2021-01-31
1130.000,1130.000,3.375,1143.902,1033.023,34.862,GI,2021-01-31
1135.000,1135.000,3.376,1148.932,1033.046,34.862,GI,2021-01-31
1140.000,1139.833,3.378,1153.991,1033.069,34.862,GI,2021-01-31
1145.000,1145.000,3.378,1159.123,1033.093,34.863,GI,2021-01-31
1150.000,1150.000,3.378,1164.189,1033.116,34.863,GI,2021-01-31
1155.000,1155.000,3.379,1169.290,1033.139,34.863,GI,2021-01-31
1160.000,1160.000,3.380,1174.347,1033.162,34.863,GI,2021-01-31
1165.000,1165.000,3.380,1179.412,1033.186,34.863,GI,2021-01-31
1170.000,1170.000,3.381,1184.571,1033.209,34.864,GI,2021-01-31
1175.000,1175.000,3.380,1189.624,1033.232,34.864,GI,2021-01-31
1180.000,1180.000,3.375,1194.687,1033.255,34.863,GI,2021-01-31
1185.000,1185.167,3.373,1199.966,1033.280,34.863,GI,2021-01-31
1190.000,1190.000,3.374,1204.792,1033.302,34.863,GI,2021-01-31
1195.000,1195.000,3.373,1209.860,1033.325,34.863,GI,2021-01-31
1200.000,1200.333,3.375,1215.360,1033.350,34.864,GI,2021-01-31
1205.000,1205.000,3.374,1220.016,1033.372,34.864,GI,2021-01-31
1210.000,1210.000,3.377,1225.145,1033.395,34.864,GI,2021-01-31
1215.000,1215.000,3.379,1230.264,1033.418,34.865,GI,2021-01-31
1220.000,1219.667,3.382,1234.911,1033.440,34.865,GI,2021-01-31
1225.000,1225.000,3.386,1240.373,1033.465,34.866,GI,2021-01-31
1230.000,1230.000,3.386,1245.419,1033.488,34.866,GI,2021-01-31
1235.000,1234.667,3.382,1250.227,1033.510,34.866,GI,2021-01-31
1240.000,1240.000,3.379,1255.562,1033.534,34.866,GI,2021-01-31
1245.000,1245.000,3.381,1260.679,1033.558,34.866,GI,2021-01-31
1250.000,1249.833,3.381,1265.545,1033.580,34.866,GI,2021-01-31
1255.000,1255.000,3.384,1270.795,1033.604,34.867,GI,2021-01-31
1260.000,1260.000,3.386,1275.944,1033.628,34.868,GI,2021-01-31
1265.000,1265.000,3.390,1280.940,1033.650,34.868,GI,2021-01-31
1270.000,1270.000,3.395,1286.091,1033.674,34.869,GI,2021-01-31
1275.000,1275.000,3.394,1291.188,1033.697,34.869,GI,2021-01-31
1280.000,1280.000,3.393,1296.273,1033.720,34.869,GI,2021-01-31
1285.000,1285.000,3.393,1301.300,1033.743,34.869,GI,2021-01-31
1290.000,1290.000,3.394,1306.380,1033.766,34.870,GI,2021-01-31
1295.000,1295.167,3.397,1311.632,1033.790,34.870,GI,2021-01-31
1300.000,1300.000,3.400,1316.475,1033.813,34.871,GI,2021-01-31
1305.000,1305.000,3.401,1321.575,1033.836,34.871,GI,2021-01-31
1310.000,1310.333,3.404,1326.951,1033.860,34.872,GI,2021-01-31
1315.000,1315.000,3.406,1331.696,1033.882,34.873,GI,2021-01-31
1320.000,1320.000,3.415,1336.885,1033.906,34.874,GI,2021-01-31
1325.000,1325.000,3.425,1341.892,1033.929,34.876,GI,2021-01-31
1330.000,1330.000,3.434,1347.005,1033.953,34.878,GI,2021-01-31
1335.000,1335.000,3.442,1352.096,1033.975,34.879,GI,2021-01-31
1340.000,1340.000,3.443,1357.160,1033.999,34.880,GI,2021-01-31
1345.000,1344.667,3.444,1361.900,1034.020,34.880,GI,2021-01-31
1350.000,1350.000,3.444,1367.347,1034.045,34.880,GI,2021-01-31
1355.000,1355.000,3.445,1372.379,1034.068,34.880,GI,2021-01-31
1360.000,1359.833,3.444,1377.243,1034.090,34.880,GI,2021-01-31
1365.000,1365.000,3.444,1382.600,1034.115,34.881,GI,2021-01-31
1370.000,1370.000,3.441,1387.630,1034.138,34.881,GI,2021-01-31
1375.000,1375.000,3.441,1392.691,1034.161,34.881,GI,2021-01-31
1380.000,1380.000,3.440,1397.807,1034.184,34.881,GI,2021-01-31
1385.000,1385.000,3.441,1402.935,1034.207,34.881,GI,2021-01-31
1390.000,1390.000,3.440,1408.039,1034.231,34.881,GI,2021-01-31
1395.000,1395.000,3.435,1413.025,1034.253,34.880,GI,2021-01-31
1400.000,1400.000,3.435,1418.164,1034.277,34.880,GI,2021-01-31
1405.000,1405.167,3.444,1423.478,1034.301,34.882,GI,2021-01-31
1410.000,1410.000,3.446,1428.279,1034.323,34.883,GI,2021-01-31
1415.000,1415.000,3.448,1433.379,1034.346,34.883,GI,2021-01-31
1420.000,1420.333,3.451,1438.771,1034.371,34.884,GI,2021-01-31
1425.000,1425.000,3.451,1443.478,1034.393,34.885,GI,2021-01-31
1430.000,1430.000,3.456,1448.564,1034.416,34.885,GI,2021-01-31
1435.000,1435.000,3.460,1453.666,1034.439,34.886,GI,2021-01-31
1440.000,1439.667,3.461,1458.484,1034.461,34.887,GI,2021-01-31
1445.000,1445.000,3.462,1463.889,1034.486,34.887,GI,2021-01-31
1450.000,1450.000,3.461,1468.961,1034.509,34.887,GI,2021-01-31
1455.000,1455.000,3.460,1474.011,1034.532,34.887,GI,2021-01-31
1460.000,1460.000,3.456,1479.097,1034.555,34.887,GI,2021-01-31
1465.000,1465.000,3.459,1484.206,1034.579,34.888,GI,2021-01-31
1470.000,1469.833,3.459,1489.155,1034.601,34.888,GI,2021-01-31
1475.000,1475.000,3.456,1494.350,1034.625,34.888,GI,2021-01-31
1480.000,1480.000,3.457,1499.430,1034.648,34.888,GI,2021-01-31
1485.000,1485.000,3.461,1504.530,1034.672,34.890,GI,2021-01-31
1490.000,1490.000,3.465,1509.674,1034.696,34.891,GI,2021-01-31
1495.000,1495.000,3.468,1514.662,1034.719,34.892,GI,2021-01-31
1500.000,1500.000,3.470,1519.839,1034.742,34.893,GI,2021-01-31
1505.000,1505.000,3.472,1524.853,1034.765,34.893,GI,2021-01-31
1510.000,1510.000,3.474,1529.956,1034.789,34.894,GI,2021-01-31
1515.000,1515.000,3.475,1535.037,1034.812,34.894,GI,2021-01-31
1520.000,1520.000,3.479,1540.153,1034.835,34.895,GI,2021-01-31
1525.000,1525.000,3.486,1545.207,1034.858,34.897,GI,2021-01-31
1530.000,1530.333,3.491,1550.696,1034.883,34.898,GI,2021-01-31
1535.000,1535.000,3.498,1555.366,1034.905,34.900,GI,2021-01-31
1540.000,1540.000,3.506,1560.458,1034.928,34.902,GI,2021-01-31
1545.000,1545.000,3.508,1565.531,1034.952,34.903,GI,2021-01-31
1550.000,1549.667,3.509,1570.245,1034.973,34.903,GI,2021-01-31
1555.000,1555.000,3.512,1575.683,1034.998,34.905,GI,2021-01-31
1560.000,1560.000,3.517,1580.794,1035.022,34.906,GI,2021-01-31
1565.000,1564.833,3.518,1585.697,1035.045,34.907,GI,2021-01-31
1570.000,1570.000,3.515,1590.947,1035.069,34.907,GI,2021-01-31
1575.000,1575.000,3.511,1595.995,1035.092,34.907,GI,2021-01-31
1580.000,1580.000,3.510,1601.133,1035.115,34.907,GI,2021-01-31
1585.000,1585.000,3.509,1606.265,1035.139,34.907,GI,2021-01-31
1590.000,1590.000,3.508,1611.322,1035.162,34.908,GI,2021-01-31
1595.000,1595.000,3.509,1616.430,1035.185,34.908,GI,2021-01-31
1600.000,1600.000,3.512,1621.457,1035.208,34.909,GI,2021-01-31
1605.000,1605.000,3.514,1626.547,1035.231,34.909,GI,2021-01-31
1610.000,1610.000,3.507,1631.665,1035.255,34.909,GI,2021-01-31
1615.000,1615.000,3.508,1636.786,1035.279,34.910,GI,2021-01-31
1620.000,1620.000,3.510,1641.814,1035.302,34.911,GI,2021-01-31
1625.000,1625.000,3.513,1646.917,1035.326,34.912,GI,2021-01-31
1630.000,1630.000,3.514,1652.022,1035.349,34.913,GI,2021-01-31
1635.000,1635.000,3.514,1657.130,1035.373,34.914,GI,2021-01-31
1640.000,1640.000,3.514,1662.154,1035.396,34.914,GI,2021-01-31
1645.000,1644.667,3.514,1666.928,1035.417,34.914,GI,2021-01-31
1650.000,1650.000,3.511,1672.349,1035.443,34.915,GI,2021-01-31
1655.000,1655.000,3.509,1677.430,1035.466,34.915,GI,2021-01-31
1660.000,1659.833,3.507,1682.285,1035.488,34.915,GI,2021-01-31
1665.000,1665.000,3.505,1687.607,1035.513,34.915,GI,2021-01-31
1670.000,1670.000,3.503,1692.658,1035.536,34.916,GI,2021-01-31
1675.000,1675.000,3.500,1697.739,1035.559,34.916,GI,2021-01-31
1680.000,1680.000,3.501,1702.901,1035.583,34.916,GI,2021-01-31
1685.000,1685.000,3.500,1707.975,1035.606,34.916,GI,2021-01-31
1690.000,1690.000,3.499,1713.087,1035.629,34.916,GI,2021-01-31
1695.000,1695.000,3.497,1718.157,1035.652,34.917,GI,2021-01-31
1700.000,1700.000,3.490,1723.272,1035.677,34.917,GI,2021-01-31
1705.000,1705.167,3.486,1728.525,1035.701,34.917,GI,2021-01-31
1710.000,1710.000,3.486,1733.477,1035.724,34.917,GI,2021-01-31
1715.000,1715.000,3.484,1738.475,1035.746,34.917,GI,2021-01-31
1720.000,1720.333,3.479,1743.969,1035.772,34.918,GI,2021-01-31
1725.000,1725.000,3.475,1748.707,1035.794,34.918,GI,2021-01-31
1730.000,1730.000,3.473,1753.760,1035.817,34.918,GI,2021-01-31
1735.000,1735.000,3.467,1758.939,1035.841,34.918,GI,2021-01-31
1740.000,1739.667,3.463,1763.671,1035.863,34.918,GI,2021-01-31
1745.000,1745.000,3.458,1769.085,1035.888,34.918,GI,2021-01-31
1750.000,1750.000,3.452,1774.151,1035.912,34.918,GI,2021-01-31
1755.000,1754.833,3.447,1779.013,1035.934,34.918,GI,2021-01-31
1760.000,1760.000,3.445,1784.385,1035.959,34.918,GI,2021-01-31
1765.000,1765.000,3.444,1789.397,1035.982,34.918,GI,2021-01-31
1770.000,1770.000,3.443,1794.471,1036.004,34.918,GI,2021-01-31
1775.000,1775.000,3.439,1799.594,1036.028,34.918,GI,2021-01-31
1780.000,1780.000,3.434,1804.761,1036.052,34.918,GI,2021-01-31
1785.000,1785.167,3.430,1809.926,1036.076,34.918,GI,2021-01-31
1790.000,1790.000,3.428,1814.872,1036.098,34.918,GI,2021-01-31
1795.000,1795.000,3.424,1820.006,1036.122,34.918,GI,2021-01-31
1800.000,1800.000,3.422,1825.073,1036.145,34.918,GI,2021-01-31
1805.000,1805.000,3.421,1830.161,1036.168,34.918,GI,2021-01-31
1810.000,1810.000,3.418,1835.261,1036.191,34.918,GI,2021-01-31
1815.000,1815.000,3.416,1840.315,1036.214,34.918,GI,2021-01-31
1820.000,1820.000,3.410,1845.474,1036.239,34.918,GI,2021-01-31
1825.000,1825.000,3.407,1850.504,1036.261,34.918,GI,2021-01-31
1830.000,1830.000,3.404,1855.555,1036.284,34.918,GI,2021-01-31
1835.000,1834.667,3.399,1860.340,1036.306,34.917,GI,2021-01-31
1840.000,1840.000,3.384,1865.811,1036.333,34.917,GI,2021-01-31
1845.000,1845.000,3.374,1870.903,1036.357,34.917,GI,2021-01-31
1850.000,1849.833,3.369,1875.797,1036.380,34.917,GI,2021-01-31
1855.000,1855.000,3.365,1881.112,1036.405,34.917,GI,2021-01-31
