time,depth,temperature,pressure,density,salinity
2024-04-19 12:26:00,83.000,9.342,83.920,1025.898,33.017
2024-04-19 12:27:00,83.000,9.352,83.400,1025.886,33.007
2024-04-19 12:27:00,82.000,9.377,82.713,1025.854,32.976
2024-04-19 12:27:00,81.000,9.395,81.657,1025.832,32.957
2024-04-19 12:27:00,80.000,9.396,80.695,1025.823,32.951
2024-04-19 12:27:00,79.000,9.392,79.700,1025.814,32.945
2024-04-19 12:27:00,78.000,9.388,78.676,1025.807,32.941
2024-04-19 12:27:00,77.000,9.384,77.668,1025.796,32.932
2024-04-19 12:27:00,76.000,9.385,76.578,1025.779,32.916
2024-04-19 12:27:00,75.000,9.346,75.578,1025.759,32.889
2024-04-19 12:27:00,74.000,9.282,74.613,1025.720,32.831
2024-04-19 12:27:00,73.000,9.306,73.660,1025.688,32.801
2024-04-19 12:27:00,72.000,9.338,72.690,1025.654,32.770
2024-04-19 12:27:00,71.000,9.357,71.618,1025.617,32.732
2024-04-19 12:28:00,70.000,9.423,70.562,1025.518,32.626
2024-04-19 12:28:00,69.000,9.492,69.575,1025.440,32.546
2024-04-19 12:28:00,68.000,9.511,68.634,1025.416,32.525
2024-04-19 12:28:00,67.000,9.519,67.620,1025.398,32.508
2024-04-19 12:28:00,66.000,9.528,66.546,1025.378,32.492
2024-04-19 12:28:00,65.000,9.547,65.466,1025.361,32.480
2024-04-19 12:28:00,64.000,9.599,64.520,1025.324,32.449
2024-04-19 12:28:00,63.000,9.682,63.558,1025.281,32.417
2024-04-19 12:28:00,62.000,9.770,62.583,1025.232,32.379
2024-04-19 12:28:00,61.000,9.811,61.594,1025.188,32.336
2024-04-19 12:28:00,60.000,9.860,60.602,1025.142,32.294
2024-04-19 12:28:00,59.000,9.919,59.532,1025.107,32.267
2024-04-19 12:28:00,58.000,9.961,58.623,1025.083,32.251
2024-04-19 12:29:00,58.000,9.974,58.100,1025.076,32.247
2024-04-19 12:29:00,57.000,9.981,57.432,1025.072,32.248
2024-04-19 12:29:00,56.000,10.031,56.418,1025.052,32.238
2024-04-19 12:29:00,55.000,10.051,55.437,1025.028,32.218
2024-04-19 12:29:00,54.000,9.978,54.418,1025.014,32.190
2024-04-19 12:29:00,53.000,9.935,53.427,1024.995,32.163
2024-04-19 12:29:00,52.000,9.875,52.487,1024.976,32.132
2024-04-19 12:29:00,51.000,9.920,51.434,1024.963,32.130
2024-04-19 12:29:00,50.000,9.976,50.398,1024.945,32.124
2024-04-19 12:29:00,49.000,9.984,49.458,1024.943,32.130
2024-04-19 12:29:00,48.000,10.015,48.442,1024.935,32.131
2024-04-19 12:29:00,47.000,10.014,47.428,1024.917,32.114
2024-04-19 12:29:00,46.000,9.993,46.492,1024.905,32.100
2024-04-19 12:30:00,46.000,9.990,45.930,1024.907,32.105
2024-04-19 12:30:00,45.000,10.002,45.310,1024.891,32.091
2024-04-19 12:30:00,44.000,9.970,44.318,1024.871,32.065
2024-04-19 12:30:00,43.000,9.994,43.322,1024.851,32.049
2024-04-19 12:30:00,42.000,10.011,42.325,1024.822,32.022
2024-04-19 12:30:00,41.000,10.010,41.365,1024.812,32.015
2024-04-19 12:30:00,40.000,10.024,40.242,1024.787,31.992
2024-04-19 12:30:00,39.000,10.049,39.266,1024.746,31.950
2024-04-19 12:30:00,38.000,10.048,38.252,1024.731,31.937
2024-04-19 12:30:00,37.000,10.059,37.273,1024.727,31.940
2024-04-19 12:30:00,36.000,10.083,36.308,1024.725,31.948
2024-04-19 12:30:00,35.000,10.085,35.342,1024.687,31.905
2024-04-19 12:30:00,34.000,10.024,34.260,1024.662,31.866
2024-04-19 12:31:00,35.000,10.103,35.034,1024.710,31.940
2024-04-19 12:31:00,34.000,10.047,34.265,1024.689,31.905
2024-04-19 12:31:00,33.000,9.994,33.491,1024.661,31.863
2024-04-19 12:32:00,37.000,10.046,37.185,1024.726,31.936
2024-04-19 12:32:00,36.000,10.056,36.314,1024.720,31.936
2024-04-19 12:32:00,35.000,10.082,35.320,1024.714,31.939
