Date,ID Temperature,EC Temperature,CC Temperature
1/29/15 20:00,3.2717544,3.3563579,2.8782064
1/29/15 21:00,3.2731429,3.3546515,2.8737858
1/29/15 22:00,3.2692927,3.3482899,2.8696964
1/29/15 23:00,3.2754486,3.3474407,2.8758347
1/30/15 0:00,3.25872,3.3442578,2.8724521
1/30/15 1:00,3.244354,3.3465905,2.8706057
1/30/15 2:00,3.2415079,3.3462209,2.8842967
1/30/15 3:00,3.2676355,3.3684404,2.886067
1/30/15 4:00,3.2542934,3.3674979,2.8942148
1/30/15 5:00,3.2735628,3.3533967,2.881114
1/30/15 6:00,3.2562175,3.3572836,2.8775074
1/30/15 7:00,3.2339966,3.3715366,2.8794731
1/30/15 8:00,3.2431335,3.3889611,2.8913209
1/30/15 9:00,3.236773,3.3769604,2.8898604
1/30/15 10:00,3.2368745,3.3952633,2.8901865
1/30/15 11:00,3.2439204,3.4107109,2.887234
1/30/15 12:00,3.2652027,3.3954938,2.9185003
1/30/15 13:00,3.2599362,3.3979843,2.893759
1/30/15 14:00,3.25549,3.4104175,2.8932906
1/30/15 15:00,3.2489491,3.4008134,2.8850599
1/30/15 16:00,3.2655451,3.387391,2.8857195
1/30/15 17:00,3.256807,3.4087054,2.8822265
1/30/15 18:00,3.2614015,3.4036869,2.8814038
1/30/15 19:00,3.2640196,3.3959455,2.8801901
1/30/15 20:00,3.2464567,3.3810692,2.8824482
1/30/15 21:00,3.2444403,3.4113884,2.8886507
1/30/15 22:00,3.2479175,3.382767,2.8991766
1/30/15 23:00,3.2672657,3.3750115,2.8956839
1/31/15 0:00,3.274507,3.345856,2.8677041
1/31/15 1:00,3.2725086,3.3371958,2.8685911
1/31/15 2:00,3.2599732,3.3306836,2.874872
1/31/15 3:00,3.2631813,3.3295895,2.8814415
1/31/15 4:00,3.2782226,3.3237716,2.8868577
1/31/15 5:00,3.2831483,3.3413673,2.8957868
1/31/15 6:00,3.2690455,3.337027,2.9002191
1/31/15 7:00,3.2707223,3.3288803,2.9009324
1/31/15 8:00,3.2805158,3.3274083,2.9005065
1/31/15 9:00,3.2682557,3.3300189,2.9057966
1/31/15 10:00,3.2541269,3.3332564,2.9000243
1/31/15 11:00,3.2565493,3.3392562,2.8975782
1/31/15 12:00,3.2415463,3.3527729,2.9158972
1/31/15 13:00,3.2318055,3.3500963,2.8795661
1/31/15 14:00,3.2340579,3.3489431,2.8662116
1/31/15 15:00,3.2356069,3.3486706,2.8614925
1/31/15 16:00,3.2352098,3.3509901,2.8578633
1/31/15 17:00,3.2703321,3.3519884,2.857058
1/31/15 18:00,3.2570391,3.3470564,2.8610255
1/31/15 19:00,3.2488809,3.3446426,2.8758827
1/31/15 20:00,3.2414223,3.3518733,2.8604893
1/31/15 21:00,3.2328899,3.3492105,2.8647797
1/31/15 22:00,3.2297952,3.3374981,2.8663201
2/3/15 19:00,3.2588726,3.3148691,
2/3/15 20:00,3.2040145,3.3128312,2.8505003
2/3/15 21:00,3.1906414,3.3306202,2.8394073
2/3/15 22:00,3.192109,3.3122112,2.842335
2/3/15 23:00,3.1966803,3.306493,2.8435744
2/4/15 0:00,3.1988445,3.3010878,2.8506554
2/4/15 1:00,3.2213649,3.2997365,2.8784568
2/4/15 2:00,3.195499,3.3100335,2.8606853
2/4/15 3:00,3.2144372,3.321007,2.8544772
2/4/15 4:00,3.2305699,3.3295493,2.8646203
2/4/15 5:00,3.1969054,3.3464136,2.8787298
2/4/15 6:00,3.2176805,3.3167249,2.8902093
2/4/15 7:00,3.2304984,3.3205052,2.8999808
2/4/15 8:00,3.2160731,3.3128807,2.8723866
2/4/15 9:00,3.2180085,3.3533211,2.8732306
2/4/15 10:00,3.2120111,3.341849,2.8720329
2/4/15 11:00,3.2223157,3.3285564,2.8629042
2/4/15 12:00,3.2189379,3.3488653,2.8754314
2/4/15 13:00,3.221305,3.3507564,2.8679776
2/4/15 14:00,3.2282974,3.3496006,2.8760628
2/4/15 15:00,3.2447201,3.3480715,2.8655524
2/4/15 16:00,3.2421574,3.3569845,2.855123
2/4/15 17:00,3.2385095,3.3336715,2.8481608
2/4/15 18:00,3.2322977,3.3289663,2.8463064
2/4/15 19:00,3.2183802,3.3206187,2.8508853
2/4/15 20:00,3.2259258,3.3155184,2.8606445
2/4/15 21:00,3.21081,3.3176512,2.8593724
2/4/15 22:00,3.206246,3.3269731,2.8585917
2/4/15 23:00,3.2121629,3.3341198,2.8563594
2/5/15 3:00,,,2.8618948
2/5/15 4:00,3.2386516,,2.871322
2/5/15 5:00,3.260102,,2.8779855
2/5/15 6:00,3.2728595,,2.9050703
2/5/15 7:00,3.27076,,2.8732083
2/5/15 8:00,3.2669567,,2.8708502
2/5/15 9:00,3.2471848,,2.8861086
2/5/15 10:00,3.246433,,2.8833135
2/5/15 11:00,3.246454,,2.8752312
2/5/15 12:00,3.2315985,,2.8801544
2/5/15 13:00,3.2370559,,2.8779612
2/5/15 14:00,3.2527556,,2.8735159
2/5/15 15:00,3.2633509,,2.8953042
2/5/15 16:00,3.24697,,2.8920919
2/5/15 17:00,3.2611221,,2.8813491
2/5/15 18:00,3.2585311,,2.8778658
2/5/15 19:00,3.2501212,,2.8769688
2/5/15 20:00,3.2561877,3.3811839,2.8817877
2/5/15 21:00,3.2781271,3.3881693,2.9001354
2/5/15 22:00,3.2873335,,2.8861316
2/5/15 23:00,3.2886713,,2.8913309
2/6/15 0:00,3.2805032,3.3917896,2.877067
2/6/15 1:00,3.2895356,3.3941019,2.8803941
2/6/15 2:00,3.2932591,3.3923183,2.8767004
2/6/15 3:00,3.2950418,3.3927812,2.8770835
2/6/15 4:00,3.2913302,3.3954911,2.8796023
2/6/15 5:00,3.3049596,3.3981694,2.8786336
2/6/15 6:00,3.2928636,3.4082197,2.8780681
2/6/15 7:00,3.2972636,3.4150061,2.8794116
2/6/15 8:00,3.2990664,3.4140631,2.8887348
2/6/15 9:00,3.2788041,3.4116323,2.8848336
2/6/15 10:00,3.2714543,3.4118558,2.8849457
2/6/15 11:00,3.263621,3.4217256,2.8817444
2/6/15 12:00,3.2556143,3.4047866,2.878038
2/6/15 13:00,3.2465283,3.3951085,2.8864362
2/6/15 14:00,3.2514615,3.3897763,2.8964306
2/6/15 15:00,3.2606345,3.3846701,2.8960723
2/6/15 16:00,3.2666859,3.3695262,2.8766653
2/6/15 17:00,3.2835955,3.3634471,2.8674605
2/6/15 18:00,3.2744007,3.3604205,2.8629563
2/6/15 19:00,3.2653695,3.3502798,2.8620398
2/6/15 20:00,3.2699811,3.3467482,2.8625318
2/6/15 21:00,3.2489414,3.3490121,2.8574906
2/6/15 22:00,3.2410572,3.3525543,2.8610729
2/6/15 23:00,3.2345846,3.361926,2.8688721
2/7/15 0:00,3.234112,3.3526573,2.8719697
2/7/15 1:00,3.2314606,3.3431375,2.8663986
2/7/15 2:00,3.2385605,3.3380996,2.8664353
2/7/15 3:00,3.2356777,3.3332258,2.8743653
2/7/15 4:00,3.2417817,3.3306818,2.8638102
2/7/15 5:00,3.268048,3.3315797,2.8739728
2/7/15 6:00,3.2535128,3.3467117,2.8652871
2/7/15 7:00,3.282326,3.3425789,2.8653142
2/7/15 8:00,3.26274,3.3444396,2.8676469
2/7/15 9:00,3.2367227,3.3431784,2.879634
2/7/15 10:00,3.233213,3.3557456,2.8768729
2/7/15 11:00,3.227421,3.3552179,2.8741351
2/7/15 12:00,3.2364066,3.3574237,2.8707505
2/7/15 13:00,3.228908,3.3481794,2.8820852
2/7/15 14:00,3.2384269,3.3526942,2.8753425
2/7/15 15:00,3.233458,3.3558274,2.8657855
2/7/15 16:00,3.248648,3.3702168,2.8844668
2/7/15 17:00,3.2523049,3.3806856,2.882881
2/7/15 18:00,3.238936,3.3946714,2.884657
2/7/15 19:00,3.2747232,3.4001755,2.8820308
2/7/15 20:00,3.2747403,3.4117459,2.8790997
2/7/15 21:00,3.2705322,3.4152634,2.8788768
2/7/15 22:00,3.2455244,3.4018246,2.8813859
2/7/15 23:00,3.2711537,3.4133033,2.8746659
2/8/15 0:00,3.2779811,3.4029317,2.9158578
2/8/15 1:00,3.2581112,3.3873851,2.8815286
2/8/15 2:00,3.2673101,3.3878214,2.8746552
2/8/15 3:00,3.2694985,3.385575,2.8721528
2/8/15 4:00,3.2774844,3.38823,2.8577475
2/8/15 5:00,3.2883426,3.3961075,2.862036
2/8/15 6:00,3.2987059,3.4102383,2.8605438
2/8/15 7:00,3.3084754,3.4298211,2.8717339
2/8/15 8:00,3.3047874,3.4247183,2.8667822
2/8/15 9:00,3.2992962,3.414362,2.8628984
2/8/15 10:00,3.3123549,3.4152909,2.859242
